date,tournament,player1,player2,sets1,sets2,score,odd1,odd2
2025-01-30,Futures 2025,Potenza L.,Gonzalez Fernandez M.,2,0,6-0 6-1,1.71,2.03
2025-01-30,Futures 2025,Djuric B.,Blanch D.,2,1,6-4 67-7 6-3,2.22,1.59
2025-01-30,Futures 2025,Petkovic M.,Pereira T.,2,1,7-5 1-6 7-63,4.20,1.19
2025-01-30,Futures 2025,Kivattsev K.,Ostapenkov D.,2,0,6-3 6-4,1.36,2.94
2025-01-30,Futures 2025,Krumich M.,Moraing O.,2,0,6-1 7-62,1.20,4.20
2025-01-30,Futures 2025,Binda A.,Malgaroli L.,2,0,6-4 6-4,1.16,4.53
2025-01-30,Futures 2025,Arutiunian E.,Yamanaka T.,2,0,7-5 6-4,1.62,2.16
2025-01-30,Futures 2025,Habib A.,Buldorini P.,2,0,6-2 6-1,3.07,1.34
2025-01-30,Futures 2025,Beauge M.,Nedelko I.,2,0,6-3 6-3,,
2025-01-30,Futures 2025,Nikles J.,Horoz A.,2,0,6-3 6-4,1.18,4.34
2025-01-30,Futures 2025,Gerch L.,Van Der Meerschen M.,2,0,6-4 6-3,1.24,3.68
2025-01-30,UTR Pro Tennis Series 3,Ventre A.,Demulling W.,2,0,6-1 6-3,1.24,3.58
2025-01-30,UTR Pro Tennis Series 3,Castro V.,Gold N.,2,1,6-1 65-7 6-1,1.47,2.47
2025-01-30,UTR Pro Tennis Series 3,Wang C.,Bhandari A.,2,1,66-7 6-0 6-3,,
2025-01-30,UTR Pro Tennis Series 3,Sachdev R.,Gold N.,2,1,4-6 6-4 6-4,2.65,1.37
2025-01-30,UTR Pro Tennis Series 3,Castro V.,Hoeyeraal H.,2,1,6-2 3-6 6-4,6.00,1.07
2025-01-30,UTR Pro Tennis Series 3,Han C.,Seric B.,2,0,6-4 6-2,1.60,2.08
2025-01-30,UTR Pro Tennis Series 5,Van Zijl T.,Healey F.,2,0,6-4 6-1,,
2025-01-30,UTR Pro Tennis Series 5,Batista D.,Benaim M.,2,0,6-3 6-1,1.30,3.00
2025-01-30,UTR Pro Tennis Series 5,Curras Abasolo T.,Hodkin S.,2,0,6-1 6-2,1.10,5.13
2025-01-30,UTR Pro Tennis Series 5,Santillan A.,Pivnik O.,2,0,6-3 6-2,1.02,8.67
2025-01-30,UTR Pro Tennis Series 5,De Jonge D.,Delicata L.,2,0,6-4 6-2,1.26,3.15
2025-01-30,UTR Pro Tennis Series 5,Sallay P.,Baiant R.,2,0,6-4 6-4,2.50,1.42
2025-01-30,UTR Pro Tennis Series 5,Wagenaar L.,Gil F.,2,1,6-3 2-6 7-5,1.35,2.82
2025-01-30,UTR Pro Tennis Series 5,Serrano Luis T.,Perez Martin I.,2,0,6-4 6-4,1.09,5.50
2025-01-30,UTR Pro Tennis Series 5,Boros A.,Kisantal B.,2,0,6-0 6-3,1.16,4.40
2025-01-30,UTR Pro Tennis Series 5,Walters M.,Tutu M.,2,0,6-3 6-3,1.19,3.93
2025-01-30,UTR Pro Tennis Series 5,Batista D.,Tarrio Ponte A.,2,0,6-2 6-4,1.06,8.00
2025-01-30,UTR Pro Tennis Series 5,Hodkin S.,Trondson J.,2,0,6-3 6-3,1.25,3.40
2025-01-30,UTR Pro Tennis Series 5,Murgett F.,Benaim M.,2,0,6-3 6-4,1.04,8.17
2025-01-30,UTR Pro Tennis Series 5,Mrsic L.,Kis Balazs R.,2,0,6-4 7-66,4.68,1.12
2025-01-30,UTR Pro Tennis Series 5,Szoke A.,Gubi T.,2,0,7-5 7-5,2.40,1.45
2025-01-30,UTR Pro Tennis Series 5,Goldsteiner P.,Aleshchev A.,2,1,4-6 7-5 7-5,1.59,2.17
2025-01-30,UTR Pro Tennis Series 5,Beloborodko I.,Jovic N.,2,0,6-2 6-2,1.20,4.03
2025-01-30,UTR Pro Tennis Series 5,Pel S.,Savay Z.,2,0,6-4 7-5,1.13,4.70
2025-01-30,UTR Pro Tennis Series 8,Nishiwaki K.,Ono C.,2,1,0-6 7-5 7-5,1.25,3.30
2025-01-30,UTR Pro Tennis Series 8,Yoshimura D.,Morita K.,2,0,6-2 6-1,1.82,1.82
2025-01-30,UTR Pro Tennis Series 8,Ota K.,Saito K.,2,0,7-5 6-4,1.10,5.42
2025-01-30,UTR Pro Tennis Series 8,Karigyo T.,Ono C.,2,1,1-6 6-3 6-3,,
2025-01-30,UTR Pro Tennis Series 8,Yamasaki J.,Sato D.,2,0,6-0 6-4,1.02,8.25
2025-01-30,UTR Pro Tennis Series 8,Inui Y.,Uenoyama T.,2,1,6-2 2-6 6-2,1.07,6.33
2025-01-30,UTR Pro Tennis Series 8,Matsuda K.,Mehrotra A.,2,0,6-4 6-4,1.62,2.08
2025-01-30,Davis Cup,Ruud C.,Navone M.,2,0,6-3 6-3,1.12,5.99
2025-01-30,Davis Cup,Etcheverry T.,Budkov Kjaer N.,2,1,7-5 2-6 7-65,1.15,5.24
2025-01-31,Montpellier,Kovacevic A.,Bublik A. (4),2,0,6-3 6-2,2.19,1.67
2025-01-31,Montpellier,Rublev A. (1),Basilashvili N.,1,0,5-2,1.21,4.37
2025-01-31,Montpellier,De Jong J.,Griekspoor T. (5),2,0,7-65 6-4,2.88,1.41
2025-01-31,Montpellier,Auger Aliassime F. (2),Yunchaokete B. (8),2,0,6-3 6-4,1.25,3.90
2025-01-31,Piracicaba challenger,Dellien H. (3),Sakamoto P.,2,1,7-67 4-6 7-66,1.14,5.14
2025-01-31,Koblenz challenger,Zeppieri G.,Squire H. (1),2,1,4-6 7-67 6-3,1.92,1.82
2025-01-31,Koblenz challenger,Nardi L.,Brunold M.,2,0,6-4 7-5,1.51,2.46
2025-01-31,Koblenz challenger,Blanchet U. (5),Martineau M. (4),2,1,7-63 3-6 7-61,2.16,1.65
2025-01-31,Koblenz challenger,Paul J.,Vatutin A.,2,1,6-3 2-6 6-3,1.73,2.04
2025-01-31,Brisbane challenger,Schoolkate T. (5),Bolt A. (4),2,0,6-3 7-5,1.36,3.01
2025-01-31,Brisbane challenger,Jasika O. (6),McCabe J.,2,1,67-7 6-2 7-5,2.62,1.45
2025-01-31,Brisbane challenger,Gengel M.,Ellis B.,2,1,6-4 3-6 7-5,2.22,1.61
2025-01-31,Brisbane challenger,Walton A. (2),Tomic B. (8),2,0,6-4 7-5,1.30,3.38
2025-01-31,Cleveland challenger,Zink T.,Cassone M.,2,1,64-7 7-61 7-5,4.49,1.19
2025-01-31,Cleveland challenger,Spizzirri E. (6),Trotter J. (4),2,1,5-7 6-3 7-64,1.70,2.07
2025-01-31,Cleveland challenger,Wolf J. (8),Ghibaudo A.,2,1,7-611 4-6 6-3,1.11,6.15
2025-01-31,Futures 2025,Loffhagen G.,Story J.,2,0,6-3 6-3,1.38,2.85
2025-01-31,Futures 2025,Weis A.,Picchione A.,2,0,6-2 6-4,1.53,2.36
2025-01-31,Futures 2025,Hurrion M.,Bondioli F.,2,0,6-4 6-3,1.69,2.06
2025-01-31,Futures 2025,Gray A.,Mott B.,2,0,6-2 6-2,1.30,3.24
2025-01-31,Futures 2025,Searle H.,Martin T.,2,0,6-4 6-4,1.15,4.77
2025-01-31,Futures 2025,Den Ouden G.,Kellovsky D.,2,0,6-3 6-2,1.39,2.75
2025-01-31,Futures 2025,Michalski D.,Popovic S.,2,0,6-3 6-1,2.19,2.02
2025-01-31,Futures 2025,Kolar Z.,Handel T.,2,1,66-7 6-1 7-5,1.71,2.02
2025-01-31,Futures 2025,Gima S.,Markovic S.,2,0,6-1 6-4,1.38,2.80
2025-01-31,Futures 2025,Ciric A.,Tessa L.,2,0,6-4 6-3,2.62,1.44
2025-01-31,Futures 2025,Wallart E.,Osorio J.,2,0,6-0 7-5,1.25,3.58
2025-01-31,Futures 2025,Fishback R.,Rodriguez Rodriguez J.,2,1,6-4 1-6 6-1,2.62,1.43
2025-01-31,Futures 2025,Perez A.,Martin D.,2,0,6-4 6-3,1.29,3.29
2025-01-31,Futures 2025,Strode I.,Tudorica A.,2,0,6-4 6-4,3.75,1.23
2025-01-31,Futures 2025,Vankan M.,Wessels L.,2,0,6-1 6-3,1.84,1.84
2025-01-31,Futures 2025,Johns G.,Jones M.,2,0,7-5 6-0,1.23,3.77
2025-01-31,Futures 2025,Blanch D.,Reymond A.,2,1,6-4 4-6 7-66,1.84,1.84
2025-01-31,Futures 2025,Potenza L.,Malige M.,2,0,6-3 6-2,1.61,2.18
2025-01-31,Futures 2025,Djuric B.,Kudriashov I.,2,0,6-3 6-3,1.40,2.70
2025-01-31,Futures 2025,Crawford O.,Fernandez Canovas A.,2,1,6-3 4-6 6-3,1.25,3.57
2025-01-31,Futures 2025,Bailly G.,Petkovic M.,2,0,6-2 6-1,1.17,4.40
2025-01-31,Futures 2025,Kivattsev K.,Arutiunian E.,2,1,4-6 7-65 6-2,1.30,3.32
2025-01-31,Futures 2025,Krumich M.,Balshaw F.,2,1,6-2 4-6 7-65,1.19,4.29
2025-01-31,Futures 2025,Dussin L.,Hipfl N.,2,0,6-2 6-2,1.62,2.17
2025-01-31,Futures 2025,Binda A.,Oetzbach A.,2,0,6-4 6-3,1.31,3.23
2025-01-31,Futures 2025,Nikles J.,Hamza Reguig S.,2,1,4-6 7-65 6-2,1.14,5.05
2025-01-31,Futures 2025,Colson T.,Beauge M.,2,0,6-1 6-4,1.25,3.59
2025-01-31,Futures 2025,Gerch L.,Habib A.,2,0,7-5 6-2,1.17,4.49
2025-01-31,UTR Pro Tennis Series 3,Rajski M.,Tallakson B.,2,0,6-1 6-1,1.03,7.50
2025-01-31,UTR Pro Tennis Series 3,Castro V.,Sachdev R.,2,0,6-3 6-3,1.69,1.98
2025-01-31,UTR Pro Tennis Series 3,Demulling W.,Chunduru P.,2,0,6-4 6-0,1.55,2.20
2025-01-31,UTR Pro Tennis Series 3,Fardanesh M.,Ventre A.,2,0,7-66 6-3,2.90,1.34
2025-01-31,UTR Pro Tennis Series 3,Gamal G.,Chunduru P.,2,0,6-2 6-0,1.62,2.10
2025-01-31,UTR Pro Tennis Series 3,Djakouris A.,Stephens Z.,2,1,7-5 1-6 6-4,1.38,2.68
2025-01-31,UTR Pro Tennis Series 3,Krishna R.,Sachdev R.,2,0,7-5 6-3,,
2025-01-31,UTR Pro Tennis Series 5,Gil F.,Barreto J.,2,0,6-0 6-2,1.22,4.00
2025-01-31,UTR Pro Tennis Series 5,De Jonge D.,Wagenaar L.,2,0,6-1 6-3,1.27,3.23
2025-01-31,UTR Pro Tennis Series 5,Serrano Luis T.,Walters M.,2,1,6-1 1-6 6-3,,
2025-01-31,UTR Pro Tennis Series 5,Curras Abasolo T.,Leather J.,2,0,6-2 6-4,1.26,3.35
2025-01-31,UTR Pro Tennis Series 5,Hodkin S.,Pereira Lopes M.,2,0,7-65 6-3,1.05,7.17
2025-01-31,UTR Pro Tennis Series 5,Juhas K.,Pel S.,2,0,6-1 6-2,1.31,3.08
2025-01-31,UTR Pro Tennis Series 5,Benaim M.,Healey F.,2,1,6-4 2-6 6-4,1.09,6.25
2025-01-31,UTR Pro Tennis Series 5,Van Zijl T.,Murgett F.,2,0,7-5 6-3,7.17,1.05
2025-01-31,UTR Pro Tennis Series 5,Delicata L.,Wagenaar L.,2,1,2-6 6-3 6-3,1.61,2.12
2025-01-31,UTR Pro Tennis Series 5,Fekete J.,Goldsteiner P.,2,0,6-1 6-4,1.73,1.93
2025-01-31,UTR Pro Tennis Series 5,Perez Martin I.,Walters M.,2,0,6-4 6-2,3.18,1.30
2025-01-31,UTR Pro Tennis Series 5,Serrano Luis T.,Manukyan V.,2,0,7-5 6-1,1.25,3.28
2025-01-31,UTR Pro Tennis Series 5,De Jonge D.,Barreto J.,2,0,7-61 6-4,1.06,8.00
2025-01-31,UTR Pro Tennis Series 5,Szoke A.,Savay Z.,2,0,6-3 6-1,1.82,1.82
2025-01-31,UTR Pro Tennis Series 5,Baiant R.,Pivnik O.,2,0,6-2 6-3,1.48,2.45
2025-01-31,UTR Pro Tennis Series 5,Kisantal B.,Aleshchev A.,2,0,6-3 7-63,1.82,1.81
2025-01-31,UTR Pro Tennis Series 5,Beloborodko I.,Kis Balazs R.,2,0,6-4 7-65,1.12,4.95
2025-01-31,UTR Pro Tennis Series 5,Sallay P.,Halmos K.,2,0,7-64 6-2,1.82,1.82
2025-01-31,UTR Pro Tennis Series 8,Nishiwaki K.,Karigyo T.,2,0,6-3 7-5,1.22,3.50
2025-01-31,UTR Pro Tennis Series 8,Uenoyama T.,Yoshimura D.,2,1,0-6 6-4 7-63,3.58,1.23
2025-01-31,UTR Pro Tennis Series 8,Nishiwaki K.,Mochizuki K.,2,1,6-3 1-6 6-2,1.23,3.58
2025-01-31,UTR Pro Tennis Series 8,Morita K.,Inagawa D.,2,0,6-1 6-0,1.10,5.42
2025-01-31,UTR Pro Tennis Series 8,Yamamoto N.,Sato D.,2,1,6-2 63-7 6-2,1.09,5.25
2025-01-31,UTR Pro Tennis Series 8,Mehrotra A.,Takada M.,2,0,6-1 6-3,1.05,7.17
2025-01-31,UTR Pro Tennis Series 8,Mochizuki K.,Ono C.,2,1,4-6 7-5 6-2,1.29,3.45
2025-01-31,UTR Pro Tennis Series 8,Matsuda K.,Ota K.,2,0,6-1 6-1,1.07,6.00
2025-01-31,Davis Cup,King D.,Soriano Barrera A.,2,0,6-2 6-4,9.89,1.04
2025-01-31,Davis Cup,Mejia N.,Lawrence X.,2,0,6-2 6-0,1.02,14.09
2025-01-31,Davis Cup,Navone M.,Budkov Kjaer N.,2,1,4-6 6-3 6-4,1.62,2.24
2025-01-31,Davis Cup,Hanfmann Y.,Cukierman D.,2,0,6-4 6-4,1.11,6.14
2025-01-31,Davis Cup,Vukic A.,Borg L.,2,0,6-4 6-4,1.06,8.60
2025-01-31,Davis Cup,Medjedovic H.,Rune H.,2,1,2-6 6-3 6-1,3.16,1.34
2025-01-31,Davis Cup,Prizmic D.,Kovalik J.,2,0,6-2 6-2,1.33,3.27
2025-01-31,Davis Cup,Lajal M.,Rodriguez-Pace R.,2,0,6-1 6-0,1.02,11.40
2025-01-31,Davis Cup,Rodionov J.,Vasa E.,2,1,2-6 6-3 6-3,1.15,4.55
2025-01-31,Davis Cup,Ruud C.,Etcheverry T.,2,0,6-3 6-3,1.31,3.32
2025-01-31,Davis Cup,Machac T.,Kwon S.,2,0,6-2 6-2,1.07,8.35
2025-01-31,Davis Cup,De Minaur A.,Ymer M.,2,0,7-5 6-1,1.04,11.12
2025-01-31,Davis Cup,Marterer M.,Oliel Y.,2,1,6-2 5-7 6-4,1.16,4.95
2025-01-31,Davis Cup,Radulov I.,Jianu F.,2,0,6-3 7-63,1.93,1.81
2025-01-31,Davis Cup,Kecmanovic M.,Moller E.,2,1,3-6 6-2 6-1,1.27,3.65
2025-01-31,Davis Cup,Ajdukovic D.,Klein L.,2,0,7-64 6-3,2.26,1.61
2025-01-31,Davis Cup,Neumayer L.,Virtanen O.,2,1,6-4 64-7 6-3,1.78,2.00
2025-01-31,Davis Cup,Lehecka J.,Campana Lee G.,2,0,6-3 6-3,1.02,16.61
2025-01-31,Davis Cup,Ojakaar O.,Parisca I.,2,1,66-7 6-4 6-4,1.14,5.31
2025-01-31,Davis Cup,Echargui M.,Ovcharenko O.,2,0,7-61 6-2,1.71,2.05
2025-01-31,Davis Cup,Christodoulou S.,Samrej K.,2,1,1-6 6-0 6-4,4.38,1.19
2025-01-31,Davis Cup,O'Hoisin O.,Alhogbani A.,2,0,6-4 6-4,1.44,2.69
2025-01-31,Davis Cup,Benchetrit E.,Sibanda E.,2,0,6-2 6-3,1.04,10.05
2025-01-31,Davis Cup,Bueno G.,Habib H.,2,1,6-3 2-6 6-4,2.64,1.46
2025-01-31,Davis Cup,Kasnikowski M.,Purtseladze S.,2,1,6-3 5-7 6-4,1.16,4.97
2025-01-31,Davis Cup,Agwi M.,Alhogbani S.,2,0,6-4 6-0,1.05,8.84
2025-01-31,Davis Cup,Cretu C.,Nesterov P.,2,1,66-7 6-3 7-63,1.61,2.23
2025-01-31,Davis Cup,Dzumhur D.,Fomin S.,2,0,7-67 6-3,1.19,4.46
2025-01-31,Davis Cup,Efstathiou M.,Jones M.,2,1,2-6 6-3 6-2,2.74,1.41
2025-01-31,Davis Cup,Sachko V.,Dougaz A.,2,1,6-3 66-7 6-3,1.78,1.97
2025-01-31,Davis Cup,Baadi T.,Lock C.,2,0,6-2 6-4,1.03,11.67
2025-01-31,Davis Cup,Buse I.,Hassan B.,2,0,6-3 6-2,1.89,1.85
2025-01-31,Davis Cup,Majchrzak K.,Bakshi A.,2,0,6-3 7-64,1.13,5.87
2025-01-31,Davis Cup,Sultanov K.,Basic M.,2,1,6-4 3-6 7-64,1.30,3.39
2025-01-31,Davis Cup,Fearnley J.,Nishikori K.,2,0,6-3 6-3,2.43,1.53
2025-01-31,Davis Cup,Zhang Z.,Krivokapic A.,2,0,6-4 6-4,1.01,13.88
2025-01-31,Davis Cup,Michelsen A.,Wu T.,2,0,7-64 6-3,1.10,6.68
2025-01-31,Davis Cup,Nishioka Y.,Harris B.,2,0,7-5 6-1,1.31,3.38
2025-01-31,Davis Cup,Giron M.,Tseng C.,2,0,6-2 6-2,1.18,4.70
2025-01-31,Davis Cup,Cui J.,Jovanovic P.,2,0,6-4 7-64,1.30,3.35
2025-02-01,Montpellier,Kovacevic A.,Rublev A. (1),2,0,7-5 6-4,3.87,1.26
2025-02-01,Montpellier,Auger Aliassime F. (2),De Jong J.,2,0,6-4 7-64,1.18,4.86
2025-02-01,Piracicaba challenger,Mena F.,Coria F. (2),2,0,7-62 6-3,2.80,1.41
2025-02-01,Piracicaba challenger,Heide G. (7),Taberner C.,2,0,7-68 6-3,1.64,2.23
2025-02-01,Piracicaba challenger,Dellien H. (3),Ficovich J.,2,0,7-5 7-5,1.60,2.23
2025-02-01,Piracicaba challenger,Mena F.,Pellegrino A.,2,0,6-4 7-63,1.84,1.92
2025-02-01,Piracicaba challenger,Burruchaga R. (6),Ugo Carabelli C. (1),1,0,7-5 4-5,2.47,1.50
2025-02-01,Piracicaba challenger,Coria F. (2),Sanchez Izquierdo N.,2,0,6-3 7-5,1.23,3.90
2025-02-01,Piracicaba challenger,Heide G. (7),Debru G.,2,0,6-3 6-3,1.42,2.67
2025-02-01,Piracicaba challenger,Taberner C.,Galan D. (4),2,0,7-5 7-66,2.39,1.54
2025-02-01,Koblenz challenger,Nardi L.,Zeppieri G.,2,0,6-4 7-64,1.43,2.72
2025-02-01,Koblenz challenger,Blanchet U. (5),Paul J.,2,0,7-66 6-4,1.64,2.17
2025-02-01,Brisbane challenger,Schoolkate T. (5),Walton A. (2),2,1,4-6 6-3 7-65,2.04,1.73
2025-02-01,Brisbane challenger,Gengel M.,Jasika O. (6),2,0,7-64 6-3,2.19,1.63
2025-02-01,Cleveland challenger,Smith C.,Wolf J. (8),2,0,7-67 6-1,2.07,1.70
2025-02-01,Cleveland challenger,Spizzirri E. (6),Zink T.,2,0,6-4 6-3,1.27,3.62
2025-02-01,Cleveland challenger,Smith C.,Sell K. (7),2,0,7-64 6-2,1.76,1.99
2025-02-01,Cleveland challenger,Wolf J. (8),Kozlov S.,2,0,6-1 6-3,1.50,2.48
2025-02-01,Futures 2025,Hurrion M.,Searle H.,2,0,7-65 6-4,3.00,1.35
2025-02-01,Futures 2025,Gray A.,Loffhagen G.,2,0,6-3 6-1,1.84,1.84
2025-02-01,Futures 2025,Den Ouden G.,Weis A.,2,0,6-4 6-2,1.48,2.51
2025-02-01,Futures 2025,Kolar Z.,Michalski D.,2,0,6-4 7-62,2.40,1.52
2025-02-01,Futures 2025,Gima S.,Ciric A.,2,0,6-3 6-1,1.29,3.36
2025-02-01,Futures 2025,Wallart E.,Strode I.,2,0,6-2 6-4,1.28,4.06
2025-02-01,Futures 2025,Perez A.,Fishback R.,2,0,6-3 6-2,1.18,4.58
2025-02-01,Futures 2025,Johns G.,Vankan M.,2,1,6-3 1-6 6-3,1.30,3.26
2025-02-01,Futures 2025,Crawford O.,Nikles J.,2,0,7-64 6-2,1.32,3.20
2025-02-01,Futures 2025,Bailly G.,Potenza L.,2,1,7-68 2-6 6-2,1.49,2.50
2025-02-01,Futures 2025,Djuric B.,Blanch D.,2,1,7-69 5-7 6-4,2.25,1.58
2025-02-01,Futures 2025,Gerch L.,Colson T.,1,0,,2.59,1.51
2025-02-01,Futures 2025,Dussin L.,Krumich M.,2,0,6-2 6-3,2.17,1.62
2025-02-01,Futures 2025,Binda A.,Kivattsev K.,2,0,6-3 6-2,2.17,1.62
2025-02-01,UTR Pro Tennis Series 3,Demulling W.,Wang C.,2,0,6-3 6-4,2.28,1.52
2025-02-01,UTR Pro Tennis Series 3,Krishna R.,Ventre A.,2,0,6-3 6-0,,
2025-02-01,UTR Pro Tennis Series 3,Djakouris A.,Hoeyeraal H.,2,0,6-3 6-3,2.20,1.57
2025-02-01,UTR Pro Tennis Series 3,Han C.,Tallakson B.,2,1,6-0 4-6 7-65,,
2025-02-01,UTR Pro Tennis Series 3,Castro V.,Gamal G.,2,0,6-4 6-1,1.47,2.48
2025-02-01,UTR Pro Tennis Series 3,Rajski M.,Fardanesh M.,2,0,7-5 6-1,1.03,8.00
2025-02-01,UTR Pro Tennis Series 3,Stephens Z.,Han C.,2,0,6-0 6-4,1.56,2.22
2025-02-01,UTR Pro Tennis Series 3,Hoeyeraal H.,Krishna R.,2,0,6-1 6-1,,
2025-02-01,UTR Pro Tennis Series 3,Djakouris A.,Seric B.,2,0,6-1 6-3,1.07,6.33
2025-02-01,UTR Pro Tennis Series 3,Tallakson B.,Wang C.,2,0,6-3 6-4,1.68,1.98
2025-02-01,UTR Pro Tennis Series 5,Hodkin S.,Delicata L.,2,1,6-3 3-6 7-5,2.39,1.50
2025-02-01,UTR Pro Tennis Series 5,Pereira Lopes M.,Barreto J.,2,0,7-64 6-4,,
2025-02-01,UTR Pro Tennis Series 5,Murgett F.,De Jonge D.,2,0,6-3 6-0,1.30,3.13
2025-02-01,UTR Pro Tennis Series 5,Goldsteiner P.,Mrsic L.,2,0,6-0 6-2,1.59,2.17
2025-02-01,UTR Pro Tennis Series 5,Batista D.,Perez Martin I.,2,1,4-6 6-4 7-63,1.26,3.35
2025-02-01,UTR Pro Tennis Series 5,Curras Abasolo T.,Serrano Luis T.,2,1,4-6 6-3 6-4,1.50,2.37
2025-02-01,UTR Pro Tennis Series 5,Kis Balazs R.,Szoke A.,2,0,7-5 6-1,1.24,3.58
2025-02-01,UTR Pro Tennis Series 5,Santillan A.,Fekete J.,2,0,6-1 6-1,1.06,6.50
2025-02-01,UTR Pro Tennis Series 5,Benaim M.,Tutu M.,2,1,1-6 7-5 6-2,1.82,1.82
2025-02-01,UTR Pro Tennis Series 5,Walters M.,Wagenaar L.,2,0,6-1 6-3,1.47,2.43
2025-02-01,UTR Pro Tennis Series 5,Leather J.,Van Zijl T.,2,0,6-4 6-4,1.56,2.22
2025-02-01,UTR Pro Tennis Series 5,Juhas K.,Beloborodko I.,2,0,6-4 7-66,1.79,1.84
2025-02-01,UTR Pro Tennis Series 5,Kisantal B.,Baiant R.,2,1,1-6 6-1 6-3,2.18,1.56
2025-02-01,UTR Pro Tennis Series 5,Halmos K.,Hejjas C.,2,0,6-2 6-1,1.43,2.57
2025-02-01,UTR Pro Tennis Series 5,Aleshchev A.,Savay Z.,2,0,6-4 6-3,1.47,2.47
2025-02-01,UTR Pro Tennis Series 5,Bakonyi D.,Pivnik O.,2,1,65-7 6-3 6-4,1.82,1.82
2025-02-01,UTR Pro Tennis Series 8,Ono C.,Inagawa D.,2,0,6-4 7-63,,
2025-02-01,UTR Pro Tennis Series 8,Yamamoto N.,Karigyo T.,2,1,6-2 3-6 6-3,,
2025-02-01,UTR Pro Tennis Series 8,Yamasaki J.,Matsuda K.,2,0,6-4 6-4,,
2025-02-01,UTR Pro Tennis Series 8,Yoshimura D.,Ono C.,2,0,6-2 6-2,,
2025-02-01,UTR Pro Tennis Series 8,Mochizuki K.,Okamura I.,2,0,6-2 6-4,,
2025-02-01,UTR Pro Tennis Series 8,Ono C.,Sato D.,2,1,7-5 2-6 6-4,1.15,4.35
2025-02-01,UTR Pro Tennis Series 8,Inagawa D.,Saito K.,2,1,6-3 3-6 7-64,1.47,2.43
2025-02-01,UTR Pro Tennis Series 8,Karigyo T.,Uenoyama T.,2,0,7-64 7-64,1.50,2.37
2025-02-01,UTR Pro Tennis Series 8,Yoshimura D.,Sugimoto K.,2,1,7-5 61-7 6-1,,
2025-02-01,UTR Pro Tennis Series 8,Yamasaki J.,Inui Y.,2,1,61-7 7-5 6-0,1.35,2.85
2025-02-01,UTR Pro Tennis Series 8,Matsuda K.,Nishiwaki K.,2,0,6-2 6-0,1.47,2.43
2025-02-01,UTR Pro Tennis Series 8,Mochizuki K.,Morita K.,2,0,6-2 6-1,1.50,2.39
2025-02-01,UTR Pro Tennis Series 8,Okamura I.,Ota K.,2,0,6-2 7-5,1.23,3.58
2025-02-01,UTR Pro Tennis Series 8,Yamamoto N.,Takada M.,2,1,6-1 2-6 6-3,1.23,3.58
2025-02-01,Dallas,Eubanks C. (2),Mayo A.,2,0,6-3 7-5,1.17,4.75
2025-02-01,Dallas,Pinnington Jones J.,Svajda Z. (8),2,1,1-6 7-64 6-3,2.39,1.54
2025-02-01,Dallas,Quinn E. (7),Trotter J.,2,0,7-64 6-1,1.65,2.18
2025-02-01,Dallas,Georgiev G.,Albot R. (6),2,1,6-4 3-6 6-3,14.45,1.02
2025-02-01,Dallas,Mmoh M.,Boyer T. (3),2,0,6-4 7-65,2.66,1.44
2025-02-01,Dallas,Duckworth J. (1),Hadigian E.,2,0,6-1 6-1,1.02,15.74
2025-02-01,Dallas,Seggerman R.,Gomez F. (4),2,0,6-4 6-2,2.60,1.47
2025-02-01,Dallas,Holt B.,Krueger M. (5),2,1,1-6 7-61 6-3,1.79,1.99
2025-02-01,Davis Cup,King D.,Mejia N.,2,0,6-3 6-4,5.83,1.10
2025-02-01,Davis Cup,Phillips R.,Pannu K.,2,1,6-3 3-6 6-3,,
2025-02-01,Davis Cup,Andrade A.,Llanes F.,2,0,6-4 6-0,1.05,9.16
2025-02-01,Davis Cup,Fucsovics M.,Diallo G.,2,1,3-6 6-2 6-2,2.26,1.61
2025-02-01,Davis Cup,Cid Subervi R.,Garcia R.,2,0,6-3 6-3,1.18,4.62
2025-02-01,Davis Cup,Marozsan F.,Galarneau A.,2,1,6-3 3-6 6-3,1.61,2.24
2025-02-01,Davis Cup,Snitari I.,Arevalo M.,2,1,1-6 6-1 6-4,,
2025-02-01,Davis Cup,Loutit J.,Bicknell B.,2,1,3-6 6-2 6-1,,
2025-02-01,Davis Cup,Sakellaridis S.,Maamoun K.,2,0,6-1 6-2,1.35,2.95
2025-02-01,Davis Cup,Fils A.,Seyboth Wild T.,2,0,6-1 6-4,1.23,3.88
2025-02-01,Davis Cup,Knaff A.,Gaubas V.,2,1,6-4 3-6 6-2,3.25,1.33
2025-02-01,Davis Cup,Garin C.,Blockx A.,2,0,7-66 6-1,2.49,1.49
2025-02-01,Davis Cup,Bertran P.,Zeballos F.,2,1,2-6 7-64 6-4,1.30,3.50
2025-02-01,Davis Cup,Borg L.,Peers J.,2,0,7-5 6-4,,
2025-02-01,Davis Cup,Moller E.,Medjedovic H.,2,1,1-6 6-4 6-3,3.45,1.30
2025-02-01,Davis Cup,Misolic F.,Vasa E.,2,0,6-4 6-0,,
2025-02-01,Davis Cup,Carballes Baena R.,Kym J.,2,0,6-4 6-4,1.74,2.06
2025-02-01,Davis Cup,Borges N.,Balleret B.,2,0,6-3 6-1,1.03,9.50
2025-02-01,Davis Cup,Safwat M.,Antonopoulos C.,2,0,6-2 6-2,,
