date,tournament,player1,player2,sets1,sets2,score,odd1,odd2
2025-01-01,United Cup,Fritz T.,Zhang Z.,2,0,6-4 6-4,1.13,5.73
2025-01-01,United Cup,De Minaur A.,Harris B.,2,0,6-2 6-1,1.05,9.69
2025-01-01,United Cup,Shevchenko A.,Masur D.,2,1,65-7 6-2 6-2,1.04,7.01
2025-01-01,United Cup,Machac T.,Hurkacz H.,2,1,7-5 3-6 6-4,1.75,2.04
2025-01-01,Brisbane,Thompson J. (8),Michelsen A.,2,0,7-5 6-3,1.69,2.16
2025-01-01,Brisbane,Dimitrov G. (2),Vukic A.,2,0,6-2 7-65,1.20,4.52
2025-01-01,Brisbane,Jarry N.,Bonzi B.,2,0,6-2 6-3,2.49,1.53
2025-01-01,Brisbane,Lehecka J.,Nishioka Y.,2,1,6-2 65-7 6-4,1.41,2.89
2025-01-01,Hong Kong ATP,Nishikori K.,Khachanov K. (3),2,1,4-6 6-3 7-5,2.17,1.67
2025-01-01,Hong Kong ATP,Fils A. (4),Bergs Z.,2,0,7-67 6-4,1.45,2.70
2025-01-01,Hong Kong ATP,Norrie C.,Sonego L.,2,1,6-2 4-6 6-1,1.60,2.31
2025-01-01,Hong Kong ATP,Muller A.,Kecmanovic M.,2,1,5-7 7-66 7-610,2.79,1.43
2025-01-01,Noumea challenger,Fucsovics M. (2),Janvier M.,2,1,6-4 3-6 6-3,1.17,4.74
2025-01-01,Noumea challenger,Rodionov J. (6),Paire B.,2,1,6-4 5-7 6-2,1.44,2.64
2025-01-01,Noumea challenger,Lestienne C. (8),Holmgren A.,2,1,5-7 6-2 7-61,1.58,2.28
2025-01-01,Noumea challenger,Couacaud E.,Takahashi Y.,2,0,6-3 6-4,1.30,3.38
2025-01-01,Noumea challenger,Bouzige M.,Camus C.,2,0,7-5 6-3,1.22,3.97
2025-01-01,Noumea challenger,Vacherot V. (4),Taguchi R.,2,0,6-1 6-2,1.24,3.77
2025-01-01,Noumea challenger,Ichikawa T.,Brouwer G. (7),2,0,6-1 6-4,7.25,1.08
2025-01-01,Noumea challenger,Mochizuki S.,Ilagan A.,2,1,65-7 6-4 6-2,1.53,2.38
2025-01-01,Canberra 2 challenger,Landaluce M.,Sweeny D.,2,0,6-1 6-2,1.14,5.27
2025-01-01,Canberra 2 challenger,Fonseca J.,Ajdukovic D.,2,0,6-1 7-5,1.17,4.81
2025-01-01,Canberra 2 challenger,Watanuki Y.,Burruchaga R.,2,1,6-3 3-6 7-65,1.40,2.78
2025-01-01,Canberra 2 challenger,Quinn E.,Kypson P.,2,1,3-6 7-65 6-4,1.75,2.00
2025-01-01,Canberra 2 challenger,Eubanks C.,Galarneau A.,2,0,6-4 6-4,1.68,2.10
2025-01-01,Canberra 2 challenger,Kopriva V.,Dzumhur D. (3),2,0,7-5 7-5,1.85,1.83
2025-01-01,Canberra 2 challenger,Fearnley J. (6),Trotter J.,2,0,6-2 6-4,1.54,2.40
2025-01-01,Canberra 2 challenger,Mayot H.,Galan D.,2,0,7-65 6-4,1.64,2.17
2025-01-01,Nonthaburi challenger,Karatsev A.,Hassan B. (8),2,0,6-3 6-2,1.44,2.61
2025-01-01,Nonthaburi challenger,Barrere G. (2),Svrcina D.,2,0,7-5 7-65,2.02,1.72
2025-01-01,Nonthaburi challenger,Dalla Valle E.,Trungelliti M. (1),2,0,7-64 6-3,2.20,1.62
2025-01-01,Nonthaburi challenger,Sultanov K.,Moriya H.,2,0,6-4 6-2,1.47,2.55
2025-01-01,Nonthaburi challenger,Mager G.,Droguet T. (4),2,1,6-4 3-6 6-3,2.75,1.41
2025-01-01,Nonthaburi challenger,Neumayer L.,Denolly C.,2,0,6-2 6-4,1.25,3.67
2025-01-01,Nonthaburi challenger,Sakamoto R.,Chidekh C. (5),2,0,6-3 6-0,2.33,1.56
2025-01-01,Nonthaburi challenger,Coppejans K.,Tabur C.,2,0,6-3 6-3,1.54,2.37
2025-01-01,Futures 2024,Bax F.,Kamath M.,2,1,6-3 1-6 6-3,1.10,6.06
2025-01-01,Futures 2024,Zhukov M.,Ramanathan R.,2,0,6-4 6-2,2.57,1.45
2025-01-01,Futures 2024,Agafonov E.,Jaisinghani R.,2,0,7-5 7-63,1.06,7.73
2025-01-01,Futures 2024,Vithoontien L.,Chen X.,2,0,7-5 6-2,1.61,2.17
2025-01-01,Futures 2024,Park S.,Hudd E.,2,0,6-1 6-2,5.05,1.14
2025-01-01,Futures 2024,Huang T.,Yamanaka T.,2,1,6-4 4-6 6-4,1.85,1.84
2025-01-01,Futures 2024,Sumizawa D.,Kusuhara Y.,2,0,6-3 6-0,1.77,1.93
2025-01-01,Futures 2024,Nakagawa S.,Bittoun Kouzmine C.,2,0,6-2 6-1,2.06,1.69
2025-01-01,Futures 2024,Nandal Y.,Inui Y.,2,1,3-6 7-5 7-67,1.57,2.27
2025-01-01,Futures 2024,Gray A.,Kalyanpur A.,2,0,6-3 6-4,1.07,7.00
2025-01-01,Futures 2024,Matsuoka H.,Bobrov B.,2,0,6-4 6-2,1.84,1.84
2025-01-01,Futures 2024,Javia D.,Suresh K.,2,0,6-4 6-4,1.03,11.17
2025-01-01,Futures 2024,Crawford O.,Fomin S.,2,1,1-6 6-2 6-3,1.67,2.09
2025-01-01,Futures 2024,Banerjee S.,Vanshelboim E.,2,0,6-2 6-4,1.37,2.87
2025-01-01,Futures 2024,Suresh D.,Lomakin G.,2,0,6-3 6-4,1.14,4.96
2025-01-01,Futures 2024,Orlov V.,Eqbal I.,2,0,6-4 6-4,1.13,5.33
2025-01-01,Futures 2024,Erhard M.,Sureshkumar M.,2,0,7-5 6-1,1.25,3.57
2025-01-01,Futures 2024,Rawat S.,Munim D.,2,0,6-1 6-1,1.05,8.50
2025-01-01,Futures 2024,Dzhavakian Y.,Vishwakarma S.,2,0,6-2 6-2,1.51,2.46
2025-01-01,Futures 2024,Shah A.,Sinha N.,2,0,6-4 6-2,1.23,3.81
2025-01-01,Futures 2024,Duhan C.,Dev S.,2,0,7-5 6-3,3.24,1.30
2025-01-01,Futures 2024,Vardhan V.,Palan D.,2,0,7-62 7-64,3.00,1.34
2025-01-01,Futures 2024,Chung H.,Tomida Y.,2,0,6-4 6-1,1.14,4.97
2025-01-01,Futures 2024,Ferguson C.,Lee D.,2,1,2-6 6-3 6-3,2.93,1.35
2025-01-01,Futures 2024,Kukasian A.,Arutiunian E.,2,1,3-6 6-2 7-5,2.41,1.52
2025-01-01,Futures 2024,Sornlaksup P.,Masabayashi T.,2,1,6-1 3-6 6-1,1.84,1.85
2025-01-01,Futures 2024,M Rifki F.,Parikh H.,2,0,6-2 6-2,1.10,5.93
2025-01-01,Futures 2024,Hussey G.,Khazime D.,2,0,6-4 6-2,1.10,5.93
2025-01-01,UTR Pro Tennis Series 3,Tripathi A.,Papa C.,2,0,6-2 7-65,1.38,2.68
2025-01-01,UTR Pro Tennis Series 3,Butera L.,Adesoro A.,2,0,6-4 6-1,2.33,1.51
2025-01-01,UTR Pro Tennis Series 3,Thomas D.,Wells C.,2,0,6-4 6-4,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Van Loben Sels E.,Sun Q.,2,1,4-6 6-3 6-0,1.06,6.58
2025-01-01,UTR Pro Tennis Series 3,Lokko R.,Shokry E.,2,1,4-6 6-4 6-2,3.58,1.23
2025-01-01,UTR Pro Tennis Series 3,Hoogmartens A.,Djakouris C.,2,0,6-0 6-4,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Yaffa D.,Antwi S.,2,0,7-65 6-1,1.47,2.43
2025-01-01,UTR Pro Tennis Series 3,Makk P.,Chung J.,2,0,6-4 6-1,1.07,6.17
2025-01-01,UTR Pro Tennis Series 3,Vishal Balsekar A.,Guzauskas G.,2,0,7-5 7-63,3.58,1.23
2025-01-01,UTR Pro Tennis Series 3,Ndumbe E.,Oivas Quiroz H.,2,0,6-3 6-3,1.51,2.31
2025-01-01,UTR Pro Tennis Series 3,Djakouris A.,Mazev M.,2,0,6-0 6-1,1.32,3.02
2025-01-01,UTR Pro Tennis Series 3,Rajski M.,Perera M.,2,0,6-4 6-2,1.13,4.70
2025-01-01,UTR Pro Tennis Series 3,Bracks I.,Alkotop M.,2,1,7-67 4-6 6-3,3.35,1.26
2025-01-01,UTR Pro Tennis Series 3,Jones R.,Harazaki A.,2,0,7-67 6-2,1.10,5.42
2025-01-01,UTR Pro Tennis Series 3,Hanchaikul P.,Bracks L.,2,0,6-1 6-4,1.02,9.17
2025-01-01,UTR Pro Tennis Series 3,Zamani A.,Bain A.,2,1,64-7 6-3 6-1,1.93,1.72
2025-01-01,UTR Pro Tennis Series 3,Visser A.,Jarvis R.,2,0,6-0 6-2,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Alkotop M.,Yaffa D.,2,0,6-4 6-0,1.18,4.11
2025-01-01,UTR Pro Tennis Series 3,Tripathi A.,Chung J.,2,0,6-4 6-2,1.43,2.54
2025-01-01,UTR Pro Tennis Series 3,Papa C.,Rolland D.,2,0,6-2 7-63,1.83,1.81
2025-01-01,UTR Pro Tennis Series 3,Morais D.,Razeghi A.,2,0,6-4 7-61,2.54,1.43
2025-01-02,United Cup,Hurkacz H.,Harris B.,2,0,7-63 7-5,1.11,6.46
2025-01-02,Brisbane,Djokovic N. (1),Monfils G.,2,0,6-3 6-3,1.08,8.30
2025-01-02,Brisbane,Mpetshi Perricard G.,Tiafoe F. (4),2,0,6-4 7-64,2.13,1.71
2025-01-02,Brisbane,Opelka R.,Arnaldi M.,2,0,7-69 7-64,2.43,1.55
2025-01-02,Brisbane,Mensik J.,Lajovic D.,2,0,6-3 6-2,1.25,3.92
2025-01-02,Hong Kong ATP,Marozsan F.,Rublev A. (1),2,1,7-5 3-6 6-3,3.89,1.25
2025-01-02,Hong Kong ATP,Shang J.,Martinez P. (7),2,0,6-3 6-1,1.30,3.42
2025-01-02,Hong Kong ATP,Munar J.,Borges N. (5),2,0,6-3 7-5,2.43,1.55
2025-01-02,Hong Kong ATP,Musetti L. (2),Diallo G.,2,0,6-4 6-3,1.66,2.19
2025-01-02,Noumea challenger,Rodionov J. (6),Couacaud E.,2,1,4-6 6-4 6-2,2.08,1.70
2025-01-02,Noumea challenger,Mochizuki S.,Ichikawa T.,2,0,6-3 6-3,1.16,4.97
2025-01-02,Noumea challenger,Lestienne C. (8),Vacherot V. (4),2,1,6-2 4-6 7-5,1.77,1.96
2025-01-02,Noumea challenger,Bouzige M.,Fucsovics M. (2),2,0,6-3 6-3,7.93,1.07
2025-01-02,Canberra 2 challenger,Quinn E.,Kopriva V.,2,0,6-4 7-5,1.46,2.59
2025-01-02,Canberra 2 challenger,Landaluce M.,Watanuki Y.,1,0,,1.55,2.39
2025-01-02,Canberra 2 challenger,Fonseca J.,Mayot H.,2,0,6-2 6-3,1.25,3.76
2025-01-02,Canberra 2 challenger,Fearnley J. (6),Eubanks C.,2,1,4-6 6-2 7-63,1.47,2.59
2025-01-02,Nonthaburi challenger,Karatsev A.,Dalla Valle E.,2,0,6-1 6-1,1.17,4.63
2025-01-02,Nonthaburi challenger,Barrere G. (2),Sultanov K.,2,0,7-65 6-1,1.63,2.18
2025-01-02,Nonthaburi challenger,Sakamoto R.,Mager G.,1,0,4-1,1.56,2.32
2025-01-02,Nonthaburi challenger,Coppejans K.,Neumayer L.,2,0,6-3 6-2,1.57,2.31
2025-01-02,Futures 2024,Echargui M.,Kukasian A.,2,0,7-5 7-5,1.16,5.07
2025-01-02,Futures 2024,Ferguson C.,Sumizawa D.,2,0,6-3 6-2,1.78,2.97
2025-01-02,Futures 2024,Hussey G.,Sornlaksup P.,2,1,2-6 6-3 6-3,1.16,4.51
2025-01-02,Futures 2024,Agafonov E.,Rawat S.,2,1,3-6 6-4 6-4,1.57,2.94
2025-01-02,Futures 2024,Crawford O.,Shah A.,1,0,6-1 2-0,1.31,3.72
2025-01-02,Futures 2024,Chung H.,Park S.,2,0,6-2 6-2,1.09,6.54
2025-01-02,Futures 2024,Erhard M.,Nandal Y.,2,0,6-2 6-4,1.08,6.70
2025-01-02,Futures 2024,Escoffier A.,Vithoontien L.,2,0,6-2 6-4,1.06,8.17
2025-01-02,Futures 2024,Bax F.,Duhan C.,2,0,6-3 6-2,1.14,5.43
2025-01-02,Futures 2024,Nakagawa S.,Oh C.,2,1,7-65 4-6 7-62,1.59,2.34
2025-01-02,Futures 2024,Matsuoka H.,Barki N.,2,0,6-1 6-1,1.83,3.66
2025-01-02,Futures 2024,Dzhavakian Y.,Orlov V.,2,1,6-3 5-7 6-1,1.75,4.04
2025-01-02,Futures 2024,Banerjee S.,Javia D.,2,0,6-3 7-66,1.46,3.71
2025-01-02,Futures 2024,Zhukov M.,Suresh D.,2,1,6-4 3-6 6-4,2.35,1.59
2025-01-02,Futures 2024,Gray A.,Vardhan V.,2,0,6-4 6-3,1.62,4.53
2025-01-02,UTR Pro Tennis Series 3,Hoffmann N.,Perera M.,2,0,6-4 6-2,1.69,1.97
2025-01-02,UTR Pro Tennis Series 3,Makk P.,Rolland D.,2,0,6-3 6-1,1.18,4.11
2025-01-02,UTR Pro Tennis Series 3,Bharadwaj S.,Ndumbe E.,2,0,6-4 7-65,1.69,1.97
2025-01-02,UTR Pro Tennis Series 3,Casper L.,Rivera H.,2,0,6-3 6-3,1.56,2.22
2025-01-02,UTR Pro Tennis Series 3,Sysoev N.,Zamani A.,2,0,7-65 6-4,1.38,2.68
2025-01-02,UTR Pro Tennis Series 3,Rajski M.,Sun Q.,2,0,7-61 6-3,1.07,6.33
2025-01-02,UTR Pro Tennis Series 3,Papa C.,Chung J.,2,1,6-1 1-6 6-3,1.51,2.33
2025-01-02,UTR Pro Tennis Series 3,De Almeida J.,Cooksey W.,2,1,6-4 62-7 6-4,2.33,1.51
2025-01-02,UTR Pro Tennis Series 3,Bracks I.,Alvarez Valdes L.,2,1,65-7 6-4 6-2,7.25,1.06
2025-01-02,UTR Pro Tennis Series 3,Church C.,Charlap D.,2,0,6-1 6-4,1.13,4.70
2025-01-02,UTR Pro Tennis Series 3,Casper L.,Morais D.,2,0,6-2 6-2,1.16,4.32
2025-01-02,UTR Pro Tennis Series 3,Hopper J.,Oral M.,2,1,6-3 4-6 6-2,1.38,2.68
2025-01-02,UTR Pro Tennis Series 5,Markovits M.,Cervantes Tomas I.,2,0,7-65 6-1,2.20,1.55
2025-01-02,UTR Pro Tennis Series 5,Sheyngezikht L.,Ros Mesas M.,2,0,6-4 6-2,,
2025-01-02,UTR Pro Tennis Series 5,Bennani K.,Paardekooper S.,2,1,6-3 5-7 6-2,1.20,4.33
2025-01-02,UTR Pro Tennis Series 5,Amoros Ramos P.,Dessi N.,2,0,6-1 6-2,1.07,5.75
2025-01-02,UTR Pro Tennis Series 5,Lapalu V.,Schwarc D.,2,0,6-2 6-1,1.10,5.13
2025-01-02,UTR Pro Tennis Series 5,Filar K.,Novell R.,2,0,7-5 6-4,1.00,8.00
2025-01-02,UTR Pro Tennis Series 5,Cekirge K.,Hodkin S.,2,0,6-4 6-4,1.45,2.40
2025-01-02,UTR Pro Tennis Series 5,Moret J.,Kirci K.,2,0,6-1 6-1,1.60,2.08
2025-01-02,UTR Pro Tennis Series 5,Markovits M.,Zgirovsky A.,2,1,6-1 63-7 6-3,2.23,1.56
2025-01-02,UTR Pro Tennis Series 5,Cervantes Tomas I.,Gutierrez O.,2,1,5-7 6-4 6-3,2.50,1.42
2025-01-03,United Cup,Machac T.,Cobolli F.,2,0,6-1 6-2,1.54,2.43
2025-01-03,Brisbane,Opelka R.,Djokovic N. (1),2,0,7-66 6-3,10.58,1.05
2025-01-03,Brisbane,Mpetshi Perricard G.,Mensik J.,2,0,7-5 7-65,1.79,2.01
2025-01-03,Brisbane,Dimitrov G. (2),Thompson J. (8),1,0,6-1 2-1,1.33,3.32
2025-01-03,Brisbane,Lehecka J.,Jarry N.,2,0,6-4 6-4,1.39,3.01
2025-01-03,Hong Kong ATP,Nishikori K.,Norrie C.,2,1,6-3 3-6 6-2,1.69,2.14
2025-01-03,Hong Kong ATP,Shang J.,Marozsan F.,2,1,1-6 6-3 6-4,1.57,2.37
2025-01-03,Hong Kong ATP,Munar J.,Musetti L. (2),2,1,2-6 7-64 7-5,3.27,1.33
2025-01-03,Hong Kong ATP,Muller A.,Fils A. (4),2,1,3-6 6-3 6-1,3.61,1.28
2025-01-03,Noumea challenger,Mochizuki S.,Rodionov J. (6),2,0,6-3 6-3,1.95,1.79
2025-01-03,Noumea challenger,Bouzige M.,Lestienne C. (8),2,1,63-7 6-3 6-4,4.52,1.19
2025-01-03,Canberra 2 challenger,Quinn E.,Landaluce M.,2,0,6-3 6-3,2.49,1.50
2025-01-03,Canberra 2 challenger,Fonseca J.,Fearnley J. (6),2,0,6-3 6-3,1.38,2.88
2025-01-03,Nonthaburi challenger,Karatsev A.,Coppejans K.,2,0,6-3 6-1,1.49,2.51
2025-01-03,Nonthaburi challenger,Barrere G. (2),Sakamoto R.,2,1,6-4 3-6 7-66,1.58,2.29
2025-01-03,Futures 2024,Bax F.,Agafonov E.,1,0,6-3 4-1,1.60,2.21
2025-01-03,Futures 2024,Banerjee S.,Zhukov M.,2,1,4-6 6-3 6-4,1.24,3.65
2025-01-03,Futures 2024,Gray A.,Erhard M.,1,0,6-1 2-1,1.72,2.02
2025-01-03,Futures 2024,Crawford O.,Dzhavakian Y.,2,1,6-4 64-7 6-2,1.32,3.15
2025-01-03,Futures 2024,Matsuoka H.,Huang T.,2,0,7-61 6-2,,
2025-01-03,Futures 2024,Huang T.,M Rifki F.,2,1,4-6 6-3 6-4,2.55,1.46
2025-01-03,Futures 2024,Hussey G.,Nakagawa S.,2,0,6-0 6-3,1.22,3.85
2025-01-03,Futures 2024,Chung H.,Escoffier A.,2,0,6-2 6-2,2.44,1.51
2025-01-03,Futures 2024,Ferguson C.,Echargui M.,2,1,6-3 2-6 7-63,4.53,1.17
2025-01-03,UTR Pro Tennis Series 3,Church C.,Djakouris A.,2,1,2-6 6-4 6-3,1.64,2.07
2025-01-03,UTR Pro Tennis Series 3,Liu L.,Rajski M.,2,0,7-63 7-5,4.32,1.16
2025-01-03,UTR Pro Tennis Series 3,Adesoro A.,Trondson J.,2,1,2-6 6-3 6-2,1.47,2.43
2025-01-03,UTR Pro Tennis Series 3,Hopper J.,Hanchaikul P.,2,0,6-4 6-4,3.08,1.31
2025-01-03,UTR Pro Tennis Series 3,Wells C.,Oral M.,2,0,6-1 6-2,2.07,1.64
2025-01-03,UTR Pro Tennis Series 3,Makk P.,Casper L.,2,0,6-4 7-5,1.46,2.49
2025-01-03,UTR Pro Tennis Series 3,Tripathi A.,Rivera H.,2,0,6-4 7-66,1.45,2.50
2025-01-03,UTR Pro Tennis Series 3,Jones R.,Vishal Balsekar A.,2,0,6-3 6-2,1.11,5.17
2025-01-03,UTR Pro Tennis Series 3,Harazaki A.,Butera L.,2,0,6-4 6-4,1.56,2.22
2025-01-03,UTR Pro Tennis Series 3,Hoogmartens A.,Djakouris A.,2,0,7-66 6-0,1.56,2.22
2025-01-03,UTR Pro Tennis Series 3,Djakouris C.,Liu L.,2,0,6-3 6-2,1.64,2.07
2025-01-03,UTR Pro Tennis Series 3,Morais D.,Church C.,2,1,6-4 1-6 6-4,2.07,1.64
2025-01-03,UTR Pro Tennis Series 5,Moret J.,Hodkin S.,2,0,6-1 6-1,1.55,2.20
2025-01-03,UTR Pro Tennis Series 5,Zgirovsky A.,Sheyngezikht L.,2,0,6-1 6-3,1.38,2.68
2025-01-03,UTR Pro Tennis Series 5,Markovits M.,Ros Mesas M.,2,1,6-2 3-6 6-3,1.12,5.67
2025-01-03,UTR Pro Tennis Series 5,Pujol Navarro B.,Kirci K.,2,0,6-0 6-0,1.24,3.58
2025-01-03,UTR Pro Tennis Series 5,Bennani K.,Ingles Garre S.,2,1,2-6 6-2 6-3,,
2025-01-03,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Amoros Ramos P.,2,0,6-4 6-1,1.82,1.82
2025-01-03,UTR Pro Tennis Series 5,Paardekooper S.,Schwarc D.,2,0,6-3 6-0,1.37,2.65
2025-01-03,UTR Pro Tennis Series 5,Cekirge K.,Moret J.,2,1,6-2 3-6 7-5,1.38,2.68
2025-01-03,UTR Pro Tennis Series 5,Novell R.,Dessi N.,2,0,6-4 7-64,3.58,1.23
2025-01-03,UTR Pro Tennis Series 5,Hodkin S.,Pujol Navarro B.,2,0,7-5 6-4,4.70,1.13
2025-01-04,United Cup,Fritz T.,Machac T.,1,0,64-7 6-5,1.42,2.82
2025-01-04,United Cup,Hurkacz H.,Shevchenko A.,2,0,6-3 6-2,1.29,3.55
2025-01-04,Brisbane,Opelka R.,Mpetshi Perricard G.,2,0,6-3 7-64,2.19,1.67
2025-01-04,Brisbane,Lehecka J.,Dimitrov G. (2),1,0,6-4 4-4,2.53,1.51
2025-01-04,Hong Kong ATP,Nishikori K.,Shang J.,1,0,4-3,1.81,1.96
2025-01-04,Hong Kong ATP,Muller A.,Munar J.,2,1,4-6 7-65 6-4,1.98,1.81
2025-01-04,Noumea challenger,Mochizuki S.,Bouzige M.,2,0,6-1 6-3,1.23,3.96
2025-01-04,Canberra 2 challenger,Fonseca J.,Quinn E.,2,0,6-4 6-4,1.20,4.24
2025-01-04,Nonthaburi challenger,Karatsev A.,Barrere G. (2),2,0,7-65 7-5,1.34,3.11
2025-01-04,Futures 2024,Hussey G.,Matsuoka H.,2,0,6-3 6-4,1.50,2.43
2025-01-04,Futures 2024,Chung H.,Ferguson C.,2,1,6-4 3-6 6-2,1.28,3.44
2025-01-04,Futures 2024,Banerjee S.,Crawford O.,2,0,6-3 6-4,1.94,2.06
2025-01-04,Futures 2024,Gray A.,Bax F.,2,0,7-5 6-0,1.38,3.03
2025-01-04,UTR Pro Tennis Series 3,Wells C.,Adesoro A.,2,0,6-3 6-1,2.33,1.51
2025-01-04,UTR Pro Tennis Series 3,Chung J.,Overmyer K.,2,0,6-4 6-4,1.64,2.07
2025-01-04,UTR Pro Tennis Series 3,Church C.,Rolland D.,2,0,6-0 6-3,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Alkotop M.,Harazaki A.,2,1,6-4 2-6 6-4,1.77,1.89
2025-01-04,UTR Pro Tennis Series 3,Guzauskas G.,Bharadwaj S.,2,0,6-3 7-62,1.45,2.45
2025-01-04,UTR Pro Tennis Series 3,Djakouris C.,Hoffmann N.,2,1,1-6 6-1 6-0,1.61,2.12
2025-01-04,UTR Pro Tennis Series 3,Bracks I.,De Almeida J.,2,0,6-4 6-4,2.23,1.54
2025-01-04,UTR Pro Tennis Series 3,Hopper J.,Jones R.,2,0,6-4 7-65,3.88,1.21
2025-01-04,UTR Pro Tennis Series 3,Van Loben Sels E.,Tripathi A.,2,1,3-6 6-4 6-2,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Makk P.,Liu L.,2,0,6-2 6-2,1.21,3.78
2025-01-04,UTR Pro Tennis Series 3,Overmyer K.,Charlap D.,2,0,6-3 6-3,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Rolland D.,Perera M.,2,0,6-0 6-2,1.64,2.07
2025-01-04,UTR Pro Tennis Series 3,Djakouris C.,Morais D.,2,0,6-3 6-3,1.47,2.43
2025-01-04,UTR Pro Tennis Series 5,Zgirovsky A.,Moret J.,2,0,7-5 6-1,1.56,2.22
2025-01-04,UTR Pro Tennis Series 5,Amoros Ramos P.,Ingles Garre S.,2,1,61-7 6-3 6-4,1.72,1.93
2025-01-04,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Lapalu V.,2,0,6-1 6-1,2.13,1.57
2025-01-04,UTR Pro Tennis Series 5,Sheyngezikht L.,Hodkin S.,2,1,5-7 6-2 7-5,1.64,2.07
2025-01-04,UTR Pro Tennis Series 5,Schwarc D.,Dessi N.,2,0,6-1 6-3,1.23,3.58
2025-01-04,UTR Pro Tennis Series 5,Paardekooper S.,Novell R.,2,0,6-1 7-63,1.06,7.25
2025-01-04,UTR Pro Tennis Series 5,Ros Mesas M.,Kirci K.,2,0,7-65 6-1,3.50,1.22
2025-01-04,Auckland,Basavareddy N.,Altmaier D. (6),2,0,6-2 6-1,1.31,3.34
2025-01-04,Auckland,Nardi L. (7),Diaz Acosta F. (3),2,1,7-5 62-7 6-2,1.58,2.31
2025-01-04,Auckland,Bergs Z. (2),Carreno-Busta P.,2,1,2-6 7-66 6-4,1.98,1.78
2025-01-04,Auckland,Comesana F. (5),Janvier M.,2,1,6-1 65-7 6-3,1.44,2.70
2025-01-04,Auckland,Mannarino A. (1),Stricker D.,2,0,6-4 6-4,2.36,1.57
2025-01-04,Auckland,Nagal S. (8),Klintcharov A.,2,1,1-6 6-3 6-1,1.07,7.85
2025-01-04,Auckland,Diaz Acosta F. (3),Rai A.,2,0,6-4 6-2,1.29,3.44
2025-01-04,Auckland,Nardi L. (7),Masur D.,2,1,63-7 6-4 6-2,1.28,3.58
2025-01-04,Auckland,Basavareddy N.,Van De Zandschulp B. (4),2,1,63-7 7-5 6-3,1.64,2.19
2025-01-04,Auckland,Altmaier D. (6),Broom C.,2,0,7-5 6-1,1.19,4.56
2025-01-04,Futures 2025,Bertimon C.,Martsinkevich A.,2,0,6-0 6-1,,
2025-01-05,United Cup,Fritz T.,Hurkacz H.,2,1,6-4 5-7 7-64,1.36,3.12
2025-01-05,Auckland,Borges N.,Darderi L.,2,1,5-7 6-3 7-5,1.40,2.96
2025-01-05,Brisbane,Lehecka J.,Opelka R.,1,0,4-1,1.69,2.16
2025-01-05,Hong Kong ATP,Muller A.,Nishikori K.,2,1,2-6 6-1 6-3,3.43,1.31
2025-01-05,Futures 2024,Gray A.,Banerjee S.,1,0,6-3 1-1,1.71,2.05
2025-01-05,Futures 2024,Chung H.,Hussey G.,2,0,6-1 6-2,2.05,1.69
2025-01-05,UTR Pro Tennis Series 3,Wells C.,Guzauskas G.,2,0,7-61 6-3,3.08,1.31
2025-01-05,UTR Pro Tennis Series 3,Bracks I.,Hopper J.,2,1,6-4 5-7 7-63,2.43,1.47
2025-01-05,UTR Pro Tennis Series 5,Cervantes Tomas I.,Lalami Laaroussi Y.,2,1,6-3 3-6 6-1,1.82,1.82
2025-01-05,UTR Pro Tennis Series 5,Cekirge K.,Filar K.,2,1,6-1 65-7 6-4,2.54,1.43
2025-01-05,UTR Pro Tennis Series 5,Schwarc D.,Ros Mesas M.,2,1,2-6 6-4 6-2,1.26,3.15
2025-01-05,UTR Pro Tennis Series 5,Paardekooper S.,Sheyngezikht L.,2,1,4-6 6-3 6-2,1.82,1.82
2025-01-05,Adelaide,Hijikata R. (3),Jasika O.,1,0,6-0 2-1,1.30,3.43
2025-01-05,Adelaide,Walton A.,Lajovic D. (6),2,1,6-4 4-6 6-3,1.64,2.20
2025-01-05,Adelaide,Bradshaw J.,Halys Q. (2),1,0,2-2,12.48,1.03
2025-01-05,Adelaide,Duckworth J. (7),Kotov P.,2,1,7-63 67-7 7-65,2.01,1.76
2025-01-05,Adelaide,McCabe J.,Dzumhur D. (8),2,1,6-4 3-6 7-5,2.21,1.63
2025-01-05,Adelaide,Bonzi B. (4),Fognini F.,1,0,3-2,1.33,3.21
2025-01-05,Adelaide,Hanfmann Y.,Gaston H. (5),2,1,3-6 7-62 6-2,1.45,2.65
2025-01-05,Adelaide,Guinard M. (1),Daniel T.,2,0,7-5 6-4,,
2025-01-05,Auckland,Nagal S. (8),Mannarino A. (1),2,0,7-65 6-3,3.43,1.29
2025-01-05,Auckland,Bergs Z. (2),Comesana F. (5),2,1,3-6 6-4 6-3,1.21,4.17
2025-01-05,Futures 2025,Martinez Sanz A.,Ruenger R.,2,1,4-6 6-2 10-4,1.61,2.15
