date,tournament,player1,player2,sets1,sets2,score,odd1,odd2
2026-01-02,UTR Pro Tennis Series 9,Eldin R.,Lumanau C.,2,0,6-3 6-1,1.84,1.81
2026-01-03,United Cup,Baez S.,Fritz T.,2,1,4-6 7-5 6-4,9.32,1.06
2026-01-03,United Cup,Ruud C.,De Minaur A.,2,0,6-3 6-3,3.45,1.31
2026-01-03,United Cup,Wawrinka S.,Rinderknech A.,2,1,5-7 7-65 7-65,2.79,1.43
2026-01-03,United Cup,Zhang Z.,Bergs Z.,2,1,62-7 7-63 7-5,2.25,1.63
2026-01-03,Futures 2025,Dedura-Palomero D.,Bennani R.,2,0,6-2 6-0,1.42,2.67
2026-01-03,Futures 2025,Cuenin S.,Jianu F.,2,0,6-2 6-3,3.26,1.30
2026-01-03,Futures 2025,D'Agostino S.,Baragiola Mordini T.,2,0,6-2 6-2,1.42,2.64
2026-01-03,Futures 2025,Kelm Y.,Dugardin R.,2,0,6-3 6-4,1.95,1.76
2026-01-03,UTR Pro Tennis Series 3,Bain A.,Iantosca N.,2,0,6-4 6-3,1.71,1.93
2026-01-03,UTR Pro Tennis Series 3,Dussault M.,Day J.,2,1,6-3 3-6 6-3,1.27,3.13
2026-01-03,UTR Pro Tennis Series 3,Ross M.,Tyagi K.,2,1,6-2 2-6 6-2,1.70,1.94
2026-01-03,UTR Pro Tennis Series 3,Gurenko V.,Zamani A.,2,0,6-3 6-4,2.02,1.64
2026-01-03,UTR Pro Tennis Series 3,Kissell C.,Goncalves Ceolin J.,2,0,6-4 6-4,1.36,2.72
2026-01-03,UTR Pro Tennis Series 3,Nejedly B.,Koong A.,2,1,6-2 3-6 6-1,1.90,1.72
2026-01-03,UTR Pro Tennis Series 3,Woestendick C.,Apltauer F.,2,1,5-2 64-7 6-4,1.33,2.88
2026-01-03,UTR Pro Tennis Series 3,Ciric A.,Harazaki A.,2,1,2-6 7-65 6-4,2.10,1.60
2026-01-03,UTR Pro Tennis Series 3,Kakhniuk D.,Vaughan M.,2,0,6-1 6-3,,
2026-01-03,UTR Pro Tennis Series 3,Nortey I.,Ekpenyong D.,2,0,6-3 6-3,1.47,2.41
2026-01-03,UTR Pro Tennis Series 3,Kalinin A.,Battle L.,2,1,6-4 1-6 7-65,1.63,2.05
2026-01-03,UTR Pro Tennis Series 3,Adesoro A.,Komopisut P.,2,0,6-4 7-64,2.24,1.53
2026-01-03,UTR Pro Tennis Series 3,Hedgecoe D.,Deem A.,2,0,7-5 7-64,1.78,1.87
2026-01-03,UTR Pro Tennis Series 3,Goncalves Ceolin J.,Day J.,2,0,6-3 7-5,1.36,2.73
2026-01-03,UTR Pro Tennis Series 5,Hammes T.,Van Zijl T.,2,0,6-2 6-4,1.66,1.99
2026-01-03,UTR Pro Tennis Series 5,Van Donselaar F.,Kaak M.,2,0,6-2 6-3,1.03,9.75
2026-01-03,UTR Pro Tennis Series 5,Bredschneijder O.,Huysmans A.,2,0,6-4 6-4,1.18,4.03
2026-01-03,UTR Pro Tennis Series 5,Steveker P.,Mos S.,2,1,6-2 4-6 6-0,1.25,3.45
2026-01-03,UTR Pro Tennis Series 5,Nijboer R.,Hamrouni Z.,2,0,6-4 6-3,1.28,3.17
2026-01-03,UTR Pro Tennis Series 5,Stuurman R.,Desousa J.,2,0,6-3 6-4,1.24,3.53
2026-01-03,UTR Pro Tennis Series 5,Bult J.,Admiraal A.,2,0,6-3 7-67,2.85,1.33
2026-01-03,UTR Pro Tennis Series 5,Waterbolk I.,Bozemoj S.,2,0,6-2 6-2,1.33,2.88
2026-01-03,UTR Pro Tennis Series 5,Naw H.,Hill S.,2,0,6-4 6-2,1.99,1.68
2026-01-03,UTR Pro Tennis Series 9,Salim R.,Pade M.,2,1,6-4 3-6 6-3,2.81,1.34
2026-01-03,UTR Pro Tennis Series 9,Aggarwal P.,Shen J.,2,0,6-3 6-3,1.34,2.85
2026-01-03,UTR Pro Tennis Series 9,Van Sambeek F.,Trismuwantara G.,2,0,7-5 6-4,1.49,2.34
2026-01-03,UTR Pro Tennis Series 9,Bakker S.,Lumanau C.,2,0,6-3 6-2,1.36,2.77
2026-01-03,UTR Pro Tennis Series 9,Eldin R.,Kos D.,2,0,6-2 6-0,1.49,2.37
2026-01-03,UTR Pro Tennis Series 9,Aguiard E.,Kovarik D.,2,0,6-3 6-2,1.04,8.50
2026-01-03,Brisbane,Arnaldi M. (1),Gaston H.,2,1,6-1 5-7 7-65,1.49,2.57
2026-01-03,Brisbane,Halys Q.,Spizzirri E. (11),2,0,6-4 6-3,2.14,1.68
2026-01-03,Brisbane,Majchrzak K. (2),Hewitt C.,2,0,6-4 7-5,1.12,5.98
2026-01-03,Brisbane,Hijikata R.,Misolic F. (8),2,0,6-3 6-3,1.41,2.79
2026-01-03,Brisbane,Duckworth J. (10),Schoolkate T.,2,0,6-3 6-2,1.67,2.16
2026-01-03,Brisbane,Atmane T. (3),Hanfmann Y.,2,0,6-4 7-63,1.95,1.81
2026-01-03,Brisbane,O'Connell C.,Basilashvili N.,2,0,6-2 6-3,1.60,1.88
2026-01-03,Brisbane,Quinn E. (5),Bonzi B.,2,1,4-6 6-3 6-3,1.83,1.92
2026-01-03,Brisbane,Sweeny D.,Fearnley J. (6),2,0,6-1 7-64,2.71,1.44
2026-01-03,Brisbane,Cazaux A. (4),Landaluce M.,2,0,6-3 6-2,1.47,2.61
2026-01-03,Brisbane,Carreno-Busta P.,Bellucci M. (7),2,1,6-4 2-6 7-63,1.75,2.00
2026-01-03,Brisbane,Collignon R. (9),Shevchenko A.,2,0,7-5 6-4,1.39,2.86
2026-01-04,United Cup,Cobolli F.,Wawrinka S.,2,1,6-4 62-7 7-64,1.29,3.57
2026-01-04,United Cup,Auger Aliassime F.,Zhang Z.,2,0,6-4 6-4,1.28,3.62
2026-01-04,United Cup,Harris B.,Mochizuki S.,2,0,7-64 6-3,2.52,1.51
2026-01-04,United Cup,Zverev A.,Griekspoor T.,2,0,7-5 6-0,1.36,3.08
2026-01-04,Brisbane,Tien L. (8),Ugo Carabelli C.,2,0,7-64 6-3,1.16,5.22
2026-01-04,Brisbane,Tiafoe F.,Vukic A.,2,0,6-2 6-2,1.49,2.61
2026-01-04,Futures 2025,Cuenin S.,Dedura-Palomero D.,2,1,6-1 2-6 7-61,2.57,1.43
2026-01-04,Futures 2025,Kelm Y.,D'Agostino S.,2,0,6-1 6-2,2.28,1.52
2026-01-04,UTR Pro Tennis Series,Estephan J.,Zhao C.,2,1,4-6 6-3 6-2,1.32,3.00
2026-01-04,UTR Pro Tennis Series,Tomkins S.,Welch O.,2,1,6-4 2-6 6-4,2.06,1.63
2026-01-04,UTR Pro Tennis Series 3,Butera L.,Sachdev R.,2,0,6-2 6-4,1.33,2.85
2026-01-04,UTR Pro Tennis Series 3,Kilmer L.,Chang J.,2,1,2-6 6-3 7-5,1.88,1.74
2026-01-04,UTR Pro Tennis Series 3,Johnston N.,Spurling N.,2,0,7-5 6-3,1.20,3.68
2026-01-04,UTR Pro Tennis Series 3,Jansen W.,Ahmad C.,2,0,7-64 6-1,1.05,6.50
2026-01-04,UTR Pro Tennis Series 3,Ross M.,Dussault M.,2,1,2-6 7-63 6-3,2.40,1.48
2026-01-04,UTR Pro Tennis Series 3,Gurenko V.,Bain A.,2,0,6-1 6-0,4.03,1.18
2026-01-04,UTR Pro Tennis Series 3,Hedgecoe D.,Nejedly B.,2,0,6-1 6-4,2.52,1.43
2026-01-04,UTR Pro Tennis Series 3,Woestendick C.,Kissell C.,2,0,6-3 6-3,1.51,2.31
2026-01-04,UTR Pro Tennis Series 3,Kakhniuk D.,Nortey I.,2,0,7-65 7-65,1.43,2.52
2026-01-04,UTR Pro Tennis Series 5,Bharadwaj S.,Weber J.,2,1,5-7 6-3 6-1,1.07,6.00
2026-01-04,UTR Pro Tennis Series 5,Kotzen A.,Severance S.,2,0,7-64 6-2,1.45,2.40
2026-01-04,UTR Pro Tennis Series 5,Battle L.,Chen D.,2,1,6-3 3-6 6-2,3.80,1.19
2026-01-04,UTR Pro Tennis Series 5,Hudson B.,Penman C.,2,0,7-63 6-4,,
2026-01-04,UTR Pro Tennis Series 5,Fryer C.,Beaven J.,2,1,7-64 1-6 7-65,,
2026-01-04,UTR Pro Tennis Series 5,Naw H.,Nijboer R.,2,1,68-7 6-4 6-3,1.65,1.98
2026-01-04,UTR Pro Tennis Series 5,Koenders R.,Van Donselaar F.,2,0,6-3 6-3,2.20,1.55
2026-01-04,UTR Pro Tennis Series 5,Leeman D.,Upton M.,2,0,6-3 7-5,,
2026-01-04,UTR Pro Tennis Series 5,Lumsden E.,Samuel R.,2,0,6-0 6-0,,
2026-01-04,UTR Pro Tennis Series 5,Hammes T.,Bredschneijder O.,2,0,7-67 7-5,1.36,2.73
2026-01-04,UTR Pro Tennis Series 5,Stuurman R.,Waterbolk I.,2,0,6-0 6-2,1.15,4.35
2026-01-04,UTR Pro Tennis Series 5,Steveker P.,Bult J.,2,1,6-2 4-6 6-2,1.22,3.73
2026-01-04,UTR Pro Tennis Series 5,Nolan W.,Mcintosh E.,2,0,6-2 6-3,,
2026-01-04,UTR Pro Tennis Series 9,Salim R.,Konowczuk W.,2,1,4-6 6-1 7-5,2.20,1.55
2026-01-04,UTR Pro Tennis Series 9,Bakker S.,Vishenchuk Vishenko D.,2,0,6-1 6-2,1.88,1.76
2026-01-04,UTR Pro Tennis Series 9,Aguiard E.,Van Sambeek F.,2,0,6-2 6-3,1.66,1.99
2026-01-04,UTR Pro Tennis Series 9,Eldin R.,Aggarwal P.,2,0,6-3 6-4,1.82,1.82
2026-01-04,Bangalore challenger,Gautier A.,Dzhavakian Y. (6),2,0,6-4 6-4,1.59,2.16
2026-01-04,Bangalore challenger,Balshaw F. (12),Kukasian A.,2,0,6-3 6-4,1.46,2.58
2026-01-04,Bangalore challenger,Rawat S. (10),Sinha N.,2,0,6-3 7-5,1.28,3.43
2026-01-04,Bangalore challenger,Vasa E. (2),Kalyanpur A.,2,1,3-6 6-3 6-0,1.07,7.49
2026-01-04,Bangalore challenger,Reymond A. (8),Ramanathan R.,2,0,7-5 7-63,1.68,2.03
2026-01-04,Bangalore challenger,Yamasaki J.,Imamura M. (4),2,1,66-7 6-4 6-2,2.83,1.37
2026-01-04,Bangalore challenger,Lee K. (7),Hazawa S.,2,1,66-7 6-4 6-2,1.57,2.25
2026-01-04,Bangalore challenger,Leong M.,Matsuda R. (3),2,0,6-3 6-4,2.30,1.56
2026-01-04,Bangalore challenger,Palan D. (5),Javia D.,2,1,3-6 7-5 7-65,1.40,2.77
2026-01-04,Bangalore challenger,Visker N. (11),Sureshkumar M.,2,0,6-3 6-3,1.18,4.33
2026-01-04,Bangalore challenger,Ouakaa A. (9),Vishal Balsekar A.,2,0,6-4 7-63,1.16,4.63
2026-01-04,Bangalore challenger,Taguchi R.,Kumasaka T. (1),2,0,7-5 6-1,2.27,1.56
2026-01-04,Brisbane,Hijikata R.,Arnaldi M. (1),1,0,,2.02,1.74
2026-01-04,Brisbane,Halys Q.,Majchrzak K. (2),2,1,1-6 7-65 6-4,2.14,1.68
2026-01-04,Brisbane,Duckworth J. (10),Atmane T. (3),2,0,7-64 6-2,1.89,1.88
2026-01-04,Brisbane,Collignon R. (9),Quinn E. (5),2,0,7-5 6-3,1.85,1.90
2026-01-04,Brisbane,Carreno-Busta P.,Cazaux A. (4),1,0,5-3,3.08,1.35
2026-01-04,Brisbane,Sweeny D.,O'Connell C.,2,1,64-7 6-3 6-4,2.55,1.49
2026-01-04,Canberra 2 challenger,Grenier H. (7),Loffhagen G.,2,1,7-5 4-6 6-0,1.94,1.82
2026-01-04,Canberra 2 challenger,Neumayer L.,Mikrut L. (2),2,1,6-4 3-6 6-3,2.13,1.56
2026-01-04,Canberra 2 challenger,Damm M. (6),Ibraimi Y.,2,0,7-5 6-4,1.02,13.23
2026-01-04,Canberra 2 challenger,Pinnington Jones J. (11),Bailly G.,2,1,0-6 6-1 6-4,1.47,2.59
2026-01-04,Canberra 2 challenger,Rodesch C.,Molcan A. (12),2,1,7-62 3-6 7-5,1.70,2.05
2026-01-04,Canberra 2 challenger,Krueger M.,Watanuki Y. (1),2,1,3-6 6-2 6-3,2.38,1.51
2026-01-04,Canberra 2 challenger,Mejia N. (4),Habib H.,2,0,7-66 6-2,2.08,1.69
2026-01-04,Canberra 2 challenger,Cassone M.,Boyer T. (8),2,1,0-6 7-64 6-0,2.19,1.63
2026-01-04,Canberra 2 challenger,Polmans M.,Bolt A. (5),2,0,7-64 7-5,3.14,1.33
2026-01-04,Canberra 2 challenger,Fery A. (9),Jovanovski D.,2,1,3-6 6-4 6-0,1.02,14.48
2026-01-04,Canberra 2 challenger,Gueymard Wayenburg S. (10),Llamas Ruiz P.,2,1,6-4 5-7 6-3,1.97,1.74
2026-01-04,Canberra 2 challenger,Jodar R. (3),Marinkov P.,2,0,6-4 6-3,1.03,11.25
2026-01-04,Futures 2026,Corrales Chavarria G.,Pereira G.,2,0,6-1 6-1,,
2026-01-04,Futures 2026,Belltoft W.,Martinez Garzon C.,2,1,6-0 3-6 10-5,,
2026-01-04,Futures 2026,Abella Fernandez A.,Dong J.,2,1,7-5 4-6 10-7,,
2026-01-04,Futures 2026,Busquets Brau G.,Gronfeldt-Sorensen C.,2,1,4-6 7-5 10-5,,
2026-01-04,Futures 2026,Sampol Valverde M.,Ponce De Leon Gomila L.,2,1,6-1 4-6 10-4,,
2026-01-04,Futures 2026,Choi F.,Nilsson T.,2,0,6-2 6-1,,
2026-01-04,Futures 2026,Loosen T.,Santiago D.,2,0,6-3 6-2,,
2026-01-04,Futures 2026,Harnoth Manrubia L.,Carney J.,2,0,6-0 7-5,,
2026-01-04,Futures 2026,Abe M.,Fernandez Rincon I.,2,0,6-1 6-1,,
2026-01-04,Futures 2026,Qi H.,Pottbecker M.,2,0,6-3 6-0,,
2026-01-04,Futures 2026,Cifre Rotger E.,Meffert B.,2,0,6-0 6-4,,
2026-01-04,Futures 2026,Foley P.,Ramis Pascual J.,2,0,6-1 6-1,,
2026-01-04,Futures 2026,Hediger I.,Lucaciu F.,2,0,6-1 6-1,,
2026-01-04,Futures 2026,Faut P.,Morolli A.,2,0,6-1 6-4,1.22,3.65
2026-01-04,Futures 2026,Gerbaud T.,Vincent M.,2,0,6-3 6-3,,
2026-01-04,Futures 2026,Seifert S.,Barbic A.,2,0,6-4 6-4,,
2026-01-04,Futures 2026,Baxter H.,López I.,2,0,7-63 6-4,,
2026-01-04,Futures 2026,Namigandet Tenguere L.,Stevens S.,2,1,6-1 4-6 10-4,1.22,3.67
2026-01-04,Futures 2026,Lebron Puerta R.,Orzabal Gabrielli J.,2,0,6-2 6-2,,
2026-01-04,Futures 2026,Neacsa E.,Gonzalez J.,2,0,6-4 6-4,,
2026-01-04,Futures 2026,El Natour M.,Kes M.,2,0,6-1 6-3,,
2026-01-04,Futures 2026,Sauer Jimenez L.,Brun T.,1,0,6-2,,
2026-01-04,Futures 2026,Hamzaoui O.,Laaouani M.,2,0,6-3 6-1,,
2026-01-04,Futures 2026,Riu M.,Branger L.,2,1,3-6 6-4 10-6,6.25,1.08
2026-01-04,Futures 2026,Deflandre L.,Aubriot A.,2,0,6-3 6-4,3.05,1.32
2026-01-04,Futures 2026,Legout T.,Domenc M.,2,0,6-4 6-1,1.15,4.65
2026-01-04,Futures 2026,Bird S.,Sassi M.,1,0,,,
2026-01-04,Futures 2026,Petrini A.,Vyas A.,1,0,,,
2026-01-04,Futures 2026,Popirlan L.,Ichikawa S.,2,0,6-0 6-0,,
2026-01-04,Futures 2026,Reilly F.,Khodeir K.,2,0,6-1 6-1,,
2026-01-04,Futures 2026,Blazka D.,Kraev B.,2,0,6-1 6-3,,
2026-01-04,Futures 2026,Etty E.,Rebai I.,2,0,6-1 6-3,,
2026-01-04,Futures 2026,El Feky G.,Singh S.,2,0,6-2 6-2,,
2026-01-04,Futures 2026,Piatrouski D.,Hart V.,2,0,6-2 6-3,,
2026-01-04,Futures 2026,Korchak M.,Liddle S.,2,0,6-2 6-4,,
2026-01-04,Futures 2026,Huss B.,Ozdemir S.,2,0,6-3 6-3,,
2026-01-04,Futures 2026,Pogosian S.,Morsy O.,2,0,6-4 6-3,,
2026-01-04,Futures 2026,Agarwal D.,Svetlakou U.,2,1,7-5 4-6 10-8,,
2026-01-04,Futures 2026,Marques G.,Oberoi Jensen O.,2,0,7-5 6-2,,
2026-01-04,Futures 2026,Rolland De Ravel C.,Valsecchi P.,2,0,6-1 6-2,1.06,6.50
2026-01-04,Futures 2026,Andres R.,Herrmann T.,2,0,6-3 6-3,2.13,1.61
2026-01-04,Futures 2026,Trufelli T.,Andriveau T.,2,1,6-3 2-6 10-8,1.46,2.55
2026-01-04,Futures 2026,Bailly P.,Sanogo E.,2,0,6-2 6-0,,
2026-01-04,Futures 2026,Lestir L.,Vanhulst A.,2,0,6-2 6-1,,
2026-01-04,Futures 2026,Visser M.,Caillat O.,2,1,1-6 6-4 10-6,,
2026-01-04,Futures 2026,Zubarev A.,Bouagila E.,2,0,6-1 7-5,,
2026-01-04,Futures 2026,Bai R.,Nekovic A.,1,0,,,
2026-01-04,Futures 2026,Matvievici E.,Doel C.,1,0,,,
2026-01-04,Futures 2026,Boros B.,Kerbs S.,2,0,6-0 6-0,,
2026-01-04,Futures 2026,Lafazanos A.,Nalinci E.,2,0,6-1 6-3,,
2026-01-04,Futures 2026,Aydin E.,Azzari Cabas J.,2,0,6-1 6-3,,
2026-01-04,Futures 2026,Tokar A.,Argun M.,2,0,6-2 6-4,,
2026-01-04,Futures 2026,Kothari A.,Del Nido P.,2,0,6-4 6-3,,
2026-01-04,Futures 2026,Host T.,Pottbecker N.,2,0,7-5 6-3,,
2026-01-04,Futures 2026,Bakhshaliev I.,Celik C.,2,1,7-5 64-7 10-4,,
2026-01-04,Futures 2026,Elesin M.,Kubo T.,1,0,,,
2026-01-04,Futures 2026,Just T.,Blazka S.,2,0,6-0 6-0,,
2026-01-04,Futures 2026,Meryumoglu A.,Cazzani E.,1,0,,,
2026-01-04,Futures 2026,Halisdemir D.,Labbe Vidoni G.,1,0,,,
2026-01-04,Futures 2026,Ilin A.,Gillerio V.,1,0,,,
2026-01-04,Futures 2026,Nikolenko N.,Pajpani R.,1,0,,,
2026-01-04,Futures 2026,Dimitriou G.,Galarraga M.,1,0,,,
2026-01-04,Futures 2026,Stauffer P.,Chopra A.,2,1,6-1 2-6 10-3,,
2026-01-04,Futures 2026,Morega D.,Galea E.,2,0,6-1 6-3,,
