date,tournament,category,round,surface,winner,score,loser
"Nov 12, 1991",Tour Finals,ATP Finals,RR,Carpet,Pete Sampras #7,6-2 7-6(3),Michael Stich #4
"Nov 12, 1991",Tour Finals,ATP Finals,RR,Carpet,Pete Sampras #7,6-3 1-6 6-3,Andre Agassi #8
"Nov 12, 1991",Tour Finals,ATP Finals,RR,Carpet,Ivan Lendl #5,6-2 6-3,Jim Courier #2
"Nov 10, 1991*",Moscow,ATP 250,F,Carpet,Andrei Cherkasov #20,7-6(2) 3-6 7-6(5),Jakob Hlasek #19
"Nov 10, 1991*",Sao Paulo,ATP 250,F,Hard,Christian Miniussi #116,2-6 6-3 6-4,Jaime Oncins #74
"Nov 10, 1991*",Birmingham,ATP 250,F,Carpet,Michael Chang #17,6-3 6-2,Guillaume Raoux #141
"Nov 9, 1991*",Birmingham,ATP 250,SF,Carpet,Michael Chang #17,4-6 6-1 6-2,Richey Reneberg #33
"Nov 9, 1991*",Birmingham,ATP 250,SF,Carpet,Guillaume Raoux #141,6-3 6-4,Thierry Champion #54
"Nov 9, 1991*",Moscow,ATP 250,SF,Carpet,Jakob Hlasek #19,6-4 6-2,Alexander Volkov #26
"Nov 9, 1991*",Sao Paulo,ATP 250,SF,Hard,Christian Miniussi #116,6-4 6-4,Andres Gomez #86
"Nov 9, 1991*",Sao Paulo,ATP 250,SF,Hard,Jaime Oncins #74,6-4 6-3,Francisco Clavet #37
"Nov 9, 1991*",Moscow,ATP 250,SF,Carpet,Andrei Cherkasov #20,6-3 6-4,Marcos Aurelio Gorriz #133
"Nov 9, 1991*",Birmingham,ATP 250,QF,Carpet,Richey Reneberg #33,6-4 6-4,Wayne Ferreira #50
"Nov 9, 1991*",Moscow,ATP 250,QF,Carpet,Marcos Aurelio Gorriz #133,2-6 6-2 7-6(6),Carl Uwe Steeb #46
"Nov 9, 1991*",Moscow,ATP 250,QF,Carpet,Jakob Hlasek #19,6-7(5) 6-2 6-2,Jan Siemerink #27
"Nov 9, 1991*",Moscow,ATP 250,QF,Carpet,Alexander Volkov #26,7-6(1) 4-6 6-3,Jim Grabb #97
"Nov 9, 1991*",Birmingham,ATP 250,QF,Carpet,Guillaume Raoux #141,6-7(4) 7-5 6-3,Tom Nijssen #293
"Nov 9, 1991*",Moscow,ATP 250,QF,Carpet,Andrei Cherkasov #20,4-6 6-1 7-5,Marc Rosset #62
"Nov 9, 1991*",Sao Paulo,ATP 250,QF,Hard,Jaime Oncins #74,6-3 7-6(6),Danilo Marcelino #124
"Nov 9, 1991*",Birmingham,ATP 250,QF,Carpet,Michael Chang #17,4-2 (ret.),Ronald Agenor #80
"Nov 9, 1991*",Sao Paulo,ATP 250,QF,Hard,Andres Gomez #86,6-4 6-4,Felipe Rivera #212
"Nov 9, 1991*",Birmingham,ATP 250,QF,Carpet,Thierry Champion #54,6-4 6-4,MaliVai Washington #48
"Nov 9, 1991*",Sao Paulo,ATP 250,QF,Hard,Francisco Clavet #37,6-1 6-1,Eduardo Masso #100
"Nov 9, 1991*",Sao Paulo,ATP 250,QF,Hard,Christian Miniussi #116,4-6 6-0 6-4,Gabriel Markus #73
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Felipe Rivera #212,7-6(9) 3-6 6-3,Jean-Philippe Fleurian #69
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Jakob Hlasek #19,6-3 6-4,Rudiger Haas #442
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Marcos Aurelio Gorriz #133,(w/o),Thomas Hogstedt #131
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Jan Siemerink #27,6-3 6-3,Chuck Adams #111
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Richey Reneberg #33,7-6(4) 6-3,Gary Muller
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Jaime Oncins #74,6-7(6) 6-2 6-1,Tomas Carbonell #87
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Wayne Ferreira #50,6-4 6-2,Patrik Kuhnen #83
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Andres Gomez #86,6-2 6-4,Markus Zoecke #61
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Marc Rosset #62,7-5 6-3,Jason Stoltenberg #77
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Michael Chang #17,5-7 6-3 6-1,Grant Connell #93
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Eduardo Masso #100,(w/o),Emilio Sanchez #13
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Ronald Agenor #80,4-6 6-4 6-2,Pat Cash #115
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Danilo Marcelino #124,6-3 6-4,Francisco Roig #143
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Andrei Cherkasov #20,6-1 6-2,Andrei Medvedev #238
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Tom Nijssen #293,7-6(6) 6-2,Magnus Larsson #57
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Guillaume Raoux #141,2-6 7-6(4) 6-2,Alexander Mronz #110
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,MaliVai Washington #48,6-0 7-5,Gianluca Pozzi #75
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Alexander Volkov #26,7-5 6-3,Dimitri Poliakov #109
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Jim Grabb #97,7-6(3) 6-2,Mark Woodforde #112
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Francisco Clavet #37,6-2 6-2,Cassio Motta #244
"Nov 8, 1991*",Moscow,ATP 250,R16,Carpet,Carl Uwe Steeb #46,6-3 7-5,Karel Novacek #10
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Gabriel Markus #73,6-4 2-6 6-4,Javier Sanchez #29
"Nov 8, 1991*",Birmingham,ATP 250,R16,Carpet,Thierry Champion #54,6-7(6) 7-5 6-1,Jeremy Bates #153
"Nov 8, 1991*",Sao Paulo,ATP 250,R16,Hard,Christian Miniussi #116,(w/o),German Lopez #82
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Jaime Oncins #74,7-5 6-2,Marcelo Filippini #84
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Tom Nijssen #293,6-2 6-4,Jeff Tarango #103
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Emilio Sanchez #13,7-6(8) 6-4,Carlos Costa #56
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,German Lopez #82,7-6(4) 7-6(9),Roberto Azar #98
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Francisco Roig #143,6-2 6-2,Jordi Arrese #23
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Carl Uwe Steeb #46,6-3 7-6(2),Amos Mansdorf #63
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Grant Connell #93,6-7(6) 7-6(5) 6-3,Chris Bailey #329
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Michael Chang #17,6-1 6-2,Marian Vajda #79
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Jean-Philippe Fleurian #69,6-4 6-2,Shuzo Matsuoka #66
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Tomas Carbonell #87,6-2 6-4,Paul Haarhuis #38
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Pat Cash #115,6-3 7-6(2),Stefano Pescosolido #67
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Rudiger Haas #442,6-1 6-2,Sergej Skakun #834
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Cassio Motta #244,7-6(5) 6-4,Oliver Fernandez #168
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Gianluca Pozzi #75,6-7(0) 6-4 6-3,Rodolphe Gilbert #95
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Alexander Mronz #110,6-3 4-6 6-3,John McEnroe #28
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Francisco Clavet #37,6-3 6-4,Bart Wuyts #90
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Wayne Ferreira #50,6-3 7-6(5),Nicklas Kulti #71
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Ronald Agenor #80,3-6 7-5 6-2,Kevin Curren #59
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Marc Rosset #62,6-4 6-3,Serge Soulie #377
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Christian Miniussi #116,6-4 6-3,Javier Frana #65
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Thomas Hogstedt #131,6-3 6-0,Horst Skoff #32
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Jason Stoltenberg #77,3-6 6-3 6-4,Richard Krajicek #41
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Eduardo Masso #100,3-6 7-6(5) 6-2,Fabio Silberberg #215
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Mark Woodforde #112,0-6 6-2 6-3,Petr Korda #9
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Andrei Cherkasov #20,6-3 6-4,Florian Krumrey #295
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,MaliVai Washington #48,6-3 3-6 7-5,Peter Lundgren #121
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Karel Novacek #10,7-6(5) 6-2,Udo Riglewski #123
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Jakob Hlasek #19,4-6 6-3 7-6(3),Branislav Stankovic #301
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Javier Sanchez #29,6-7(11) 7-6(4) 1-2 DEF,Luiz Mattar #107
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Jim Grabb #97,3-6 7-5 7-5,Tim Mayotte #72
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Thierry Champion #54,6-2 6-2,Jan Gunnarsson #81
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Andres Gomez #86,6-1 6-3,Mark Koevermans #55
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Felipe Rivera #212,6-3 6-4,Martin Jaite #45
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Magnus Larsson #57,6-3 6-2,Wally Masur #58
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Patrik Kuhnen #83,6-2 6-3,Frederic Fontang #60
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Markus Zoecke #61,6-3 6-3,Alberto Mancini #22
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Jeremy Bates #153,4-6 7-6(6) 6-4,Christian Saceanu #70
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Danilo Marcelino #124,6-1 4-6 6-2,Luis Herrera #139
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Jan Siemerink #27,6-1 6-4,Eric Jelen #114
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Alexander Volkov #26,6-3 3-6 6-3,Diego Nargiso #85
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Dimitri Poliakov #109,6-0 4-1 (ret.),Arnaud Boetsch #53
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Gary Muller,6-1 3-6 6-3,David Engel #138
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Andrei Medvedev #238,7-5 6-2,Todd Woodbridge #76
"Nov 7, 1991*",Sao Paulo,ATP 250,R32,Hard,Gabriel Markus #73,6-4 1-6 6-4,Patrick Baur #94
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Chuck Adams #111,6-3 4-6 6-4,Lars Koslowski #91
"Nov 7, 1991*",Moscow,ATP 250,R32,Carpet,Marcos Aurelio Gorriz #133,2-6 6-3 6-2,Hendrik Jan Davids #680
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Guillaume Raoux #141,6-2 6-2,Jacco Eltingh #106
"Nov 7, 1991*",Birmingham,ATP 250,R32,Carpet,Richey Reneberg #33,4-6 6-3 6-3,Lars Jonsson #78
"Nov 4, 1991*",Paris Masters,Masters 1000,F,Carpet,Guy Forget #6,7-6(9) 4-6 5-7 6-4 6-4,Pete Sampras #7
"Nov 3, 1991*",Buzios,ATP 250,F,Hard,Jordi Arrese #25,1-6 6-4 6-0,Jaime Oncins #98
"Nov 3, 1991*",Paris Masters,Masters 1000,SF,Carpet,Guy Forget #6,7-5 6-4,Jonas Svensson #23
"Nov 3, 1991*",Paris Masters,Masters 1000,SF,Carpet,Pete Sampras #7,2-6 6-4 6-3,Michael Chang #21
"Nov 3, 1991*",Paris Masters,Masters 1000,QF,Carpet,Pete Sampras #7,6-2 6-3,Alexander Volkov #38
"Nov 3, 1991*",Paris Masters,Masters 1000,QF,Carpet,Michael Chang #21,7-5 6-1,Petr Korda #11
"Nov 3, 1991*",Paris Masters,Masters 1000,QF,Carpet,Guy Forget #6,6-1 3-6 6-3,Omar Camporese #34
"Nov 3, 1991*",Paris Masters,Masters 1000,QF,Carpet,Jonas Svensson #23,6-4 6-2,Karel Novacek #10
"Nov 2, 1991*",Buzios,ATP 250,SF,Hard,Jaime Oncins #98,6-4 6-4,Francisco Roig #183
"Nov 2, 1991*",Buzios,ATP 250,SF,Hard,Jordi Arrese #25,6-2 7-6(12),Javier Sanchez #29
"Nov 2, 1991*",Buzios,ATP 250,QF,Hard,Jordi Arrese #25,6-7(6) 7-5 3-1 (ret.),Guillermo Perez-Roldan #43
"Nov 2, 1991*",Buzios,ATP 250,QF,Hard,Francisco Roig #183,4-6 6-3 6-3,Thomas Muster #35
"Nov 2, 1991*",Buzios,ATP 250,QF,Hard,Jaime Oncins #98,6-4 6-2,Markus Zoecke #67
"Nov 2, 1991*",Buzios,ATP 250,QF,Hard,Javier Sanchez #29,6-7(4) 6-4 6-2,Francisco Clavet #37
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Pete Sampras #7,6-3 6-7(5) 7-6(5),Goran Ivanisevic #14
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Alexander Volkov #38,7-5 6-2,Arnaud Boetsch #60
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Jonas Svensson #23,(w/o),Boris Becker #2
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Michael Chang #21,2-6 6-1 6-4,Stefan Edberg #1
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Karel Novacek #10,6-3 6-2,Nicklas Kulti #94
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Petr Korda #11,6-2 6-4,Sergi Bruguera #9
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Omar Camporese #34,7-6(4) 6-3,Jim Courier #3
"Nov 2, 1991*",Paris Masters,Masters 1000,R16,Carpet,Guy Forget #6,4-6 6-3 6-1,Derrick Rostagno #15
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Jordi Arrese #25,7-6(1) 1-6 6-4,Jose Daher #182
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Javier Sanchez #29,2-6 6-2 7-5,Luis Herrera #124
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Guillermo Perez-Roldan #43,6-4 6-7(5) 6-1,Carlos Costa #58
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Francisco Clavet #37,6-2 6-2,Fernando Roese #107
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Thomas Muster #35,6-4 6-4,Andres Gomez #89
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Francisco Roig #183,6-2 6-1,Paul Haarhuis #36
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Markus Zoecke #67,6-3 6-2,Daniel Nestor #274
"Nov 1, 1991*",Buzios,ATP 250,R16,Hard,Jaime Oncins #98,7-6(5) 6-4,Olivier Delaitre #42
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Sergi Bruguera #9,4-6 7-6(1) 6-2,Wally Masur #63
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Carlos Costa #58,7-6(7) 4-6 6-2,Bart Wuyts #85
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Jaime Oncins #98,7-6(2) 6-3,Jean-Philippe Fleurian #70
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Stefan Edberg #1,6-0 6-7(1) 6-3,Thomas Hogstedt #150
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Karel Novacek #10,6-4 6-4,MaliVai Washington #49
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Jim Courier #3,6-2 6-3,Jimmy Connors #47
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Jonas Svensson #23,6-2 6-2,Goran Prpic #18
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Javier Sanchez #29,6-4 6-4,Tomas Carbonell #83
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Daniel Nestor #274,6-4 6-2,Danilo Marcelino #120
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Guillermo Perez-Roldan #43,6-4 6-0,Javier Frana #62
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Luis Herrera #124,7-5 6-3,Nicolas Pereira #149
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Francisco Clavet #37,6-0 6-1,Eduardo Masso #103
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Michael Chang #21,7-6(7) 3-6 7-6(1),Rodolphe Gilbert #102
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Nicklas Kulti #94,6-3 6-3,David Wheaton #16
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Francisco Roig #183,6-2 6-3,Maurice Ruah #221
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Guy Forget #6,6-3 6-2,Patrick McEnroe #31
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Omar Camporese #34,7-6(5) 4-6 6-3,Jakob Hlasek #17
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Goran Ivanisevic #14,6-4 6-4,John McEnroe #27
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Markus Zoecke #67,7-6(5) 6-2,Emilio Sanchez #12
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Boris Becker #2,6-2 6-4,Horst Skoff #32
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Petr Korda #11,3-6 6-4 7-6(1),Jason Stoltenberg #88
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Pete Sampras #7,7-6(3) 6-2,Andrei Cherkasov #20
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Derrick Rostagno #15,6-3 6-3,Yannick Noah #187
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Andres Gomez #89,7-5 6-2,Jacco Eltingh #109
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Thomas Muster #35,6-3 7-6(8),Mark Koevermans #56
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Arnaud Boetsch #60,7-5 6-3,Wayne Ferreira #50
"Oct 31, 1991*",Paris Masters,Masters 1000,R32,Carpet,Alexander Volkov #38,6-2 2-6 6-3,Brad Gilbert #19
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Jose Daher #182,4-6 6-4 6-4,Gabriel Markus #74
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Olivier Delaitre #42,6-1 4-6 6-2,Andres Vysand #224
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Fernando Roese #107,7-5 7-6(8),Patrick Baur #93
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Paul Haarhuis #36,7-6(0) 6-3,Luiz Mattar #96
"Oct 31, 1991*",Buzios,ATP 250,R32,Hard,Jordi Arrese #25,6-1 6-3,Shuzo Matsuoka #65
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Jimmy Connors #47,5-7 6-4 6-2,Ronald Agenor #71
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Nicklas Kulti #94,7-6(7) 6-2,Cedric Pioline #51
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Jonas Svensson #23,6-3 6-2,Richard Krajicek #40
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Alexander Volkov #38,6-3 6-4,Marc Rosset #54
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Omar Camporese #34,7-6(1) 1-6 6-4,Thierry Champion #53
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,John McEnroe #27,6-1 7-6(4),Christian Bergstrom #41
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Jason Stoltenberg #88,3-6 7-5 7-6(2),Alberto Mancini #22
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Yannick Noah #187,7-5 6-3,Fabrice Santoro #44
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,MaliVai Washington #49,7-6(2) 6-2,Todd Woodbridge #76
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Andrei Cherkasov #20,6-4 7-5,Richey Reneberg #30
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Patrick McEnroe #31,6-3 7-6(5),Martin Jaite #46
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Horst Skoff #32,6-2 0-6 6-4,Jan Siemerink #24
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Thomas Hogstedt #150,3-6 7-5 7-6(2),Jim Grabb #97
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Arnaud Boetsch #60,6-4 6-2,Andrei Chesnokov #28
"Oct 30, 1991*",Paris Masters,Masters 1000,R64,Carpet,Wally Masur #63,7-6(7) 4-6 6-4,Carl Uwe Steeb #45
