date,tournament,category,round,surface,winner,score,loser
"Jan 2, 1969*",Hobart,ATP 250,R32,Grass,Allan Stone,6-3 6-1,Christian Janssens
"Jan 2, 1969*",Hobart,ATP 250,R32,Grass,Graham Stilwell,6-3 3-6 8-6,Richard Coulthard
"Jan 2, 1969*",Hobart,ATP 250,R32,Grass,Phil Dent,6-2 6-3,Gondo Widjojo
"Jan 2, 1969*",Hobart,ATP 250,R32,Grass,Dick Crealy,4-1 (ret.),Syd Ball
"Jan 2, 1969*",Hobart,ATP 250,R32,Grass,Ray Ruffels,6-4 6-3,Bill Lloyd
"Jan 1, 1969*",New Orleans 2,ATP 250,SF,Carpet,Cliff Richey,3-6 6-0 6-4,Jaime Fillol
"Jan 1, 1969*",New Orleans 2,ATP 250,QF,Carpet,Jaime Fillol,6-3 8-10 6-4,Tom Edlefsen
"Jan 1, 1969*",New Orleans 2,ATP 250,QF,Carpet,Hamilton Richardson,7-5 6-2,Jim Mcmanus
"Jan 1, 1969*",New Orleans 2,ATP 250,QF,Carpet,Ron Holmberg,11-9 6-3,Herb Fitzgibbon
"Jan 1, 1969*",New Orleans 2,ATP 250,QF,Carpet,Cliff Richey,6-0 6-2,Alan Fox
"Jan 1, 1969*",Hobart,ATP 250,R64,Grass,J Glassen,(w/o),Peter Campbell
"Jan 1, 1969*",Hobart,ATP 250,R64,Grass,Bob Giltinan,5-7 6-1 6-1,Graham Holloway
"Dec 31, 1968*",New Orleans 2,ATP 250,R16,Carpet,Jaime Fillol,12-14 6-4 6-2,G Turner Howard
"Dec 15, 1968*",Brisbane,ATP 250,F,Grass,Arthur Ashe,6-4 1-6 9-7 4-6 7-5,Stan Smith
"Dec 14, 1968*",Brisbane,ATP 250,SF,Grass,Arthur Ashe,8-6 6-4 6-8 8-6,Ray Ruffels
"Dec 14, 1968*",Brisbane,ATP 250,SF,Grass,Stan Smith,8-6 6-3 6-3,Bill Bowrey
"Dec 14, 1968*",Brisbane,ATP 250,QF,Grass,Ray Ruffels,4-6 10-8 6-8 6-2 6-1,Charlie Pasarell
"Dec 14, 1968*",Brisbane,ATP 250,QF,Grass,Bill Bowrey,6-4 6-3 4-6 6-2,Barry Phillips Moore
"Dec 14, 1968*",Brisbane,ATP 250,QF,Grass,Arthur Ashe,6-4 7-5 6-4,Bob Lutz
"Dec 14, 1968*",Brisbane,ATP 250,QF,Grass,Stan Smith,9-7 6-2 6-3,Phil Dent
"Dec 13, 1968*",Nashville,ATP 250,F,Carpet,Rod Laver,6-2 6-3,Ken Rosewall
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Ray Ruffels,6-4 6-4,Onny Parun
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Arthur Ashe,6-3 6-3,Terry Addison
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Bill Bowrey,9-7 6-3,Jim Osborne
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Bob Lutz,4-6 6-1 6-4,Dick Crealy
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Charlie Pasarell,6-4 6-4,Piero Toci
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Stan Smith,5-7 6-4 9-7,Allan Stone
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Phil Dent,6-4 6-2,Adriano Panatta
"Dec 13, 1968*",Brisbane,ATP 250,R16,Grass,Barry Phillips Moore,8-6 6-2,John Alexander
"Dec 12, 1968*",Nashville,ATP 250,SF,Carpet,Ken Rosewall,3-6 6-1 6-4,Richard Gonzalez
"Dec 12, 1968*",Nashville,ATP 250,SF,Carpet,Rod Laver,6-4 11-9,Andres Gimeno
"Dec 12, 1968*",Nashville,ATP 250,QF,Carpet,Rod Laver,6-3 8-6,Earl Butch Buchholz
"Dec 12, 1968*",Nashville,ATP 250,QF,Carpet,Ken Rosewall,6-1 6-2,Pancho Segura
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Stan Smith,6-2 6-4,Peter Campbell
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Allan Stone,8-6 6-3,John Bartlett
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Charlie Pasarell,6-2 6-1,Geoff Olsson
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Terry Addison,6-1 7-5,Brian Wilkinson
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Ray Ruffels,6-4 6-4,Antonio Munoz
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Onny Parun,2-6 6-4 6-3,Doug Smith
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Adriano Panatta,9-11 9-7 6-3,Clark Graebner
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Phil Dent,7-5 6-1,Vittorio Crotta
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Dick Crealy,6-8 6-3 12-10,John Byrne
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Piero Toci,6-3 6-3,Ray Keldie
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Arthur Ashe,3-6 6-3 6-4,Bob Giltinan
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Bill Bowrey,10-8 6-8 6-3,Jean Baptiste Chanfreau
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,John Alexander,10-8 7-9 6-3,Manuel Orantes
"Dec 12, 1968*",Brisbane,ATP 250,R32,Grass,Jim Osborne,6-3 6-2,Ross Case
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Piero Toci,6-3 8-6,James Gilchrist Jr
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Jean Baptiste Chanfreau,7-5 5-7 6-4,Pietro Marzano
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Antonio Munoz,6-3 4-6 10-8,John James
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,John Alexander,6-2 6-2,William Mason
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Ross Case,5-7 8-6 6-3,Lindsay Straney
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Clem Robertson,6-3 5-7 6-3,Alvin Gardiner
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Peter Campbell,6-3 6-2,Marc Bolle
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Adriano Panatta,1-6 6-4 6-4,Rod Brent
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Geoff Olsson,6-1 6-2,Don Turner
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Bob Giltinan,2-6 6-3 7-5,Massimo Di Domenico
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,John Bartlett,7-5 6-4,Geoff Masters
"Dec 11, 1968*",Brisbane,ATP 250,R64,Grass,Tony Hammond,6-3 8-6,Jean Loup Rouyer
"Dec 8, 1968",Kings Cup Sf,ATP 250,RR,Carpet,Tom Okker,5-7 6-2 7-5 6-0,Jan Kodes
"Dec 8, 1968",Kings Cup Sf,ATP 250,RR,Carpet,Jan Kukal,6-4 6-2,Jan Hordijk
"Dec 8, 1968",Kings Cup Final,ATP 250,RR,Carpet,Martin Carlstein,6-4 6-3,Jan Hordijk
"Dec 8, 1968",Kings Cup Sf,ATP 250,RR,Carpet,Tom Okker,6-3 6-2,Jan Kodes
"Dec 8, 1968",Kings Cup Final,ATP 250,RR,Carpet,Ove Bengtson,1-6 4-6 7-5 6-3 6-4,Tom Okker
"Dec 8, 1968",Kings Cup Final,ATP 250,RR,Carpet,Tom Okker,14-12 6-4,Ove Bengtson
"Dec 7, 1968",Nashville,ATP 250,BR,Carpet,Andres Gimeno,10-5,Richard Gonzalez
"Dec 4, 1968*",New York 3,ATP 250,F,Carpet,Tony Roche,6-4 6-3,Richard Gonzalez
"Dec 3, 1968*",New York 3,ATP 250,SF,Carpet,Tony Roche,6-4 6-3,Rod Laver
"Dec 3, 1968*",New York 3,ATP 250,SF,Carpet,Richard Gonzalez,6-1 6-2,Andres Gimeno
"Dec 3, 1968*",New York 3,ATP 250,QF,Carpet,Rod Laver,6-3 7-5,Earl Butch Buchholz
"Dec 3, 1968*",New York 3,ATP 250,QF,Carpet,Tony Roche,6-4 6-3,Dennis Ralston
"Dec 3, 1968*",New York 3,ATP 250,QF,Carpet,Andres Gimeno,3-6 6-3 7-5,John Newcombe
"Dec 3, 1968*",New York 3,ATP 250,QF,Carpet,Richard Gonzalez,7-5 5-7 6-4,Ken Rosewall
"Nov 29, 1968*",Adelaide,ATP 250,F,Grass,Bill Bowrey,6-4 6-3 4-6 6-4,Allan Stone
"Nov 28, 1968",New York 3,ATP 250,BR,Carpet,Rod Laver,6-4 6-3,Andres Gimeno
"Nov 28, 1968*",Adelaide,ATP 250,SF,Grass,Bill Bowrey,4-6 6-4 6-4 6-4,Dick Crealy
"Nov 28, 1968*",Adelaide,ATP 250,SF,Grass,Allan Stone,(w/o),Ray Ruffels
"Nov 28, 1968*",Adelaide,ATP 250,QF,Grass,Bill Bowrey,6-0 16-14 6-4,Onny Parun
"Nov 28, 1968*",Adelaide,ATP 250,QF,Grass,Ray Ruffels,6-2 6-4 8-6,Phil Dent
"Nov 28, 1968*",Adelaide,ATP 250,QF,Grass,Allan Stone,6-4 6-3 0-6 7-5,John James
"Nov 28, 1968*",Adelaide,ATP 250,QF,Grass,Dick Crealy,6-4 5-7 13-11 9-7,Barry Phillips Moore
"Nov 27, 1968*",London 3,ATP 250,F,Hard,Stan Smith,6-4 6-4,Mark Cox
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,John James,6-4 6-3 6-4,Brian White
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Onny Parun,3-6 6-4 6-3 6-4,John Alexander
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Allan Stone,7-5 6-2 6-3,Geoff Masters
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Dick Crealy,6-3 6-4 6-0,Bob Giltinan
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Bill Bowrey,6-0 6-2 6-3,Alvin Gardiner
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Phil Dent,5-7 6-3 4-6 6-4 6-4,Rod Brent
"Nov 27, 1968*",Adelaide,ATP 250,R16,Grass,Ray Ruffels,6-2 6-3 6-4,Syd Ball
"Nov 26, 1968*",London 3,ATP 250,SF,Hard,Mark Cox,6-4 6-4,Bob Lutz
"Nov 26, 1968*",London 3,ATP 250,SF,Hard,Stan Smith,6-2 3-6 6-3,Bob Hewitt
"Nov 26, 1968*",London 3,ATP 250,QF,Hard,Bob Lutz,5-7 6-4 6-2,Owen Davidson
"Nov 26, 1968*",London 3,ATP 250,QF,Hard,Bob Hewitt,9-11 6-4 8-6,Graham Stilwell
"Nov 26, 1968*",London 3,ATP 250,QF,Hard,Stan Smith,6-1 6-2,Gerald Battrick
"Nov 26, 1968*",London 3,ATP 250,QF,Hard,Mark Cox,6-0 6-1,Keith Wooldridge
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,John Alexander,6-2 6-1 6-4,Grant Kerr
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Brian White,5-7 2-6 6-4 6-3 6-3,Piero Toci
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Phil Dent,6-3 6-3 6-0,Luis Bruguera
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Alvin Gardiner,6-3 6-3 7-5,Larry Le Roy
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Barry Phillips Moore,6-4 6-0 6-2,Jean Loup Rouyer
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Rod Brent,9-7 1-6 6-2 6-3,John Bartlett
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Syd Ball,6-3 6-2 6-3,Adriano Panatta
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Geoff Masters,6-4 6-3 6-1,Clem Robertson
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Onny Parun,6-1 6-4 11-9,Jose Guerrero
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Bill Bowrey,6-2 6-2 6-2,Geoff Sara
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Ray Ruffels,6-3 6-2 6-2,Massimo Di Domenico
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Bob Giltinan,6-3 6-4 6-4,Bill Lloyd
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Allan Stone,6-2 6-3 6-4,Pietro Marzano
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,John James,8-6 6-1 6-3,Lindsay Straney
"Nov 26, 1968*",Adelaide,ATP 250,R32,Grass,Dick Crealy,6-0 7-5 6-3,Marc Bolle
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Phil Dent,7-5 4-6 6-1 7-5,Bob Brien
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Clem Robertson,3-6 6-3 6-4 6-3,David Wright
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Onny Parun,6-4 6-2 6-4,Tony Hammond
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Adriano Panatta,3-6 6-1 6-4 6-2,D Tunnock
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Rod Brent,4-6 6-2 6-3 6-3,Peter Doerner
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Pietro Marzano,6-3 3-6 6-4 3-6 6-3,Ian Fletcher
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,John Alexander,6-1 7-5 6-2,Jeff Young
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Allan Stone,6-4 6-3 6-3,Antonio Munoz
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Barry Phillips Moore,6-0 6-3 7-5,Brenton Higgins
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Bob Giltinan,4-6 4-6 6-1 6-2 6-3,Ross Case
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,John Bartlett,6-1 6-3 6-2,Vittorio Crotta
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Jose Guerrero,6-8 6-4 3-6 6-3 6-2,Peter Mcpherson
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Piero Toci,4-6 7-5 4-6 10-8 6-4,Manuel Orantes
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Dick Crealy,6-0 6-0 7-5,Barry Mcmillan
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,John James,4-6 7-5 6-1 8-10 6-3,Jeff Simpson
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Geoff Masters,6-2 12-10 7-5,Allan McDonald
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Luis Bruguera,6-3 6-8 6-4 3-6 6-3,Michael Hewitt
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Jean Loup Rouyer,6-2 6-2 6-4,Jim Ryan
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Gene Russo,6-4 6-4 7-5,Don Turner
"Nov 25, 1968*",Adelaide,ATP 250,R64,Grass,Brian White,(w/o),Richard Russell
"Nov 21, 1968*",Wembley 3,ATP 250,F,Hard,Ken Rosewall,6-4 4-6 7-5 6-4,John Newcombe
"Nov 20, 1968*",Wembley 3,ATP 250,SF,Hard,John Newcombe,3-6 6-2 6-4,Fred Stolle
"Nov 20, 1968*",Wembley 3,ATP 250,SF,Hard,Ken Rosewall,7-5 6-1,Andres Gimeno
"Nov 20, 1968*",Wembley 3,ATP 250,QF,Hard,Andres Gimeno,6-4 16-14,Tony Roche
"Nov 20, 1968*",Wembley 3,ATP 250,QF,Hard,Ken Rosewall,6-1 6-3,Nikola Pilic
"Nov 20, 1968*",Wembley 3,ATP 250,QF,Hard,John Newcombe,7-5 9-7,Dennis Ralston
"Nov 20, 1968*",Wembley 3,ATP 250,QF,Hard,Fred Stolle,2-3 (ret.),Roy Emerson
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,John Newcombe,10-8 7-5,Marty Riessen
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Tony Roche,8-6 6-0,Raymond Moore
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Ken Rosewall,6-4 7-5,Cliff Drysdale
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Fred Stolle,10-8 6-3,Earl Butch Buchholz
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Roy Emerson,6-3 9-7,Rod Laver
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Dennis Ralston,3-6 6-3 6-4,Roger Taylor
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Nikola Pilic,6-8 11-9 6-3,Richard Gonzalez
"Nov 19, 1968*",Wembley 3,ATP 250,R16,Hard,Andres Gimeno,3-6 6-1 6-4,Pierre Barthes
"Nov 17, 1968*",London 2,ATP 250,F,Hard,Bob Hewitt,4-6 6-2 6-4 10-8,Bob Lutz
"Nov 17, 1968*",Buenos Aires,ATP 250,F,Clay,Roy Emerson,9-7 6-4 6-4,Rod Laver
"Nov 17, 1968*",Barcelona Nationals,ATP 250,F,Clay,Manuel Santana,6-4 3-6 6-2 6-2,Manuel Orantes
"Nov 16, 1968*",London 2,ATP 250,SF,Hard,Bob Lutz,6-1 6-2 6-4,Graham Stilwell
"Nov 16, 1968*",London 2,ATP 250,SF,Hard,Bob Hewitt,1-6 6-2 6-3 6-4,Gerald Battrick
"Nov 16, 1968*",Barcelona Nationals,ATP 250,SF,Clay,Manuel Orantes,6-4 6-1 6-1,Juan Manuel Couder
"Nov 16, 1968*",Buenos Aires,ATP 250,SF,Clay,Rod Laver,6-2 8-6 6-2,Thomaz Koch
"Nov 16, 1968*",Buenos Aires,ATP 250,SF,Clay,Roy Emerson,6-4 8-10 6-4 6-4,Andres Gimeno
"Nov 16, 1968*",Barcelona Nationals,ATP 250,SF,Clay,Manuel Santana,6-2 9-7 6-1,Juan Gisbert
"Nov 16, 1968*",Buenos Aires,ATP 250,QF,Clay,Andres Gimeno,6-1 4-6 10-8 6-3,Jose Edison Mandarino
"Nov 16, 1968*",Buenos Aires,ATP 250,QF,Clay,Roy Emerson,11-9 9-11 6-4 6-3,Jan Kodes
"Nov 16, 1968*",Barcelona Nationals,ATP 250,QF,Clay,Manuel Santana,6-3 6-2 6-2,Antonio Solana
"Nov 16, 1968*",London 2,ATP 250,QF,Hard,Bob Lutz,6-2 3-6 8-6 12-10,Jim Osborne
"Nov 16, 1968*",London 2,ATP 250,QF,Hard,Gerald Battrick,6-4 2-6 7-5 6-2,Stan Smith
"Nov 16, 1968*",Barcelona Nationals,ATP 250,QF,Clay,Manuel Orantes,6-1 6-3 6-1,Antonio Martinez
"Nov 16, 1968*",London 2,ATP 250,QF,Hard,Graham Stilwell,6-3 1-6 8-6 6-2,Keith Wooldridge
"Nov 16, 1968*",London 2,ATP 250,QF,Hard,Bob Hewitt,6-3 8-10 7-5 4-6 6-3,Mark Cox
"Nov 16, 1968*",Barcelona Nationals,ATP 250,QF,Clay,Juan Manuel Couder,7-5 6-4 6-4,Jose Maria Gisbert
"Nov 16, 1968*",Buenos Aires,ATP 250,QF,Clay,Thomaz Koch,6-3 6-2 0-6 6-3,Fred Stolle
"Nov 16, 1968*",Buenos Aires,ATP 250,QF,Clay,Rod Laver,6-1 6-4 6-4,Herb Fitzgibbon
"Nov 15, 1968",Wembley 3,ATP 250,BR,Hard,Andres Gimeno,9-7 4-6 6-1,Fred Stolle
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Thomaz Koch,6-0 6-2 6-4,Ricardo Aubone
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Rod Laver,6-3 3-6 6-0 6-4,Patricio Rodriguez Chi
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Jose Edison Mandarino,7-9 6-1 9-7 6-4,Patricio Cornejo
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Roy Emerson,6-0 6-2 6-2,Tom Edlefsen
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Jan Kodes,6-2 6-1 6-2,Roberto Aubone
"Nov 15, 1968*",London 2,ATP 250,R16,Hard,Bob Hewitt,6-3 8-6 6-3,Paul Hutchins
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Andres Gimeno,6-1 6-2 6-3,Julian Ganzabal
"Nov 15, 1968*",Barcelona Nationals,ATP 250,R16,Clay,Manuel Orantes,6-3 6-2 6-3,Luis Bruguera
"Nov 15, 1968*",Barcelona Nationals,ATP 250,R16,Clay,Juan Gisbert,6-2 7-5 6-0,Antonio Munoz
"Nov 15, 1968*",London 2,ATP 250,R16,Hard,Gerald Battrick,6-1 6-4 6-2,Arthur Ashe
"Nov 15, 1968*",London 2,ATP 250,R16,Hard,Graham Stilwell,6-2 6-1 6-2,John Paish
"Nov 15, 1968*",Barcelona Nationals,ATP 250,R16,Clay,Manuel Santana,(w/o),J. Lopez Perez Fuster
"Nov 15, 1968*",London 2,ATP 250,R16,Hard,Jim Osborne,6-4 6-2 5-7 6-2,Onny Parun
"Nov 15, 1968*",Barcelona Nationals,ATP 250,R16,Clay,Juan Manuel Couder,6-1 6-2 6-0,Juan Ignacio Muntanola
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Fred Stolle,6-0 6-2 6-2,Jaime Pinto Bravo
"Nov 15, 1968*",Buenos Aires,ATP 250,R16,Clay,Herb Fitzgibbon,6-1 8-10 7-5 6-0,Guillermo Vilas
"Nov 15, 1968*",London 2,ATP 250,R16,Hard,Keith Wooldridge,6-1 7-5 6-2,Peter Curtis
