date,tournament,category,round,surface,winner,score,loser
"Jan 17, 1980*",Masters,ATP Finals,F,Carpet,Bjorn Borg #1,6-2 6-2,Vitas Gerulaitis #4
"Jan 16, 1980*",Masters,ATP Finals,SF,Carpet,Vitas Gerulaitis #4,7-5 6-2,Jimmy Connors #2
"Jan 16, 1980*",Masters,ATP Finals,SF,Carpet,Bjorn Borg #1,6-7 6-3 7-6,John McEnroe #3
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Bjorn Borg #1,6-3 6-3,Roscoe Tanner #5
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Roscoe Tanner #5,7-5 6-4,Jose Higueras #9
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Bjorn Borg #1,6-2 6-0,Jose Higueras #9
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,John McEnroe #3,6-3 7-5,Harold Solomon #8
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Jimmy Connors #2,2-6 6-4 7-6,Roscoe Tanner #5
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Guillermo Vilas #6,6-4 6-7 6-3,Vitas Gerulaitis #4
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Vitas Gerulaitis #4,6-1 7-6,Harold Solomon #8
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Bjorn Borg #1,3-6 6-3 7-6,Jimmy Connors #2
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Vitas Gerulaitis #4,3-6 7-6 7-6,John McEnroe #3
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,John McEnroe #3,6-2 6-3,Guillermo Vilas #6
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Harold Solomon #8,6-2 6-2,Guillermo Vilas #6
"Jan 9, 1980",Masters,ATP Finals,RR,Carpet,Jimmy Connors #2,6-3 6-0,Jose Higueras #9
"Jan 7, 1980*",Australian Open,Grand Slam,F,Grass,Guillermo Vilas #6,7-6 6-3 6-2,John Sadri #28
"Jan 6, 1980*",Australian Open,Grand Slam,SF,Grass,John Sadri #45,6-4 7-6 6-7 6-4,Colin Dibley #116
"Jan 6, 1980*",Australian Open,Grand Slam,SF,Grass,Guillermo Vilas #6,7-5 3-6 7-6 7-6,Victor Amaya #29
"Jan 4, 1980*",Australian Open,Grand Slam,QF,Grass,Colin Dibley #116,3-6 6-4 3-6 7-6 6-4,Mark Edmondson #95
"Jan 4, 1980*",Australian Open,Grand Slam,QF,Grass,Guillermo Vilas #6,6-2 3-6 7-6 4-6 6-2,Phil Dent #50
"Jan 4, 1980*",Australian Open,Grand Slam,QF,Grass,John Sadri #45,7-6 6-3 6-7 6-4,Rod Frawley #86
