date,tournament,category,round,surface,winner,score,loser
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,Ian Bidmeade,6-1 6-1,John James
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,Graeme Thomson,6-2 6-3,Lucien Sulloway
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,Geoff Masters,6-2 6-4,Richard Rae
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,Bob Giltinan,9-7 6-4,Bob Fowler
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,John Bartlett,7-5 6-4,Mike Lorenzo
"Dec 22, 1970*",Adelaide,ATP 250,R32,Grass,Jim Ward,7-5 6-3,Mervyn Rose
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Mervyn Rose,6-1 4-6 6-1,Paul Fitzgerald
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,John Marks,(w/o),Kevin Furst
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Ian Bidmeade,6-2 8-6,Rod Frawley
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Ross Case,7-5 5-7 6-1,Paul Kronk
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Geoff Sara,(w/o),Saeed Meer
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Barry Phillips Moore,6-1 6-2,Greg Braun
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Ian Fletcher,6-1 6-2,Matthew Smith
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Jim Ward,6-2 6-2,Phil Martin
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Jean Loup Rouyer,6-1 6-1,K Franzi
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Graeme Thomson,4-6 10-8 6-1,Max Cocks
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Geoff Masters,6-0 6-0,Gaylard Dunn
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,Syd Ball,6-4 6-2,Alvin Gardiner
"Dec 21, 1970*",Adelaide,ATP 250,R64,Grass,John James,6-1 6-1,Mike Phillips
"Dec 17, 1970*",Masters,ATP Finals,F,Carpet,Stan Smith,4-6 6-3 6-4,Rod Laver
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Arthur Ashe,6-5 3-6 6-2,Zeljko Franulovic
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Stan Smith,6-4 6-5,Ken Rosewall
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Arthur Ashe,3-6 6-3 6-5,Stan Smith
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Stan Smith,6-1 5-6 6-1,Zeljko Franulovic
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Rod Laver,6-3 6-2,Arthur Ashe
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Rod Laver,5-6 6-3 6-5,Ken Rosewall
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Ken Rosewall,6-5 6-4,Jan Kodes
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Rod Laver,6-5 3-6 6-2,Zeljko Franulovic
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Stan Smith,6-3 6-5,Jan Kodes
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Ken Rosewall,6-3 6-4,Arthur Ashe
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Zeljko Franulovic,6-2 3-6 6-3,Jan Kodes
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Rod Laver,6-4 6-3,Jan Kodes
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Arthur Ashe,6-3 4-6 6-3,Jan Kodes
"Dec 9, 1970",Masters,ATP Finals,RR,Carpet,Ken Rosewall,6-3 6-3,Zeljko Franulovic
"Nov 22, 1970*",Wembley,ATP 250,F,Carpet,Rod Laver,6-3 6-4 6-4,Cliff Richey
"Nov 21, 1970*",Wembley,ATP 250,SF,Carpet,Cliff Richey,7-5 6-2,Ken Rosewall
"Nov 21, 1970*",Wembley,ATP 250,SF,Carpet,Rod Laver,6-4 6-4,Cliff Drysdale
"Nov 21, 1970*",Wembley,ATP 250,QF,Carpet,Cliff Richey,8-6 8-9 6-2,Roger Taylor
"Nov 21, 1970*",Wembley,ATP 250,QF,Carpet,Rod Laver,6-1 6-2,Ilie Nastase
"Nov 21, 1970*",Wembley,ATP 250,QF,Carpet,Cliff Drysdale,9-8 6-8 6-3,Dennis Ralston
"Nov 21, 1970*",Wembley,ATP 250,QF,Carpet,Ken Rosewall,6-2 6-3,Richard Gonzalez
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Dennis Ralston,6-3 3-6 8-6,John Alexander
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Cliff Drysdale,9-8 6-3,Mark Cox
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Ken Rosewall,6-2 6-1,Nikola Pilic
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Cliff Richey,7-5 8-6,Pierre Barthes
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Roger Taylor,6-3 6-2,Roy Emerson
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Rod Laver,6-1 4-6 9-8,Andres Gimeno
"Nov 20, 1970*",Wembley,ATP 250,R16,Carpet,Ilie Nastase,6-8 6-2 6-4,Tom Gorman
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,John Alexander,6-2 9-8,Tom Okker
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Mark Cox,8-6 6-3,David Lloyd
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Cliff Drysdale,6-1 6-2,Arthur Ashe
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Ken Rosewall,6-8 9-8 7-5,Bob Carmichael
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Tom Gorman,8-9 9-8 7-5,Marty Riessen
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Nikola Pilic,5-7 7-5 6-4,Jan Kodes
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Andres Gimeno,6-3 6-2,Ray Ruffels
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Rod Laver,7-5 7-5,Jaime Fillol
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Pierre Barthes,6-0 6-2,Graham Stilwell
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Richard Gonzalez,4-6 6-4 6-2,Ion Tiriac
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Dennis Ralston,6-8 6-1 6-4,Clark Graebner
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Cliff Richey,6-2 6-3,Roy Barth
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Roy Emerson,9-7 6-4,Zeljko Franulovic
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Ilie Nastase,6-4 6-4,Dick Crealy
"Nov 19, 1970*",Wembley,ATP 250,R32,Carpet,Roger Taylor,9-8 6-2,Owen Davidson
"Nov 18, 1970*",London 3,ATP 250,F,Carpet,John Alexander,5-7 7-6 7-6,Tom Gorman
"Nov 17, 1970*",London 3,ATP 250,SF,Carpet,Tom Gorman,6-4 5-7 6-4,Gerald Battrick
"Nov 17, 1970*",London 3,ATP 250,SF,Carpet,John Alexander,6-4 6-7 6-4,Vladimir Zednik
"Nov 17, 1970*",London 3,ATP 250,QF,Carpet,Vladimir Zednik,7-6 4-6 7-6,David Lloyd
"Nov 17, 1970*",London 3,ATP 250,QF,Carpet,Gerald Battrick,6-4 3-6 6-4,Paul Hutchins
"Nov 17, 1970*",London 3,ATP 250,QF,Carpet,John Alexander,3-6 7-5 6-4,Ion Tiriac
"Nov 17, 1970*",London 3,ATP 250,QF,Carpet,Tom Gorman,6-3 7-6,John Paish
"Nov 15, 1970*",Paris Indoor,ATP 250,F,Carpet,Arthur Ashe,7-6 6-4 6-3,Marty Riessen
"Nov 15, 1970*",Brisbane,ATP 250,F,Grass,Bob Giltinan,6-3 6-0 2-6 6-2,Ross Case
"Nov 14, 1970*",Buenos Aires,ATP 250,F,Clay,Zeljko Franulovic,6-4 6-2 6-0,Manuel Orantes
"Nov 14, 1970*",Brisbane,ATP 250,SF,Grass,Bob Giltinan,3-6 6-1 6-7 7-6 1-1 (ret.),Phil Dent
"Nov 14, 1970*",Paris Indoor,ATP 250,SF,Carpet,Arthur Ashe,7-6 7-6 6-3,Georges Goven
"Nov 14, 1970*",Paris Indoor,ATP 250,SF,Carpet,Marty Riessen,6-3 6-7 7-6 6-4,Stan Smith
"Nov 14, 1970*",Brisbane,ATP 250,SF,Grass,Ross Case,6-4 0-6 7-6 6-7 6-4,Colin Dibley
"Nov 14, 1970*",Paris Indoor,ATP 250,QF,Carpet,Georges Goven,7-6 6-2,Ken Rosewall
"Nov 14, 1970*",Paris Indoor,ATP 250,QF,Carpet,Stan Smith,7-5 6-4,Dennis Ralston
"Nov 14, 1970*",Brisbane,ATP 250,QF,Grass,Bob Giltinan,7-6 6-4,Geoff Masters
"Nov 14, 1970*",Paris Indoor,ATP 250,QF,Carpet,Arthur Ashe,6-4 6-7 6-2,Roger Taylor
"Nov 14, 1970*",Brisbane,ATP 250,QF,Grass,Phil Dent,7-6 7-5,Greg Perkins
"Nov 14, 1970*",Paris Indoor,ATP 250,QF,Carpet,Marty Riessen,7-6 6-0,Richard Gonzalez
"Nov 14, 1970*",Brisbane,ATP 250,QF,Grass,Ross Case,6-2 6-2,Jim Ward
"Nov 14, 1970*",Brisbane,ATP 250,QF,Grass,Colin Dibley,7-6 6-3,Mal Anderson
"Nov 13, 1970*",Buenos Aires,ATP 250,SF,Clay,Manuel Orantes,5-7 6-1 6-0 6-4,Bob Carmichael
"Nov 13, 1970*",Buenos Aires,ATP 250,SF,Clay,Zeljko Franulovic,6-2 6-2 6-2,Jan Kodes
"Nov 13, 1970*",Buenos Aires,ATP 250,QF,Clay,Zeljko Franulovic,7-5 6-0 6-1,Jan Kukal
"Nov 13, 1970*",Buenos Aires,ATP 250,QF,Clay,Bob Carmichael,7-6 5-7 6-4 6-3,Cliff Richey
"Nov 13, 1970*",Buenos Aires,ATP 250,QF,Clay,Manuel Orantes,6-4 6-1 6-2,Dick Crealy
"Nov 13, 1970*",Buenos Aires,ATP 250,QF,Clay,Jan Kodes,6-3 6-3 0-6 6-1,Ray Ruffels
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Ross Case,3-6 6-4 6-3,Kim Warwick
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Stan Smith,6-3 6-2,Cliff Richey
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Roger Taylor,6-3 7-6,Andres Gimeno
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Colin Dibley,6-0 6-1,Gary Hale
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Richard Gonzalez,6-1 6-3,Zeljko Franulovic
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Ken Rosewall,3-6 6-4 6-4,Clark Graebner
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Georges Goven,7-5 6-4,Roy Emerson
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Arthur Ashe,6-1 6-3,Cliff Drysdale
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Marty Riessen,7-5 6-2,Graham Stilwell
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Mal Anderson,6-4 7-5,Syd Ball
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Jim Ward,6-1 6-2,David Carter
"Nov 13, 1970*",Paris Indoor,ATP 250,R16,Carpet,Dennis Ralston,7-6 5-7 7-6,Jean Baptiste Chanfreau
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Geoff Masters,6-3 6-2,Allan McDonald
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Phil Dent,6-2 6-4,A Boss
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Greg Perkins,6-3 6-3,Peter Doerner
"Nov 13, 1970*",Brisbane,ATP 250,R16,Grass,Bob Giltinan,6-3 6-1,Alvin Gardiner
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Jan Kukal,6-3 6-4 6-4,Jaime Fillol
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Jan Kodes,6-1 6-2 6-1,Jose Edison Mandarino
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Ray Ruffels,6-3 6-1 6-3,Guillermo Vilas
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Dick Crealy,6-3 6-2 6-2,Patricio Cornejo
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Manuel Orantes,6-3 5-7 6-2 6-1,Patricio Rodriguez Chi
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Bob Carmichael,7-5 5-7 6-4 6-2,Julian Ganzabal
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Cliff Richey,7-5 6-0 6-4,Frank Froehling
"Nov 12, 1970*",Buenos Aires,ATP 250,R16,Clay,Zeljko Franulovic,6-4 6-2 7-6,Joaquin Loyo Mayo
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Colin Dibley,6-2 3-6 6-3,Ian Pomerenke
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Zeljko Franulovic,6-3 6-7 6-2,Patrice Dominguez
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Graham Stilwell,6-3 6-3,Rod Laver
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Clark Graebner,7-6 3-6 6-4,Francois Jauffret
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Greg Perkins,6-4 6-2,Greg Braun
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Cliff Drysdale,6-3 6-3,Dick Crealy
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Arthur Ashe,7-6 3-6 7-6,Owen Davidson
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Marty Riessen,6-2 4-6 6-3,Mark Cox
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Cliff Richey,6-3 6-2,Pierre Barthes
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Dennis Ralston,6-7 6-4 6-2,Raymond Moore
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,David Carter,(w/o),Ian Fletcher
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Mal Anderson,6-1 6-1,Barry Brown
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Jean Baptiste Chanfreau,6-7 7-6 6-4,Tom Okker
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Jim Ward,6-4 4-6 6-3,Keith Hancock
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Phil Dent,6-2 6-3,M Mulveney
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Roy Emerson,6-2 6-4,Ray Ruffels
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Ross Case,(w/o),John Bartlett
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Allan McDonald,6-2 6-3,Cliff Letcher
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Andres Gimeno,6-1 6-7 6-0,Nicola Spear
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Ken Rosewall,6-1 6-2,Patrick Proisy
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Alvin Gardiner,6-1 6-2,Paul Kronk
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Kim Warwick,6-2 6-4,Steve Wedderburn
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Syd Ball,(w/o),U Unknown
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Roger Taylor,6-3 6-2,Ismail El Shafei
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Geoff Masters,6-2 6-0,Elwyn Mccabe
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Georges Goven,6-3 6-4,Nikola Pilic
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Bob Giltinan,6-1 6-2,Dennis Maddern
"Nov 12, 1970*",Paris Indoor,ATP 250,R32,Carpet,Stan Smith,6-4 6-0,Bob Carmichael
"Nov 12, 1970*",Brisbane,ATP 250,R32,Grass,Peter Doerner,6-1 6-4,M Billows
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Cliff Richey,6-1 6-3 7-5,Oscar Escribano
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Guillermo Vilas,6-2 6-4 6-3,Fernando Demattei
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Julian Ganzabal,6-1 6-3 6-3,Carlos Romero
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Jan Kukal,4-6 6-3 6-3 6-1,Roberto Aubone
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Frank Froehling,6-1 6-2 6-2,Tomas Lynch
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Jose Edison Mandarino,6-1 6-0 6-3,Carlos Junquet
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Jan Kodes,6-3 6-3 6-0,Hugo Varela
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Dick Crealy,6-4 6-3 6-4,Julio Van Kerckhoven
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Bob Carmichael,6-3 6-0 7-5,Jaime Pinto Bravo
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Ray Ruffels,6-0 6-3 6-2,Eduardo Cisneros
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Jaime Fillol,6-3 6-2 5-7 6-2,Norberto Herrero
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Patricio Cornejo,7-5 7-5 6-4,Roberto Graetz
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Manuel Orantes,6-0 6-0 6-1,Ricardo Cano
"Nov 11, 1970*",Buenos Aires,ATP 250,R32,Clay,Zeljko Franulovic,6-1 6-2 6-4,Antonio Garoni
"Nov 11, 1970*",Brisbane,ATP 250,R64,Grass,Elwyn Mccabe,6-1 6-2,Rod Frawley
"Nov 11, 1970*",Brisbane,ATP 250,R64,Grass,Keith Hancock,6-4 6-2,M Harrison
"Nov 11, 1970*",Brisbane,ATP 250,R64,Grass,Greg Braun,6-4 7-6,D Morgan
"Nov 11, 1970*",Brisbane,ATP 250,R64,Grass,Kim Warwick,6-4 6-3,Chris Walsh
"Nov 11, 1970*",Brisbane,ATP 250,R64,Grass,Ross Case,6-0 6-3,R Stubbins
"Nov 7, 1970*",Stockholm Open,ATP 250,F,Hard,Stan Smith,5-7 6-4 6-4,Arthur Ashe
"Nov 6, 1970*",Stockholm Open,ATP 250,SF,Hard,Arthur Ashe,7-5 6-4,Cliff Richey
"Nov 6, 1970*",Stockholm Open,ATP 250,SF,Hard,Stan Smith,8-10 6-2 9-7,Ken Rosewall
"Nov 6, 1970*",Stockholm Open,ATP 250,QF,Hard,Ken Rosewall,6-3 6-4,Mark Cox
"Nov 6, 1970*",Stockholm Open,ATP 250,QF,Hard,Arthur Ashe,6-4 6-8 6-4,Roy Emerson
"Nov 6, 1970*",Stockholm Open,ATP 250,QF,Hard,Cliff Richey,(w/o),Dennis Ralston
"Nov 6, 1970*",Stockholm Open,ATP 250,QF,Hard,Stan Smith,6-2 6-3,Georges Goven
"Nov 5, 1970*",Stockholm Open,ATP 250,R16,Hard,Stan Smith,6-3 6-3,Cliff Drysdale
"Nov 5, 1970*",Stockholm Open,ATP 250,R16,Hard,Georges Goven,6-4 9-7,Bob Carmichael
"Nov 5, 1970*",Stockholm Open,ATP 250,R16,Hard,Arthur Ashe,6-3 5-7 6-4,Roger Taylor
"Nov 5, 1970*",Stockholm Open,ATP 250,R16,Hard,Roy Emerson,6-1 3-6 6-4,B. Holmstrom
"Nov 5, 1970*",Stockholm Open,ATP 250,R16,Hard,Dennis Ralston,5-7 6-3 6-0,Ilie Nastase
