date,tournament,category,round,surface,winner,score,loser
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Richard Russell,6-2 6-0,Mike Collins
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Ross Case,4-6 6-1 6-4,Jean Scuvie
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Geoff Masters,6-2 6-1,Michael Stewart
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Peter Doerner,6-2 7-5,Brendan O'Shea
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Bob Giltinan,6-2 9-7,Ken Stuart
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,John Bartlett,6-0 6-0,Pieter Verstraeten
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Karl Coombes,7-5 7-5,Paul Deuble
"Dec 3, 1969*",Brisbane,ATP 250,R64,Grass,Phil Dent,6-3 7-5,G Moore
"Nov 30, 1969*",Stockholm Open,ATP 250,F,Hard,Nikola Pilic,6-4 4-6 6-2,Ilie Nastase
"Nov 29, 1969*",Stockholm Open,ATP 250,SF,Hard,Nikola Pilic,7-9 12-10 6-2,Fred Stolle
"Nov 29, 1969*",Stockholm Open,ATP 250,SF,Hard,Ilie Nastase,6-4 3-6 6-3,Stan Smith
"Nov 29, 1969*",Stockholm Open,ATP 250,QF,Hard,Nikola Pilic,6-3 7-5,Charlie Pasarell
"Nov 29, 1969*",Stockholm Open,ATP 250,QF,Hard,Stan Smith,6-4 7-5,Andres Gimeno
"Nov 29, 1969*",Stockholm Open,ATP 250,QF,Hard,Fred Stolle,7-5 8-10 6-4,Rod Laver
"Nov 29, 1969*",Stockholm Open,ATP 250,QF,Hard,Ilie Nastase,6-1 6-3,Ion Tiriac
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Charlie Pasarell,6-3 6-2,Ron Holmberg
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Stan Smith,6-4 6-3,Frantisek Pala
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Ilie Nastase,6-1 6-3,Hakar Zahr
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Nikola Pilic,6-3 6-4,Earl Butch Buchholz
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Fred Stolle,6-2 6-2,Per Jemsby
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Ion Tiriac,6-8 6-3 6-4,Marty Riessen
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Rod Laver,6-4 6-4,Raymond Moore
"Nov 28, 1969*",Stockholm Open,ATP 250,R16,Hard,Andres Gimeno,2-6 6-3 6-0,Ove Bengtson
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Frantisek Pala,3-6 6-3 6-0,Patrice Beust
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Ion Tiriac,6-4 6-1,Rolf Norberg
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Raymond Moore,7-5 8-6,Birger Folke
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Ilie Nastase,6-2 6-4,Tony Roche
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Per Jemsby,6-3 6-4,Torben Ulrich
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Fred Stolle,6-3 6-3,Jan Kukal
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Ron Holmberg,4-6 6-3 6-1,Birger Andersson
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Charlie Pasarell,3-6 6-3 7-5,Roy Emerson
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Marty Riessen,6-3 6-2,Jorgen Ulrich
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Andres Gimeno,6-4 6-2,Kjell Johansson
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Ove Bengtson,6-4 6-1,Kenneth Andersson
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Nikola Pilic,6-3 6-2,Roger Taylor
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Hakar Zahr,6-3 6-2,Jean Claude Barclay
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Earl Butch Buchholz,7-5 6-2,Cliff Drysdale
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Stan Smith,(w/o),Pierre Barthes
"Nov 27, 1969*",Stockholm Open,ATP 250,R32,Hard,Rod Laver,3-6 6-3 6-1,Leif Johansson
"Nov 23, 1969*",Wembley,ATP 250,F,Carpet,Rod Laver,6-4 6-1 6-3,Tony Roche
"Nov 22, 1969*",Wembley,ATP 250,SF,Carpet,Rod Laver,8-6 6-2,Tom Okker
"Nov 22, 1969*",Wembley,ATP 250,SF,Carpet,Tony Roche,6-3 7-9 15-13,Earl Butch Buchholz
"Nov 22, 1969*",Wembley,ATP 250,QF,Carpet,Tom Okker,6-1 6-2,Richard Gonzalez
"Nov 22, 1969*",Wembley,ATP 250,QF,Carpet,Rod Laver,16-14 10-8,Roger Taylor
"Nov 22, 1969*",Wembley,ATP 250,QF,Carpet,Tony Roche,6-3 8-10 6-4,Stan Smith
"Nov 22, 1969*",Wembley,ATP 250,QF,Carpet,Earl Butch Buchholz,3-6 6-1 6-4,Graham Stilwell
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Graham Stilwell,3-6 6-3 6-4,Ismail El Shafei
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Richard Gonzalez,7-5 5-7 6-4,David Lloyd
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Roger Taylor,3-6 6-3 6-4,Owen Davidson
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Earl Butch Buchholz,6-2 7-5,Roy Emerson
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Rod Laver,6-0 6-1,John Clifton
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Stan Smith,3-6 6-3 6-4,Nikola Pilic
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Tom Okker,6-1 6-1,Stephen Warboys
"Nov 21, 1969*",Wembley,ATP 250,R16,Carpet,Tony Roche,7-5 6-2,Bob Hewitt
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Roy Emerson,11-9 6-3,Ion Tiriac
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Rod Laver,6-4 6-4,Marty Riessen
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Tom Okker,6-2 19-21 6-4,Mark Cox
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Earl Butch Buchholz,7-5 8-6,Robert Wilson
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Roger Taylor,7-9 6-4 19-17,Fred Stolle
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,David Lloyd,3-6 6-3 6-2,Ron Holmberg
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Graham Stilwell,6-2 6-2,Raymond Moore
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Tony Roche,6-4 6-3,Ilie Nastase
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Stephen Warboys,6-3 6-4,Gerald Battrick
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Bob Hewitt,6-4 7-5,Pierre Barthes
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Stan Smith,3-6 6-3 6-4,Cliff Drysdale
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Nikola Pilic,11-9 11-9,Andres Gimeno
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Owen Davidson,6-4 6-1,Charlie Pasarell
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Richard Gonzalez,6-3 6-2,Hans Joachim Ploetz
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,John Clifton,7-9 6-3 6-2,Torben Ulrich
"Nov 20, 1969*",Wembley,ATP 250,R32,Carpet,Ismail El Shafei,(w/o),John Newcombe
"Nov 19, 1969*",London (4),ATP 250,F,Carpet,Mark Cox,4-6 9-7 6-2,Bob Hewitt
"Nov 19, 1969*",Vienna,ATP 250,F,Hard,Tony Roche,(w/o),Tom Okker
"Nov 18, 1969*",London (4),ATP 250,SF,Carpet,Bob Hewitt,2-6 6-2 6-4,Graham Stilwell
"Nov 18, 1969*",London (4),ATP 250,SF,Carpet,Mark Cox,10-8 4-6 6-4,Stan Smith
"Nov 18, 1969*",London (4),ATP 250,QF,Carpet,Mark Cox,11-9 6-1,Lew Hoad
"Nov 18, 1969*",London (4),ATP 250,QF,Carpet,Stan Smith,7-5 6-1,John Clifton
"Nov 18, 1969*",London (4),ATP 250,QF,Carpet,Graham Stilwell,9-7 3-6 8-6,Ismail El Shafei
"Nov 18, 1969*",London (4),ATP 250,QF,Carpet,Bob Hewitt,6-2 10-8,Charlie Pasarell
"Nov 17, 1969*",Buenos Aires,ATP 250,F,Clay,Francois Jauffret,3-6 6-2 6-4 6-3,Zeljko Franulovic
"Nov 16, 1969*",Buenos Aires,ATP 250,SF,Clay,Zeljko Franulovic,6-3 7-5 6-0,Cliff Richey
"Nov 16, 1969*",Buenos Aires,ATP 250,SF,Clay,Francois Jauffret,6-2 6-4 6-3,Roy Emerson
"Nov 16, 1969*",Buenos Aires,ATP 250,QF,Clay,Cliff Richey,6-2 6-4 6-2,Ivan Molina
"Nov 16, 1969*",Buenos Aires,ATP 250,QF,Clay,Francois Jauffret,7-5 6-0 12-10,Jan Kodes
"Nov 16, 1969*",Buenos Aires,ATP 250,QF,Clay,Zeljko Franulovic,4-6 6-1 6-2 6-3,Guillermo Vilas
"Nov 16, 1969*",Buenos Aires,ATP 250,QF,Clay,Roy Emerson,5-7 6-1 6-4 6-3,Ingo Buding
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Ingo Buding,7-5 6-3 6-2,Jose Edison Mandarino
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Jan Kodes,4-6 8-6 7-5 6-4,Jaime Fillol
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Zeljko Franulovic,6-1 6-2 6-1,Nicholas Kalogeropoulos
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Ivan Molina,7-9 1-6 6-3 11-9 6-2,Milan Holecek
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Guillermo Vilas,6-1 4-6 4-6 6-4 6-4,Patricio Cornejo
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Cliff Richey,6-2 2-6 6-3 6-3,Jairo Velasco
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Francois Jauffret,6-4 6-3 6-2,Julian Ganzabal
"Nov 15, 1969*",Buenos Aires,ATP 250,R16,Clay,Roy Emerson,2-6 6-2 6-2 6-4,Jaime Pinto Bravo
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Cliff Richey,6-0 6-2 6-0,U Unknown
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Roy Emerson,UNK,U Unknown
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Milan Holecek,6-1 6-2 6-2,Luis Ayala
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Julian Ganzabal,6-1 8-6 6-4,Lito Alvarez
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Zeljko Franulovic,9-7 10-8 7-5,Alejandro Kon
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Guillermo Vilas,7-5 6-1 6-2,Frew Mcmillan
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Jaime Fillol,6-2 6-2 6-2,U Unknown
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Ivan Molina,4-6 6-1 5-7 6-4 6-3,Patricio Rodriguez Chi
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Francois Jauffret,6-1 7-5 6-1,Eduardo Soriano
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Jan Kodes,6-2 6-2 6-1,Hector Romani
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Jose Edison Mandarino,6-3 8-6 6-2,Oscar Escribano
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Patricio Cornejo,6-4 4-6 6-4 6-3,U Unknown
"Nov 14, 1969*",Buenos Aires,ATP 250,R32,Clay,Nicholas Kalogeropoulos,6-3 3-6 6-1 6-3,U Unknown
"Nov 13, 1969*",Barcelona 2,ATP 250,F,Clay,Andres Gimeno,10-8 2-6 3-6 6-4 6-1,Rod Laver
"Nov 13, 1969*",Paris,ATP 250,F,Carpet,Tom Okker,8-6 6-2 6-1,Earl Butch Buchholz
"Nov 13, 1969",Vienna,ATP 250,RR,Hard,Cliff Drysdale,6-3 7-5,Roger Taylor
"Nov 13, 1969",Vienna,ATP 250,RR,Hard,Nikola Pilic,7-5 6-2,Pierre Barthes
"Nov 13, 1969",Vienna,ATP 250,RR,Hard,Tom Okker,6-4 6-1,Earl Butch Buchholz
"Nov 13, 1969",Vienna,ATP 250,RR,Hard,Tony Roche,8-6 6-1,John Newcombe
"Nov 12, 1969*",Barcelona 2,ATP 250,SF,Clay,Andres Gimeno,6-8 6-3 6-4 6-2,Roy Emerson
"Nov 12, 1969*",Paris,ATP 250,SF,Carpet,Earl Butch Buchholz,9-7 6-1 4-6 6-3,Marty Riessen
"Nov 12, 1969*",Barcelona 2,ATP 250,SF,Clay,Rod Laver,7-5 6-2 8-6,Fred Stolle
"Nov 12, 1969*",Paris,ATP 250,SF,Carpet,Tom Okker,6-2 6-3 6-3,Tony Roche
"Nov 12, 1969*",Paris,ATP 250,QF,Carpet,Tom Okker,6-2 6-2,Ion Tiriac
"Nov 12, 1969*",Paris,ATP 250,QF,Carpet,Tony Roche,6-4 14-12,Roger Taylor
"Nov 12, 1969*",Paris,ATP 250,QF,Carpet,Earl Butch Buchholz,3-6 6-3 6-4,Pierre Barthes
"Nov 12, 1969*",Paris,ATP 250,QF,Carpet,Marty Riessen,5-7 11-9 6-3,John Newcombe
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Pierre Barthes,9-7 4-6 6-3,Ilie Nastase
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Roger Taylor,3-6 6-3 6-4,Cliff Drysdale
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Tom Okker,6-2 6-2,Michele Leclercq
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Tony Roche,10-8 6-2,Nicola Spear
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Marty Riessen,6-4 6-3,Raymond Moore
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Ion Tiriac,6-1 6-4,Nikola Pilic
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,John Newcombe,6-2 6-3,Patrice Beust
"Nov 11, 1969*",Paris,ATP 250,R16,Carpet,Earl Butch Buchholz,3-6 7-5 11-9,Owen Davidson
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Roger Taylor,11-9 6-3,Wanaro N'Godrella
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Owen Davidson,3-6 6-1 6-3,Jean Claude Barclay
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Nikola Pilic,6-4 6-4,Bernard Montrenaud
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Pierre Barthes,6-2 6-4,Jean Loup Rouyer
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Raymond Moore,6-4 7-5,Bernard Paul
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Nicola Spear,6-4 6-4,Jean Pierre Courcol
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Patrice Beust,7-5 10-8,Patrick Proisy
"Nov 10, 1969*",Paris,ATP 250,R32,Carpet,Michele Leclercq,9-7 6-3,Jean Baptiste Chanfreau
"Nov 7, 1969",Barcelona 2,ATP 250,BR,Clay,Roy Emerson,6-2 6-3,Fred Stolle
"Nov 7, 1969",Paris,ATP 250,BR,Carpet,Marty Riessen,6-3 6-4,Tony Roche
"Oct 24, 1969*",Cologne,ATP 250,F,Hard,Andres Gimeno,6-3 19-17,Roy Emerson
"Oct 23, 1969*",Denver,ATP 250,F,Hard,Ilie Nastase,6-4 6-5,Stan Smith
"Oct 23, 1969*",Cologne,ATP 250,SF,Hard,Roy Emerson,5-7 9-7 6-2,Ken Rosewall
"Oct 23, 1969*",Cologne,ATP 250,SF,Hard,Andres Gimeno,6-4 6-3,Marty Riessen
"Oct 23, 1969*",Cologne,ATP 250,QF,Hard,Andres Gimeno,10-8 6-2,Tom Okker
"Oct 23, 1969*",Cologne,ATP 250,QF,Hard,Marty Riessen,6-4 10-12 9-7,Rod Laver
"Oct 23, 1969*",Cologne,ATP 250,QF,Hard,Roy Emerson,6-4 11-9,Tony Roche
"Oct 23, 1969*",Cologne,ATP 250,QF,Hard,Ken Rosewall,6-4 6-4,Pierre Barthes
"Oct 22, 1969*",Denver,ATP 250,SF,Hard,Ilie Nastase,6-5 4-6 6-5,Arthur Ashe
"Oct 18, 1969",Cologne,ATP 250,BR,Hard,Ken Rosewall,11-13 6-3 6-2,Marty Riessen
"Oct 17, 1969",Denver,ATP 250,BR,Hard,Bob Lutz,4-6 6-5 6-2,Arthur Ashe
"Oct 17, 1969",Denver,ATP 250,RR,Hard,Bob Lutz,6-3,Ilie Nastase
"Oct 17, 1969",Denver,ATP 250,RR,Hard,Ion Tiriac,6-5,Charlie Pasarell
"Oct 17, 1969",Denver,ATP 250,RR,Hard,Arthur Ashe,6-3,Charlie Pasarell
