date,tournament,category,round,surface,winner,score,loser
"Dec 18, 1973*",Kingston,ATP 250,F,Hard,Ilie Nastase #1,6-1 6-7 6-3,Brian Gottfried #21
"Dec 17, 1973*",Kingston,ATP 250,SF,Hard,Ilie Nastase #1,7-6 7-6,Ove Bengtson #56
"Dec 17, 1973*",Kingston,ATP 250,SF,Hard,Brian Gottfried #21,6-4 6-3,Clark Graebner #48
"Dec 17, 1973*",Kingston,ATP 250,QF,Hard,Brian Gottfried #21,6-2 6-3,Gene Scott #133
"Dec 17, 1973*",Kingston,ATP 250,QF,Hard,Ove Bengtson #56,7-6 7-6,Stephen Warboys #187
"Dec 17, 1973*",Kingston,ATP 250,QF,Hard,Ilie Nastase #1,7-6 6-1,Tico Carrero
"Dec 17, 1973*",Kingston,ATP 250,QF,Hard,Clark Graebner #48,7-6 7-5,Vitas Gerulaitis #131
"Dec 16, 1973*",Kingston,ATP 250,R16,Hard,Ilie Nastase #1,6-2 7-5,Audley Bell
"Dec 16, 1973*",Kingston,ATP 250,R16,Hard,Brian Gottfried #21,6-1 6-2,David Tate
"Dec 16, 1973*",Kingston,ATP 250,R16,Hard,Clark Graebner #48,6-2 7-5,Francis Barnett
"Dec 16, 1973*",Kingston,ATP 250,R16,Hard,Ove Bengtson #56,7-5 6-4,David Pratt
"Dec 16, 1973*",Kingston,ATP 250,R16,Hard,Stephen Warboys #187,6-2 6-1,Richard Russell #188
"Dec 12, 1973*",Masters,ATP Finals,F,Carpet,Ilie Nastase #1,6-3 7-5 4-6 6-3,Tom Okker #4
"Dec 11, 1973*",Masters,ATP Finals,SF,Carpet,Tom Okker #4,3-6 7-5 3-5 (ret.),John Newcombe #2
"Dec 11, 1973*",Masters,ATP Finals,SF,Carpet,Ilie Nastase #1,6-3 7-5,Jimmy Connors #3
"Dec 4, 1973",Masters,ATP Finals,RR,Carpet,Tom Okker #4,7-6 6-3,Stan Smith #6
"Dec 4, 1973",Masters,ATP Finals,RR,Carpet,Ilie Nastase #1,6-4 2-6 6-4,Jan Kodes #9
