date,tournament,category,round,surface,winner,score,loser
"Dec 9, 1986*",Masters Dec,ATP Finals,F,Carpet,Ivan Lendl #1,6-4 6-4 6-4,Boris Becker #2
"Dec 8, 1986*",Masters Dec,ATP Finals,SF,Carpet,Ivan Lendl #1,6-4 6-2,Mats Wilander #3
"Dec 8, 1986*",Masters Dec,ATP Finals,SF,Carpet,Boris Becker #2,6-4 6-4,Stefan Edberg #5
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Ivan Lendl #1,6-4 6-4,Yannick Noah #5
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Boris Becker #2,0-6 6-1 6-1,Henri Leconte #6
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Ivan Lendl #1,6-3 7-5,Andres Gomez #10
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Stefan Edberg #4,6-2 6-3,Andres Gomez #10
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Joakim Nystrom #7,6-4 6-4,Henri Leconte #6
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Stefan Edberg #4,4-6 6-3 7-6,Yannick Noah #5
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Boris Becker #2,6-3 3-6 6-3,Mats Wilander #3
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Mats Wilander #3,6-1 7-5,Henri Leconte #6
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Ivan Lendl #1,6-3 6-4,Stefan Edberg #4
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Boris Becker #2,6-1 6-3,Joakim Nystrom #7
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Mats Wilander #3,6-7 6-3 6-3,Joakim Nystrom #7
"Dec 1, 1986",Masters Dec,ATP Finals,RR,Carpet,Andres Gomez #10,7-6 7-6,Yannick Noah #5
"Nov 30, 1986*",Itaparica,ATP 250,F,Hard,Andres Gomez #10,4-6 6-4 6-4,Jean-Philippe Fleurian #162
"Nov 29, 1986*",Itaparica,ATP 250,SF,Hard,Andres Gomez #10,6-4 6-4,Ivan Kley #151
