date,tournament,category,round,surface,winner,score,loser
"Jan 16, 1985*",Masters,ATP Finals,F,Carpet,John McEnroe #1,7-5 6-0 6-4,Ivan Lendl #3
"Jan 15, 1985*",Masters,ATP Finals,SF,Carpet,John McEnroe #1,6-1 6-1,Mats Wilander #4
"Jan 15, 1985*",Masters,ATP Finals,SF,Carpet,Ivan Lendl #3,7-5 6-7 7-5,Jimmy Connors #2
"Jan 14, 1985*",Masters,ATP Finals,QF,Carpet,John McEnroe #1,2-6 6-4 6-2,Anders Jarryd #6
"Jan 14, 1985*",Masters,ATP Finals,QF,Carpet,Ivan Lendl #3,6-4 7-6,Joakim Nystrom #11
"Jan 14, 1985*",Masters,ATP Finals,QF,Carpet,Mats Wilander #4,6-4 3-6 7-6,Johan Kriek #13
"Jan 14, 1985*",Masters,ATP Finals,QF,Carpet,Jimmy Connors #2,6-2 6-4,Eliot Teltscher #9
"Jan 13, 1985*",Masters,ATP Finals,R16,Carpet,Joakim Nystrom #11,6-3 6-4,Vitas Gerulaitis #17
"Jan 13, 1985*",Masters,ATP Finals,R16,Carpet,Johan Kriek #13,7-6 6-3,Aaron Krickstein #12
"Jan 13, 1985*",Masters,ATP Finals,R16,Carpet,Eliot Teltscher #9,6-3 6-4,Tomas Smid #16
"Jan 13, 1985*",Masters,ATP Finals,R16,Carpet,Anders Jarryd #6,6-4 6-1,Henrik Sundstrom #7
"Dec 30, 1984*",Melbourne,ATP 250,F,Grass,Dan Cassidy #126,7-6 7-6,John Fitzgerald #37
"Dec 29, 1984*",Melbourne,ATP 250,SF,Grass,John Fitzgerald #37,7-5 6-3,Jakob Hlasek #91
"Dec 29, 1984*",Melbourne,ATP 250,SF,Grass,Dan Cassidy #126,6-4 7-5,Matt Anger #229
"Dec 29, 1984*",Melbourne,ATP 250,QF,Grass,Matt Anger #229,4-6 6-4 7-6,Christo Van Rensburg
"Dec 29, 1984*",Melbourne,ATP 250,QF,Grass,Jakob Hlasek #91,6-2 6-4,Colin Dowdeswell #179
"Dec 29, 1984*",Melbourne,ATP 250,QF,Grass,Dan Cassidy #126,1-6 6-1 7-6,Huub Van Boeckel
"Dec 29, 1984*",Melbourne,ATP 250,QF,Grass,John Fitzgerald #37,7-5 7-6,Brad Drewett #75
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Huub Van Boeckel,6-3 6-4,Randy Nixon #234
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Jakob Hlasek #91,6-1 6-7 7-6,Darren Cahill #268
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Dan Cassidy #126,3-6 6-3 6-2,Mark Wooldridge
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Matt Anger #229,6-3 6-2,Wally Masur #109
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Colin Dowdeswell #179,6-3 6-2,Scott Mccain #167
"Dec 28, 1984*",Melbourne,ATP 250,R16,Grass,Brad Drewett #75,6-4 6-4,Peter Doohan #85
