date,tournament,category,round,surface,winner,score,loser
"Dec 17, 1990*",Grand Slam Cup,ATP Finals,F,Carpet,Pete Sampras #5,6-3 6-4 6-2,Brad Gilbert #10
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,SF,Carpet,Brad Gilbert #10,6-3 3-6 7-6 2-6 6-4,David Wheaton #27
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,SF,Carpet,Pete Sampras #5,6-3 6-4 6-4,Michael Chang #15
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,QF,Carpet,Pete Sampras #5,7-6 6-7 8-6,Goran Ivanisevic #9
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,QF,Carpet,Michael Chang #15,7-6 6-3,Henri Leconte #30
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,QF,Carpet,Brad Gilbert #10,6-7 6-4 6-3,Aaron Krickstein #20
"Dec 16, 1990*",Grand Slam Cup,ATP Finals,QF,Carpet,David Wheaton #27,6-2 7-6,Ivan Lendl #3
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Goran Ivanisevic #9,7-6 7-6,Kevin Curren #71
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Brad Gilbert #10,2-6 6-3 6-4,Jonas Svensson #11
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Ivan Lendl #3,6-4 6-0,Christian Bergstrom #80
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Henri Leconte #30,6-3 6-4,Thomas Muster #7
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Pete Sampras #5,5-7 6-2 7-5,Andrei Cherkasov #21
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Aaron Krickstein #20,6-3 6-4,Andres Gomez #6
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,Michael Chang #15,6-4 4-6 7-5,Stefan Edberg #1
"Dec 15, 1990*",Grand Slam Cup,ATP Finals,R16,Carpet,David Wheaton #27,7-6 6-7 6-3,Yannick Noah #40
"Nov 20, 1990*",Tour Finals,ATP Finals,F,Carpet,Andre Agassi #4,5-7 7-6 7-5 6-2,Stefan Edberg #1
"Nov 19, 1990*",Tour Finals,ATP Finals,SF,Carpet,Stefan Edberg #1,6-4 6-2,Ivan Lendl #3
"Nov 19, 1990*",Tour Finals,ATP Finals,SF,Carpet,Andre Agassi #4,6-2 6-4,Boris Becker #2
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Stefan Edberg #1,7-6 4-6 7-6,Andre Agassi #4
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Andre Agassi #4,6-0 6-3,Emilio Sanchez #8
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Thomas Muster #7,7-5 5-7 6-4,Andres Gomez #6
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Stefan Edberg #1,6-7 6-3 6-1,Emilio Sanchez #8
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Boris Becker #2,1-6 7-6 6-4,Ivan Lendl #3
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Andre Agassi #4,6-4 6-2,Pete Sampras #5
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Boris Becker #2,7-5 6-4,Thomas Muster #7
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Boris Becker #2,4-6 6-3 6-3,Andres Gomez #6
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Ivan Lendl #3,6-4 6-1,Andres Gomez #6
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Ivan Lendl #3,6-3 6-3,Thomas Muster #7
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Stefan Edberg #1,7-5 6-4,Pete Sampras #5
"Nov 12, 1990",Tour Finals,ATP Finals,RR,Carpet,Pete Sampras #5,6-2 6-4,Emilio Sanchez #8
"Nov 11, 1990*",Wembley,ATP 250,F,Carpet,Jakob Hlasek #26,7-6 6-3,Michael Chang #16
"Nov 11, 1990*",Itaparica,ATP 250,F,Hard,Mats Wilander #40,6-1 6-2,Marcelo Filippini #50
"Nov 11, 1990*",Moscow,ATP 250,F,Carpet,Andrei Cherkasov #32,6-2 6-1,Tim Mayotte #41
"Nov 10, 1990*",Wembley,ATP 250,SF,Carpet,Michael Chang #16,6-3 3-6 7-6,Christian Bergstrom #83
"Nov 10, 1990*",Itaparica,ATP 250,SF,Hard,Marcelo Filippini #50,7-6 6-4,Tomas Carbonell #84
"Nov 10, 1990*",Moscow,ATP 250,SF,Carpet,Andrei Cherkasov #32,6-1 7-6,Udo Riglewski #105
"Nov 10, 1990*",Wembley,ATP 250,SF,Carpet,Jakob Hlasek #26,7-6 6-2,Diego Nargiso #200
"Nov 10, 1990*",Itaparica,ATP 250,SF,Hard,Mats Wilander #40,6-4 6-3,Mark Koevermans #54
"Nov 10, 1990*",Moscow,ATP 250,SF,Carpet,Tim Mayotte #41,7-6 3-6 6-3,Petr Korda #43
"Nov 10, 1990*",Moscow,ATP 250,QF,Carpet,Andrei Cherkasov #32,6-3 6-3,Emilio Sanchez #8
"Nov 10, 1990*",Wembley,ATP 250,QF,Carpet,Christian Bergstrom #83,6-2 6-4,Patrick McEnroe #132
"Nov 10, 1990*",Itaparica,ATP 250,QF,Hard,Tomas Carbonell #84,6-3 7-5,Cassio Motta #104
"Nov 10, 1990*",Itaparica,ATP 250,QF,Hard,Marcelo Filippini #50,6-3 3-6 7-6,Nuno Marques #109
"Nov 10, 1990*",Wembley,ATP 250,QF,Carpet,Jakob Hlasek #26,4-1 (ret.),Goran Ivanisevic #9
