date,tournament,category,round,surface,winner,score,loser
"Dec 22, 1974*",Sydney Outdoor,ATP 250,F,Grass,Tony Roche #27,7-6 4-6 3-6 6-2 8-6,Phil Dent #41
"Dec 21, 1974*",Sydney Outdoor,ATP 250,SF,Grass,Phil Dent #41,7-6 7-5 6-1,Alex Metreveli
"Dec 21, 1974*",Sydney Outdoor,ATP 250,SF,Grass,Tony Roche #27,7-5 6-1 6-1,Syd Ball #104
"Dec 21, 1974*",Sydney Outdoor,ATP 250,QF,Grass,Phil Dent #41,6-4 6-4,John Newcombe #2
"Dec 21, 1974*",Sydney Outdoor,ATP 250,QF,Grass,Syd Ball #104,6-4 6-2,John Alexander #26
"Dec 21, 1974*",Sydney Outdoor,ATP 250,QF,Grass,Tony Roche #27,6-2 7-6,Ken Rosewall #9
"Dec 21, 1974*",Sydney Outdoor,ATP 250,QF,Grass,Alex Metreveli,6-4 7-6,Dick Crealy #71
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Tony Roche #27,6-2 7-5,Ulrich Marten #274
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Phil Dent #41,6-4 6-1,Geoff Masters #53
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Dick Crealy #71,6-2 3-6 6-2,David Carter
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Ken Rosewall #9,7-5 4-6 6-2,Grover Raz Reid #78
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Syd Ball #104,6-0 6-7 6-2,John James #249
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,Alex Metreveli,6-4 1-6 6-3,Mike Machette #210
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,John Alexander #26,7-6 6-4,Ray Ruffels #76
"Dec 20, 1974*",Sydney Outdoor,ATP 250,R16,Grass,John Newcombe #2,6-4 6-3,Colin Dibley #87
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,John James #245,6-4 6-3,Bjorn Borg #4
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,David Carter,5-7 6-3 8-6,John Eastburn
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Ulrich Marten #297,4-6 7-6 6-2,Peter Mcnamara
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Ken Rosewall #10,6-2 6-1,Greg Perkins
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Dick Crealy #79,6-2 6-2,Patrice Beust
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,John Newcombe #2,6-4 6-4,Ulrich Pinner #123
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Mike Machette #210,6-4 6-3,Fred Stolle #110
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Phil Dent #35,6-4 6-2,Cliff Letcher
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,John Alexander #25,6-4 6-4,Bill Bowrey #202
"Dec 19, 1974*",Sydney Outdoor,ATP 250,R32,Grass,Colin Dibley #83,6-1 7-5,Ray Keldie #116
