date,tournament,category,round,surface,winner,score,loser
"Jan 18, 1984*",Masters,ATP Finals,F,Carpet,John McEnroe #2,6-3 6-4 6-4,Ivan Lendl #1
"Jan 17, 1984*",Masters,ATP Finals,SF,Carpet,John McEnroe #2,6-2 6-4,Mats Wilander #4
"Jan 17, 1984*",Masters,ATP Finals,SF,Carpet,Ivan Lendl #1,6-3 6-4,Jimmy Connors #3
"Jan 16, 1984*",Masters,ATP Finals,QF,Carpet,John McEnroe #2,6-4 6-2,Johan Kriek #15
"Jan 16, 1984*",Masters,ATP Finals,QF,Carpet,Ivan Lendl #1,6-2 1-0 (ret.),Andres Gomez #13
"Jan 16, 1984*",Masters,ATP Finals,QF,Carpet,Mats Wilander #4,7-6 6-2,Jose Higueras #7
"Jan 16, 1984*",Masters,ATP Finals,QF,Carpet,Jimmy Connors #3,6-4 2-6 6-2,Tomas Smid #17
"Jan 15, 1984*",Masters,ATP Finals,R16,Carpet,Andres Gomez #13,7-6 6-2,Eliot Teltscher #14
"Jan 15, 1984*",Masters,ATP Finals,R16,Carpet,Johan Kriek #15,7-6 6-4,Jimmy Arias #6
"Jan 15, 1984*",Masters,ATP Finals,R16,Carpet,Jose Higueras #7,6-2 6-3,Jose Luis Clerc #8
"Jan 15, 1984*",Masters,ATP Finals,R16,Carpet,Tomas Smid #17,6-4 6-4,Yannick Noah #5
"Dec 25, 1983*",Adelaide,ATP 250,F,Grass,Mike Bauer #44,3-6 6-4 6-1,Miloslav Mecir #100
"Dec 24, 1983*",Adelaide,ATP 250,SF,Grass,Mike Bauer #44,7-6 6-4,Brad Drewett #76
"Dec 24, 1983*",Adelaide,ATP 250,SF,Grass,Miloslav Mecir #100,6-2 6-3,Paul Mcnamee #35
"Dec 24, 1983*",Adelaide,ATP 250,QF,Grass,Paul Mcnamee #35,6-7 6-4 6-3,Chip Hooper #59
"Dec 24, 1983*",Adelaide,ATP 250,QF,Grass,Miloslav Mecir #100,7-5 6-7 6-4,Chris Lewis #26
"Dec 24, 1983*",Adelaide,ATP 250,QF,Grass,Brad Drewett #76,7-5 6-4,Leif Shiras #408
"Dec 24, 1983*",Adelaide,ATP 250,QF,Grass,Mike Bauer #44,7-6 7-5,Pat Cash #34
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Mike Bauer #44,6-4 6-4,David Mustard #247
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Brad Drewett #76,6-3 6-4,Greg Whitecross #272
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Miloslav Mecir #100,6-4 6-4,Simon Youl #450
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Pat Cash #34,6-2 6-2,Loic Courteau #104
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Chip Hooper #59,7-6 6-2,Jonathan Canter #279
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Leif Shiras #408,6-4 6-7 7-6,John Fitzgerald #43
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Paul Mcnamee #35,6-3 7-6,Jonathan Smith
"Dec 23, 1983*",Adelaide,ATP 250,R16,Grass,Chris Lewis #26,7-6 6-4,Peter Doohan #363
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Greg Whitecross #272,7-6 7-5,Charlie Fancutt
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Chip Hooper #59,7-6 7-6,John Alexander #77
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Loic Courteau #104,6-2 6-2,John Austin
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,John Fitzgerald #43,4-6 7-6 6-4,Andy Andrews #100
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Jonathan Smith,6-1 5-7 6-4,Broderick Dyke #179
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Paul Mcnamee #35,6-4 6-7 7-5,Sean Brawley #450
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Brad Drewett #76,6-4 6-4,Anthony Lane
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Peter Doohan #363,6-1 6-2,Bruce Derlin #193
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Chris Lewis #26,6-3 6-4,John Frawley
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Mike Bauer #44,6-3 6-2,Mike Brunnberg #165
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Simon Youl #450,6-3 3-6 6-3,Jerome Vanier #616
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Leif Shiras #408,6-4 7-6,Rod Frawley #100
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Jonathan Canter #279,6-4 2-6 6-3,Chris Johnstone #100
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Pat Cash #34,6-4 6-3,Lloyd Bourne #98
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,Miloslav Mecir #100,6-4 3-6 6-3,Wally Masur #67
"Dec 22, 1983*",Adelaide,ATP 250,R32,Grass,David Mustard #247,6-4 6-2,Craig A Miller #102
"Dec 18, 1983*",Sydney Outdoor,ATP 250,F,Grass,Joakim Nystrom #43,2-6 6-3 6-1,Mike Bauer #65
"Dec 17, 1983*",Sydney Outdoor,ATP 250,SF,Grass,Mike Bauer #65,6-2 6-3,Marty Davis #99
"Dec 17, 1983*",Sydney Outdoor,ATP 250,SF,Grass,Joakim Nystrom #43,6-4 4-6 6-4,Pat Cash #41
"Dec 17, 1983*",Sydney Outdoor,ATP 250,QF,Grass,Pat Cash #41,6-3 6-1,Lloyd Bourne #98
"Dec 17, 1983*",Sydney Outdoor,ATP 250,QF,Grass,Marty Davis #99,7-6 7-5,Broderick Dyke #179
"Dec 17, 1983*",Sydney Outdoor,ATP 250,QF,Grass,Mike Bauer #65,6-7 6-4 6-0,Anders Jarryd #20
"Dec 17, 1983*",Sydney Outdoor,ATP 250,QF,Grass,Joakim Nystrom #43,6-4 6-3,Robert Seguso #321
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Marty Davis #99,5-7 6-2 7-6,Bruce Derlin #193
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Broderick Dyke #179,6-4 7-5,Paul Mcnamee #40
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Pat Cash #41,6-4 6-7 6-1,Wally Masur #68
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Mike Bauer #65,7-6 6-3,David Pate #203
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Joakim Nystrom #43,4-6 7-5 6-3,Tomas Smid #17
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Robert Seguso #321,6-7 7-6 6-3,Tim Gullikson
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Anders Jarryd #20,6-2 6-4,Miloslav Mecir #97
"Dec 16, 1983*",Sydney Outdoor,ATP 250,R16,Grass,Lloyd Bourne #98,7-6 6-0,Peter Feigl #137
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Bruce Derlin #193,7-6 6-2,John Lloyd
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Anders Jarryd #20,7-6 7-5,Mike Leach #95
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Marty Davis #99,4-6 6-3 6-1,Eric Korita #53
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Pat Cash #41,4-6 6-3 6-1,Ben Testerman #93
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Tim Gullikson,7-6 2-6 6-1,Marcel Freeman #343
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,David Pate #203,6-3 6-4,Matt Mitchell #85
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Miloslav Mecir #97,6-4 6-3,Stefan Edberg #56
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Wally Masur #68,7-6 7-5,Mark Dickson #69
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Broderick Dyke #179,7-6 3-6 6-1,Tom Gullikson
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Paul Mcnamee #40,6-4 6-3,Jim Gurfein #96
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Tomas Smid #17,6-4 7-6,Marcos Hocevar #94
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Mike Bauer #65,6-3 6-2,Zoltan Kuharszky #85
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Robert Seguso #321,3-6 7-5 6-1,John Fitzgerald #33
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Joakim Nystrom #43,4-6 6-4 7-5,Drew Gitlin #95
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Peter Feigl #137,6-3 6-4,Henrik Sundstrom #23
"Dec 15, 1983*",Sydney Outdoor,ATP 250,R32,Grass,Lloyd Bourne #98,7-5 4-6 6-4,Chip Hooper #55
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Drew Gitlin #95,6-3 6-4,David Mustard #247
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Stefan Edberg #56,6-2 6-4,Charlie Fancutt
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Lloyd Bourne #98,6-4 7-6,Desmond Tyson #831
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Bruce Derlin #193,6-3 6-1,Craig A Miller #102
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Chip Hooper #55,6-4 6-2,Larry Stefanki #223
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Zoltan Kuharszky #85,6-7 6-3 6-4,Peter Fleming #32
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Marcos Hocevar #94,5-1 (ret.),Rolf Gehring #93
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Matt Mitchell #85,6-3 5-7 6-1,John Frawley
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Marcel Freeman #343,6-3 6-3,John Mccurdy #93
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Wally Masur #68,4-6 6-4 7-5,Brad Drewett #72
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Robert Seguso #321,6-2 5-7 6-1,David Macpherson
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Ben Testerman #93,6-2 6-2,Rod Frawley #100
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Jim Gurfein #96,5-7 6-2 7-5,Kelly Evernden #576
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Mike Bauer #65,6-3 6-2,Nduka Odizor #64
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Mike Leach #95,4-6 7-6 7-6,Greg Holmes #308
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Tomas Smid #17,6-2 6-3,Matt Anger #289
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Paul Mcnamee #40,7-6 7-6,Mike De Palmer
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Peter Feigl #137,6-1 6-1,Andy Andrews #100
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Joakim Nystrom #43,5-7 6-3 7-5,Hans Simonsson #80
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Marty Davis #99,4-6 7-5 7-6,Tony Giammalva #177
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Mark Dickson #69,7-6 6-4,Mark Edmondson #34
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Broderick Dyke #179,6-4 6-4,Peter Johnston #239
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Anders Jarryd #20,6-2 2-6 6-4,Mark Kratzmann #616
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Tom Gullikson,2-6 6-1 7-5,Chris Johnstone #100
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,John Fitzgerald #33,6-7 6-4 7-5,David Dowlen #301
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Henrik Sundstrom #23,7-5 7-6,Jeff Borowiak #98
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,John Lloyd,7-5 6-3,Vitas Gerulaitis #19
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Pat Cash #41,6-4 7-6,Simon Youl #450
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Eric Korita #53,6-3 7-5,Huub Van Boeckel
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,David Pate #203,6-1 5-7 6-4,John Alexander #51
"Dec 14, 1983*",Sydney Outdoor,ATP 250,R64,Grass,Miloslav Mecir #97,6-2 6-1,Russell Simpson #95
"Dec 13, 1983*",Australian Open,Grand Slam,F,Grass,Mats Wilander #4,6-1 6-4 6-4,Ivan Lendl #2
"Dec 12, 1983*",Australian Open,Grand Slam,SF,Grass,Mats Wilander #4,4-6 6-3 6-4 6-3,John McEnroe #1
"Dec 12, 1983*",Australian Open,Grand Slam,SF,Grass,Ivan Lendl #2,6-1 7-6 6-3,Tim Mayotte #16
"Dec 10, 1983*",Australian Open,Grand Slam,QF,Grass,Tim Mayotte #30,6-4 6-2 3-6 7-6,Eliot Teltscher #15
"Dec 10, 1983*",Australian Open,Grand Slam,QF,Grass,John McEnroe #2,6-2 6-1 6-2,Wally Masur #87
"Dec 10, 1983*",Australian Open,Grand Slam,QF,Grass,Mats Wilander #5,6-3 6-4 7-6,Johan Kriek #13
"Dec 10, 1983*",Australian Open,Grand Slam,QF,Grass,Ivan Lendl #1,7-6 2-6 6-1 6-2,Tomas Smid #18
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Tomas Smid #18,7-5 3-6 6-4 6-2,John Fitzgerald #35
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Mats Wilander #5,6-4 6-2 7-6,Paul Mcnamee #32
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Ivan Lendl #1,7-6 6-3 6-3,Pat Cash #37
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Wally Masur #87,6-3 6-3 4-6 6-1,Anders Jarryd #19
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Johan Kriek #13,6-3 6-3 7-6,John Lloyd
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,John McEnroe #2,6-3 6-2 6-2,Tim Gullikson
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Eliot Teltscher #15,6-4 7-6 6-4,Richard Meyer #248
"Dec 8, 1983*",Australian Open,Grand Slam,R16,Grass,Tim Mayotte #30,6-4 6-4 6-4,Joakim Nystrom #59
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Anders Jarryd #19,6-3 2-6 6-2 6-1,Matt Anger #289
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Eliot Teltscher #15,6-7 6-4 3-6 6-4 6-3,Tom Gullikson
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Joakim Nystrom #59,6-4 6-4 6-2,Zoltan Kuharszky #99
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,John Fitzgerald #35,6-3 7-6 6-1,Chris Lewis #27
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Pat Cash #37,6-4 7-6 6-7 2-6 7-5,Brian Teacher #23
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Paul Mcnamee #32,4-6 7-6 7-6 4-6 6-3,Marcos Hocevar #94
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,John McEnroe #2,6-4 7-5 6-1,Ramesh Krishnan
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Wally Masur #87,6-1 7-6 7-6,Ken Flach #314
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Tim Mayotte #30,6-4 3-6 6-3 6-2,Mark Edmondson #42
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Mats Wilander #5,6-4 6-7 6-3 6-1,Roscoe Tanner #38
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Tomas Smid #18,6-4 3-6 6-1 6-4,Jeff Borowiak #92
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Tim Gullikson,6-7 6-2 6-4 7-6,Marcel Freeman #343
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Richard Meyer #248,6-4 7-6 6-4,Mike Leach #98
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,John Lloyd,7-6 6-2 6-3,Steve Denton #29
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Ivan Lendl #1,6-7 7-6 6-3 6-4,Peter Fleming #36
"Dec 5, 1983*",Australian Open,Grand Slam,R32,Grass,Johan Kriek #13,6-0 6-4 6-2,Andy Andrews #100
"Dec 3, 1983*",Australian Open,Grand Slam,R64,Grass,Mark Edmondson #42,6-1 6-4 7-5,David Pate #203
"Dec 3, 1983*",Australian Open,Grand Slam,R64,Grass,Chris Lewis #27,6-7 7-5 6-7 6-3 6-4,Chip Hooper #55
"Dec 3, 1983*",Australian Open,Grand Slam,R64,Grass,Brian Teacher #23,6-1 3-6 6-4 6-3,Bruce Derlin #193
"Dec 3, 1983*",Australian Open,Grand Slam,R64,Grass,Tomas Smid #18,6-4 7-6 6-7 6-1,Jim Gurfein #96
