date,tournament,category,round,surface,winner,score,loser
"Dec 19, 1971*",Kingston,ATP 250,F,Hard,Richard Gonzalez,6-4 4-6 6-3,Clark Graebner
"Dec 18, 1971*",Kingston,ATP 250,SF,Hard,Richard Gonzalez,7-6 6-1,Milan Holecek
"Dec 18, 1971*",Kingston,ATP 250,SF,Hard,Clark Graebner,6-3 4-6 7-5,Jimmy Connors
"Dec 18, 1971*",Kingston,ATP 250,QF,Hard,Clark Graebner,6-0 6-4,Pancho Segura
"Dec 18, 1971*",Kingston,ATP 250,QF,Hard,Richard Gonzalez,6-3 6-4,Richard Russell
"Dec 18, 1971*",Kingston,ATP 250,QF,Hard,Milan Holecek,6-3 6-4,Frank Froehling
"Dec 18, 1971*",Kingston,ATP 250,QF,Hard,Jimmy Connors,6-4 7-6,Haroon Rahim
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Richard Russell,4-6 7-5 6-2,Mike Belkin
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Clark Graebner,(w/o),Lenny Schloss
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Jimmy Connors,6-4 6-3,David Tate
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Pancho Segura,6-3 6-1,Leo Rolle
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Haroon Rahim,6-4 7-5,Gene Scott
"Dec 17, 1971*",Kingston,ATP 250,R16,Hard,Milan Holecek,6-3 6-4,Terry Addison
"Dec 12, 1971*",Brisbane,ATP 250,F,Grass,Mal Anderson,6-4 6-4 6-7 7-6,John Cooper
"Dec 11, 1971*",Brisbane,ATP 250,SF,Grass,Mal Anderson,5-7 6-4 3-6 7-6 6-3,Patrice Dominguez
"Dec 11, 1971*",Brisbane,ATP 250,SF,Grass,John Cooper,4-6 4-6 7-5 6-4 9-7,Colin Dibley
"Dec 11, 1971*",Brisbane,ATP 250,QF,Grass,Colin Dibley,6-3 6-4 6-4,Rod Frawley
"Dec 11, 1971*",Brisbane,ATP 250,QF,Grass,John Cooper,0-6 6-1 6-2 3-6 6-3,Ross Case
"Dec 11, 1971*",Brisbane,ATP 250,QF,Grass,Patrice Dominguez,6-3 6-3 6-3,Geoff Masters
"Dec 11, 1971*",Brisbane,ATP 250,QF,Grass,Mal Anderson,6-3 7-6 6-2,Kim Warwick
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Geoff Masters,6-4 6-4,Greg Perkins
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Kim Warwick,7-6 3-6 6-2,Jean Paul Meyer
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Ross Case,6-4 7-6,Frank Sedgman
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Rod Frawley,6-3 7-5,Cliff Letcher
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Colin Dibley,6-3 6-3,Allan McDonald
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Mal Anderson,6-0 6-0,Jun Kuki
"Dec 10, 1971*",Brisbane,ATP 250,R16,Grass,Patrice Dominguez,7-5 6-2,Mervyn Rose
"Dec 9, 1971*",Brisbane,ATP 250,R32,Grass,Rod Frawley,6-3 6-4,Don Mccormick
"Dec 9, 1971*",Brisbane,ATP 250,R32,Grass,Jun Kuki,6-2 6-4,R Orford
"Dec 9, 1971*",Brisbane,ATP 250,R32,Grass,Cliff Letcher,7-6 6-4,Alvin Gardiner
