date,tournament,category,round,surface,winner,score,loser
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Tim Mayotte #33,6-2 6-3 6-1,Eric Sherbeck #420
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Steve Denton #54,7-6 6-7 6-3 4-6 6-3,Eddie Edwards #98
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Thomas Hogstedt #549,7-5 6-4 6-2,Scott Mccain #203
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Jerome Potier #325,3-6 1-6 6-3 6-3 6-3,Dave Siegler #325
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Robert Vant Hof,6-3 6-3 1-6 4-6 6-3,Tim Wilkison #71
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Cliff Letcher,3-6 6-3 6-4 6-4,John Sadri #36
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Guillermo Vilas #6,6-4 6-2 7-6,Joakim Nystrom #69
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Mark Edmondson #23,6-1 6-2 6-3,Pat Cash
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Charlie Fancutt,3-6 6-4 6-3 6-0,Chris Johnstone #93
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Russell Simpson #88,6-7 7-5 6-7 6-4 6-4,Dale Collings #211
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Richard Lewis #245,7-6 6-4 6-0,Craig Wittus #423
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Roscoe Tanner #12,6-3 6-3 6-3,Greg Whitecross #193
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Hank Pfister #39,3-6 7-6 6-3 2-6 6-1,Lloyd Bourne #292
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Shlomo Glickstein #34,6-4 7-6 7-5,Chris Dunk #549
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Chris Lewis #31,6-4 6-3 6-2,Ilie Nastase #74
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,John Alexander #75,2-6 6-4 3-6 6-1 7-6,Fritz Buehning #55
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Thierry Tulasne #59,6-3 6-4 7-5,Onny Parun #99
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Syd Ball #146,6-2 6-4 4-6 7-6,Steve Meister #510
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Hans Simonsson #100,6-4 7-6 6-7,Ron Hightower #98
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Paul Kronk,3-6 6-3 6-4 7-5,Mats Wilander #73
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Peter Mcnamara,6-0 6-2 6-2,David Carter #95
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Rod Frawley #89,2-6 6-2 6-1 3-6 6-3,Andrew Jarrett #344
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Kim Warwick #29,6-4 6-1 6-2,Brad Drewett #100
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Jim Delaney #269,6-4 3-6 6-3 7-6,Matt Mitchell #239
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Marty Davis #269,6-2 7-6 6-7 4-6 6-1,Jonathan Smith
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Phil Dent #65,5-7 3-6 7-6 6-3 6-4,John Fitzgerald #60
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Kevin Curren #50,6-2 6-2 6-1,Steve Krulevitz #82
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Peter Rennert #58,6-2 6-2 3-6 6-3,Craig A Miller #232
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Larry Stefanki #325,4-6 6-4 2-6 6-2 7-6,Wally Masur #423
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Johan Kriek #19,6-2 7-5 6-1,Drew Gitlin #667
"Dec 28, 1981*",Australian Open,Grand Slam,R64,Grass,Jim Gurfein #219,6-3 7-6 6-3,Wayne Pascoe #198
"Dec 20, 1981*",Sofia,ATP 250,F,Carpet,Richard Meyer #100,6-4 7-6 7-6,Leo Palin #197
"Dec 20, 1981*",Sydney Outdoor,ATP 250,F,Grass,Tim Wilkison #78,6-4 7-6 6-3,Chris Lewis #44
"Dec 19, 1981*",Sofia,ATP 250,SF,Carpet,Richard Meyer #100,6-4 3-6 6-4,Florin Segarceanu #292
"Dec 19, 1981*",Sofia,ATP 250,SF,Carpet,Leo Palin #197,6-3 6-2,Hans Dieter Beutel #457
"Dec 19, 1981*",Sydney Outdoor,ATP 250,SF,Grass,Chris Lewis #44,6-3 6-3,Mark Edmondson #28
"Dec 19, 1981*",Sydney Outdoor,ATP 250,SF,Grass,Tim Wilkison #78,7-5 6-3,Steve Denton #74
"Dec 19, 1981*",Sofia,ATP 250,QF,Carpet,Richard Meyer #100,6-7 6-3 6-2,Karl Meiler #238
"Dec 19, 1981*",Sofia,ATP 250,QF,Carpet,Leo Palin #197,6-4 7-6,Christoph Zipf #309
"Dec 19, 1981*",Sydney Outdoor,ATP 250,QF,Grass,Steve Denton #74,6-4 7-6,Hank Pfister #45
"Dec 19, 1981*",Sydney Outdoor,ATP 250,QF,Grass,Chris Lewis #44,6-1 6-1,John Alexander #89
"Dec 19, 1981*",Sydney Outdoor,ATP 250,QF,Grass,Tim Wilkison #78,2-6 7-5 6-3,Phil Dent #67
"Dec 19, 1981*",Sofia,ATP 250,QF,Carpet,Hans Dieter Beutel #457,7-6 7-6,Paul Torre #549
"Dec 19, 1981*",Sofia,ATP 250,QF,Carpet,Florin Segarceanu #292,6-1 6-4,Bojidar Pampoulov #667
"Dec 19, 1981*",Sydney Outdoor,ATP 250,QF,Grass,Mark Edmondson #28,7-6 1-6 6-3,Chris Johnstone #137
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Paul Torre #549,6-4 6-4,Roland Stadler #98
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Leo Palin #197,7-5 7-5,Bob Blazekovic #510
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Chris Lewis #44,6-3 7-6,Lloyd Bourne #292
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Tim Wilkison #78,6-4 6-7 6-4,Henri Leconte #440
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Florin Segarceanu #292,6-1 6-4,Janos Guti
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Karl Meiler #238,7-5 6-4,Thierry Stevaux #423
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Phil Dent #67,6-3 6-7 6-3,Jonathan Smith
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Christoph Zipf #309,7-6 3-6 6-3,Ismail El Shafei
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Steve Denton #74,6-3 6-4,Wally Masur #423
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Richard Meyer #100,6-4 6-1,Thomas Emmrich
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,John Alexander #89,7-5 6-4,Kevin Curren #52
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Chris Johnstone #137,6-3 6-3,Roscoe Tanner #11
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Hans Dieter Beutel #457,6-4 6-4,Mike Gandolfo
"Dec 18, 1981*",Sofia,ATP 250,R16,Carpet,Bojidar Pampoulov #667,6-4 3-6 7-6,Ivan Dupasquier #309
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Hank Pfister #45,6-4 6-3,Johan Kriek #19
"Dec 18, 1981*",Sydney Outdoor,ATP 250,R16,Grass,Mark Edmondson #28,6-2 6-4,Shlomo Glickstein #33
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Ismail El Shafei,6-7 7-6 7-6,Christophe Bernelle #549
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Johan Kriek #19,6-3 6-1,Mike Estep #203
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Paul Torre #549,3-6 6-2 7-5,Louk Sanders #95
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Ivan Dupasquier #309,6-4 6-3,Patrizio Parrini #344
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Roscoe Tanner #11,6-3 6-0,Anders Jarryd #94
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Mike Gandolfo,4-6 7-6 6-4,Hartmut Kirchhubel #510
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Bojidar Pampoulov #667,6-2 7-6,Jean Louis Haillet #255
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Kevin Curren #52,4-6 6-3 6-4,Craig A Miller #232
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Bob Blazekovic #510,6-3 6-3,Stefan Svensson #245
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Chris Johnstone #137,3-6 6-0 6-1,Pat Dupre #49
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Phil Dent #67,7-5 7-6,John Sadri #36
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Henri Leconte #440,6-3 2-6 6-1,Tim Mayotte #32
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Wally Masur #423,1-6 6-2 6-4,Peter Rennert #55
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Steve Denton #74,7-5 6-0,Wayne Hampson #175
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,John Alexander #89,6-3 4-6 7-6,Yannick Noah #13
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Roland Stadler #98,6-3 6-1,Julian Stamatov
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Hank Pfister #45,6-3 6-2,Rod Frawley #81
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Leo Palin #197,7-6 3-6 7-6,Gianni Ocleppo #77
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Florin Segarceanu #292,6-1 6-1,Jiri Granat #390
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Mark Edmondson #28,7-6 6-3,Craig Edwards #365
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Karl Meiler #238,4-6 6-3 6-4,Stefan Simonsson #142
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Chris Lewis #44,7-5 6-1,Jim Delaney #269
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Jonathan Smith,6-4 6-4,Ilie Nastase #72
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Thierry Stevaux #423,6-7 7-6 6-2,Assen Dishkov
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Richard Meyer #100,6-3 6-2,Christophe Roger-Vasselin #99
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Lloyd Bourne #292,7-6 6-7 6-3,Paul Mcnamee #31
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Tim Wilkison #78,6-1 6-4,Fritz Buehning #30
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Thomas Emmrich,6-0 6-0,Famiano Meneschincheri #227
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Hans Dieter Beutel #457,6-4 7-6,Per Hjertquist #88
"Dec 17, 1981*",Sydney Outdoor,ATP 250,R32,Grass,Shlomo Glickstein #33,6-1 3-6 7-6,Chris Mayotte #124
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Janos Guti,6-2 7-6,Teodor Batchev
"Dec 17, 1981*",Sofia,ATP 250,R32,Carpet,Christoph Zipf #309,3-6 6-4 7-5,Damir Keretic #239
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Craig Edwards #365,7-5 6-4,Ron Hightower #98
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Craig A Miller #232,7-6 2-6 6-3,John Fitzgerald #58
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Tim Mayotte #32,6-3 7-6,Loic Courteau
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Chris Johnstone #137,4-6 6-3 6-4,Syd Ball #146
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Pat Dupre #49,6-4 4-6 6-2,Mats Wilander #71
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Kevin Curren #52,2-6 6-1 6-3,Charlie Fancutt
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Wally Masur #423,4-6 7-6 7-6,Brad Drewett #100
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Mike Estep #203,6-4 7-6,Nick Brown
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Anders Jarryd #94,6-3 6-3,Paul Kronk
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Fritz Buehning #30,1-6 6-3 7-6,Russell Simpson #88
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,John Alexander #89,6-1 6-3,Joakim Nystrom #62
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Yannick Noah #13,7-6 6-3,Hans Simonsson #100
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Henri Leconte #440,6-4 6-4,Craig Wittus #423
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Steve Denton #74,6-1 6-3,Jerome Potier #325
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Lloyd Bourne #292,7-5 6-7 6-4,Pat Cash
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Mark Edmondson #28,6-2 6-1,Scott Mccain #203
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Chris Lewis #44,6-3 3-6 6-3,Dave Siegler #325
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,John Sadri #36,6-4 6-3,Eddie Edwards #98
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Ilie Nastase #72,6-2 6-4,Peter Mcnamara
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Roscoe Tanner #11,6-3 7-6,Peter Doohan #549
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Johan Kriek #19,7-5 7-6,Bruce Derlin #510
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Jonathan Smith,7-6 6-3,Thierry Tulasne #59
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Rod Frawley #81,6-7 6-4 6-4,David Carter #92
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Jim Delaney #269,7-6 6-3,Greg Whitecross #193
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Phil Dent #67,6-1 6-2,Marty Davis #269
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Peter Rennert #55,6-3 3-6 6-3,Chris Dunk #549
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Paul Mcnamee #31,6-3 3-6 6-3,Drew Gitlin #667
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Shlomo Glickstein #33,7-6 6-3,Onny Parun #99
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Chris Mayotte #124,6-4 6-3,Steve Meister #510
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Wayne Hampson #175,6-4 7-6,Kim Warwick #22
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Tim Wilkison #78,6-2 6-3,Jim Gurfein #219
"Dec 16, 1981*",Sydney Outdoor,ATP 250,R64,Grass,Hank Pfister #45,7-6 6-1,Brad Guan #185
"Nov 29, 1981*",Johannesburg,ATP 250,F,Hard,Vitas Gerulaitis #14,6-4 7-6 6-1,Jeff Borowiak #99
"Nov 29, 1981*",Bologna,ATP 250,F,Carpet,Sandy Mayer #13,7-5 6-3,Ilie Nastase #69
"Nov 29, 1981*",Manila,ATP 250,F,Clay,Ramesh Krishnan,6-4 6-4,Ivan Dupasquier #309
"Nov 28, 1981*",Bologna,ATP 250,SF,Carpet,Ilie Nastase #69,6-3 5-7 6-4,Tomas Smid #28
"Nov 28, 1981*",Johannesburg,ATP 250,SF,Hard,Jeff Borowiak #99,6-3 6-7 7-5,Shlomo Glickstein #38
"Nov 28, 1981*",Bologna,ATP 250,SF,Carpet,Sandy Mayer #13,6-3 6-0,Corrado Barazzutti #55
"Nov 28, 1981*",Manila,ATP 250,SF,Clay,Ivan Dupasquier #309,7-6 6-3,Hans Kary #143
"Nov 28, 1981*",Johannesburg,ATP 250,SF,Hard,Vitas Gerulaitis #14,7-6 6-3,Steve Denton #403
"Nov 28, 1981*",Manila,ATP 250,SF,Clay,Ramesh Krishnan,6-2 6-3,Drew Gitlin #667
"Nov 28, 1981*",Manila,ATP 250,QF,Clay,Hans Kary #143,6-3 6-2,Mike Bauer #667
"Nov 28, 1981*",Johannesburg,ATP 250,QF,Hard,Shlomo Glickstein #38,7-6 6-4,Tom Gullikson
"Nov 28, 1981*",Bologna,ATP 250,QF,Carpet,Ilie Nastase #69,7-5 2-6 7-6,Balazs Taroczy #15
"Nov 28, 1981*",Johannesburg,ATP 250,QF,Hard,Steve Denton #403,6-4 7-6,Freddie Sauer #390
"Nov 28, 1981*",Johannesburg,ATP 250,QF,Hard,Jeff Borowiak #99,7-6 6-3,Buster C Mottram #89
"Nov 28, 1981*",Johannesburg,ATP 250,QF,Hard,Vitas Gerulaitis #14,6-1 6-1,Andrew Pattison
"Nov 28, 1981*",Manila,ATP 250,QF,Clay,Ivan Dupasquier #309,6-3 6-3,Jim Gurfein #219
"Nov 28, 1981*",Bologna,ATP 250,QF,Carpet,Corrado Barazzutti #55,6-4 7-6,Yannick Noah #12
"Nov 28, 1981*",Manila,ATP 250,QF,Clay,Drew Gitlin #667,3-6 6-4 6-0,Brad Gilbert
"Nov 28, 1981*",Bologna,ATP 250,QF,Carpet,Sandy Mayer #13,7-6 6-2,Tim Mayotte #31
"Nov 28, 1981*",Bologna,ATP 250,QF,Carpet,Tomas Smid #28,6-3 2-6 6-0,Jiri Granat #390
"Nov 27, 1981*",Bologna,ATP 250,R16,Carpet,Balazs Taroczy #15,7-5 1-6 6-0,Sammy Giammalva Jr
"Nov 27, 1981*",Johannesburg,ATP 250,R16,Hard,Shlomo Glickstein #38,7-5 7-6,Harold Solomon #22
"Nov 27, 1981*",Johannesburg,ATP 250,R16,Hard,Steve Denton #403,3-6 6-4 9-7,Sherwood Stewart
"Nov 27, 1981*",Bologna,ATP 250,R16,Carpet,Sandy Mayer #13,6-2 6-3,Jerome Potier #325
"Nov 27, 1981*",Manila,ATP 250,R16,Clay,Ivan Dupasquier #309,6-3 6-7 7-5,Jonathan Smith
"Nov 27, 1981*",Johannesburg,ATP 250,R16,Hard,Jeff Borowiak #99,7-6 0-6 6-4,Tian C Viljoen
"Nov 27, 1981*",Manila,ATP 250,R16,Clay,Charlie Fancutt,2-6 6-4 6-3,Hans Peter Kandler #594
"Nov 27, 1981*",Manila,ATP 250,R16,Clay,Brad Gilbert,6-4 4-6 6-1,Louk Sanders #95
"Nov 27, 1981*",Johannesburg,ATP 250,R16,Hard,Tom Gullikson,6-3 6-3,Rolf Gehring #49
