date,tournament,category,round,surface,winner,score,loser
"Jan 18, 1979*",Masters,ATP Finals,F,Carpet,John McEnroe #4,6-7 6-3 7-5,Arthur Ashe #13
"Jan 17, 1979*",Masters,ATP Finals,SF,Carpet,John McEnroe #4,6-1 6-4,Eddie Dibbs #6
"Jan 17, 1979*",Masters,ATP Finals,SF,Carpet,Arthur Ashe #13,7-5 3-6 6-3,Brian Gottfried #7
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Arthur Ashe #13,(w/o),Jimmy Connors #1
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Raul Ramirez #8,3-6 6-3 6-4,Corrado Barazzutti #10
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Eddie Dibbs #6,6-4 6-4,Corrado Barazzutti #10
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,John McEnroe #4,6-3 6-2,Harold Solomon #9
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Jimmy Connors #1,6-1 6-2,Harold Solomon #9
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,John McEnroe #4,6-3 6-1,Arthur Ashe #13
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Eddie Dibbs #6,6-0 6-1,Raul Ramirez #8
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Brian Gottfried #7,6-4 6-1,Raul Ramirez #8
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Arthur Ashe #13,6-1 6-4,Harold Solomon #9
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,John McEnroe #4,7-5 3-0 (ret.),Jimmy Connors #1
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Brian Gottfried #7,7-6 6-4,Corrado Barazzutti #10
"Jan 10, 1979",Masters,ATP Finals,RR,Carpet,Brian Gottfried #7,6-3 6-3,Eddie Dibbs #6
"Jan 9, 1979*",Australian Open,Grand Slam,F,Grass,Guillermo Vilas #3,6-4 6-4 3-6 6-3,John Marks #66
"Jan 8, 1979*",Australian Open,Grand Slam,SF,Grass,John Marks #66,6-4 6-2 2-6 1-6 9-7,Arthur Ashe #13
"Jan 8, 1979*",Australian Open,Grand Slam,SF,Grass,Guillermo Vilas #3,6-2 6-0 6-4,Hank Pfister #29
"Jan 6, 1979*",Australian Open,Grand Slam,QF,Grass,Hank Pfister #29,7-5 6-3 6-3,Paul Kronk
