date,tournament,category,round,surface,winner,score,loser
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Ross Case,4-6 6-3 6-4,Hans Joachim Ploetz
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Colin Dibley,6-4 6-3,Thierry Bernasconi
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Wanaro N'Godrella,6-4 7-6,Gundars Tilmanis
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,John Cooper,0-6 6-4 6-4,Jean Francois Caujolle
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Barry Phillips Moore,6-1 6-2,Martin Koek
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Peter Doerner,7-5 6-3,Jun Kuki
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Teimuraz Kakulia,6-4 6-3,Lars Elvstrom
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,John James,5-7 6-4 6-3,Patrick Proisy
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Syd Ball,6-4 6-4,Hans Kary
"Dec 14, 1972*",Adelaide (2),ATP 250,R32,Grass,Patrice Dominguez,6-2 6-7 6-1,Phil Martin
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Syd Ball,6-2 6-1,Saeed Meer
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Jean Francois Caujolle,6-4 7-5,Chris Walsh
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Rod Frawley,6-3 6-2,Bob Brett
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Lars Elvstrom,6-3 6-1,Kiyoshi Tanabe
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Hans Joachim Ploetz,6-1 6-4,Mike Phillips
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Moon Il Kim,6-0 6-0,Robert Rheinberger
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Thierry Bernasconi,7-6 6-2,Ian Middleton
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Gundars Tilmanis,7-6 6-2,Stephen Myers
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Patrick Proisy,6-2 6-2,Bert Leach
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Hans Kary,4-6 6-1 6-2,Robert Casey
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Frank Gebert,2-6 7-6 6-4,Geoff Masters
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Jun Kuki,6-3 6-3,Mervyn Rose
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Peter Doerner,6-1 3-6 6-3,Georges Goven
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Wanaro N'Godrella,7-5 6-4,Tracy Lake
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Patrice Dominguez,6-3 6-4,Paul Carey
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Max Cocks,6-4 6-3,Jean Louis Haillet
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Phil Martin,6-1 6-3,Tony Parun
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Karl Meiler,6-1 6-3,Greg Parker
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Onny Parun,6-2 6-4,Hans Finkentscher
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,John Cooper,6-4 6-4,Graeme Thomson
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,John James,7-6 6-4,Bob Puddicombe
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,John Bartlett,6-3 6-2,Paul Harkin
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Colin Dibley,7-5 6-3,Timothy Noonan
"Dec 13, 1972*",Adelaide (2),ATP 250,R64,Grass,Ross Case,6-2 6-2,Nicolas Kelaidis
"Dec 10, 1972*",New York,ATP 250,F,Carpet,Charlie Pasarell,4-6 6-2 6-2,Richard Gonzalez
"Dec 9, 1972*",Brisbane,ATP 250,F,Hard,Ken Rosewall,6-2 5-7 6-4 3-6 7-5,Geoff Masters
"Dec 9, 1972*",New York,ATP 250,SF,Carpet,Charlie Pasarell,6-1 4-6 6-3,Ove Bengtson
"Dec 9, 1972*",New York,ATP 250,SF,Carpet,Richard Gonzalez,6-2 4-6 7-6,Frew Mcmillan
"Dec 9, 1972*",New York,ATP 250,QF,Carpet,Charlie Pasarell,6-4 6-7 7-6,Haroon Rahim
"Dec 9, 1972*",New York,ATP 250,QF,Carpet,Richard Gonzalez,6-4 6-4,Paul Gerken
"Dec 9, 1972*",New York,ATP 250,QF,Carpet,Ove Bengtson,6-2 6-4,Dennis Ralston
"Dec 9, 1972*",New York,ATP 250,QF,Carpet,Frew Mcmillan,6-2 6-2,Eddie Dibbs
"Dec 8, 1972*",Johannesburg (2),ATP 250,F,Hard,John Newcombe,6-1 7-6,John Alexander
"Dec 8, 1972*",Brisbane,ATP 250,SF,Hard,Ken Rosewall,6-2 6-2 6-4,Ross Case
"Dec 8, 1972*",Brisbane,ATP 250,SF,Hard,Geoff Masters,4-6 6-7 (ret.),Mal Anderson
"Dec 8, 1972*",Brisbane,ATP 250,QF,Hard,Mal Anderson,5-7 7-5 6-4 6-4,Thierry Bernasconi
"Dec 8, 1972*",Brisbane,ATP 250,QF,Hard,Ken Rosewall,6-0 6-1 6-4,Jean Francois Caujolle
"Dec 8, 1972*",Brisbane,ATP 250,QF,Hard,Geoff Masters,6-4 4-6 6-4 5-7 6-1,Patrice Dominguez
"Dec 8, 1972*",Brisbane,ATP 250,QF,Hard,Ross Case,6-1 6-2 6-1,Wanaro N'Godrella
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Richard Gonzalez,6-1 6-1,Bjorn Borg
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Dennis Ralston,6-4 3-6 6-1,Butch Seewagen
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Frew Mcmillan,3-6 6-4 6-2,Charlie Owens
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Haroon Rahim,7-6 6-0,Brian Gottfried
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Charlie Pasarell,4-6 7-5 6-4,Sandy Mayer
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Ove Bengtson,6-4 4-6 6-4,Clark Graebner
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Paul Gerken,7-6 6-3,Dick Stockton
"Dec 8, 1972*",New York,ATP 250,R16,Carpet,Eddie Dibbs,7-6 6-4,Vitas Gerulaitis
"Dec 7, 1972*",Buenos Aires,ATP 250,F,Clay,Karl Meiler,6-7 2-6 6-4 6-4 6-4,Guillermo Vilas
"Dec 7, 1972*",Johannesburg (2),ATP 250,SF,Hard,John Alexander,6-3 6-2,Gerald Battrick
"Dec 7, 1972*",Johannesburg (2),ATP 250,SF,Hard,John Newcombe,7-6 6-4,Cliff Richey
"Dec 7, 1972*",Johannesburg (2),ATP 250,QF,Hard,John Newcombe,7-5 6-2,Allan Stone
"Dec 7, 1972*",Johannesburg (2),ATP 250,QF,Hard,Gerald Battrick,7-6 6-7 6-4,Mark Cox
"Dec 7, 1972*",Johannesburg (2),ATP 250,QF,Hard,Cliff Richey,6-1 6-3,Roger Taylor
"Dec 7, 1972*",Johannesburg (2),ATP 250,QF,Hard,John Alexander,6-2 7-5,Cliff Drysdale
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Wanaro N'Godrella,7-6 6-7 6-4,John Cooper
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Jean Francois Caujolle,3-6 7-5 6-3,Greg Perkins
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Geoff Masters,6-7 6-3 6-2,Hans Joachim Ploetz
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Mal Anderson,6-4 7-6,Frank Gebert
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Thierry Bernasconi,6-2 6-4,Patrick Proisy
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Ken Rosewall,6-1 6-2,Jun Kuki
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Patrice Dominguez,5-7 6-3 6-4,Dick Crealy
"Dec 7, 1972*",Brisbane,ATP 250,R16,Hard,Ross Case,7-6 6-3,Georges Goven
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Ove Bengtson,6-3 6-4,Gene Scott
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Sandy Mayer,6-4 6-4,Richard Russell
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Frew Mcmillan,6-0 6-0,Mike Belkin
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Vitas Gerulaitis,6-4 4-6 6-3,Jimmy Connors
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Charlie Owens,6-1 7-6,Manuel Santana
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Dick Stockton,6-4 6-4,Herb Fitzgibbon
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Butch Seewagen,6-2 6-3,Frank Froehling
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Dennis Ralston,7-6 6-3,Torben Ulrich
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Paul Gerken,4-6 6-2 6-4,Rick Fagel
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Eddie Dibbs,6-3 6-2,Dick Dell
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Clark Graebner,6-2 6-2,Whitney Reed
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Brian Gottfried,6-0 6-2,Buddy Gallagher
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Richard Gonzalez,7-5 6-2,Peter Fleming
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Bjorn Borg,6-3 6-3,Pat Dupre
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Charlie Pasarell,6-0 6-1,Steve Turner
"Dec 7, 1972*",New York,ATP 250,R32,Carpet,Haroon Rahim,7-5 6-3,Richard Meyer
"Dec 6, 1972*",Masters,ATP Finals,F,Carpet,Ilie Nastase,6-3 6-2 3-6 2-6 6-3,Stan Smith
"Dec 6, 1972*",Buenos Aires,ATP 250,SF,Clay,Guillermo Vilas,6-4 6-4 6-4,Jaime Fillol
"Dec 6, 1972*",Buenos Aires,ATP 250,SF,Clay,Karl Meiler,7-6 5-7 6-7 6-2 6-3,Julian Ganzabal
"Dec 6, 1972*",Buenos Aires,ATP 250,QF,Clay,Julian Ganzabal,7-5 2-6 6-4 3-6 7-5,Onny Parun
"Dec 6, 1972*",Buenos Aires,ATP 250,QF,Clay,Jaime Fillol,3-6 6-4 6-2 6-4,Ivan Molina
"Dec 6, 1972*",Buenos Aires,ATP 250,QF,Clay,Karl Meiler,7-6 5-7 7-5 6-4,Jasjit Singh
"Dec 6, 1972*",Buenos Aires,ATP 250,QF,Clay,Guillermo Vilas,6-2 7-6 6-0,Raymond Moore
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Roger Taylor,6-1 6-4,Terry Addison
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,John Newcombe,6-4 6-3,Jeff Borowiak
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,John Alexander,7-5 6-4,Robert Maud
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Cliff Drysdale,6-2 4-6 7-5,Brian Fairlie
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Mark Cox,1-6 6-1 6-2,Bob Carmichael
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Gerald Battrick,6-0 6-3,Fred Stolle
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Cliff Richey,6-2 1-6 6-1,Frew Mcmillan
"Dec 6, 1972*",Johannesburg (2),ATP 250,R16,Hard,Allan Stone,6-4 6-0,Frank Froehling
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Dick Crealy,6-2 6-3,David Carter
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,John Cooper,6-3 6-2,Gary Thoroughood
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Greg Perkins,7-5 5-7 6-4,Phil Martin
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Ross Case,6-4 6-4,Lars Elvstrom
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Georges Goven,6-2 6-2,Mike Phillips
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Ken Rosewall,6-1 6-0,I Brady
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Frank Gebert,6-3 6-4,Geoff Olsson
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Wanaro N'Godrella,6-4 6-4,Paul Kronk
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Geoff Masters,6-4 6-3,Martin Koek
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Jean Francois Caujolle,6-4 6-1,Timothy Noonan
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Thierry Bernasconi,7-5 6-3,Colin Dibley
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Hans Joachim Ploetz,6-3 6-7 6-3,Rod Frawley
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Jun Kuki,7-5 6-2,Arthur Whitaker
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Patrick Proisy,6-1 6-3,Kiyoshi Tanabe
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Mal Anderson,6-2 6-3,Mark Edmondson
"Dec 6, 1972*",Brisbane,ATP 250,R32,Hard,Patrice Dominguez,7-5 6-0,Jean Louis Haillet
"Dec 5, 1972*",Masters,ATP Finals,SF,Carpet,Ilie Nastase,6-2 6-3 6-2,Jimmy Connors
"Dec 5, 1972*",Masters,ATP Finals,SF,Carpet,Stan Smith,6-7 7-6 5-7 4-5 (ret.),Tom Gorman
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Karl Meiler,6-2 7-5 6-1,Jaime Pinto Bravo
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Onny Parun,6-3 6-4 2-6 6-4,Ricardo Cano
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Jaime Fillol,6-2 7-6 6-0,Hector Romani
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Julian Ganzabal,2-6 7-6 6-1 2-6 6-2,Antonio Munoz
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Ivan Molina,6-3 6-7 6-3 6-2,Jan Kukal
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Guillermo Vilas,6-2 6-1 6-4,Patricio Rodriguez Chi
"Dec 5, 1972*",Buenos Aires,ATP 250,R16,Clay,Raymond Moore,6-2 2-6 6-3 6-0,Bill Lloyd
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Kiyoshi Tanabe,6-7 6-4 6-3,Victor Eke
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Timothy Noonan,6-4 2-6 6-2,Cliff Letcher
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Thierry Bernasconi,6-1 6-3,Elwyn Mccabe
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Greg Perkins,6-2 7-5,U Walsh
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Jean Louis Haillet,6-4 6-1,Tony Parun
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Gary Thoroughood,6-7 6-3 6-4,Nicolas Kelaidis
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Dick Crealy,6-4 7-6,David Collins
"Dec 5, 1972*",Brisbane,ATP 250,R64,Hard,Mike Phillips,7-6 4-6 6-3,Bob Puddicombe
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Antonio Munoz,6-4 6-1 6-3,Lito Alvarez
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Karl Meiler,6-3 6-0 6-4,Lorenzo Soriano
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Onny Parun,6-7 6-3 6-1 5-2 (ret.),Tomas Lynch
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Julian Ganzabal,6-1 6-4 6-7 6-3,Carlos Junquet
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Patricio Rodriguez Chi,2-6 6-2 9-6 6-4 4-2,Jose Guerrero
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Ivan Molina,7-5 6-1 7-5,Victor Pecci
"Dec 4, 1972*",Buenos Aires,ATP 250,R32,Clay,Ricardo Cano,2-6 2-6 6-2 6-3 6-4,Belus Prajoux
"Dec 2, 1972*",Rome Wct,ATP 250,F,Carpet,Arthur Ashe,6-2 3-6 6-3 3-6 7-6,Bob Lutz
"Dec 1, 1972*",Rome Wct,ATP 250,SF,Carpet,Arthur Ashe,6-7 6-3 6-3,Tom Okker
"Dec 1, 1972*",Rome Wct,ATP 250,SF,Carpet,Bob Lutz,6-4 6-4,Cliff Drysdale
"Dec 1, 1972*",Rome Wct,ATP 250,QF,Carpet,Cliff Drysdale,6-4 6-3,Mark Cox
"Dec 1, 1972*",Rome Wct,ATP 250,QF,Carpet,Arthur Ashe,7-6 6-1,Nikola Pilic
"Dec 1, 1972*",Rome Wct,ATP 250,QF,Carpet,Tom Okker,7-6 6-4,Marty Riessen
"Dec 1, 1972*",Rome Wct,ATP 250,QF,Carpet,Bob Lutz,6-7 7-6 6-3,John Newcombe
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Ilie Nastase,6-2 6-3,Tom Gorman
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Ilie Nastase,6-4 6-4,Bob Hewitt
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Jimmy Connors,6-3 6-7 6-2,Andres Gimeno
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Tom Gorman,6-3 6-4,Manuel Orantes
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Manuel Orantes,6-3 6-3,Bob Hewitt
"Nov 28, 1972",Masters,ATP Finals,RR,Carpet,Stan Smith,3-6 6-2 7-5,Jimmy Connors
