date,tournament,category,round,surface,winner,score,loser
"Jan 1, 1977*",Sydney Outdoor,ATP 250,F,Grass,Tony Roche #50,6-3 3-6 6-3 6-4,Dick Stockton #15
"Dec 31, 1976*",Sydney Outdoor,ATP 250,SF,Grass,Dick Stockton #15,6-2 4-6 7-6 6-1,Roscoe Tanner #11
"Dec 31, 1976*",Sydney Outdoor,ATP 250,SF,Grass,Tony Roche #50,7-6 6-2 6-4,Guillermo Vilas #6
"Dec 31, 1976*",Sydney Outdoor,ATP 250,QF,Grass,Roscoe Tanner #11,7-6 4-6 6-1,Hank Pfister #101
"Dec 31, 1976*",Sydney Outdoor,ATP 250,QF,Grass,Tony Roche #50,7-6 6-2,Phil Dent #37
"Dec 31, 1976*",Sydney Outdoor,ATP 250,QF,Grass,Guillermo Vilas #6,6-3 4-6 9-7,Ross Case #45
"Dec 31, 1976*",Sydney Outdoor,ATP 250,QF,Grass,Dick Stockton #15,6-3 6-2,Ken Rosewall #13
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Dick Stockton #15,6-4 6-3,Peter Fleming #116
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Guillermo Vilas #6,6-2 6-2,Brad Drewett #193
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Tony Roche #50,6-4 6-4,John Alexander #47
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Hank Pfister #101,4-6 7-6 7-5,Ray Ruffels #27
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Ross Case #45,7-5 7-6,Colin Dibley #85
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Roscoe Tanner #11,6-2 6-4,John James #146
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Phil Dent #37,6-1 6-4,Chris Kachel #164
"Dec 30, 1976*",Sydney Outdoor,ATP 250,R16,Grass,Ken Rosewall #13,7-6 6-1,Marty Riessen #59
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,John James #146,6-2 7-6,John Feaver
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Dick Stockton #15,4-6 6-3 6-2,Ion Tiriac #248
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Phil Dent #37,6-4 6-4,Robin Drysdale #131
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Hank Pfister #101,6-3 6-3,Nick Saviano #115
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,John Alexander #47,6-0 6-0,Barry Phillips Moore
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Ray Ruffels #27,6-3 6-3,Kim Warwick #67
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Roscoe Tanner #11,6-4 6-2,Geoff Masters #53
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Chris Kachel #164,6-3 6-3,Brian Teacher #81
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Ken Rosewall #13,6-3 6-3,Victor Amaya #105
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Brad Drewett #193,3-6 6-4 6-3,Bob Carmichael #134
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Peter Fleming #116,3-6 6-2 6-4,Paul Kronk
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Ross Case #45,6-3 6-1,Dick Crealy #38
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Guillermo Vilas #6,6-2 7-5,Rod Frawley
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Tony Roche #50,6-2 4-6 6-4,Mark Edmondson #35
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Marty Riessen #59,6-1 6-4,Graeme Thomson #360
"Dec 29, 1976*",Sydney Outdoor,ATP 250,R32,Grass,Colin Dibley #85,6-0 6-3,Werner Zirngibl #108
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Ken Rosewall #13,3-6 6-1 7-5,Chris Lewis #127
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Peter Fleming #116,6-4 6-2,Syd Ball #89
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Ross Case #45,7-6 6-3,Terry Rocavert
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Bob Carmichael #134,7-5 7-6,John Trickey #288
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Rod Frawley,7-6 6-2,Russell Simpson #143
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Graeme Thomson #360,6-4 6-0,Cliff Letcher
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Mark Edmondson #35,6-1 7-6,Mike Machette #92
"Dec 28, 1976*",Sydney Outdoor,ATP 250,R64,Grass,Ray Ruffels #27,6-1 6-4,Sherwood Stewart
