date,tournament,category,round,surface,winner,score,loser
"Jan 22, 1981*",Masters,ATP Finals,F,Carpet,Bjorn Borg #1,6-4 6-2 6-2,Ivan Lendl #6
"Jan 21, 1981*",Masters,ATP Finals,SF,Carpet,Ivan Lendl #6,6-3 6-4,Gene Mayer #4
"Jan 21, 1981*",Masters,ATP Finals,SF,Carpet,Bjorn Borg #1,6-4 6-7 6-3,Jimmy Connors #3
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Bjorn Borg #1,6-4 6-7 7-6,John McEnroe #2
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Jimmy Connors #3,6-2 4-6 6-0,Guillermo Vilas #5
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Gene Mayer #4,6-0 6-3,Bjorn Borg #1
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Guillermo Vilas #5,5-7 7-6 7-5,Harold Solomon #7
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Ivan Lendl #6,7-5 6-4,Guillermo Vilas #5
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Ivan Lendl #6,6-3 6-1,Harold Solomon #7
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Gene Mayer #4,6-3 7-5,Jose Luis Clerc #8
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Jimmy Connors #3,7-6 6-1,Ivan Lendl #6
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Bjorn Borg #1,6-3 6-4,Jose Luis Clerc #8
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Gene Mayer #4,3-6 7-6 6-2,John McEnroe #2
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Jimmy Connors #3,6-2 6-4,Harold Solomon #7
"Jan 14, 1981",Masters,ATP Finals,RR,Carpet,Jose Luis Clerc #8,6-3 6-0,John McEnroe #2
"Jan 9, 1981*",Australian Open,Grand Slam,F,Grass,Brian Teacher #20,7-5 7-6 6-2,Kim Warwick #36
"Jan 8, 1981*",Australian Open,Grand Slam,SF,Grass,Brian Teacher #20,6-7 7-5 6-3 6-4,Peter Mcnamara
"Jan 8, 1981*",Australian Open,Grand Slam,SF,Grass,Kim Warwick #36,6-7 6-4 6-2 2-6 6-4,Guillermo Vilas #4
"Jan 6, 1981*",Australian Open,Grand Slam,QF,Grass,Peter Mcnamara,7-6 5-7 6-2 6-7 6-3,Peter Rennert #63
"Jan 6, 1981*",Australian Open,Grand Slam,QF,Grass,Guillermo Vilas #4,7-5 6-4 2-6 4-6 6-3,John Sadri #15
"Jan 6, 1981*",Australian Open,Grand Slam,QF,Grass,Brian Teacher #20,6-4 4-6 6-0 7-6,Paul Mcnamee #40
"Jan 6, 1981*",Australian Open,Grand Slam,QF,Grass,Kim Warwick #36,6-4 6-2 4-6 6-1,Bill Scanlon #25
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,John Sadri #16,7-5 6-1 6-7 7-5,Phil Dent #42
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Peter Rennert #62,4-6 7-6 7-6 6-4,Pat Dupre #53
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Paul Mcnamee #31,6-4 6-3 6-3,Mark Edmondson #102
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Guillermo Vilas #5,6-7 6-4 6-4 6-3,Kevin Curren #47
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Bill Scanlon #26,6-2 4-6 6-4 6-4,Brad Drewett #115
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Brian Teacher #12,6-4 6-1 7-6,John Austin
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Peter Mcnamara,7-5 6-2 6-4,Brian Gottfried #11
"Jan 4, 1981*",Australian Open,Grand Slam,R16,Grass,Kim Warwick #22,6-3 6-3 6-3,Victor Amaya #17
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,John Sadri #15,7-6 1-6 6-1,Jonathan Smith
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Mark Edmondson #91,6-2 6-3 6-4,Jose Luis Clerc #8
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,John Austin,6-2 7-6 4-6 6-4,Colin Dibley #57
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Brad Drewett #115,3-6 6-3 6-3 7-6,Sandy Mayer #51
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Kim Warwick #36,6-7 6-4 6-7 6-2 6-4,John Fitzgerald #136
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Victor Amaya #16,6-3 7-6 7-5,Ferdi Taygan #81
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Paul Mcnamee #40,6-2 7-5 6-7 6-2,Chris Johnstone #137
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Brian Gottfried #11,6-1 6-4 6-4,Syd Ball #146
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Pat Dupre #67,7-5 6-3 3-6 2-6 7-6,Ivan Lendl #6
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Peter Mcnamara,7-6 3-6 6-1 6-1,Mike Estep #203
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Guillermo Vilas #4,3-6 6-3 6-3 7-6,Steve Docherty #122
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Brian Teacher #20,6-2 7-6 7-6,Ulrich Marten #161
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Bill Scanlon #25,3-6 7-6 6-7 6-3 6-1,Scott Mccain #203
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Phil Dent #34,6-7 7-6 6-3 7-6,Shlomo Glickstein #65
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Peter Rennert #63,6-3 3-6 6-7 6-4 6-4,Pascal Portes #61
"Jan 1, 1981*",Australian Open,Grand Slam,R32,Grass,Kevin Curren #55,6-4 6-2 6-3,Victor Pecci #29
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Peter Rennert #63,1-6 6-4 7-6 6-4,Geoff Masters #166
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Ferdi Taygan #81,7-6 7-6 6-1,George Hardie #146
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Ivan Lendl #6,6-3 6-1 6-1,Rod Frawley #44
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Chris Johnstone #137,6-4 1-6 7-5 6-2,Billy Martin #118
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Colin Dibley #57,3-6 6-3 7-6 6-4,Hank Pfister #62
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,John Fitzgerald #136,6-2 6-4 2-6 6-2,Sashi Menon #123
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,John Austin,6-3 6-2 6-1,Yannick Noah #18
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Victor Amaya #16,3-6 6-4 7-5 6-3,John Alexander #100
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Shlomo Glickstein #65,6-0 3-6 6-3 6-1,Jay Lapidus #283
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Mark Edmondson #91,7-6 7-6 6-3,Andrew Pattison
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,John Sadri #15,6-3 6-3 6-4,Chris Kachel #268
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Brad Drewett #115,2-6 6-4 1-6 6-4 6-4,Vitas Gerulaitis #9
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Sandy Mayer #51,6-1 3-6 7-5 4-6 6-3,Fritz Buehning #68
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Phil Dent #34,6-7 6-4 2-6 7-6 7-6,Onny Parun #96
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Kevin Curren #55,6-4 6-3 6-3,Charlie Fancutt
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Syd Ball #146,6-0 3-6 2-6 6-0 7-5,Thierry Tulasne #113
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Victor Pecci #29,7-6 6-7 6-3 5-7 6-4,Paul Kronk
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Peter Mcnamara,7-5 7-6 6-0,Peter Feigl #75
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Kim Warwick #36,6-4 6-4 6-1,Ross Case #163
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Brian Gottfried #11,7-5 4-6 6-0 6-2,Tim Wilkison #95
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Guillermo Vilas #4,7-6 6-3 6-4,David Carter #145
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Mike Estep #203,7-6 6-4 7-5,Terry Rocavert #121
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Bill Scanlon #25,6-3 3-6 6-3 6-3,Greg Whitecross #193
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Steve Docherty #122,4-6 6-3 6-7 6-4 6-4,Russell Simpson #76
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Pascal Portes #61,3-6 6-3 6-3 7-6,Peter Fleming #37
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Scott Mccain #203,6-4 6-4 7-5,John James #209
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Jonathan Smith,7-6 6-7 7-6 6-1,Tony Graham #169
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Paul Mcnamee #40,7-6 6-3 3-6 6-2,Chris Lewis #59
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Pat Dupre #67,6-2 3-6 7-6 4-6 6-4,John Trickey #482
"Dec 30, 1980*",Australian Open,Grand Slam,R64,Grass,Ulrich Marten #161,6-4 7-6 7-5,Eddie Edwards #98
