date,tournament,player1,player2,odd1,odd2
2026-02-03,Futures 2026,Martin T.,Lorusso L.,1.44,2.61
2026-02-03,Futures 2026,Te R.,Hongyu Y.,1.13,5.28
2026-02-03,Futures 2026,Hudd E.,Hussey G.,3.44,1.27
2026-02-03,Futures 2026,Matusevich A.,Rivera L.,1.02,12.86
2026-02-03,Futures 2026,Chen Y.,Keegan R.,1.19,4.0
2026-02-03,Futures 2026,Echeverria J.,Sabas M.,1.51,2.43
2026-02-03,Futures 2026,Wendelken H.,Walters M.,1.08,6.83
2026-02-03,Futures 2026,Murgett F.,Beaven J.,1.22,3.91
2026-02-03,Futures 2026,Ehrenschneider N.,Zhang T.,1.35,3.0
2026-02-03,Futures 2026,Slavic N.,Hurrion M.,1.84,1.86
2026-02-03,Futures 2026,Basing M.,Weir P.,1.1,6.12
2026-02-03,Futures 2026,Kellovsky D.,Hodkin S.,1.36,2.95
2026-02-03,Futures 2026,Tenti F.,Krall L.,1.76,1.97
2026-02-03,Futures 2026,Heck H.,Karki R.,3.25,1.3
2026-02-03,Futures 2026,Compagnucci T.,Segura M.,1.24,3.74
2026-02-03,Futures 2026,Rodrigues N.,Gurenko V.,1.2,4.2
2026-02-03,Futures 2026,De Alba Valdes R.,Covato M.,1.91,1.8
2026-02-03,Futures 2026,Shick B.,Reyes Tirado O.,1.03,8.88
2026-02-03,Futures 2026,Nefve A.,Sau Franco A.,1.3,3.22
2026-02-03,Futures 2026,Ponwith N.,Erazo Rodriguez C.,1.05,8.7
2026-02-03,Futures 2026,Jauregui Sainz De Rozas R.,Van Noord N.,2.31,1.53
2026-02-03,Futures 2026,Cooper S.,George B.,7.88,1.04
2026-02-03,Futures 2026,Brymer G.,Osorio J.,1.3,3.16
2026-02-03,Futures 2026,Perez Contri S.,Pinto Sansano O.,1.12,5.49
2026-02-03,Futures 2026,Lopez Morillo I.,Gschwendtner J.,1.24,3.76
2026-02-03,Futures 2026,Gutierrez O.,Helguera Casado L.,1.36,2.84
2026-02-03,Futures 2026,Nagel A.,Heredia S.,1.36,2.92
2026-02-03,Futures 2026,Oki Y.,De Marchi A.,1.72,1.98
2026-02-03,Futures 2026,Kim G.,Scomparin P.,1.51,2.34
2026-02-03,Futures 2026,Campana Lee G.,Elesin M.,1.02,13.47
2026-02-03,Futures 2026,Omarkhanov A.,Primucci L.,1.16,4.64
2026-02-03,Futures 2026,Brouwer G.,Sarksian D.,1.12,5.5
2026-02-03,Futures 2026,Thurner N.,Guna R.,4.25,1.2
2026-02-03,Futures 2026,Habib A.,Summers M.,3.56,1.26
2026-02-03,Futures 2026,Dhamne M.,Rivet M.,1.07,7.38
2026-02-03,UTR Pro Tennis Series 3,Ridout F.,Weber J.,1.48,2.39
2026-02-03,UTR Pro Tennis Series 3,Wong A.,Alam S.,1.85,1.79
2026-02-03,UTR Pro Tennis Series 3,Katz M.,Cohen D.,1.17,4.17
2026-02-03,UTR Pro Tennis Series 3,Valdes G.,Adonis H.,3.62,1.22
2026-02-03,UTR Pro Tennis Series 3,Gaskell L.,Borisov M.,2.11,1.59
2026-02-03,UTR Pro Tennis Series 3,Baez A.,Klyachkin N.,1.19,3.9
2026-02-03,UTR Pro Tennis Series 3,Pernas T.,Sharygin E.,1.55,2.18
2026-02-03,UTR Pro Tennis Series 3,Van Der Merwe W.,Jovanovski N.,1.56,2.21
2026-02-03,UTR Pro Tennis Series 3,Karnani A.,Nield M.,1.55,2.21
2026-02-03,UTR Pro Tennis Series 3,Crowther C.,Mehrotra A.,2.85,1.34
2026-02-03,UTR Pro Tennis Series 3,Jones S.,Estephan J.,1.03,11.5
2026-02-03,UTR Pro Tennis Series 3,Fancutt T.,Staley J.,1.1,5.25
2026-02-03,UTR Pro Tennis Series 3,Ryan Ziegann S.,Papac T.,1.14,4.63
2026-02-03,UTR Pro Tennis Series 5,Marosik N.,Novotny A.,1.1,5.13
2026-02-03,UTR Pro Tennis Series 5,Redondo Pereira S.,Solonenko A.,1.12,4.6
2026-02-03,UTR Pro Tennis Series 5,Atlangeriev B.,Matvievici E.,1.03,7.75
2026-02-03,UTR Pro Tennis Series 5,Homola P.,Kis Balazs R.,1.05,6.5
2026-02-03,UTR Pro Tennis Series 5,Michnev P.,Redondo Pereira D.,1.02,8.25
2026-02-03,UTR Pro Tennis Series 5,Jurajda A.,Van Weldam S.,1.07,5.88
2026-02-03,UTR Pro Tennis Series 9,Zmak D.,Salazar D.,1.14,4.55
2026-02-03,UTR Pro Tennis Series 9,Pankin S.,Zhu M.,1.15,4.4
2026-02-03,UTR Pro Tennis Series 9,Manuel J.,Samaha G.,2.75,1.35
2026-02-03,UTR Pro Tennis Series 9,Recek D.,Makhlouf M.,1.03,8.17
2026-02-03,UTR Pro Tennis Series 9,Vanshelboim E.,Mridha J.,1.26,3.3
2026-02-03,UTR Pro Tennis Series 9,Baum S.,Konowczuk W.,1.07,6.0
2026-02-03,UTR Pro Tennis Series 9,Alvarado P.,M'chich A.,2.85,1.33
2026-02-03,UTR Pro Tennis Series 9,Karlsson Wistrand J.,Tutu M.,1.63,2.06
2026-02-03,UTR Pro Tennis Series 9,Sumizawa D.,Kos D.,1.15,4.53
2026-02-03,UTR Pro Tennis Series 9,Mochizuki K.,Shima S.,1.15,4.43
2026-02-03,UTR Pro Tennis Series 9,Inui Y.,Fekete J.,2.11,1.6
2026-02-03,UTR Pro Tennis Series 9,Kobayashi Y.,Nayuki G.,1.1,5.1
2026-02-03,UTR Pro Tennis Series 9,Matsumura R.,Roe Flannelly J.,1.03,9.0
2026-02-03,Futures 2026,McFadzean L.,Jarvis R.,1.57,2.22
2026-02-03,Futures 2026,Davidov T.,Van Orderlain D.,2.08,1.66
2026-02-03,Futures 2026,Beckles D.,Maldonado M.,1.61,2.13
2026-02-03,Futures 2026,Gaines Jr J.,Goity Zapico S.,1.84,1.84
2026-02-03,Futures 2026,Tortora D.,Connel J.,2.85,1.35
2026-02-03,Futures 2026,Stoot D.,Falck R.,1.59,2.18
2026-02-03,Futures 2026,Motta A.,Nagy B.,1.84,1.84
2026-02-03,Futures 2026,Gayk C.,Kypriotis E.,1.83,1.83
2026-02-03,Futures 2026,Cordoba C.,Balducci L.,1.4,2.65
2026-02-03,Futures 2026,Lieberman H.,Renfrow N.,1.36,2.84
2026-02-03,Futures 2026,Molino J.,Valle F.,1.46,2.48
2026-02-03,Futures 2026,Shibano K.,Hebhang Balan A.,1.33,2.85
2026-02-03,Futures 2026,Garcia Paez L.,Aunion P.,1.54,2.28
2026-02-03,Futures 2026,Apostol C.,Karigyo T.,2.08,1.66
2026-02-03,Futures 2026,Afanasjevs A.,Berenz B.,1.84,1.84
2026-02-03,Futures 2026,Ruiz Rodriguez H.,Dell'elba V.,1.84,1.84
2026-02-03,Futures 2026,De Dios F.,Gamble J.,1.61,2.13
2026-02-03,Futures 2026,Lenders J.,Grohbruegge H.,1.9,1.76
2026-02-03,Futures 2026,Vickery L.,Amarandei D.,1.66,2.07
2026-02-03,Futures 2026,Torres Ramis M.,Muto S.,2.48,1.46
2026-02-03,Futures 2026,Caillat O.,Krolo F.,3.1,1.3
2026-02-03,Futures 2026,Sciahbasi M.,Liu S.,1.35,2.82
2026-02-03,Futures 2026,Battiston A.,Pawelski M.,2.95,1.34
2026-02-03,Futures 2026,Toffanin N.,Migliorati M.,1.61,2.13
2026-02-03,Futures 2026,Brownrigg N.,Burtsev D.,1.36,2.78
2026-02-03,Futures 2026,Garcia A.,Naharro D.,1.89,1.79
2026-02-03,Futures 2026,Sheyngezikht L.,Giraldi C.,1.29,3.18
2026-02-03,Futures 2026,Planella Hernandez S.,Regas Luis N.,1.17,4.3
2026-02-03,Futures 2026,Taka Y.,Bessonov D.,2.18,1.59
2026-02-03,Futures 2026,Park M.,Hrazdil J.,2.65,1.4
2026-02-03,Futures 2026,Smiej Y.,Dubinin A.,1.2,3.9
2026-02-03,Futures 2026,Guth F.,Knani O.,1.47,2.42
2026-02-03,Futures 2026,Ekindi S.,Grandvincent S.,2.67,1.39
2026-02-03,Futures 2026,Vasser O.,Senn N.,1.25,3.45
2026-02-03,Futures 2026,Waldner N.,Eerola O.,2.08,1.66
2026-02-03,Futures 2026,Yang X.,Mazzola F.,1.72,1.98
2026-02-04,Montpellier,Gea A.,Machac T. (3),2.81,1.43
2026-02-04,Montpellier,Mannarino A.,Humbert U. (5),4.75,1.18
2026-02-04,Montpellier,Wawrinka S.,Medjedovic H.,2.59,1.49
2026-02-04,Montpellier,Kovacevic A. (8),Kouame M.,1.42,2.82
2026-02-04,Montpellier,Damm M.,Bautista-Agut R.,1.65,2.21
2026-02-04,Montpellier,Nardi L.,Basilashvili N.,1.63,2.25
2026-02-04,Rosario challenger,Pellegrino A. (8),Ambrogi L.,1.55,2.36
2026-02-04,Rosario challenger,Aboian V.,Sanchez Izquierdo N.,3.34,1.31
2026-02-04,Rosario challenger,Tseng C. (6),Mena F.,1.61,2.22
2026-02-04,Rosario challenger,Diaz Acosta F.,Marcondes I.,1.32,3.25
2026-02-04,Rosario challenger,Comesana F. (2),Kicker N.,1.13,5.46
2026-02-04,Rosario challenger,Dellien H. (7),Agamenone F.,1.62,2.19
2026-02-04,Rosario challenger,La Serna J.,Olivo R.,1.34,3.04
2026-02-04,Brisbane challenger,Uchiyama Y. (8),Marinkov P.,1.25,3.74
2026-02-04,Brisbane challenger,Bolt A. (3),Shimizu Y.,1.44,2.65
2026-02-04,Brisbane challenger,Schoolkate T. (2),Tu L.,1.41,2.76
2026-02-04,Brisbane challenger,Sakamoto R. (6),Daniel T.,1.32,3.19
2026-02-04,Cleveland challenger,Kozlov S. (7),Perot R.,1.37,2.94
2026-02-04,Cleveland challenger,Smith K.,Ghibaudo A.,2.03,1.73
2026-02-04,Cleveland challenger,Milavsky D.,Martin D.,1.44,2.67
2026-02-04,Cleveland challenger,Martin A. (6),Ilagan A.,1.61,2.16
2026-02-04,Cleveland challenger,Perot R.,Friend J.,2.58,1.46
2026-02-04,Cleveland challenger,Smith C. (2),Kingsley C.,1.39,2.82
2026-02-04,Tenerife challenger,Loffhagen G. (5),Vasami J.,1.23,3.91
2026-02-04,Tenerife challenger,Maestrelli F. (1),Shelbayh A.,1.48,2.54
2026-02-04,Tenerife challenger,Barranco Cosano J.,Mmoh M. (7),3.98,1.22
2026-02-04,Tenerife challenger,Travaglia S. (3),Piraino G.,1.17,4.72
2026-02-04,Cesenatico challenger,Fellin P.,Gulin S.,2.09,1.69
2026-02-04,Cesenatico challenger,Brunclik P.,Visker N.,1.34,3.09
2026-02-04,Cesenatico challenger,Gakhov I.,Forti F.,1.64,2.14
2026-02-04,Cesenatico challenger,Dalla Valle E.,Bertola R.,3.22,1.31
2026-02-04,Cesenatico challenger,Iannaccone F.,Mecarelli M.,1.61,2.21
2026-02-04,Koblenz challenger,Molleker R.,Moeller M.,2.22,1.61
2026-02-04,Koblenz challenger,Added D. (2),Masur D.,2.04,1.73
2026-02-04,Koblenz challenger,Gadamauri B.,Squire H. (5),2.51,1.49
2026-02-04,Koblenz challenger,Broska F.,Forejtek J.,2.21,1.62
2026-02-04,Koblenz challenger,Wiskandt M.,McDonald N.,1.55,2.35
2026-02-04,Koblenz challenger,Negritu C.,Colson T.,2.0,1.79
2026-02-04,Koblenz challenger,Kolar Z. (1),Sanchez Jover C.,1.21,4.11
2026-02-04,Futures 2026,Funk A.,Ceban M.,2.16,1.63
2026-02-04,Futures 2026,Jubb P.,Hignett L.,1.03,10.54
2026-02-04,Futures 2026,Searle H.,Gobat A.,1.21,4.07
2026-02-04,Futures 2026,Giunta M.,Krolo F.,1.13,5.4
2026-02-04,Futures 2026,Gonzalez Fernandez M.,Knis A.,1.04,10.08
2026-02-04,Futures 2026,Maxted L.,Coccioli A.,1.08,6.65
2026-02-04,Futures 2026,Agafonov E.,Guth F.,1.08,6.38
2026-02-04,Futures 2026,Robert N.,Ekindi S.,1.19,4.23
2026-02-04,Futures 2026,Melnic V.,Newman-Billington J.,1.45,2.5
2026-02-04,Futures 2026,Malesevic N.,Spiridon D.,1.41,2.62
2026-02-04,Futures 2026,Chen C.,Parenti L.,1.19,4.29
2026-02-04,Futures 2026,Okonkwo O.,Leather J.,1.38,2.83
2026-02-04,Futures 2026,Lenders J.,Liu S.,1.76,1.93
2026-02-04,Futures 2026,Papa C.,Malaszszak M.,2.15,1.64
2026-02-04,Futures 2026,Chazal M.,Roddick J.,1.47,2.54
2026-02-04,Futures 2026,Berkieta T.,Hamza Reguig S.,1.09,6.3
2026-02-04,Futures 2026,Coulibaly E.,Smiej Y.,1.04,9.91
2026-02-04,Futures 2026,Lumsden E.,Vickery L.,1.2,4.15
2026-02-04,Futures 2026,Sakellaridis D.,Sciahbasi M.,1.4,2.76
2026-02-04,Futures 2026,Trufelli T.,Caillat O.,1.14,4.72
2026-02-04,Futures 2026,Gaines Jr J.,Hallquist Lithen J.,2.48,1.49
2026-02-04,Futures 2026,Grant W.,Thomson M.,1.23,3.78
2026-02-04,Futures 2026,Lieberman H.,Kuzuhara B.,4.8,1.43
2026-02-04,Futures 2026,Li C.,Tortora D.,1.53,2.33
2026-02-04,Futures 2026,Ciric A.,De Dios F.,1.28,3.52
2026-02-04,Futures 2026,Colby R.,Davidov T.,1.07,7.38
2026-02-04,Futures 2026,Monzon I.,Stoot D.,1.85,1.84
2026-02-04,Futures 2026,Kuperstein A.,Martinez J.,1.01,15.18
2026-02-04,Futures 2026,Teunissen L.,Alvarez M.,1.37,2.88
2026-02-04,Futures 2026,Goncalves Ceolin J.,Cigarran T.,2.19,1.6
2026-02-04,Futures 2026,Ayeni A.,Zgirovsky A.,1.75,2.0
2026-02-04,Futures 2026,Clark E.,Delage P.,2.37,1.52
2026-02-04,Futures 2026,Ogura K.,Betancourt P.,1.08,6.85
2026-02-04,Futures 2026,Johnson A.,Cavallo F.,1.43,2.62
2026-02-04,Futures 2026,McFadzean L.,Bynoe E.,1.84,1.86
2026-02-04,Futures 2026,Hollender N.,Faragcao A.,3.4,1.28
2026-02-04,Futures 2026,Peck J.,Dalmasso G.,3.2,1.31
2026-02-04,Futures 2026,Catini N.,Rico Arias N.,1.05,8.2
2026-02-04,Futures 2026,Pinto L.,Kumar M.,3.17,1.31
2026-02-04,Futures 2026,Hoeyeraal H.,Ruiz Rodriguez H.,1.4,2.74
2026-02-04,Futures 2026,Lopez Montagud C.,Juan Mano A.,1.42,2.67
2026-02-04,Futures 2026,Mazza M.,Sheyngezikht L.,1.15,4.8
2026-02-04,Futures 2026,Parisca I.,Palomar X.,1.08,6.81
2026-02-04,Futures 2026,Larue L.,Pan W.,1.33,2.99
2026-02-04,Futures 2026,Carrascosa Diaz E.,Linde Palacios S.,1.98,1.72
2026-02-04,Futures 2026,Pierre H.,La Vela G.,3.42,1.27
2026-02-04,Futures 2026,Braynin A.,Kasemi K.,1.07,6.91
2026-02-04,Futures 2026,Noce G.,Talavera Cortes E.,1.25,3.61
2026-02-04,Futures 2026,Rossi L.,Taka Y.,1.57,2.23
2026-02-04,Futures 2026,Kravchenko G.,Tiukaev R.,1.16,4.48
2026-02-04,Futures 2026,Ujvary M.,Petre S.,1.17,4.36
2026-02-04,Futures 2026,Gonzalez E.,Toffanin N.,1.84,1.86
2026-02-04,Futures 2026,Molino J.,Fita Juan S.,2.09,1.67
2026-02-04,Futures 2026,Hernandez C.,Garcia Paez L.,1.31,3.22
2026-02-04,Futures 2026,Sahtali T.,Dhaouadi M.,1.02,11.13
2026-02-04,Futures 2026,Kudriashov I.,Brownrigg N.,1.17,4.43
2026-02-04,Futures 2026,Kim D.,Vasser O.,1.29,3.2
2026-02-04,Futures 2026,Nishiwaki K.,Arinc K.,1.24,3.71
2026-02-04,Futures 2026,Scaglia M.,Gloeckler M.,1.3,3.24
2026-02-04,Futures 2026,Alabdullah B.,Alshati A.,1.27,3.51
2026-02-04,Futures 2026,Yang X.,Shebekin G.,2.58,1.44
2026-02-04,Futures 2026,Makk P.,Suarez B.,1.29,3.27
2026-02-04,Futures 2026,Qabazard E.,Alberti F.,3.84,1.22
2026-02-04,Futures 2026,Tepmahc N.,Fondriest M.,1.4,2.69
2026-02-04,Futures 2026,Herrmann T.,Morolli A.,1.32,3.11
2026-02-04,Futures 2026,Cho S.,Rejchtman Vinciguerra W.,2.28,1.55
2026-02-04,Futures 2026,Klok D.,Biletic I.,1.24,3.73
2026-02-04,Futures 2026,Gayk C.,Apostol C.,2.35,1.52
2026-02-04,Futures 2026,Ionel N.,Gretskiy I.,1.08,6.54
2026-02-04,Futures 2026,Wagner A.,Motta A.,1.85,1.85
2026-02-04,Futures 2026,Santillan A.,Torres Ramis M.,1.02,10.5
2026-02-04,Futures 2026,Ravasio G.,Allen L.,1.46,2.52
2026-02-04,Futures 2026,Rocens M.,Larosa L.,1.39,2.74
2026-02-04,Futures 2026,Pieleanu R.,Mostafa Samih S.,1.28,3.28
2026-02-04,Futures 2026,Plans J.,Verwerft L.,1.26,3.43
2026-02-04,Futures 2026,Bailly P.,Eriksson Ziverts J.,1.08,6.29
2026-02-04,Futures 2026,Pleshivtsev E.,Faucon R.,2.23,1.57
2026-02-04,Futures 2026,Bouchelaghem C.,Dugardin R.,1.3,3.2
2026-02-04,Futures 2026,Pecci A.,Park M.,1.16,4.48
2026-02-04,Futures 2026,Drayton T.,Saritas G.,1.98,1.74
2026-02-04,Futures 2026,Stringer T.,Turker M.,2.15,1.59
2026-02-04,Futures 2026,Iakubenko V.,Baldovinetti G.,1.13,5.27
2026-02-04,Futures 2026,Jianu F.,Lazarov G.,1.12,5.36
2026-02-04,Futures 2026,Waldner N.,Jong S.,4.93,1.14
2026-02-04,Futures 2026,Chayka A.,Dvortsov A.,1.04,8.83
2026-02-04,Futures 2026,Vincent Ruggeri S.,Mazdrashki A.,1.28,3.35
2026-02-04,Futures 2026,Poljicak M.,Kharlamov R.,1.08,6.63
2026-02-04,Futures 2026,Bittoun Kouzmine C.,Alimli M.,1.23,3.82
2026-02-04,Futures 2026,Staeheli L.,Tsitsipas P.,1.09,6.56
2026-02-04,Futures 2026,Piatti R.,Anavatan M.,2.23,1.58
2026-02-04,Futures 2026,Ochi M.,Chepelev A.,4.5,1.16
2026-02-04,Futures 2026,Papoe R.,Aiassa M.,1.02,10.0
2026-02-04,Futures 2026,Lien J.,Pinter P.,1.52,2.3
2026-02-04,Futures 2026,Sengul B.,Faria F.,1.71,2.01
2026-02-04,Futures 2026,Pieri S.,Aydin E.,1.02,10.71
2026-02-04,UTR Pro Tennis Series 3,Wong A.,Hull L.,2.51,1.43
2026-02-04,UTR Pro Tennis Series 3,Borisov M.,Felline G.,1.65,2.03
2026-02-04,UTR Pro Tennis Series 3,Pernas T.,Binu M.,1.48,2.39
2026-02-04,UTR Pro Tennis Series 3,Katz M.,Alam S.,1.08,5.87
2026-02-04,UTR Pro Tennis Series 3,Baez A.,Gaskell L.,1.38,2.68
2026-02-04,UTR Pro Tennis Series 3,Ryan Ziegann S.,Adam-Gedge Z.,1.2,3.8
2026-02-04,UTR Pro Tennis Series 3,Crowther C.,Jovanovski N.,1.12,5.03
2026-02-04,UTR Pro Tennis Series 3,Estephan J.,Ito K.,1.09,5.5
2026-02-04,UTR Pro Tennis Series 3,Van Der Merwe W.,Kawanaka H.,1.42,2.53
2026-02-04,UTR Pro Tennis Series 3,Fancutt T.,Karnani A.,1.11,4.98
2026-02-04,UTR Pro Tennis Series 3,Jones S.,Connaughton L.,1.03,7.75
2026-02-04,UTR Pro Tennis Series 3,Perchicot M.,Nield M.,1.01,13.0
2026-02-04,UTR Pro Tennis Series 3,Papac T.,Talic Z.,1.55,2.23
2026-02-04,UTR Pro Tennis Series 5,McGloughlin J.,Redondo Pereira D.,1.4,2.55
2026-02-04,UTR Pro Tennis Series 5,Redondo Pereira S.,Poklemba F.,1.75,1.85
2026-02-04,UTR Pro Tennis Series 5,Vesely J.,Pospisil J.,1.07,6.0
2026-02-04,UTR Pro Tennis Series 5,Marosik N.,Kis Balazs R.,1.18,4.0
2026-02-04,UTR Pro Tennis Series 5,Petr V.,Novotny A.,1.05,6.75
2026-02-04,UTR Pro Tennis Series 5,Atlangeriev B.,Van Weldam S.,1.11,5.13
2026-02-04,UTR Pro Tennis Series 5,Haliak M.,Michnev P.,2.2,1.55
2026-02-04,UTR Pro Tennis Series 9,Tutu M.,Salazar D.,2.28,1.5
2026-02-04,UTR Pro Tennis Series 9,Arzhankin A.,Alvarado P.,1.18,4.0
2026-02-04,UTR Pro Tennis Series 9,Makhlouf M.,Samaha G.,6.83,1.05
2026-02-04,UTR Pro Tennis Series 9,Pankin S.,Mridha J.,1.36,2.75
2026-02-04,UTR Pro Tennis Series 9,Bataljin L.,Ono C.,1.67,2.0
2026-02-04,UTR Pro Tennis Series 9,Zmak D.,Shin M.,1.22,3.53
2026-02-04,UTR Pro Tennis Series 9,Matsumura R.,Mochizuki K.,1.1,5.3
2026-02-04,UTR Pro Tennis Series 9,Quang Hien Pham H.,Nakamura K.,1.27,3.2
2026-02-04,UTR Pro Tennis Series 9,Kobayashi Y.,Ishikawa M.,1.1,5.25
2026-02-04,UTR Pro Tennis Series 9,Papoe C.,Recek D.,5.37,1.1
2026-02-04,UTR Pro Tennis Series 9,Zhu M.,Lomakin G.,1.6,2.08
2026-02-04,UTR Pro Tennis Series 9,Takamisawa T.,Nakanishi S.,1.12,4.75
2026-02-04,UTR Pro Tennis Series 9,Shima S.,Sueoka Y.,2.75,1.36
2026-02-04,UTR Pro Tennis Series 9,Yamamoto N.,Nayuki G.,1.55,2.22
2026-02-05,Montpellier,Fils A. (6),Blanchet U.,1.24,3.97
2026-02-05,Montpellier,Auger Aliassime F. (1),Wawrinka S.,1.31,3.42
2026-02-05,Montpellier,Nardi L.,Cobolli F. (2),2.11,1.71
2026-02-05,Montpellier,Griekspoor T. (4),Carreno-Busta P.,1.64,2.24
2026-02-05,Montpellier,Droguet T.,Kovacevic A. (8),1.8,1.99
2026-02-05,Rosario challenger,Burruchaga R. (5),Olivieri G.,1.16,4.93
2026-02-05,Rosario challenger,Cerundolo J. (4),Torres J.,1.27,3.53
2026-02-05,Brisbane challenger,Ellis B.,Sun F. (7),1.74,2.01
2026-02-05,Brisbane challenger,Hewitt C.,Nakagawa N.,1.75,2.0
2026-02-05,Brisbane challenger,McCabe J. (4),Hazawa S.,1.13,5.66
2026-02-05,Brisbane challenger,Sweeny D. (5),Sach T.,1.09,6.68
2026-02-05,Cleveland challenger,Gojo B.,Boyer T. (3),1.31,3.26
2026-02-05,Cleveland challenger,Sheehy J.,Martin A. (6),2.7,1.43
2026-02-05,Cleveland challenger,Vandecasteele Q.,Boulais J.,1.51,2.45
2026-02-05,Cleveland challenger,Dostanic S.,Langmo C.,1.25,3.76
2026-02-05,Tenerife challenger,Giustino L. (4),Damas M.,1.36,3.02
2026-02-05,Tenerife challenger,Moro Canas A. (8),Rincon D.,1.76,1.98
2026-02-05,Tenerife challenger,Martin Tiffon P.,Llamas Ruiz P. (6),2.73,1.41
2026-02-05,Tenerife challenger,Merida Aguilar D. (2),Sanchez Quilez A.,1.18,4.56
2026-02-05,Cesenatico challenger,Iannaccone F.,Feldbausch K.,4.57,1.18
2026-02-05,Cesenatico challenger,Prihodko O.,Rottoli L.,1.36,3.01
2026-02-05,Cesenatico challenger,Romano F.,Broom C.,4.1,1.21
2026-02-05,Cesenatico challenger,Brancaccio R.,Lokoli L.,1.85,1.86
2026-02-05,Cesenatico challenger,Dalla Valle E.,Vandermeersch C.,1.74,2.02
2026-02-05,Koblenz challenger,Added D. (2),Molleker R.,1.4,2.83
2026-02-05,Koblenz challenger,Kotov P.,Kolar Z. (1),1.5,2.5
2026-02-05,Koblenz challenger,Schoenhaus M.,Zahraj P. (6),2.03,1.73
2026-02-05,Koblenz challenger,Rehberg M.,Gadamauri B.,1.42,2.74
2026-02-05,Koblenz challenger,Gentzsch T. (7),Krumich M.,1.71,2.07
2026-02-05,Koblenz challenger,Uchida K. (4),Wiskandt M.,1.59,2.25
2026-02-05,Futures 2026,Martin T.,Kellovsky D.,2.85,1.37
2026-02-05,Futures 2026,Jubb P.,Malesevic N.,1.11,5.8
2026-02-05,Futures 2026,Hudd E.,Funk A.,1.14,5.11
2026-02-05,Futures 2026,Wendelken H.,Okonkwo O.,1.1,5.96
2026-02-05,Futures 2026,Slavic N.,Chen C.,1.4,2.73
2026-02-05,Futures 2026,Agafonov E.,Trufelli T.,1.35,2.98
2026-02-05,Futures 2026,Chazal M.,Chen Y.,1.12,5.28
2026-02-05,Futures 2026,Gonzalez Fernandez M.,Lenders J.,1.04,9.4
2026-02-05,Futures 2026,Robert N.,Coulibaly E.,12.16,1.02
2026-02-05,Futures 2026,Melnic V.,Basing M.,9.69,1.03
2026-02-05,Futures 2026,Searle H.,Murgett F.,1.19,4.26
2026-02-05,Futures 2026,Matusevich A.,Maxted L.,1.89,1.81
2026-02-05,Futures 2026,Te R.,Lumsden E.,1.58,2.24
2026-02-05,Futures 2026,Echeverria J.,Ehrenschneider N.,2.06,1.69
2026-02-05,Futures 2026,Giunta M.,Papa C.,1.19,4.28
2026-02-05,Futures 2026,Berkieta T.,Sakellaridis D.,1.47,2.52
2026-02-05,Futures 2026,Fenty A.,Li C.,1.49,2.42
2026-02-05,Futures 2026,Colby R.,Clark E.,1.52,2.36
2026-02-05,Futures 2026,Monzon I.,Johnson A.,2.55,1.46
2026-02-05,Futures 2026,Gaines Jr J.,Bertimon C.,1.5,2.4
2026-02-05,Futures 2026,Goncalves Ceolin J.,McFadzean L.,1.8,1.91
2026-02-05,Futures 2026,Tenti F.,Lieberman H.,1.39,2.78
2026-02-05,Futures 2026,Compagnucci T.,Heck H.,1.11,5.67
2026-02-05,Futures 2026,Ciric A.,Grant W.,1.82,1.89
2026-02-05,Futures 2026,Ponwith N.,Brymer G.,2.7,1.41
2026-02-05,Futures 2026,Nefve A.,Teunissen L.,1.28,3.4
2026-02-05,Futures 2026,Ayeni A.,Pinto L.,1.05,8.35
2026-02-05,Futures 2026,Kuperstein A.,Ogura K.,1.64,2.14
2026-02-05,Futures 2026,Shick B.,Jauregui Sainz De Rozas R.,1.03,9.62
2026-02-05,Futures 2026,Hollender N.,Catini N.,8.49,1.05
2026-02-05,Futures 2026,Rodrigues N.,De Alba Valdes R.,1.32,3.12
2026-02-05,Futures 2026,Cooper S.,Peck J.,3.43,1.27
2026-02-05,Futures 2026,Cordoba C.,Gutierrez O.,2.41,1.94
2026-02-05,Futures 2026,Molino J.,Carrascosa Diaz E.,2.51,1.47
2026-02-05,Futures 2026,Parisca I.,Lopez Montagud C.,2.94,1.36
2026-02-05,Futures 2026,Noce G.,Barreto Sanchez D.,4.09,1.2
2026-02-05,Futures 2026,Mazza M.,Hoeyeraal H.,1.16,4.73
2026-02-05,Futures 2026,Hernandez C.,Nagel A.,2.93,1.36
2026-02-05,Futures 2026,Perez Contri S.,Garcia A.,1.31,3.19
2026-02-05,Futures 2026,Bittoun Kouzmine C.,Qabazard E.,1.03,9.89
2026-02-05,Futures 2026,Gonzalez E.,Lopez Morillo I.,4.93,1.3
2026-02-05,Futures 2026,Cho S.,Bailly P.,5.88,1.1
2026-02-05,Futures 2026,Bouchelaghem C.,Ravasio G.,1.05,8.33
2026-02-05,Futures 2026,Campana Lee G.,Rocens M.,1.05,8.55
2026-02-05,Futures 2026,Vincent Ruggeri S.,Kudriashov I.,1.43,2.61
2026-02-05,Futures 2026,Papoe R.,Wagner A.,1.05,7.75
2026-02-05,Futures 2026,Pleshivtsev E.,Poljicak M.,4.79,1.14
2026-02-05,Futures 2026,Pecci A.,Battiston A.,1.24,3.65
2026-02-05,Futures 2026,Neuchrist M.,Waldner N.,1.23,3.73
