date,tournament,player1,player2,odd1,odd2
2025-02-05,UTR Pro Tennis Series 8,Tomida Y.,Nakanishi S.,1.1,5.42
2025-02-05,UTR Pro Tennis Series 8,Matsuda K.,Inoue K.,1.01,10.0
2025-02-05,Futures 2025,Ostapenkov D.,Malgaroli L.,1.24,3.78
2025-02-05,Futures 2025,Bosio G.,Ianin N.,1.0,12.0
2025-02-06,Dallas,Ruud C. (2),Mmoh M.,1.2,4.52
2025-02-06,Dallas,Machac T. (6),Hijikata R.,1.14,5.55
2025-02-06,Dallas,Munar J.,Shelton B. (4),6.83,1.1
2025-02-06,Dallas,Arnaldi M. (8),Davidovich Fokina A.,2.19,1.67
2025-02-06,Dallas,Nishioka Y.,Tiafoe F. (5),2.48,1.53
2025-02-06,Dallas,Shapovalov D.,Kecmanovic M.,1.62,2.27
2025-02-06,Dallas,Fritz T. (1),Rinderknech A.,1.09,7.21
2025-02-06,Rotterdam,Martinez P.,Rune H. (5),4.91,1.18
2025-02-06,Rotterdam,Alcaraz C. (1),Vavassori A.,1.07,8.17
2025-02-06,Rotterdam,Tsitsipas S. (6),Griekspoor T.,1.76,2.06
2025-02-06,Rotterdam,Rublev A. (4),Marozsan F.,1.26,3.86
2025-02-06,Rotterdam,Altmaier D.,Fils A. (7),4.04,1.24
2025-02-06,Rotterdam,De Minaur A. (3),Mensik J.,1.39,3.01
2025-02-06,Lille challenger,Paris T.,Poullain L.,1.75,1.99
2025-02-06,Lille challenger,Bouquier A.,Bonzi B. (1),5.05,1.15
2025-02-06,Lille challenger,Gea A.,Prihodko O.,1.32,3.25
2025-02-06,Lille challenger,Rehberg M.,Kym J. (6),3.18,1.33
2025-02-06,Lille challenger,Hemery C.,Majchrzak K. (4),2.72,1.41
2025-02-06,Lille challenger,Blockx A. (8),Kachmazov A.,1.49,2.51
2025-02-06,Rosario challenger,Baez S. (1),Heide G.,1.32,3.21
2025-02-06,Rosario challenger,Ficovich J.,Dzumhur D. (4),1.97,1.76
2025-02-06,Rosario challenger,Passaro F. (5),Collarini A.,1.45,2.62
2025-02-06,Rosario challenger,Cerundolo J.,Coria F. (7),2.07,1.69
2025-02-06,Rosario challenger,Dellien M.,Meligeni Rodrigues Alves F.,2.46,1.51
2025-02-06,Rosario challenger,Dellien H.,Nagal S. (8),1.66,2.14
2025-02-06,Rosario challenger,Comesana F. (3),Pellegrino A.,1.43,2.7
2025-02-06,Rosario challenger,Ugo Carabelli C. (6),Schwartzman D.,1.26,3.59
2025-02-06,Rosario challenger,Heide G.,Mena F.,1.49,2.46
2025-02-06,Chennai challenger,Ovcharenko O.,Zakharov A.,2.06,1.71
2025-02-06,Chennai challenger,Jacquet K.,Galarneau A. (4),1.76,1.98
2025-02-06,Chennai challenger,Svrcina D.,Harris L. (2),1.84,1.89
2025-02-06,Chennai challenger,Harris B. (1),Kirkin E.,1.37,2.95
2025-02-06,Chennai challenger,Mochizuki S. (5),Geerts M.,1.3,3.32
2025-02-06,Chennai challenger,Skatov T. (7),Karatsev A.,3.15,1.33
2025-02-06,Brisbane 3 challenger,Jasika O. (6),Gengel M.,1.9,1.82
2025-02-06,Brisbane 3 challenger,Ilagan A.,Imamura M.,1.65,2.14
2025-02-06,Brisbane 3 challenger,Walton A. (1),Moriya H.,1.1,6.57
2025-02-06,Brisbane 3 challenger,Tu L. (4),Delaney J.,1.11,5.98
2025-02-06,Tenerife challenger,Moro Canas A.,Llamas Ruiz P.,1.56,2.34
2025-02-06,Tenerife challenger,Monday J.,Koepfer D.,2.23,1.61
2025-02-06,Tenerife challenger,Rocha H.,Butvilas E.,1.7,2.06
2025-02-06,Tenerife challenger,Gaubas V.,Alvarez Varona N.,2.63,1.45
2025-02-06,Tenerife challenger,Martin Tiffon P.,Barranco Cosano J.,2.17,1.63
2025-02-06,Futures 2025,Oberleitner N.,Fomin S.,1.98,1.75
2025-02-06,Futures 2025,Piraino G.,Pavlovic L.,1.76,1.96
2025-02-06,Futures 2025,Michalski D.,Aytekin M.,1.01,17.0
2025-02-06,Futures 2025,Mazza M.,Picchione A.,2.29,1.56
2025-02-06,Futures 2025,Popovic S.,Bilozertsev N.,1.2,4.07
2025-02-06,Futures 2025,Sperle J.,Weis A.,2.09,1.94
2025-02-06,Futures 2025,Pacheco Mendez R.,Martinez T.,1.14,5.04
2025-02-06,Futures 2025,Kolar Z.,Serdarusic N.,1.27,4.04
2025-02-06,Futures 2025,Rodriguez L.,Cid Subervi R.,2.23,1.58
2025-02-06,Futures 2025,Escobedo E.,Zhu E.,1.16,4.63
2025-02-06,Futures 2025,Pannu K.,Fishback R.,1.31,3.18
2025-02-06,Futures 2025,Tudorica A.,Osorio J.,1.21,3.97
2025-02-06,Futures 2025,Schachter N.,Strode I.,1.65,2.13
2025-02-06,Futures 2025,Kuzuhara B.,Aguilar J.,2.18,1.62
2025-02-06,Futures 2025,Bouquet L.,Kennedy J.,1.51,2.41
2025-02-06,Futures 2025,Martin A.,Johnston N.,1.51,2.42
2025-02-06,Futures 2025,Bertran P.,Monferrer E.,1.11,5.57
2025-02-06,Futures 2025,Arseneault M.,Hollender N.,1.19,4.15
2025-02-06,Futures 2025,McHugh A.,Van Noord N.,1.01,13.4
2025-02-06,Futures 2025,Perez A.,Arseneault N.,1.24,3.68
2025-02-06,Futures 2025,Johns G.,Kingsley C.,2.17,1.62
2025-02-06,Futures 2025,Zink T.,Goncalves Ceolin J.,1.06,7.61
2025-02-06,Futures 2025,Maloney P.,Rybakov A.,2.0,1.72
2025-02-06,Futures 2025,De Krom M.,Fita Juan S.,1.05,8.28
2025-02-06,Futures 2025,Chazal M.,Gschwendtner J.,1.15,5.2
2025-02-06,Futures 2025,Pennaforti G.,Martinez M.,1.2,4.15
2025-02-06,Futures 2025,Barreto Sanchez D.,Vasa E.,1.13,5.25
2025-02-06,Futures 2025,Neuchrist M.,Fantini L.,1.3,3.25
2025-02-06,Futures 2025,Carboni L.,Honda N.,2.66,1.42
2025-02-06,Futures 2025,Nikles J.,Mubarak A.,1.04,8.89
2025-02-06,Futures 2025,Dhamne M.,Sanchez Quilez A.,2.48,1.49
2025-02-06,Futures 2025,Mrva M.,Sakellaridis D.,1.16,4.62
2025-02-06,Futures 2025,Philippov E.,Dussin L.,1.4,2.7
2025-02-06,Futures 2025,Lopez Montagud C.,Sheyngezikht L.,1.13,5.16
2025-02-06,Futures 2025,Alcala Gurri M.,Gutierrez O.,1.23,4.07
2025-02-06,Futures 2025,Marti Pujolras A.,Santamarta Roig A.,1.3,3.24
2025-02-06,Futures 2025,Ilkel C.,De Lange P.,1.05,8.68
2025-02-06,Futures 2025,Krumich M.,Rivera L.,1.09,6.43
2025-02-06,Futures 2025,Manzanera Pertusa A.,Gulin S.,2.7,1.4
2025-02-06,Futures 2025,Binda A.,Balshaw F.,1.16,5.29
2025-02-06,Futures 2025,Oetzbach A.,Bosio G.,1.57,3.37
2025-02-06,Futures 2025,Gonzalez Fernandez M.,Clark E.,1.4,2.75
2025-02-06,Futures 2025,Andaloro F.,Tabacco F.,2.0,1.72
2025-02-06,Futures 2025,Poling K.,Gorokhov M.,1.49,2.48
2025-02-06,Futures 2025,Barroso Campos A.,Blanch D.,1.49,2.48
2025-02-06,Futures 2025,Alkaya M.,Balciunas M.,1.32,3.19
2025-02-06,Futures 2025,Lapalu V.,Petrov A.,2.55,1.46
2025-02-06,Futures 2025,Simakin I.,Arutiunian E.,1.13,5.09
2025-02-06,Futures 2025,Boitan G.,Krajci M.,1.19,4.24
2025-02-06,Futures 2025,Purtseladze S.,Hipfl N.,1.53,3.07
2025-02-06,Futures 2025,Ostapenkov D.,Wallin O.,1.65,3.25
2025-02-06,Futures 2025,Forger A.,Andre S.,1.51,3.47
2025-02-06,Futures 2025,Beauge M.,Wehnelt K.,1.67,2.08
2025-02-06,Futures 2025,Duran T.,Thurner N.,1.28,3.98
2025-02-06,Futures 2025,Karlovskiy E.,Nedelko I.,1.17,4.1
2025-02-06,UTR Pro Tennis Series 3,Irwanto J.,Schiffman E.,1.82,1.82
2025-02-06,UTR Pro Tennis Series 3,Chang A.,Phung T.,1.07,6.0
2025-02-06,UTR Pro Tennis Series 3,Vandecasteele Q.,Chunduru A.,1.02,9.17
2025-02-06,UTR Pro Tennis Series 3,Lechno-Wasiutynski F.,Wright M.,1.25,3.28
2025-02-06,UTR Pro Tennis Series 5,Nesterov P.,Bukovec R.,1.0,17.0
2025-02-06,UTR Pro Tennis Series 5,Fernandez Flores D.,Mesquida Berg O.,1.06,7.25
2025-02-06,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Porras J.,7.0,1.05
2025-02-06,UTR Pro Tennis Series 5,McDonnell C.,Kirov V.,1.82,1.82
2025-02-06,UTR Pro Tennis Series 5,Pavel B.,Malesevic N.,1.48,2.43
2025-02-06,UTR Pro Tennis Series 5,Manukyan V.,Vlasceanu E.,1.44,2.51
2025-02-06,UTR Pro Tennis Series 5,Ridout F.,Li W.,1.13,4.7
2025-02-06,UTR Pro Tennis Series 5,Lumsden E.,Mcintosh E.,1.06,6.58
2025-02-06,UTR Pro Tennis Series 5,Watzka R.,Keegan R.,1.16,4.32
2025-02-06,UTR Pro Tennis Series 5,Echeverria J.,Ros Mesas M.,1.02,8.67
2025-02-06,UTR Pro Tennis Series 5,Lazarov G.,Stanisavljevic M.,1.07,6.5
2025-02-06,UTR Pro Tennis Series 5,Latinovic S.,Denisov I.,1.24,3.63
2025-02-06,UTR Pro Tennis Series 5,Amoros Ramos P.,Redondo Pereira D.,1.17,4.5
2025-02-06,UTR Pro Tennis Series 5,Radovanovic T.,Ignat D.,1.28,3.28
2025-02-06,UTR Pro Tennis Series 6,Yang J.,Kis Balazs R.,1.36,2.82
2025-02-06,UTR Pro Tennis Series 6,Johansson O.,Fedorov T.,1.05,7.17
2025-02-06,UTR Pro Tennis Series 6,Kivattsev K.,Paardekooper S.,1.16,4.5
2025-02-06,UTR Pro Tennis Series 6,Bobrov B.,Maute J.,1.84,1.79
2025-02-06,UTR Pro Tennis Series 6,Bien D.,De Boes M.,2.62,1.41
2025-02-06,UTR Pro Tennis Series 6,Corsaro G.,Makzoume Y.,1.17,4.5
2025-02-06,UTR Pro Tennis Series 8,Kawachi K.,Matsumura R.,2.9,1.34
2025-02-06,UTR Pro Tennis Series 8,Kobayashi Y.,Mochizuki K.,1.09,5.0
2025-02-06,UTR Pro Tennis Series 8,Sueoka Y.,Kikuchi G.,1.82,1.82
2025-02-06,UTR Pro Tennis Series 8,Yamanaka A.,Mehrotra A.,2.78,1.34
2025-02-06,UTR Pro Tennis Series 8,Matsuda K.,Nakanishi S.,1.07,6.33
2025-02-07,Dallas,Ruud C. (2),Nishioka Y.,1.37,3.06
2025-02-07,Dallas,Munar J.,Arnaldi M. (8),2.34,1.59
2025-02-07,Dallas,Shapovalov D.,Fritz T. (1),3.56,1.29
2025-02-07,Dallas,Paul T. (3),Quinn E.,1.16,5.25
2025-02-07,Dallas,Opelka R.,Norrie C.,1.73,2.08
2025-02-07,Rotterdam,Hurkacz H. (8),Rublev A. (4),2.06,1.74
2025-02-07,Rotterdam,Alcaraz C. (1),Martinez P.,1.05,10.04
2025-02-07,Rotterdam,Bellucci M.,Tsitsipas S. (6),2.76,1.43
2025-02-07,Rotterdam,De Minaur A. (3),Altmaier D.,1.06,9.5
2025-02-07,Lille challenger,Royer V.,Gea A.,1.88,1.86
2025-02-07,Lille challenger,Pouille L. (3),Blockx A. (8),1.75,2.01
2025-02-07,Lille challenger,Bouquier A.,Paris T.,1.84,1.89
2025-02-07,Lille challenger,Hemery C.,Rehberg M.,1.71,2.07
2025-02-07,Rosario challenger,Dellien H.,Comesana F. (3),2.12,1.68
2025-02-07,Rosario challenger,Ugo Carabelli C. (6),Ficovich J.,1.68,2.11
2025-02-07,Rosario challenger,Dellien M.,Cerundolo J.,2.77,1.41
2025-02-07,Rosario challenger,Ugo Carabelli C. (6),Justo G.,1.15,5.1
2025-02-07,Chennai challenger,Harris B. (1),Skatov T. (7),2.02,1.75
2025-02-07,Chennai challenger,Ymer E.,Noguchi R.,1.7,2.08
2025-02-07,Chennai challenger,Jacquet K.,Mochizuki S. (5),1.7,2.08
2025-02-07,Chennai challenger,Svrcina D.,Ovcharenko O.,1.28,3.48
2025-02-07,Brisbane 3 challenger,Jasika O. (6),Tu L. (4),2.66,1.44
2025-02-07,Brisbane 3 challenger,Walton A. (1),Ilagan A.,1.19,4.37
2025-02-07,Brisbane 3 challenger,Kubler J.,McCabe J. (8),1.59,2.25
2025-02-07,Brisbane 3 challenger,Langmo C.,Shimizu Y. (5),2.51,1.5
2025-02-07,Tenerife challenger,Carreno-Busta P.,Gaubas V.,1.11,6.11
2025-02-07,Tenerife challenger,Martin Tiffon P.,Monday J.,3.68,1.26
2025-02-07,Tenerife challenger,Moro Canas A.,Hassan B.,1.78,1.96
2025-02-07,Tenerife challenger,Rocha H.,Shelbayh A.,1.59,2.25
2025-02-07,Futures 2025,Michalski D.,Popovic S.,1.22,3.91
2025-02-07,Futures 2025,Pacheco Mendez R.,Oberleitner N.,2.14,1.63
2025-02-07,Futures 2025,Kolar Z.,Mazza M.,1.27,3.47
2025-02-07,Futures 2025,Piraino G.,Sperle J.,1.52,2.41
2025-02-07,Futures 2025,Kuzuhara B.,Escobedo E.,2.41,1.51
2025-02-07,Futures 2025,Johns G.,Martin A.,1.59,2.23
2025-02-07,Futures 2025,Tudorica A.,Schachter N.,1.39,2.78
2025-02-07,Futures 2025,Pannu K.,Strode E.,1.57,2.25
2025-02-07,Futures 2025,Perez A.,McHugh A.,1.84,1.84
2025-02-07,Futures 2025,Bertran P.,Arseneault M.,1.29,3.28
2025-02-07,Futures 2025,Zink T.,Maloney P.,1.83,1.86
2025-02-07,Futures 2025,Rodriguez L.,Bouquet L.,1.64,2.11
2025-02-07,Futures 2025,Barreto Sanchez D.,Marti Pujolras A.,2.43,1.52
2025-02-07,Futures 2025,Chazal M.,Manzanera Pertusa A.,1.7,2.04
2025-02-07,Futures 2025,Pennaforti G.,Lopez Montagud C.,2.02,1.71
2025-02-07,Futures 2025,Alcala Gurri M.,De Krom M.,1.84,1.84
2025-02-07,Futures 2025,Krumich M.,Philippov E.,1.93,1.8
2025-02-07,Futures 2025,Purtseladze S.,Ostapenkov D.,1.85,1.84
2025-02-07,Futures 2025,Boitan G.,Oetzbach A.,1.27,3.4
2025-02-07,Futures 2025,Simakin I.,Binda A.,1.39,2.77
2025-02-07,Futures 2025,Nikles J.,Lapalu V.,1.16,4.64
2025-02-07,Futures 2025,Duran T.,Beauge M.,2.6,1.44
2025-02-07,Futures 2025,Ilkel C.,Forger A.,1.2,4.03
2025-02-07,UTR Pro Tennis Series 3,Chen D.,Ciocanu A.,1.15,4.57
2025-02-07,UTR Pro Tennis Series 3,Chang A.,Ayeni A.,2.54,1.41
2025-02-07,UTR Pro Tennis Series 3,Schiffman E.,Phung T.,1.61,2.12
2025-02-07,UTR Pro Tennis Series 3,Dean T.,Seversen M.,1.02,9.17
2025-02-07,UTR Pro Tennis Series 3,Chunduru A.,Ciocanu A.,2.65,1.37
2025-02-07,UTR Pro Tennis Series 3,Vandecasteele Q.,Aney A.,1.07,6.33
2025-02-07,UTR Pro Tennis Series 5,Ivanchev L.,Bukovec R.,1.35,2.9
2025-02-07,UTR Pro Tennis Series 5,Mesquida Berg O.,Ingles Garre S.,6.33,1.07
2025-02-07,UTR Pro Tennis Series 5,Nesterov P.,Kirov V.,1.04,8.25
2025-02-07,UTR Pro Tennis Series 5,Porras J.,Moser N.,1.02,8.25
2025-02-07,UTR Pro Tennis Series 5,Denisov I.,Radovanovic T.,1.35,2.82
2025-02-07,UTR Pro Tennis Series 5,Fernandez Flores D.,Li W.,1.02,8.25
2025-02-07,UTR Pro Tennis Series 5,Manukyan V.,Malesevic N.,5.25,1.09
2025-02-07,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Ciulli R.,1.02,9.25
2025-02-07,UTR Pro Tennis Series 5,Ivanov M.,Vlasceanu E.,2.45,1.45
2025-02-07,UTR Pro Tennis Series 5,Lumsden E.,Keisidis C.,1.06,6.83
2025-02-07,UTR Pro Tennis Series 5,Echeverria J.,Watzka R.,1.02,9.0
2025-02-07,UTR Pro Tennis Series 5,Ros Mesas M.,Zeng Y.,6.33,1.07
2025-02-07,UTR Pro Tennis Series 5,Latinovic S.,Drayton T.,1.09,6.25
2025-02-07,UTR Pro Tennis Series 5,Mcintosh E.,Stanisavljevic M.,1.51,2.33
2025-02-07,UTR Pro Tennis Series 6,Hallquist Lithen J.,Quang Hien Pham H.,1.11,5.63
2025-02-07,UTR Pro Tennis Series 6,Mashtakov M.,Corsaro G.,1.23,3.58
2025-02-07,UTR Pro Tennis Series 6,Van Tilburg R.,Nucera T.,1.27,3.4
2025-02-07,UTR Pro Tennis Series 6,Kivattsev K.,Kis Balazs R.,1.06,7.0
2025-02-07,UTR Pro Tennis Series 6,Fekete J.,De Boes M.,1.38,2.73
2025-02-07,UTR Pro Tennis Series 6,Yang J.,Sakellaridis M.,1.32,3.13
2025-02-07,UTR Pro Tennis Series 6,Bobrov B.,Volz M.,1.16,4.35
2025-02-07,UTR Pro Tennis Series 6,Maute J.,Fedorov T.,1.03,9.0
2025-02-07,UTR Pro Tennis Series 8,Kawahashi Y.,Kobayashi Y.,1.64,2.07
2025-02-07,UTR Pro Tennis Series 8,Matsumura R.,Yamamoto N.,1.03,8.0
2025-02-07,UTR Pro Tennis Series 8,Ono C.,Yamanaka A.,3.0,1.3
2025-02-07,UTR Pro Tennis Series 8,Kawachi K.,Sueoka Y.,1.12,5.03
2025-02-07,UTR Pro Tennis Series 8,Inoue K.,Nakanishi S.,2.68,1.38
2025-02-08,Dallas,Ruud C. (2),Munar J.,1.34,3.21
2025-02-08,Dallas,Shapovalov D.,Machac T. (6),2.12,1.71
2025-02-08,Dallas,Paul T. (3),Opelka R.,1.5,2.57
2025-02-08,Rotterdam,Alcaraz C. (1),Hurkacz H. (8),1.23,4.14
2025-02-08,Rotterdam,De Minaur A. (3),Bellucci M.,1.19,4.64
2025-02-08,Lille challenger,Pouille L. (3),Royer V.,1.47,2.56
2025-02-08,Lille challenger,Bouquier A.,Hemery C.,2.24,1.61
2025-02-08,Rosario challenger,Ugo Carabelli C. (6),Dellien M.,1.3,3.34
2025-02-08,Rosario challenger,Baez S. (1),Passaro F. (5),1.43,2.72
2025-02-08,Chennai challenger,Ymer E.,Harris B. (1),1.82,1.92
2025-02-08,Chennai challenger,Jacquet K.,Svrcina D.,2.16,1.65
2025-02-08,Brisbane 3 challenger,Walton A. (1),Jasika O. (6),1.39,2.85
2025-02-08,Brisbane 3 challenger,Kubler J.,Langmo C.,1.21,4.12
2025-02-08,Tenerife challenger,Carreno-Busta P.,Martin Tiffon P.,1.18,4.55
2025-02-08,Tenerife challenger,Moro Canas A.,Rocha H.,2.03,1.73
2025-02-08,Futures 2025,Michalski D.,Piraino G.,1.35,2.92
2025-02-08,Futures 2025,Kolar Z.,Pacheco Mendez R.,1.41,2.82
2025-02-08,Futures 2025,Perez A.,Pannu K.,1.31,3.17
2025-02-08,Futures 2025,Tudorica A.,Bertran P.,2.12,1.65
2025-02-08,Futures 2025,Dhamne M.,Barroso Campos A.,2.46,1.49
2025-02-08,Futures 2025,Kuzuhara B.,Zink T.,2.14,1.91
2025-02-08,Futures 2025,Johns G.,Rodriguez L.,1.87,2.25
2025-02-08,Futures 2025,Carboni L.,Poling K.,1.84,1.84
2025-02-08,Futures 2025,Nikles J.,Duran T.,1.27,3.41
2025-02-08,Futures 2025,Alcala Gurri M.,Chazal M.,2.53,1.52
2025-02-08,Futures 2025,Pennaforti G.,Barreto Sanchez D.,1.79,1.88
2025-02-08,Futures 2025,Poling K.,Gonzalez Fernandez M.,2.0,1.73
2025-02-08,Futures 2025,Dhamne M.,Neuchrist M.,2.73,1.39
2025-02-08,Futures 2025,Barroso Campos A.,Andaloro F.,1.53,2.34
2025-02-08,Futures 2025,Carboni L.,Mrva M.,2.15,1.63
2025-02-08,Futures 2025,Ilkel C.,Alkaya M.,1.27,3.41
2025-02-08,Futures 2025,Krumich M.,Simakin I.,3.0,1.36
2025-02-08,Futures 2025,Purtseladze S.,Boitan G.,2.38,1.55
2025-02-08,UTR Pro Tennis Series 3,Chunduru P.,Ciocanu A.,3.72,1.22
2025-02-08,UTR Pro Tennis Series 3,Irwanto J.,Wright M.,1.59,2.17
2025-02-08,UTR Pro Tennis Series 3,Schiffman E.,Seversen M.,1.23,3.58
2025-02-08,UTR Pro Tennis Series 3,Chen D.,Ayeni A.,3.13,1.3
2025-02-08,UTR Pro Tennis Series 3,Stepanov T.,Lechno-Wasiutynski F.,1.57,2.2
2025-02-08,UTR Pro Tennis Series 3,Dean T.,Chang A.,1.82,1.82
2025-02-08,UTR Pro Tennis Series 3,Vandecasteele Q.,Munk Mesa B.,1.05,7.0
2025-02-08,UTR Pro Tennis Series 3,Lechno-Wasiutynski F.,Seversen M.,1.02,8.67
2025-02-08,UTR Pro Tennis Series 3,Dean T.,Wright M.,1.02,8.67
2025-02-08,UTR Pro Tennis Series 3,Ayeni A.,Irwanto J.,1.03,8.0
2025-02-08,UTR Pro Tennis Series 3,Chang A.,Schiffman E.,1.07,6.33
2025-02-08,UTR Pro Tennis Series 3,Aney A.,Chunduru A.,1.11,5.0
2025-02-08,UTR Pro Tennis Series 3,Munk Mesa B.,Lee W.,1.31,3.08
2025-02-08,UTR Pro Tennis Series 5,Mcintosh E.,Manukyan V.,2.17,1.59
2025-02-08,UTR Pro Tennis Series 5,Latinovic S.,Pavel B.,2.23,1.56
2025-02-08,UTR Pro Tennis Series 5,Ciulli R.,Keegan R.,1.82,1.82
2025-02-08,UTR Pro Tennis Series 5,Keisidis C.,Ivanchev L.,1.38,2.68
2025-02-08,UTR Pro Tennis Series 5,Radovanovic T.,Kirov V.,1.82,1.82
2025-02-08,UTR Pro Tennis Series 5,Mesquida Berg O.,Watzka R.,2.12,1.61
2025-02-08,UTR Pro Tennis Series 5,Amoros Ramos P.,Zuckerman A.,1.1,5.42
2025-02-08,UTR Pro Tennis Series 5,Ingles Garre S.,Ros Mesas M.,1.47,2.43
2025-02-08,UTR Pro Tennis Series 5,Lumsden E.,McDonnell C.,1.08,6.5
2025-02-08,UTR Pro Tennis Series 5,Nesterov P.,Lazarov G.,1.14,4.53
2025-02-08,UTR Pro Tennis Series 5,Vlasceanu E.,Ignat D.,2.22,1.56
2025-02-08,UTR Pro Tennis Series 5,Ivanov M.,Drayton T.,1.82,1.82
2025-02-08,UTR Pro Tennis Series 5,Stanisavljevic M.,Bukovec R.,1.15,4.35
2025-02-08,UTR Pro Tennis Series 5,Malesevic N.,Denisov I.,1.34,2.9
2025-02-08,UTR Pro Tennis Series 6,Quang Hien Pham H.,Fedorov T.,1.61,2.12
2025-02-08,UTR Pro Tennis Series 6,Paardekooper S.,Maute J.,2.62,1.39
2025-02-08,UTR Pro Tennis Series 6,Johansson O.,Sakellaridis M.,1.54,2.23
2025-02-08,UTR Pro Tennis Series 6,Yang J.,Corsaro G.,1.42,2.56
2025-02-08,UTR Pro Tennis Series 6,Makzoume Y.,Kis Balazs R.,3.5,1.28
2025-02-08,UTR Pro Tennis Series 6,Van Tilburg R.,Fekete J.,1.62,2.2
2025-02-08,UTR Pro Tennis Series 6,Volz M.,Bien D.,1.4,2.75
2025-02-08,UTR Pro Tennis Series 6,Hallquist Lithen J.,Kivattsev K.,3.0,1.36
2025-02-08,UTR Pro Tennis Series 6,Mashtakov M.,Bobrov B.,1.83,1.83
2025-02-08,UTR Pro Tennis Series 6,De Boes M.,Nucera T.,1.83,1.83
2025-02-08,UTR Pro Tennis Series 8,Kawahashi Y.,Yamanaka A.,1.1,5.13
2025-02-08,UTR Pro Tennis Series 8,Kobayashi Y.,Matsuda K.,1.81,1.82
2025-02-08,UTR Pro Tennis Series 8,Kikuchi G.,Mochizuki K.,2.22,1.56
2025-02-08,UTR Pro Tennis Series 8,Tomida Y.,Kawachi K.,1.83,1.81
2025-02-08,UTR Pro Tennis Series 8,Matsumura R.,Mehrotra A.,1.23,3.58
2025-02-08,Buenos Aires,Torres J.,Tseng C. (8),1.78,2.0
2025-02-08,Buenos Aires,Burruchaga R.,Heide G.,1.83,1.92
2025-02-08,Buenos Aires,Passaro F. (1),Galan D.,1.68,2.12
2025-02-08,Buenos Aires,Cerundolo J.,Faria J. (5),1.91,1.85
2025-02-08,Buenos Aires,Nagal S. (4),Ficovich J.,1.67,2.15
2025-02-08,Buenos Aires,Meligeni Rodrigues Alves F.,Monteiro T. (2),2.72,1.44
2025-02-08,Buenos Aires,Coria F. (3),Tirante T.,1.65,2.2
2025-02-08,Buenos Aires,Djere L. (6),Trungelliti M.,1.34,3.22
2025-02-08,Delray Beach,Popko D.,Gomez F. (3),2.43,1.52
2025-02-08,Delray Beach,Svajda Z. (7),Kozlov S.,1.47,2.62
2025-02-08,Delray Beach,Mmoh M.,Albot R. (6),1.38,2.96
2025-02-08,Delray Beach,Quinn E.,Barrios Vera M. (4),1.37,3.01
2025-02-08,Delray Beach,Boyer T. (1),Wolf J.,1.65,2.19
2025-02-08,Delray Beach,Daniel T. (2),Draxl L.,2.12,1.69
2025-02-08,Delray Beach,Cassone M.,Krueger M. (5),2.44,1.53
2025-02-09,Dallas,Shapovalov D.,Ruud C. (2),1.65,2.22
2025-02-09,Dallas,Shapovalov D.,Paul T. (3),2.55,1.51
2025-02-09,Rotterdam,Alcaraz C. (1),De Minaur A. (3),1.35,3.19
2025-02-09,Lille challenger,Bouquier A.,Pouille L. (3),3.22,1.32
2025-02-09,Rosario challenger,Ugo Carabelli C. (6),Dellien H.,1.87,1.86
2025-02-09,Rosario challenger,Dellien H.,Baez S. (1),3.75,1.25
2025-02-09,Chennai challenger,Jacquet K.,Ymer E.,1.69,2.1
2025-02-09,Brisbane 3 challenger,Walton A. (1),Kubler J.,1.77,1.97
2025-02-09,Tenerife challenger,Carreno-Busta P.,Moro Canas A.,1.29,3.41
2025-02-09,Futures 2025,Michalski D.,Kolar Z.,1.84,1.84
2025-02-09,Futures 2025,Perez A.,Tudorica A.,1.44,2.59
2025-02-09,Futures 2025,Kuzuhara B.,Johns G.,2.02,1.71
2025-02-09,Futures 2025,Ilkel C.,Nikles J.,1.53,2.36
2025-02-09,Futures 2025,Alcala Gurri M.,Pennaforti G.,1.71,2.01
2025-02-09,Futures 2025,Dhamne M.,Carboni L.,1.54,2.38
2025-02-09,Futures 2025,Purtseladze S.,Krumich M.,1.83,1.87
2025-02-09,UTR Pro Tennis Series 3,Dean T.,Vandecasteele Q.,1.49,2.45
2025-02-09,UTR Pro Tennis Series 3,Chen D.,Stepanov T.,2.33,1.51
2025-02-09,UTR Pro Tennis Series 3,Schiffman E.,Lee W.,2.0,1.7
2025-02-09,UTR Pro Tennis Series 5,Keisidis C.,Ivanov M.,1.61,2.13
2025-02-09,UTR Pro Tennis Series 5,Stanisavljevic M.,Vlasceanu E.,1.66,2.08
2025-02-09,UTR Pro Tennis Series 5,Ciulli R.,Li W.,1.82,1.84
2025-02-09,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Cekirge K.,1.73,1.93
2025-02-09,UTR Pro Tennis Series 5,Porras J.,Naharro D.,1.09,5.67
2025-02-09,UTR Pro Tennis Series 5,Mesquida Berg O.,Moser N.,1.83,1.83
2025-02-09,UTR Pro Tennis Series 5,Nesterov P.,Latinovic S.,1.48,2.45
2025-02-09,UTR Pro Tennis Series 5,Lumsden E.,Malesevic N.,1.4,2.68
2025-02-09,UTR Pro Tennis Series 5,Mcintosh E.,Radovanovic T.,1.82,1.82
