date,tournament,player1,player2,odd1,odd2
2025-01-01,United Cup,Fritz T.,Zhang Z.,1.13,5.73
2025-01-01,United Cup,De Minaur A.,Harris B.,1.05,9.69
2025-01-01,United Cup,Shevchenko A.,Masur D.,1.04,7.01
2025-01-01,United Cup,Machac T.,Hurkacz H.,1.75,2.04
2025-01-01,Brisbane,Thompson J. (8),Michelsen A.,1.69,2.16
2025-01-01,Brisbane,Dimitrov G. (2),Vukic A.,1.2,4.52
2025-01-01,Brisbane,Jarry N.,Bonzi B.,2.49,1.53
2025-01-01,Brisbane,Lehecka J.,Nishioka Y.,1.41,2.89
2025-01-01,Hong Kong ATP,Nishikori K.,Khachanov K. (3),2.17,1.67
2025-01-01,Hong Kong ATP,Fils A. (4),Bergs Z.,1.45,2.7
2025-01-01,Hong Kong ATP,Norrie C.,Sonego L.,1.6,2.31
2025-01-01,Hong Kong ATP,Muller A.,Kecmanovic M.,2.79,1.43
2025-01-01,Noumea challenger,Fucsovics M. (2),Janvier M.,1.17,4.74
2025-01-01,Noumea challenger,Rodionov J. (6),Paire B.,1.44,2.64
2025-01-01,Noumea challenger,Lestienne C. (8),Holmgren A.,1.58,2.28
2025-01-01,Noumea challenger,Couacaud E.,Takahashi Y.,1.3,3.38
2025-01-01,Noumea challenger,Bouzige M.,Camus C.,1.22,3.97
2025-01-01,Noumea challenger,Vacherot V. (4),Taguchi R.,1.24,3.77
2025-01-01,Noumea challenger,Ichikawa T.,Brouwer G. (7),7.25,1.08
2025-01-01,Noumea challenger,Mochizuki S.,Ilagan A.,1.53,2.38
2025-01-01,Canberra 2 challenger,Landaluce M.,Sweeny D.,1.14,5.27
2025-01-01,Canberra 2 challenger,Fonseca J.,Ajdukovic D.,1.17,4.81
2025-01-01,Canberra 2 challenger,Watanuki Y.,Burruchaga R.,1.4,2.78
2025-01-01,Canberra 2 challenger,Quinn E.,Kypson P.,1.75,2.0
2025-01-01,Canberra 2 challenger,Eubanks C.,Galarneau A.,1.68,2.1
2025-01-01,Canberra 2 challenger,Kopriva V.,Dzumhur D. (3),1.85,1.83
2025-01-01,Canberra 2 challenger,Fearnley J. (6),Trotter J.,1.54,2.4
2025-01-01,Canberra 2 challenger,Mayot H.,Galan D.,1.64,2.17
2025-01-01,Nonthaburi challenger,Karatsev A.,Hassan B. (8),1.44,2.61
2025-01-01,Nonthaburi challenger,Barrere G. (2),Svrcina D.,2.02,1.72
2025-01-01,Nonthaburi challenger,Dalla Valle E.,Trungelliti M. (1),2.2,1.62
2025-01-01,Nonthaburi challenger,Sultanov K.,Moriya H.,1.47,2.55
2025-01-01,Nonthaburi challenger,Mager G.,Droguet T. (4),2.75,1.41
2025-01-01,Nonthaburi challenger,Neumayer L.,Denolly C.,1.25,3.67
2025-01-01,Nonthaburi challenger,Sakamoto R.,Chidekh C. (5),2.33,1.56
2025-01-01,Nonthaburi challenger,Coppejans K.,Tabur C.,1.54,2.37
2025-01-01,Futures 2024,Bax F.,Kamath M.,1.1,6.06
2025-01-01,Futures 2024,Zhukov M.,Ramanathan R.,2.57,1.45
2025-01-01,Futures 2024,Agafonov E.,Jaisinghani R.,1.06,7.73
2025-01-01,Futures 2024,Vithoontien L.,Chen X.,1.61,2.17
2025-01-01,Futures 2024,Park S.,Hudd E.,5.05,1.14
2025-01-01,Futures 2024,Huang T.,Yamanaka T.,1.85,1.84
2025-01-01,Futures 2024,Sumizawa D.,Kusuhara Y.,1.77,1.93
2025-01-01,Futures 2024,Nakagawa S.,Bittoun Kouzmine C.,2.06,1.69
2025-01-01,Futures 2024,Nandal Y.,Inui Y.,1.57,2.27
2025-01-01,Futures 2024,Gray A.,Kalyanpur A.,1.07,7.0
2025-01-01,Futures 2024,Matsuoka H.,Bobrov B.,1.84,1.84
2025-01-01,Futures 2024,Javia D.,Suresh K.,1.03,11.17
2025-01-01,Futures 2024,Crawford O.,Fomin S.,1.67,2.09
2025-01-01,Futures 2024,Banerjee S.,Vanshelboim E.,1.37,2.87
2025-01-01,Futures 2024,Suresh D.,Lomakin G.,1.14,4.96
2025-01-01,Futures 2024,Orlov V.,Eqbal I.,1.13,5.33
2025-01-01,Futures 2024,Erhard M.,Sureshkumar M.,1.25,3.57
2025-01-01,Futures 2024,Rawat S.,Munim D.,1.05,8.5
2025-01-01,Futures 2024,Dzhavakian Y.,Vishwakarma S.,1.51,2.46
2025-01-01,Futures 2024,Shah A.,Sinha N.,1.23,3.81
2025-01-01,Futures 2024,Duhan C.,Dev S.,3.24,1.3
2025-01-01,Futures 2024,Vardhan V.,Palan D.,3.0,1.34
2025-01-01,Futures 2024,Chung H.,Tomida Y.,1.14,4.97
2025-01-01,Futures 2024,Ferguson C.,Lee D.,2.93,1.35
2025-01-01,Futures 2024,Kukasian A.,Arutiunian E.,2.41,1.52
2025-01-01,Futures 2024,Sornlaksup P.,Masabayashi T.,1.84,1.85
2025-01-01,Futures 2024,M Rifki F.,Parikh H.,1.1,5.93
2025-01-01,Futures 2024,Hussey G.,Khazime D.,1.1,5.93
2025-01-01,UTR Pro Tennis Series 3,Tripathi A.,Papa C.,1.38,2.68
2025-01-01,UTR Pro Tennis Series 3,Butera L.,Adesoro A.,2.33,1.51
2025-01-01,UTR Pro Tennis Series 3,Thomas D.,Wells C.,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Van Loben Sels E.,Sun Q.,1.06,6.58
2025-01-01,UTR Pro Tennis Series 3,Lokko R.,Shokry E.,3.58,1.23
2025-01-01,UTR Pro Tennis Series 3,Hoogmartens A.,Djakouris C.,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Yaffa D.,Antwi S.,1.47,2.43
2025-01-01,UTR Pro Tennis Series 3,Makk P.,Chung J.,1.07,6.17
2025-01-01,UTR Pro Tennis Series 3,Vishal Balsekar A.,Guzauskas G.,3.58,1.23
2025-01-01,UTR Pro Tennis Series 3,Ndumbe E.,Oivas Quiroz H.,1.51,2.31
2025-01-01,UTR Pro Tennis Series 3,Djakouris A.,Mazev M.,1.32,3.02
2025-01-01,UTR Pro Tennis Series 3,Rajski M.,Perera M.,1.13,4.7
2025-01-01,UTR Pro Tennis Series 3,Bracks I.,Alkotop M.,3.35,1.26
2025-01-01,UTR Pro Tennis Series 3,Jones R.,Harazaki A.,1.1,5.42
2025-01-01,UTR Pro Tennis Series 3,Hanchaikul P.,Bracks L.,1.02,9.17
2025-01-01,UTR Pro Tennis Series 3,Zamani A.,Bain A.,1.93,1.72
2025-01-01,UTR Pro Tennis Series 3,Visser A.,Jarvis R.,1.56,2.22
2025-01-01,UTR Pro Tennis Series 3,Alkotop M.,Yaffa D.,1.18,4.11
2025-01-01,UTR Pro Tennis Series 3,Tripathi A.,Chung J.,1.43,2.54
2025-01-01,UTR Pro Tennis Series 3,Papa C.,Rolland D.,1.83,1.81
2025-01-01,UTR Pro Tennis Series 3,Morais D.,Razeghi A.,2.54,1.43
2025-01-02,United Cup,Hurkacz H.,Harris B.,1.11,6.46
2025-01-02,Brisbane,Djokovic N. (1),Monfils G.,1.08,8.3
2025-01-02,Brisbane,Mpetshi Perricard G.,Tiafoe F. (4),2.13,1.71
2025-01-02,Brisbane,Opelka R.,Arnaldi M.,2.43,1.55
2025-01-02,Brisbane,Mensik J.,Lajovic D.,1.25,3.92
2025-01-02,Hong Kong ATP,Marozsan F.,Rublev A. (1),3.89,1.25
2025-01-02,Hong Kong ATP,Shang J.,Martinez P. (7),1.3,3.42
2025-01-02,Hong Kong ATP,Munar J.,Borges N. (5),2.43,1.55
2025-01-02,Hong Kong ATP,Musetti L. (2),Diallo G.,1.66,2.19
2025-01-02,Noumea challenger,Rodionov J. (6),Couacaud E.,2.08,1.7
2025-01-02,Noumea challenger,Mochizuki S.,Ichikawa T.,1.16,4.97
2025-01-02,Noumea challenger,Lestienne C. (8),Vacherot V. (4),1.77,1.96
2025-01-02,Noumea challenger,Bouzige M.,Fucsovics M. (2),7.93,1.07
2025-01-02,Canberra 2 challenger,Quinn E.,Kopriva V.,1.46,2.59
2025-01-02,Canberra 2 challenger,Landaluce M.,Watanuki Y.,1.55,2.39
2025-01-02,Canberra 2 challenger,Fonseca J.,Mayot H.,1.25,3.76
2025-01-02,Canberra 2 challenger,Fearnley J. (6),Eubanks C.,1.47,2.59
2025-01-02,Nonthaburi challenger,Karatsev A.,Dalla Valle E.,1.17,4.63
2025-01-02,Nonthaburi challenger,Barrere G. (2),Sultanov K.,1.63,2.18
2025-01-02,Nonthaburi challenger,Sakamoto R.,Mager G.,1.56,2.32
2025-01-02,Nonthaburi challenger,Coppejans K.,Neumayer L.,1.57,2.31
2025-01-02,Futures 2024,Echargui M.,Kukasian A.,1.16,5.07
2025-01-02,Futures 2024,Ferguson C.,Sumizawa D.,1.78,2.97
2025-01-02,Futures 2024,Hussey G.,Sornlaksup P.,1.16,4.51
2025-01-02,Futures 2024,Agafonov E.,Rawat S.,1.57,2.94
2025-01-02,Futures 2024,Crawford O.,Shah A.,1.31,3.72
2025-01-02,Futures 2024,Chung H.,Park S.,1.09,6.54
2025-01-02,Futures 2024,Erhard M.,Nandal Y.,1.08,6.7
2025-01-02,Futures 2024,Escoffier A.,Vithoontien L.,1.06,8.17
2025-01-02,Futures 2024,Bax F.,Duhan C.,1.14,5.43
2025-01-02,Futures 2024,Nakagawa S.,Oh C.,1.59,2.34
2025-01-02,Futures 2024,Matsuoka H.,Barki N.,1.83,3.66
2025-01-02,Futures 2024,Dzhavakian Y.,Orlov V.,1.75,4.04
2025-01-02,Futures 2024,Banerjee S.,Javia D.,1.46,3.71
2025-01-02,Futures 2024,Zhukov M.,Suresh D.,2.35,1.59
2025-01-02,Futures 2024,Gray A.,Vardhan V.,1.62,4.53
2025-01-02,UTR Pro Tennis Series 3,Hoffmann N.,Perera M.,1.69,1.97
2025-01-02,UTR Pro Tennis Series 3,Makk P.,Rolland D.,1.18,4.11
2025-01-02,UTR Pro Tennis Series 3,Bharadwaj S.,Ndumbe E.,1.69,1.97
2025-01-02,UTR Pro Tennis Series 3,Casper L.,Rivera H.,1.56,2.22
2025-01-02,UTR Pro Tennis Series 3,Sysoev N.,Zamani A.,1.38,2.68
2025-01-02,UTR Pro Tennis Series 3,Rajski M.,Sun Q.,1.07,6.33
2025-01-02,UTR Pro Tennis Series 3,Papa C.,Chung J.,1.51,2.33
2025-01-02,UTR Pro Tennis Series 3,De Almeida J.,Cooksey W.,2.33,1.51
2025-01-02,UTR Pro Tennis Series 3,Bracks I.,Alvarez Valdes L.,7.25,1.06
2025-01-02,UTR Pro Tennis Series 3,Church C.,Charlap D.,1.13,4.7
2025-01-02,UTR Pro Tennis Series 3,Casper L.,Morais D.,1.16,4.32
2025-01-02,UTR Pro Tennis Series 3,Hopper J.,Oral M.,1.38,2.68
2025-01-02,UTR Pro Tennis Series 5,Markovits M.,Cervantes Tomas I.,2.2,1.55
2025-01-02,UTR Pro Tennis Series 5,Bennani K.,Paardekooper S.,1.2,4.33
2025-01-02,UTR Pro Tennis Series 5,Amoros Ramos P.,Dessi N.,1.07,5.75
2025-01-02,UTR Pro Tennis Series 5,Lapalu V.,Schwarc D.,1.1,5.13
2025-01-02,UTR Pro Tennis Series 5,Filar K.,Novell R.,1.0,8.0
2025-01-02,UTR Pro Tennis Series 5,Cekirge K.,Hodkin S.,1.45,2.4
2025-01-02,UTR Pro Tennis Series 5,Moret J.,Kirci K.,1.6,2.08
2025-01-02,UTR Pro Tennis Series 5,Markovits M.,Zgirovsky A.,2.23,1.56
2025-01-02,UTR Pro Tennis Series 5,Cervantes Tomas I.,Gutierrez O.,2.5,1.42
2025-01-03,United Cup,Machac T.,Cobolli F.,1.54,2.43
2025-01-03,Brisbane,Opelka R.,Djokovic N. (1),10.58,1.05
2025-01-03,Brisbane,Mpetshi Perricard G.,Mensik J.,1.79,2.01
2025-01-03,Brisbane,Dimitrov G. (2),Thompson J. (8),1.33,3.32
2025-01-03,Brisbane,Lehecka J.,Jarry N.,1.39,3.01
2025-01-03,Hong Kong ATP,Nishikori K.,Norrie C.,1.69,2.14
2025-01-03,Hong Kong ATP,Shang J.,Marozsan F.,1.57,2.37
2025-01-03,Hong Kong ATP,Munar J.,Musetti L. (2),3.27,1.33
2025-01-03,Hong Kong ATP,Muller A.,Fils A. (4),3.61,1.28
2025-01-03,Noumea challenger,Mochizuki S.,Rodionov J. (6),1.95,1.79
2025-01-03,Noumea challenger,Bouzige M.,Lestienne C. (8),4.52,1.19
2025-01-03,Canberra 2 challenger,Quinn E.,Landaluce M.,2.49,1.5
2025-01-03,Canberra 2 challenger,Fonseca J.,Fearnley J. (6),1.38,2.88
2025-01-03,Nonthaburi challenger,Karatsev A.,Coppejans K.,1.49,2.51
2025-01-03,Nonthaburi challenger,Barrere G. (2),Sakamoto R.,1.58,2.29
2025-01-03,Futures 2024,Bax F.,Agafonov E.,1.6,2.21
2025-01-03,Futures 2024,Banerjee S.,Zhukov M.,1.24,3.65
2025-01-03,Futures 2024,Gray A.,Erhard M.,1.72,2.02
2025-01-03,Futures 2024,Crawford O.,Dzhavakian Y.,1.32,3.15
2025-01-03,Futures 2024,Huang T.,M Rifki F.,2.55,1.46
2025-01-03,Futures 2024,Hussey G.,Nakagawa S.,1.22,3.85
2025-01-03,Futures 2024,Chung H.,Escoffier A.,2.44,1.51
2025-01-03,Futures 2024,Ferguson C.,Echargui M.,4.53,1.17
2025-01-03,UTR Pro Tennis Series 3,Church C.,Djakouris A.,1.64,2.07
2025-01-03,UTR Pro Tennis Series 3,Liu L.,Rajski M.,4.32,1.16
2025-01-03,UTR Pro Tennis Series 3,Adesoro A.,Trondson J.,1.47,2.43
2025-01-03,UTR Pro Tennis Series 3,Hopper J.,Hanchaikul P.,3.08,1.31
2025-01-03,UTR Pro Tennis Series 3,Wells C.,Oral M.,2.07,1.64
2025-01-03,UTR Pro Tennis Series 3,Makk P.,Casper L.,1.46,2.49
2025-01-03,UTR Pro Tennis Series 3,Tripathi A.,Rivera H.,1.45,2.5
2025-01-03,UTR Pro Tennis Series 3,Jones R.,Vishal Balsekar A.,1.11,5.17
2025-01-03,UTR Pro Tennis Series 3,Harazaki A.,Butera L.,1.56,2.22
2025-01-03,UTR Pro Tennis Series 3,Hoogmartens A.,Djakouris A.,1.56,2.22
2025-01-03,UTR Pro Tennis Series 3,Djakouris C.,Liu L.,1.64,2.07
2025-01-03,UTR Pro Tennis Series 3,Morais D.,Church C.,2.07,1.64
2025-01-03,UTR Pro Tennis Series 5,Moret J.,Hodkin S.,1.55,2.2
2025-01-03,UTR Pro Tennis Series 5,Zgirovsky A.,Sheyngezikht L.,1.38,2.68
2025-01-03,UTR Pro Tennis Series 5,Markovits M.,Ros Mesas M.,1.12,5.67
2025-01-03,UTR Pro Tennis Series 5,Pujol Navarro B.,Kirci K.,1.24,3.58
2025-01-03,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Amoros Ramos P.,1.82,1.82
2025-01-03,UTR Pro Tennis Series 5,Paardekooper S.,Schwarc D.,1.37,2.65
2025-01-03,UTR Pro Tennis Series 5,Cekirge K.,Moret J.,1.38,2.68
2025-01-03,UTR Pro Tennis Series 5,Novell R.,Dessi N.,3.58,1.23
2025-01-03,UTR Pro Tennis Series 5,Hodkin S.,Pujol Navarro B.,4.7,1.13
2025-01-04,United Cup,Fritz T.,Machac T.,1.42,2.82
2025-01-04,United Cup,Hurkacz H.,Shevchenko A.,1.29,3.55
2025-01-04,Brisbane,Opelka R.,Mpetshi Perricard G.,2.19,1.67
2025-01-04,Brisbane,Lehecka J.,Dimitrov G. (2),2.53,1.51
2025-01-04,Hong Kong ATP,Nishikori K.,Shang J.,1.81,1.96
2025-01-04,Hong Kong ATP,Muller A.,Munar J.,1.98,1.81
2025-01-04,Noumea challenger,Mochizuki S.,Bouzige M.,1.23,3.96
2025-01-04,Canberra 2 challenger,Fonseca J.,Quinn E.,1.2,4.24
2025-01-04,Nonthaburi challenger,Karatsev A.,Barrere G. (2),1.34,3.11
2025-01-04,Futures 2024,Hussey G.,Matsuoka H.,1.5,2.43
2025-01-04,Futures 2024,Chung H.,Ferguson C.,1.28,3.44
2025-01-04,Futures 2024,Banerjee S.,Crawford O.,1.94,2.06
2025-01-04,Futures 2024,Gray A.,Bax F.,1.38,3.03
2025-01-04,UTR Pro Tennis Series 3,Wells C.,Adesoro A.,2.33,1.51
2025-01-04,UTR Pro Tennis Series 3,Chung J.,Overmyer K.,1.64,2.07
2025-01-04,UTR Pro Tennis Series 3,Church C.,Rolland D.,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Alkotop M.,Harazaki A.,1.77,1.89
2025-01-04,UTR Pro Tennis Series 3,Guzauskas G.,Bharadwaj S.,1.45,2.45
2025-01-04,UTR Pro Tennis Series 3,Djakouris C.,Hoffmann N.,1.61,2.12
2025-01-04,UTR Pro Tennis Series 3,Bracks I.,De Almeida J.,2.23,1.54
2025-01-04,UTR Pro Tennis Series 3,Hopper J.,Jones R.,3.88,1.21
2025-01-04,UTR Pro Tennis Series 3,Van Loben Sels E.,Tripathi A.,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Makk P.,Liu L.,1.21,3.78
2025-01-04,UTR Pro Tennis Series 3,Overmyer K.,Charlap D.,1.82,1.82
2025-01-04,UTR Pro Tennis Series 3,Rolland D.,Perera M.,1.64,2.07
2025-01-04,UTR Pro Tennis Series 3,Djakouris C.,Morais D.,1.47,2.43
2025-01-04,UTR Pro Tennis Series 5,Zgirovsky A.,Moret J.,1.56,2.22
2025-01-04,UTR Pro Tennis Series 5,Amoros Ramos P.,Ingles Garre S.,1.72,1.93
2025-01-04,UTR Pro Tennis Series 5,Lalami Laaroussi Y.,Lapalu V.,2.13,1.57
2025-01-04,UTR Pro Tennis Series 5,Sheyngezikht L.,Hodkin S.,1.64,2.07
2025-01-04,UTR Pro Tennis Series 5,Schwarc D.,Dessi N.,1.23,3.58
2025-01-04,UTR Pro Tennis Series 5,Paardekooper S.,Novell R.,1.06,7.25
2025-01-04,UTR Pro Tennis Series 5,Ros Mesas M.,Kirci K.,3.5,1.22
2025-01-04,Auckland,Basavareddy N.,Altmaier D. (6),1.31,3.34
2025-01-04,Auckland,Nardi L. (7),Diaz Acosta F. (3),1.58,2.31
2025-01-04,Auckland,Bergs Z. (2),Carreno-Busta P.,1.98,1.78
2025-01-04,Auckland,Comesana F. (5),Janvier M.,1.44,2.7
2025-01-04,Auckland,Mannarino A. (1),Stricker D.,2.36,1.57
2025-01-04,Auckland,Nagal S. (8),Klintcharov A.,1.07,7.85
2025-01-04,Auckland,Diaz Acosta F. (3),Rai A.,1.29,3.44
2025-01-04,Auckland,Nardi L. (7),Masur D.,1.28,3.58
2025-01-04,Auckland,Basavareddy N.,Van De Zandschulp B. (4),1.64,2.19
2025-01-04,Auckland,Altmaier D. (6),Broom C.,1.19,4.56
2025-01-05,United Cup,Fritz T.,Hurkacz H.,1.36,3.12
2025-01-05,Auckland,Borges N.,Darderi L.,1.4,2.96
2025-01-05,Brisbane,Lehecka J.,Opelka R.,1.69,2.16
2025-01-05,Hong Kong ATP,Muller A.,Nishikori K.,3.43,1.31
2025-01-05,Futures 2024,Gray A.,Banerjee S.,1.71,2.05
2025-01-05,Futures 2024,Chung H.,Hussey G.,2.05,1.69
2025-01-05,UTR Pro Tennis Series 3,Wells C.,Guzauskas G.,3.08,1.31
2025-01-05,UTR Pro Tennis Series 3,Bracks I.,Hopper J.,2.43,1.47
2025-01-05,UTR Pro Tennis Series 5,Cervantes Tomas I.,Lalami Laaroussi Y.,1.82,1.82
2025-01-05,UTR Pro Tennis Series 5,Cekirge K.,Filar K.,2.54,1.43
2025-01-05,UTR Pro Tennis Series 5,Schwarc D.,Ros Mesas M.,1.26,3.15
2025-01-05,UTR Pro Tennis Series 5,Paardekooper S.,Sheyngezikht L.,1.82,1.82
2025-01-05,Adelaide,Hijikata R. (3),Jasika O.,1.3,3.43
2025-01-05,Adelaide,Walton A.,Lajovic D. (6),1.64,2.2
2025-01-05,Adelaide,Bradshaw J.,Halys Q. (2),12.48,1.03
2025-01-05,Adelaide,Duckworth J. (7),Kotov P.,2.01,1.76
2025-01-05,Adelaide,McCabe J.,Dzumhur D. (8),2.21,1.63
2025-01-05,Adelaide,Bonzi B. (4),Fognini F.,1.33,3.21
2025-01-05,Adelaide,Hanfmann Y.,Gaston H. (5),1.45,2.65
2025-01-05,Auckland,Nagal S. (8),Mannarino A. (1),3.43,1.29
2025-01-05,Auckland,Bergs Z. (2),Comesana F. (5),1.21,4.17
2025-01-05,Futures 2025,Martinez Sanz A.,Ruenger R.,1.61,2.15
2025-01-05,Futures 2025,Giraldi C.,Koothrat R.,1.05,8.08
2025-01-05,Futures 2025,Gaztambide Arrastia I.,Francisco L.,2.35,1.52
2025-01-05,Futures 2025,Juan Mano A.,Bojko F.,1.03,9.83
2025-01-05,Futures 2025,Martinez K.,Lebron Puerta R.,1.43,2.59
2025-01-05,Futures 2025,Puig McCallan K.,Meneses Perny A.,1.12,5.33
2025-01-05,Futures 2025,Zhang M.,Prat Turro P.,1.49,2.42
2025-01-05,Futures 2025,Bastiaansen P.,Schifris J.,2.42,1.49
2025-01-05,Futures 2025,Diaz Ruiz C.,Abella Fernandez A.,1.82,1.84
2025-01-05,Futures 2025,Foley P.,Palomar X.,1.54,2.31
2025-01-05,Futures 2025,Shelbaya Z.,Wetter F.,1.14,4.87
2025-01-05,Futures 2025,Krattiger J.,Lorenz O.,1.03,9.17
2025-01-05,Futures 2025,Matas Ortega X.,Garavi Yepez R.,1.1,6.0
2025-01-05,Futures 2025,Lara Salmeron D.,Lopez D.,1.19,4.14
2025-01-05,Futures 2025,Namigandet Tenguere L.,Musitelli F.,1.93,1.77
2025-01-05,Futures 2025,Slavic N.,Andersson G.,1.03,10.0
2025-01-05,Futures 2025,Rodriguez D.,Munkhammar P.,1.27,3.4
2025-01-05,Futures 2025,Tepmahc N.,Marionneau L.,2.2,1.58
2025-01-05,Futures 2025,Lynch A.,Montana F.,1.25,3.75
2025-01-05,Futures 2025,Baudel A.,Deflandre L.,10.5,1.02
2025-01-05,Futures 2025,Freire Da Silva A.,Riu M.,1.01,15.0
2025-01-05,Futures 2025,Majdandzic M.,Kindhult E.,1.15,4.67
2025-01-05,Futures 2025,Hansch Mauritzson F.,Van Donselaar F.,4.87,1.14
2025-01-05,Futures 2025,Rottgering M.,De Boes M.,1.14,4.87
2025-01-05,Futures 2025,Baker B.,Roberts J.,1.83,1.83
2025-01-05,Futures 2025,Weber J.,Kleiman M.,3.4,1.3
2025-01-05,Futures 2025,Domenc M.,Valsecchi P.,2.68,1.4
2025-01-05,Futures 2025,Rahmani K.,Orzabal Gabrielli J.,1.01,15.0
2025-01-05,Futures 2025,Nadal Vives J.,Torres Ramis M.,1.72,1.98
2025-01-05,Futures 2025,Sakellaridis M.,De Carvalho V.,7.5,1.07
2025-01-05,Futures 2025,Keck J.,Souid A.,1.0,17.0
2025-01-05,Futures 2025,Mouhan A.,Ichikawa S.,1.0,21.0
2025-01-05,Futures 2025,Delage P.,Vitter B.,1.17,4.37
2025-01-05,Futures 2025,Kielan S.,Rocci M.,1.21,3.88
2025-01-05,Futures 2025,Larwig N.,Nygaard A.,1.02,10.5
2025-01-05,Futures 2025,Karlsson Wistrand J.,Hansen A.,1.07,6.67
2025-01-05,Futures 2025,Ghazouani Durand Y.,Larue L.,1.02,10.5
2025-01-05,Futures 2025,Bladelius H.,Dalbak K.,1.05,8.17
2025-01-05,Futures 2025,Recek D.,Waterbolk I.,1.01,13.0
2025-01-05,Futures 2025,Parenti L.,Kumar M.,1.82,1.84
2025-01-05,Futures 2025,Westphal M.,Koistila larsson K.,1.09,6.17
2025-01-05,Futures 2025,Eichenseher D.,Leeman D.,1.73,2.0
2025-01-05,Futures 2025,Borsoi J.,Thurner D.,3.5,1.28
2025-01-05,Futures 2025,Curras Abasolo T.,Santiago D.,1.0,17.0
2025-01-05,Futures 2025,Groppo M.,Yavichev P.,1.01,15.0
2025-01-05,Futures 2025,Giotis R.,Hinz P.,1.01,15.0
2025-01-05,Futures 2025,Mesaglio M.,Fares B.,1.0,21.0
2025-01-05,Futures 2025,Dhamne M.,Bellas N.,1.02,10.5
2025-01-05,Futures 2025,Cocola S.,Soares H.,1.83,1.83
2025-01-05,Futures 2025,Brahier G.,Mandic S.,1.0,17.0
2025-01-05,Futures 2025,Dedura-Palomero M.,Rojas C.,1.01,12.0
2025-01-05,Futures 2025,Yue M.,McKeown J.,7.0,1.08
2025-01-05,Futures 2025,Pizzigoni M.,Hujo O.,3.75,1.25
2025-01-05,Futures 2025,Lafazanos A.,Mustafin S.,1.17,4.5
2025-01-05,Futures 2025,Vaksmann R.,Vincent A.,2.27,1.55
2025-01-05,Futures 2025,Juuhl Sivertsen S.,Vishnick D.,2.15,1.61
2025-01-05,Futures 2025,Grevelius E.,Soderqvist F.,1.12,5.33
2025-01-05,Futures 2025,Raynel A.,Herrmann T.,1.2,4.04
2025-01-05,Futures 2025,Waldner N.,Nsairi S.,1.04,9.0
2025-01-05,Futures 2025,Nishiwaki K.,Virali-Murugesan R.,1.28,3.5
2025-01-05,Futures 2025,Bivol M.,Abdennabi M.,1.0,17.0
2025-01-05,Futures 2025,Sborowsky Y.,Smiej Y.,3.4,1.3
2025-01-05,Futures 2025,Park U.,Yadav Y.,1.02,11.0
2025-01-05,Futures 2025,Thurner N.,Gonzalez J.,1.03,10.0
2025-01-05,Futures 2025,Castle M.,Ben Arab M.,1.07,7.5
2025-01-05,Futures 2025,Brun T.,Seidl M.,1.33,3.25
2025-01-05,Futures 2025,Ganta S.,Bhat A.,1.5,2.5
2025-01-05,Futures 2025,Tsatsakis E.,Bas M.,1.44,2.62
2025-01-05,Futures 2025,Ouzilou H.,Sancaklioglu M.,1.02,10.5
2025-01-05,Futures 2025,Gretskiy I.,Maurice H.,9.0,1.04
2025-01-05,Futures 2025,Bolin M.,Chauhan C.,1.61,2.15
2025-01-05,Futures 2025,Wang K.,Vaughan A.,1.02,11.0
2025-01-05,Futures 2025,Stidell F.,Benaim M.,2.77,1.37
2025-01-05,Futures 2025,Gonzalez-Galino V.,Duran C.,1.44,2.62
2025-01-05,Futures 2025,Gobat A.,Lai J.,1.01,15.0
2025-01-05,Futures 2025,Baragiola Mordini T.,Aytekin M.,1.22,4.0
2025-01-05,Futures 2025,Sabas M.,Gerbaud T.,1.23,3.7
2025-01-05,Futures 2025,Matuszewski G.,Kreynes B.,1.07,7.5
2025-01-05,Futures 2025,Hannestad B.,Wiger Nordas B.,1.08,6.5
2025-01-05,Futures 2025,Martinez T.,Lechner D.,1.04,9.0
2025-01-05,Futures 2025,Bracci V.,Faisal G.,5.5,1.12
2025-01-05,Futures 2025,Sakellaridis D.,Chapuis A.,1.08,7.0
2025-01-05,Futures 2025,Graf D.,Buytaert M.,1.14,5.0
2025-01-05,Futures 2025,Nandal Y.,Kodancha Srinivasan D.,1.4,2.75
2025-01-05,Futures 2025,Lustig T.,Korpatsch R.,1.22,4.0
2025-01-05,Futures 2025,Jordan H.,Chatziavraam N.,1.4,2.75
2025-01-05,Futures 2025,Konishi K.,Ben Abdennibi S.,17.0,1.0
2025-01-05,Futures 2025,Kamchibekov I.,Freitas J.,1.4,2.75
2025-01-05,Futures 2025,Szerencsits B.,Sokolovs K.,1.01,13.0
2025-01-05,Futures 2025,Helguera Casado L.,Salenko I.,1.2,4.33
2025-01-05,Futures 2025,La Cava I.,Meryumoglu A.,1.04,9.0
2025-01-05,Futures 2025,Di Vita R.,Shvangiradze A.,13.0,1.01
2025-01-05,Futures 2025,Eqbal I.,Neema A.,1.06,8.0
2025-01-05,Futures 2025,Lomakin G.,Jaisinghani R.,1.36,3.0
