player2,round,player1,gender,file,tournament,date
Roberto Bautista Agut,R32,Hubert Hurkacz,M,20250611-M-s_Hertogenbosch-R32-Hubert_Hurkacz-Roberto_Bautista_Agut.html,s Hertogenbosch,2025-06-11
Stan Wawrinka,F,Hubert Hurkacz,M,20260111-M-United_Cup-F-Hubert_Hurkacz-Stan_Wawrinka.html,United Cup,2026-01-11
Hubert Hurkacz,R32,Martin Damm,M,20260203-M-Montpellier-R32-Martin_Damm-Hubert_Hurkacz.html,Montpellier,2026-02-03
Dominic Thiem,R32,Alexander Shevchenko,M,20220726-M-Kitzbuhel-R32-Alexander_Shevchenko-Dominic_Thiem.html,Kitzbuhel,2022-07-26
Alexander Shevchenko,F,Pedro Cachin,M,20230416-M-Madrid_CH-F-Pedro_Cachin-Alexander_Shevchenko.html,Madrid CH,2023-04-16
Alexander Shevchenko,SF,Pierre Hugues Herbert,M,20231110-M-Metz-SF-Pierre_Hugues_Herbert-Alexander_Shevchenko.html,Metz,2023-11-10
Luca Van Assche,F,Oleksii Krutykh,M,20221127-M-Valencia_CH-F-Oleksii_Krutykh-Luca_Van_Assche.html,Valencia CH,2022-11-27
Luca Van Assche,F,Maximilian Neuchrist,M,20221204-M-Maia_CH-F-Maximilian_Neuchrist-Luca_Van_Assche.html,Maia CH,2022-12-04
Luca Van Assche,R32,Dragos Nicolae Madaras,M,20230717-M-Bastad-R32-Dragos_Nicolae_Madaras-Luca_Van_Assche.html,Bastad,2023-07-17
Luca Van Assche,RR,Juncheng Shang,M,20241218-M-NextGen_Finals-RR-Juncheng_Shang-Luca_Van_Assche.html,NextGen Finals,2024-12-18
Luca Van Assche,RR,Nishesh Basavareddy,M,20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche.html,NextGen Finals,2024-12-20
Luca Van Assche,QF,Murphy Cassone,M,20250228-M-Lugano_CH-QF-Murphy_Cassone-Luca_Van_Assche.html,Lugano CH,2025-02-28
Tim Van Rijthoven,F,Benjamin Bonzi,M,20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven.html,Segovia CH,2021-08-01
Lucas Pouille,RR,Benjamin Bonzi,M,20211208-M-French_Club-RR-Benjamin_Bonzi-Lucas_Pouille.html,French Club,2021-12-08
Gabriel Decamps,R32,Benjamin Bonzi,M,20221025-M-Brest_CH-R32-Benjamin_Bonzi-Gabriel_Decamps.html,Brest CH,2022-10-25
Benjamin Bonzi,R32,Adrian Andreev,M,20240124-M-Ottignies_CH-R32-Adrian_Andreev-Benjamin_Bonzi.html,Ottignies CH,2024-01-24
Andrea Collarini,R16,Aleksandar Vukic,M,20190814-M-Cordenons_CH-R16-Aleksandar_Vukic-Andrea_Collarini.html,Cordenons CH,2019-08-14
Thomas Fabbiano,Q1,Aleksandar Vukic,M,20200114-M-Australian_Open-Q1-Aleksandar_Vukic-Thomas_Fabbiano.html,Australian Open,2020-01-14
Aleksandar Vukic,R32,Antoine Escoffier,M,20200225-M-Columbus_CH-R32-Antoine_Escoffier-Aleksandar_Vukic.html,Columbus CH,2020-02-25
Aleksandar Vukic,R16,Emilio Gomez,M,20200227-M-Columbus_CH-R16-Emilio_Gomez-Aleksandar_Vukic.html,Columbus CH,2020-02-27
Aleksandar Vukic,QF,Denis Istomin,M,20200228-M-Columbus_CH-QF-Denis_Istomin-Aleksandar_Vukic.html,Columbus CH,2020-02-28
Aleksandar Vukic,Q2,Prajnesh Gunneswaran,M,20200923-M-Roland_Garros-Q2-Prajnesh_Gunneswaran-Aleksandar_Vukic.html,Roland Garros,2020-09-23
Jason Jung,Q3,Aleksandar Vukic,M,20200924-M-Roland_Garros-Q3-Aleksandar_Vukic-Jason_Jung.html,Roland Garros,2020-09-24
Thanasi Kokkinakis,QF,Aleksandar Vukic,M,20220113-M-Adelaide-QF-Aleksandar_Vukic-Thanasi_Kokkinakis.html,Adelaide,2022-01-13
Aleksandar Vukic,Q1,Lucas Catarina,M,20240406-M-Monte_Carlo_Masters-Q1-Lucas_Catarina-Aleksandar_Vukic.html,Monte Carlo Masters,2024-04-06
Aleksandar Vukic,R16,Grigor Dimitrov,M,20250101-M-Brisbane-R16-Grigor_Dimitrov-Aleksandar_Vukic.html,Brisbane,2025-01-01
Rodrigo Pacheco Mendez,R32,Aleksandar Vukic,M,20250225-M-Acapulco-R32-Aleksandar_Vukic-Rodrigo_Pacheco_Mendez.html,Acapulco,2025-02-25
Aleksandar Vukic,R32,Marko Topo,M,20251014-M-Almaty-R32-Marko_Topo-Aleksandar_Vukic.html,Almaty,2025-10-14
John Isner,F,Yibing Wu,M,20230212-M-Dallas-F-Yibing_Wu-John_Isner.html,Dallas,2023-02-12
Diego Schwartzman,R64,Yibing Wu,M,20230418-M-Barcelona-R64-Yibing_Wu-Diego_Schwartzman.html,Barcelona,2023-04-18
Nick Kyrgios,R32,Yibing Wu,M,20230613-M-Stuttgart-R32-Yibing_Wu-Nick_Kyrgios.html,Stuttgart,2023-06-13
Alex Molcan,QF,Emil Ruusuvuori,M,20220107-M-Melbourne-QF-Emil_Ruusuvuori-Alex_Molcan.html,Melbourne,2022-01-07
Roman Safiullin,R128,Alex Molcan,M,20220118-M-Australian_Open-R128-Alex_Molcan-Roman_Safiullin.html,Australian Open,2022-01-18
Laslo Djere,SF,Alex Molcan,M,20220409-M-Marrakech-SF-Alex_Molcan-Laslo_Djere.html,Marrakech,2022-04-09
David Goffin,F,Alex Molcan,M,20220410-M-Marrakech-F-Alex_Molcan-David_Goffin.html,Marrakech,2022-04-10
Laslo Djere,R32,Alex Molcan,M,20230102-M-Pune-R32-Alex_Molcan-Laslo_Djere.html,Pune,2023-01-02
Alex Molcan,R128,Stan Wawrinka,M,20230116-M-Australian_Open-R128-Stan_Wawrinka-Alex_Molcan.html,Australian Open,2023-01-16
Tim Van Rijthoven,RR,Alex Molcan,M,20230204-M-Davis_Cup_Qualifiers-RR-Alex_Molcan-Tim_Van_Rijthoven.html,Davis Cup Qualifiers,2023-02-04
Dominic Thiem,R32,Alex Molcan,M,20230214-M-Buenos_Aires-R32-Alex_Molcan-Dominic_Thiem.html,Buenos Aires,2023-02-14
Alex Molcan,R128,Grigor Dimitrov,M,20230829-M-US_Open-R128-Grigor_Dimitrov-Alex_Molcan.html,US Open,2023-08-29
Alex Molcan,Q2,John Millman,M,20240111-M-Australian_Open-Q2-John_Millman-Alex_Molcan.html,Australian Open,2024-01-11
Damir Dzumhur,R32,Tomas Berdych,M,20140117-M-Australian_Open-R32-Tomas_Berdych-Damir_Dzumhur.html,Australian Open,2014-01-17
Roger Federer,R32,Damir Dzumhur,M,20150529-M-Roland_Garros-R32-Damir_Dzumhur-Roger_Federer.html,Roland Garros,2015-05-29
Damir Dzumhur,R128,Roger Federer,M,20150630-M-Wimbledon-R128-Roger_Federer-Damir_Dzumhur.html,Wimbledon,2015-06-30
Marcel Granollers,R128,Damir Dzumhur,M,20160310-M-Indian_Wells_Masters-R128-Damir_Dzumhur-Marcel_Granollers.html,Indian Wells Masters,2016-03-10
Damir Dzumhur,R32,Teymuraz Gabashvili,M,20160427-M-Istanbul-R32-Teymuraz_Gabashvili-Damir_Dzumhur.html,Istanbul,2016-04-27
Dudi Sela,R64,Damir Dzumhur,M,20160806-M-Olympics-R64-Damir_Dzumhur-Dudi_Sela.html,Olympics,2016-08-06
Damir Dzumhur,QF,Hyeon Chung,M,20170825-M-Winston_Salem-QF-Hyeon_Chung-Damir_Dzumhur.html,Winston Salem,2017-08-25
Damir Dzumhur,F,Roberto Bautista Agut,M,20170826-M-Winston_Salem-F-Roberto_Bautista_Agut-Damir_Dzumhur.html,Winston Salem,2017-08-26
Fabio Fognini,F,Damir Dzumhur,M,20170924-M-St_Petersburg-F-Damir_Dzumhur-Fabio_Fognini.html,St Petersburg,2017-09-24
Damir Dzumhur,R32,Grigor Dimitrov,M,20171003-M-Beijing-R32-Grigor_Dimitrov-Damir_Dzumhur.html,Beijing,2017-10-03
Ricardas Berankis,F,Damir Dzumhur,M,20171022-M-Moscow-F-Damir_Dzumhur-Ricardas_Berankis.html,Moscow,2017-10-22
Damir Dzumhur,SF,Juan Martin Del Potro,M,20180803-M-Los_Cabos-SF-Juan_Martin_Del_Potro-Damir_Dzumhur.html,Los Cabos,2018-08-03
Damir Dzumhur,QF,Stan Wawrinka,M,20180921-M-St_Petersburg-QF-Stan_Wawrinka-Damir_Dzumhur.html,St Petersburg,2018-09-21
Damir Dzumhur,R16,Mikhail Kukushkin,M,20190214-M-Rotterdam-R16-Mikhail_Kukushkin-Damir_Dzumhur.html,Rotterdam,2019-02-14
Damir Dzumhur,QF,Gael Monfils,M,20190215-M-Rotterdam-QF-Gael_Monfils-Damir_Dzumhur.html,Rotterdam,2019-02-15
Nerman Fatic,F,Damir Dzumhur,M,20220925-M-Sibiu_CH-F-Damir_Dzumhur-Nerman_Fatic.html,Sibiu CH,2022-09-25
Damir Dzumhur,Q1,Dimitar Kuzmanov,M,20230109-M-Australian_Open-Q1-Dimitar_Kuzmanov-Damir_Dzumhur.html,Australian Open,2023-01-09
Sho Shimabukuro,R128,Grigor Dimitrov,M,20230705-M-Wimbledon-R128-Grigor_Dimitrov-Sho_Shimabukuro.html,Wimbledon,2023-07-05
Sebastian Ofner,Q2,Jan Choinski,M,20230524-M-Roland_Garros-Q2-Jan_Choinski-Sebastian_Ofner.html,Roland Garros,2023-05-24
Zhizhen Zhang,R32,Rinky Hijikata,M,20230901-M-US_Open-R32-Rinky_Hijikata-Zhizhen_Zhang.html,US Open,2023-09-01
Thanasi Kokkinakis,R32,Rinky Hijikata,M,20240102-M-Brisbane-R32-Rinky_Hijikata-Thanasi_Kokkinakis.html,Brisbane,2024-01-02
Rinky Hijikata,QF,Grigor Dimitrov,M,20240105-M-Brisbane-QF-Grigor_Dimitrov-Rinky_Hijikata.html,Brisbane,2024-01-05
Mackenzie Mcdonald,R32,Rinky Hijikata,M,20240716-M-Newport-R32-Rinky_Hijikata-Mackenzie_Mcdonald.html,Newport,2024-07-16
Feliciano Lopez,R32,Dalibor Svrcina,M,20211102-M-Tenerife_CH-R32-Dalibor_Svrcina-Feliciano_Lopez.html,Tenerife CH,2021-11-02
Dalibor Svrcina,Q2,Khumoyun Sultanov,M,20250108-M-Australian_Open-Q2-Khumoyun_Sultanov-Dalibor_Svrcina.html,Australian Open,2025-01-08
Greg Rusedski,R64,Stan Wawrinka,M,20050810-M-Canada_Masters-R64-Stan_Wawrinka-Greg_Rusedski.html,Canada Masters,2005-08-10
Roger Federer,R32,Stan Wawrinka,M,20060220-M-Dubai-R32-Stan_Wawrinka-Roger_Federer.html,Dubai,2006-02-20
Rafael Nadal,F,Stan Wawrinka,M,20070722-M-Stuttgart-F-Stan_Wawrinka-Rafael_Nadal.html,Stuttgart,2007-07-22
Andy Murray,F,Stan Wawrinka,M,20080105-M-Doha-F-Stan_Wawrinka-Andy_Murray.html,Doha,2008-01-05
Stan Wawrinka,QF,James Blake,M,20080509-M-Rome_Masters-QF-James_Blake-Stan_Wawrinka.html,Rome Masters,2008-05-09
Andy Roddick,SF,Stan Wawrinka,M,20080510-M-Rome_Masters-SF-Stan_Wawrinka-Andy_Roddick.html,Rome Masters,2008-05-10
Marat Safin,R16,Stan Wawrinka,M,20080630-M-Wimbledon-R16-Stan_Wawrinka-Marat_Safin.html,Wimbledon,2008-06-30
Stan Wawrinka,R16,Roger Federer,M,20090416-M-Monte_Carlo_Masters-R16-Roger_Federer-Stan_Wawrinka.html,Monte Carlo Masters,2009-04-16
Stan Wawrinka,QF,Rafael Nadal,M,20100430-M-Rome_Masters-QF-Rafael_Nadal-Stan_Wawrinka.html,Rome Masters,2010-04-30
Roger Federer,R16,Stan Wawrinka,M,20100601-M-Roland_Garros-R16-Stan_Wawrinka-Roger_Federer.html,Roland Garros,2010-06-01
Andy Murray,R32,Stan Wawrinka,M,20100905-M-US_Open-R32-Stan_Wawrinka-Andy_Murray.html,US Open,2010-09-05
Mikhail Youzhny,QF,Stan Wawrinka,M,20100909-M-US_Open-QF-Stan_Wawrinka-Mikhail_Youzhny.html,US Open,2010-09-09
Rafael Nadal,R32,Stan Wawrinka,M,20101013-M-Shanghai_Masters-R32-Stan_Wawrinka-Rafael_Nadal.html,Shanghai Masters,2010-10-13
Stan Wawrinka,QF,Roger Federer,M,20110126-M-Australian_Open-QF-Roger_Federer-Stan_Wawrinka.html,Australian Open,2011-01-26
Stan Wawrinka,QF,Roger Federer,M,20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka.html,Indian Wells Masters,2011-03-16
Stan Wawrinka,R16,Roger Federer,M,20110529-M-Roland_Garros-R16-Roger_Federer-Stan_Wawrinka.html,Roland Garros,2011-05-29
Jo Wilfried Tsonga,R16,Stan Wawrinka,M,20120604-M-Roland_Garros-R16-Stan_Wawrinka-Jo_Wilfried_Tsonga.html,Roland Garros,2012-06-04
Stan Wawrinka,R64,Andy Murray,M,20120729-M-Olympics-R64-Andy_Murray-Stan_Wawrinka.html,Olympics,2012-07-29
Stan Wawrinka,SF,Roger Federer,M,20120817-M-Cincinnati_Masters-SF-Roger_Federer-Stan_Wawrinka.html,Cincinnati Masters,2012-08-17
Stan Wawrinka,R16,Roger Federer,M,20121008-M-Shanghai_Masters-R16-Roger_Federer-Stan_Wawrinka.html,Shanghai Masters,2012-10-08
Stan Wawrinka,R16,Andy Murray,M,20130417-M-Monte_Carlo_Masters-R16-Andy_Murray-Stan_Wawrinka.html,Monte Carlo Masters,2013-04-17
David Ferrer,F,Stan Wawrinka,M,20130505-M-Estoril-F-Stan_Wawrinka-David_Ferrer.html,Estoril,2013-05-05
Stan Wawrinka,R16,Grigor Dimitrov,M,20130509-M-Madrid_Masters-R16-Grigor_Dimitrov-Stan_Wawrinka.html,Madrid Masters,2013-05-09
Stan Wawrinka,SF,Tomas Berdych,M,20130511-M-Madrid_Masters-SF-Tomas_Berdych-Stan_Wawrinka.html,Madrid Masters,2013-05-11
Rafael Nadal,F,Stan Wawrinka,M,20130512-M-Madrid_Masters-F-Stan_Wawrinka-Rafael_Nadal.html,Madrid Masters,2013-05-12
Stan Wawrinka,R16,Richard Gasquet,M,20130603-M-Roland_Garros-R16-Richard_Gasquet-Stan_Wawrinka.html,Roland Garros,2013-06-03
Stan Wawrinka,F,Nicolas Mahut,M,20130622-M-s_Hertogenbosch-F-Nicolas_Mahut-Stan_Wawrinka.html,s Hertogenbosch,2013-06-22
Andy Murray,QF,Stan Wawrinka,M,20130905-M-US_Open-QF-Stan_Wawrinka-Andy_Murray.html,US Open,2013-09-05
David Ferrer,RR,Stan Wawrinka,M,20131108-M-Tour_Finals-RR-Stan_Wawrinka-David_Ferrer.html,Tour Finals,2013-11-08
Stan Wawrinka,QF,Aljaz Bedene,M,20140103-M-Chennai-QF-Aljaz_Bedene-Stan_Wawrinka.html,Chennai,2014-01-03
Stan Wawrinka,F,Edouard Roger Vasselin,M,20140105-M-Chennai-F-Edouard_Roger_Vasselin-Stan_Wawrinka.html,Chennai,2014-01-05
Tomas Berdych,SF,Stan Wawrinka,M,20140123-M-Australian_Open-SF-Stan_Wawrinka-Tomas_Berdych.html,Australian Open,2014-01-23
Rafael Nadal,F,Stan Wawrinka,M,20140126-M-Australian_Open-F-Stan_Wawrinka-Rafael_Nadal.html,Australian Open,2014-01-26
Ivo Karlovic,R64,Stan Wawrinka,M,20140308-M-Indian_Wells_Masters-R64-Stan_Wawrinka-Ivo_Karlovic.html,Indian Wells Masters,2014-03-08
David Ferrer,SF,Stan Wawrinka,M,20140419-M-Monte_Carlo_Masters-SF-Stan_Wawrinka-David_Ferrer.html,Monte Carlo Masters,2014-04-19
Roger Federer,F,Stan Wawrinka,M,20140420-M-Monte_Carlo_Masters-F-Stan_Wawrinka-Roger_Federer.html,Monte Carlo Masters,2014-04-20
Dominic Thiem,R32,Stan Wawrinka,M,20140506-M-Madrid_Masters-R32-Stan_Wawrinka-Dominic_Thiem.html,Madrid Masters,2014-05-06
Stan Wawrinka,R16,Tommy Haas,M,20140515-M-Rome-R16-Tommy_Haas-Stan_Wawrinka.html,Rome,2014-05-15
Grigor Dimitrov,SF,Stan Wawrinka,M,20140614-M-Queens_Club-SF-Stan_Wawrinka-Grigor_Dimitrov.html,Queens Club,2014-06-14
Roger Federer,QF,Stan Wawrinka,M,20140702-M-Wimbledon-QF-Stan_Wawrinka-Roger_Federer.html,Wimbledon,2014-07-02
Tatsuma Ito,R32,Stan Wawrinka,M,20140930-M-Tokyo-R32-Stan_Wawrinka-Tatsuma_Ito.html,Tokyo,2014-09-30
Dominic Thiem,R32,Stan Wawrinka,M,20141029-M-Paris_Masters-R32-Stan_Wawrinka-Dominic_Thiem.html,Paris Masters,2014-10-29
Stan Wawrinka,SF,Roger Federer,M,20141115-M-Tour_Finals-SF-Roger_Federer-Stan_Wawrinka.html,Tour Finals,2014-11-15
Aljaz Bedene,F,Stan Wawrinka,M,20150111-M-Chennai-F-Stan_Wawrinka-Aljaz_Bedene.html,Chennai,2015-01-11
Kei Nishikori,QF,Stan Wawrinka,M,20150127-M-Australian_Open-QF-Stan_Wawrinka-Kei_Nishikori.html,Australian Open,2015-01-27
Tomas Berdych,F,Stan Wawrinka,M,20150215-M-Rotterdam-F-Stan_Wawrinka-Tomas_Berdych.html,Rotterdam,2015-02-15
Juan Monaco,R32,Stan Wawrinka,M,20150415-M-Monte_Carlo_Masters-R32-Stan_Wawrinka-Juan_Monaco.html,Monte Carlo Masters,2015-04-15
Stan Wawrinka,R16,Grigor Dimitrov,M,20150507-M-Madrid_Masters-R16-Grigor_Dimitrov-Stan_Wawrinka.html,Madrid Masters,2015-05-07
Rafael Nadal,QF,Stan Wawrinka,M,20150514-M-Rome_Masters-QF-Stan_Wawrinka-Rafael_Nadal.html,Rome Masters,2015-05-14
Dominic Thiem,R16,Stan Wawrinka,M,20150514-M-Rome_Masters-R16-Stan_Wawrinka-Dominic_Thiem.html,Rome Masters,2015-05-14
Roger Federer,SF,Stan Wawrinka,M,20150516-M-Rome_Masters-SF-Stan_Wawrinka-Roger_Federer.html,Rome Masters,2015-05-16
Stan Wawrinka,R16,Lukas Rosol,M,20150519-M-Geneva-R16-Lukas_Rosol-Stan_Wawrinka.html,Geneva,2015-05-19
Stan Wawrinka,QF,Roger Federer,M,20150603-M-Roland_Garros-QF-Roger_Federer-Stan_Wawrinka.html,Roland Garros,2015-06-03
Jo Wilfried Tsonga,SF,Stan Wawrinka,M,20150605-M-Roland_Garros-SF-Stan_Wawrinka-Jo_Wilfried_Tsonga.html,Roland Garros,2015-06-05
Kevin Anderson,R16,Stan Wawrinka,M,20150617-M-Queens_Club-R16-Stan_Wawrinka-Kevin_Anderson.html,Queens Club,2015-06-17
Richard Gasquet,QF,Stan Wawrinka,M,20150708-M-Wimbledon-QF-Stan_Wawrinka-Richard_Gasquet.html,Wimbledon,2015-07-08
Roger Federer,SF,Stan Wawrinka,M,20150911-M-US_Open-SF-Stan_Wawrinka-Roger_Federer.html,US Open,2015-09-11
Stan Wawrinka,SF,Gilles Muller,M,20151010-M-Tokyo-SF-Gilles_Muller-Stan_Wawrinka.html,Tokyo,2015-10-10
Benoit Paire,F,Stan Wawrinka,M,20151011-M-Tokyo-F-Stan_Wawrinka-Benoit_Paire.html,Tokyo,2015-10-11
Stan Wawrinka,R32,Viktor Troicki,M,20151014-M-Shanghai_Masters-R32-Viktor_Troicki-Stan_Wawrinka.html,Shanghai Masters,2015-10-14
Stan Wawrinka,QF,Rafael Nadal,M,20151016-M-Shanghai_Masters-QF-Rafael_Nadal-Stan_Wawrinka.html,Shanghai Masters,2015-10-16
Viktor Troicki,R16,Stan Wawrinka,M,20151105-M-Paris-R16-Stan_Wawrinka-Viktor_Troicki.html,Paris,2015-11-05
Stan Wawrinka,RR,Rafael Nadal,M,20151116-M-Tour_Finals-RR-Rafael_Nadal-Stan_Wawrinka.html,Tour Finals,2015-11-16
Stan Wawrinka,RR,David Ferrer,M,20151118-M-Tour_Finals-RR-David_Ferrer-Stan_Wawrinka.html,Tour Finals,2015-11-18
Stan Wawrinka,SF,Roger Federer,M,20151121-M-Tour_Finals-SF-Roger_Federer-Stan_Wawrinka.html,Tour Finals,2015-11-21
Borna Coric,F,Stan Wawrinka,M,20160116-M-Chennai-F-Stan_Wawrinka-Borna_Coric.html,Chennai,2016-01-16
Lukas Rosol,R32,Stan Wawrinka,M,20160123-M-Australian_Open-R32-Stan_Wawrinka-Lukas_Rosol.html,Australian Open,2016-01-23
Milos Raonic,R16,Stan Wawrinka,M,20160125-M-Australian_Open-R16-Stan_Wawrinka-Milos_Raonic.html,Australian Open,2016-01-25
Benoit Paire,QF,Stan Wawrinka,M,20160220-M-Marseille-QF-Stan_Wawrinka-Benoit_Paire.html,Marseille,2016-02-20
Marcos Baghdatis,F,Stan Wawrinka,M,20160227-M-Dubai-F-Stan_Wawrinka-Marcos_Baghdatis.html,Dubai,2016-02-27
Illya Marchenko,R64,Stan Wawrinka,M,20160312-M-Indian_Wells_Masters-R64-Stan_Wawrinka-Illya_Marchenko.html,Indian Wells Masters,2016-03-12
Andrey Kuznetsov,R32,Stan Wawrinka,M,20160314-M-Indian_Wells_Masters-R32-Stan_Wawrinka-Andrey_Kuznetsov.html,Indian Wells Masters,2016-03-14
Andrey Kuznetsov,R64,Stan Wawrinka,M,20160326-M-Miami_Masters-R64-Stan_Wawrinka-Andrey_Kuznetsov.html,Miami Masters,2016-03-26
Andy Murray,SF,Stan Wawrinka,M,20160603-M-Roland_Garros-SF-Stan_Wawrinka-Andy_Murray.html,Roland Garros,2016-06-03
Kei Nishikori,SF,Stan Wawrinka,M,20160730-M-Canada_Masters-SF-Stan_Wawrinka-Kei_Nishikori.html,Canada Masters,2016-07-30
Stan Wawrinka,QF,Juan Martin Del Potro,M,20160908-M-US_Open-QF-Juan_Martin_Del_Potro-Stan_Wawrinka.html,US Open,2016-09-08
Kei Nishikori,SF,Stan Wawrinka,M,20160909-M-US_Open-SF-Stan_Wawrinka-Kei_Nishikori.html,US Open,2016-09-09
Kei Nishikori,RR,Stan Wawrinka,M,20161114-M-Tour_Finals-RR-Stan_Wawrinka-Kei_Nishikori.html,Tour Finals,2016-11-14
Andy Murray,RR,Stan Wawrinka,M,20161118-M-Tour_Finals-RR-Stan_Wawrinka-Andy_Murray.html,Tour Finals,2016-11-18
Stan Wawrinka,SF,Roger Federer,M,20170126-M-Australian_Open-SF-Roger_Federer-Stan_Wawrinka.html,Australian Open,2017-01-26
Philipp Kohlschreiber,R32,Stan Wawrinka,M,20170314-M-Indian_Wells_Masters-R32-Stan_Wawrinka-Philipp_Kohlschreiber.html,Indian Wells Masters,2017-03-14
Yoshihito Nishioka,R16,Stan Wawrinka,M,20170315-M-Indian_Wells_Masters-R16-Stan_Wawrinka-Yoshihito_Nishioka.html,Indian Wells Masters,2017-03-15
Dominic Thiem,QF,Stan Wawrinka,M,20170316-M-Indian_Wells_Masters-QF-Stan_Wawrinka-Dominic_Thiem.html,Indian Wells Masters,2017-03-16
Stan Wawrinka,F,Roger Federer,M,20170319-M-Indian_Wells_Masters-F-Roger_Federer-Stan_Wawrinka.html,Indian Wells Masters,2017-03-19
Mischa Zverev,F,Stan Wawrinka,M,20170527-M-Geneva-F-Stan_Wawrinka-Mischa_Zverev.html,Geneva,2017-05-27
Andy Murray,SF,Stan Wawrinka,M,20170609-M-Roland_Garros-SF-Stan_Wawrinka-Andy_Murray.html,Roland Garros,2017-06-09
Stan Wawrinka,F,Rafael Nadal,M,20170611-M-Roland_Garros-F-Rafael_Nadal-Stan_Wawrinka.html,Roland Garros,2017-06-11
Martin Klizan,R16,Stan Wawrinka,M,20180208-M-Sofia-R16-Stan_Wawrinka-Martin_Klizan.html,Sofia,2018-02-08
Jared Donaldson,R16,Stan Wawrinka,M,20180523-M-Geneva-R16-Stan_Wawrinka-Jared_Donaldson.html,Geneva,2018-05-23
Sam Querrey,R16,Stan Wawrinka,M,20180620-M-Queens_Club-R16-Stan_Wawrinka-Sam_Querrey.html,Queens Club,2018-06-20
Stan Wawrinka,R64,Nick Kyrgios,M,20180807-M-Canada_Masters-R64-Nick_Kyrgios-Stan_Wawrinka.html,Canada Masters,2018-08-07
Stan Wawrinka,QF,Roger Federer,M,20180817-M-Cincinnati_Masters-QF-Roger_Federer-Stan_Wawrinka.html,Cincinnati Masters,2018-08-17
Aljaz Bedene,R32,Stan Wawrinka,M,20180918-M-St_Petersburg-R32-Stan_Wawrinka-Aljaz_Bedene.html,St Petersburg,2018-09-18
Stan Wawrinka,R16,Nicolas Jarry,M,20190102-M-Doha-R16-Nicolas_Jarry-Stan_Wawrinka.html,Doha,2019-01-02
Stan Wawrinka,R64,Milos Raonic,M,20190117-M-Australian_Open-R64-Milos_Raonic-Stan_Wawrinka.html,Australian Open,2019-01-17
Benoit Paire,R32,Stan Wawrinka,M,20190211-M-Rotterdam-R32-Stan_Wawrinka-Benoit_Paire.html,Rotterdam,2019-02-11
Kei Nishikori,SF,Stan Wawrinka,M,20190216-M-Rotterdam-SF-Stan_Wawrinka-Kei_Nishikori.html,Rotterdam,2019-02-16
Gael Monfils,F,Stan Wawrinka,M,20190217-M-Rotterdam-F-Stan_Wawrinka-Gael_Monfils.html,Rotterdam,2019-02-17
Stan Wawrinka,QF,Nick Kyrgios,M,20190228-M-Acapulco-QF-Nick_Kyrgios-Stan_Wawrinka.html,Acapulco,2019-02-28
Pierre Hugues Herbert,R64,Stan Wawrinka,M,20190507-M-Madrid_Masters-R64-Stan_Wawrinka-Pierre_Hugues_Herbert.html,Madrid Masters,2019-05-07
Cristian Garin,R64,Stan Wawrinka,M,20190529-M-Roland_Garros-R64-Stan_Wawrinka-Cristian_Garin.html,Roland Garros,2019-05-29
Roger Federer,QF,Stan Wawrinka,M,20190605-M-Roland_Garros-QF-Stan_Wawrinka-Roger_Federer.html,Roland Garros,2019-06-05
Nicolas Mahut,R16,Stan Wawrinka,M,20190620-M-Queens_Club-R16-Stan_Wawrinka-Nicolas_Mahut.html,Queens Club,2019-06-20
Ruben Bemelmans,R128,Stan Wawrinka,M,20190701-M-Wimbledon-R128-Stan_Wawrinka-Ruben_Bemelmans.html,Wimbledon,2019-07-01
Stan Wawrinka,R64,Grigor Dimitrov,M,20190813-M-Cincinnati_Masters-R64-Grigor_Dimitrov-Stan_Wawrinka.html,Cincinnati Masters,2019-08-13
Andy Murray,F,Stan Wawrinka,M,20191020-M-Antwerp-F-Stan_Wawrinka-Andy_Murray.html,Antwerp,2019-10-20
Stan Wawrinka,R128,Andy Murray,M,20200928-M-Roland_Garros-R128-Andy_Murray-Stan_Wawrinka.html,Roland Garros,2020-09-28
Hugo Gaston,R32,Stan Wawrinka,M,20201002-M-Roland_Garros-R32-Stan_Wawrinka-Hugo_Gaston.html,Roland Garros,2020-10-02
Stan Wawrinka,R64,Emil Ruusuvuori,M,20220808-M-Canada_Masters-R64-Emil_Ruusuvuori-Stan_Wawrinka.html,Canada Masters,2022-08-08
Stan Wawrinka,R64,Andy Murray,M,20220815-M-Cincinnati_Masters-R64-Andy_Murray-Stan_Wawrinka.html,Cincinnati Masters,2022-08-15
Roberto Bautista Agut,QF,Stan Wawrinka,M,20221028-M-Basel-QF-Stan_Wawrinka-Roberto_Bautista_Agut.html,Basel,2022-10-28
Richard Gasquet,R16,Stan Wawrinka,M,20230215-M-Rotterdam-R16-Stan_Wawrinka-Richard_Gasquet.html,Rotterdam,2023-02-15
Stan Wawrinka,R128,Maxime Cressy,M,20230426-M-Madrid_Masters-R128-Maxime_Cressy-Stan_Wawrinka.html,Madrid Masters,2023-04-26
