rank,player,country,points,wins,losses,win_pct,titles,elo
82,Kristian Pless,DEN,486,15,22,40.5%,0,"1,663"
83,Karol Kucera,SVK,483,18,16,52.9%,0,"1,755"
84,Mardy Fish,USA,481,11,11,50.0%,0,"1,630"
85,Luis Horna,PER,473,6,8,42.9%,0,"1,511"
86,Martin Verkerk,NED,468,8,10,44.4%,0,"1,621"
87,Hyung-Taik Lee,KOR,463,11,14,44.0%,0,"1,626"
88,Albert Portas,ESP,450,9,23,28.1%,0,"1,525"
89,Mario Ancic,CRO,448,3,7,30.0%,0,"1,531"
90,Hicham Arazi,MAR,443,14,21,40.0%,0,"1,699"
91,Jurgen Melzer,AUT,441,10,9,52.6%,0,"1,659"
92,Flavio Saretta,BRA,438,12,16,42.9%,0,"1,588"
93,Irakli Labadze,GEO,427,10,20,33.3%,0,"1,537"
94,Olivier Mutis,FRA,415,0,1,0.0%,0,"1,430"
95,Attila Savolt,HUN,414,14,22,38.9%,0,"1,584"
96,Dick Norman,BEL,411,1,5,16.7%,0,"1,524"
97,Jeff Morrison,USA,406,9,12,42.9%,0,"1,576"
99,Jerome Golmard,FRA,395,14,13,51.9%,0,"1,699"
100,Robby Ginepri,USA,392,6,12,33.3%,0,"1,580"
101,Marc Rosset,SUI,389,8,12,40.0%,0,"1,597"
102,Brian Vahaly,USA,386,6,7,46.1%,0,"1,526"
103,Sargis Sargsian,ARM,385,13,19,40.6%,0,"1,650"
104,Michael Llodra,FRA,380,12,17,41.4%,0,"1,620"
105,Jean-Rene Lisnard,MON,380,5,5,50.0%,0,"1,634"
106,Justin Gimelstob,USA,380,5,6,45.5%,0,"1,619"
107,Magnus Norman,SWE,378,12,19,38.7%,0,"1,673"
108,Zeljko Krajan,CRO,375,5,8,38.5%,0,"1,483"
109,Juan Balcells,ESP,374,7,12,36.8%,0,"1,606"
110,Jan Vacek,CZE,369,10,24,29.4%,0,"1,554"
111,Cecil Mamiit,PHI,369,8,14,36.4%,0,"1,556"
112,Richard Krajicek,NED,350,7,6,53.9%,0,"1,839"
113,Francisco Clavet,ESP,345,11,22,33.3%,0,"1,564"
114,Alexander Popp,GER,344,8,9,47.1%,0,"1,578"
116,Mariano Puerta,ARG,342,2,4,33.3%,0,"1,597"
117,Karol Beck,SVK,341,2,3,40.0%,0,"1,574"
119,Cedric Pioline,FRA,335,10,16,38.5%,0,"1,618"
120,Andrea Gaudenzi,ITA,329,11,26,29.7%,0,"1,534"
121,Julian Knowle,AUT,329,4,14,22.2%,0,"1,480"
122,Alexander Waske,GER,327,4,5,44.4%,0,"1,602"
123,Ramon Delgado,PAR,323,8,20,28.6%,0,"1,601"
124,Michael Chang,USA,321,7,18,28.0%,0,"1,625"
125,Markus Hipfl,AUT,321,11,17,39.3%,0,"1,566"
126,Stefano Galvani,ITA,319,7,13,35.0%,0,"1,559"
127,Ivo Heuberger,SUI,311,6,14,30.0%,0,"1,609"
128,Noam Okun,ISR,308,8,15,34.8%,0,"1,587"
129,Giorgio Galimberti,ITA,307,1,2,33.3%,0,"1,506"
130,Nicolas Coutelot,FRA,306,8,13,38.1%,0,"1,532"
131,Gregory Carraz,FRA,300,2,5,28.6%,0,"1,553"
132,Nicolas Thomann,FRA,299,2,4,33.3%,0,"1,617"
133,Alex Calatrava,ESP,297,6,10,37.5%,0,"1,568"
134,Galo Blanco,ESP,296,8,19,29.6%,0,"1,573"
135,Jean Francois Bachelot,FRA,290,2,4,33.3%,0,"1,573"
136,Takao Suzuki,JPN,282,2,4,33.3%,0,"1,505"
137,Scott Draper,AUS,279,2,5,28.6%,0,"1,608"
138,Jack Brasington,USA,276,1,5,16.7%,0,"1,595"
139,Andrei Stoliarov,RUS,274,8,15,34.8%,0,"1,569"
140,Oliver Gross,GER,269,2,4,33.3%,0,"1,494"
141,Ruben Ramirez Hidalgo,ESP,260,0,3,0.0%,0,"1,497"
143,Christophe Rochus,BEL,258,10,21,32.3%,0,"1,516"
144,Ricardo Mello,BRA,258,0,1,0.0%,0,"1,507"
145,Juan Antonio Marin,CRC,254,4,8,33.3%,0,"1,569"
146,Bjorn Rehnquist,SWE,253,0,1,0.0%,0,"1,514"
147,Ivan Miranda,PER,252,0,2,0.0%,0,"1,492"
148,Bjorn Phau,GER,251,1,6,14.3%,0,"1,503"
149,Igor Kunitsyn,RUS,250,0,1,0.0%,0,"1,499"
151,Mario Radic,CRO,249,1,2,33.3%,0,"1,479"
152,Magnus Larsson,SWE,248,8,8,50.0%,0,"1,673"
153,Filippo Volandri,ITA,244,0,2,0.0%,0,"1,448"
154,Vasilis Mazarakis,GRE,243,0,2,0.0%,0,"1,449"
155,Tomas Behrend,GER,239,0,2,0.0%,0,"1,636"
156,Dennis van Scheppingen,NED,236,1,2,33.3%,0,"1,486"
157,Michael Russell,USA,234,5,15,25.0%,0,"1,509"
158,Cyril Saulnier,FRA,232,3,8,27.3%,0,"1,565"
160,George Bastl,SUI,225,3,9,25.0%,0,"1,564"
161,Richard Gasquet,FRA,225,1,5,16.7%,0,"1,486"
162,Julien Varlet,FRA,224,0,3,0.0%,0,"1,530"
163,Robin Soderling,SWE,223,1,5,16.7%,0,"1,554"
165,Michael Kohlmann,GER,221,7,14,33.3%,0,"1,560"
166,Oleg Ogorodov,UZB,219,3,5,37.5%,0,"1,531"
167,Alexandre Simoni,BRA,218,2,10,16.7%,0,"1,464"
170,Arvind Parmar,GBR,214,2,3,40.0%,0,"1,519"
171,Tuomas Ketola,FIN,213,1,3,25.0%,0,"1,520"
172,Victor Hanescu,ROU,211,3,3,50.0%,0,"1,520"
173,Fernando Verdasco,ESP,208,1,2,33.3%,0,"1,502"
174,Juan Giner,ESP,208,2,1,66.7%,0,"1,519"
176,Ota Fukarek,CZE,207,1,8,11.1%,0,"1,383"
177,Gilles Elseneer,BEL,205,2,2,50.0%,0,"1,528"
179,Eric Taino,PHI,200,0,1,0.0%,0,"1,528"
180,Andreas Vinciguerra,SWE,199,3,12,20.0%,0,"1,596"
181,Martin Vassallo Arguello,ARG,198,0,2,0.0%,0,"1,527"
182,Paul Goldstein,USA,197,1,3,25.0%,0,"1,561"
185,Denis Golovanov,RUS,192,0,2,0.0%,0,"1,446"
186,Renzo Furlan,ITA,192,1,3,25.0%,0,"1,540"
188,Vadim Kutsenko,RUS,192,1,1,50.0%,0,"1,465"
191,Marc Lopez,ESP,181,2,2,50.0%,0,"1,583"
194,Cristiano Caratti,ITA,176,0,3,0.0%,0,"1,522"
199,Jiri Vanek,CZE,167,2,4,33.3%,0,"1,531"
200,Rafael Nadal,ESP,165,1,1,50.0%,0,"1,508"
201,Ivo Karlovic,CRO,165,1,2,33.3%,0,"1,454"
203,Martin Lee,GBR,163,4,14,22.2%,0,"1,507"
206,Sebastien De Chaunac,FRA,156,1,2,33.3%,0,"1,523"
207,Neville Godwin,RSA,156,2,7,22.2%,0,"1,489"
208,Axel Pretzsch,GER,155,2,6,25.0%,0,"1,512"
209,Juan-Pablo Guzman,ARG,149,0,1,0.0%,0,"1,530"
210,Michal Tabara,CZE,149,4,7,36.4%,0,"1,587"
211,Danai Udomchoke,THA,149,0,1,0.0%,0,"1,489"
213,Leonardo Olguin,ARG,146,0,1,0.0%,0,"1,502"
214,Jan Hernych,CZE,145,0,1,0.0%,0,"1,475"
215,Jaymon Crabb,AUS,144,0,2,0.0%,0,"1,415"
216,Maximilian Abel,GER,144,0,2,0.0%,0,"1,482"
219,Joachim Johansson,SWE,142,1,1,50.0%,0,"1,478"
221,Jeff Salzenstein,USA,139,0,1,0.0%,0,"1,437"
222,Olivier Patience,FRA,136,0,1,0.0%,0,"1,456"
223,Marc Gicquel,FRA,134,1,1,50.0%,0,"1,500"
226,Gaston Etlis,ARG,132,3,3,50.0%,0,"1,563"
227,Amir Hadad,ISR,131,1,1,50.0%,0,"1,556"
229,David Prinosil,GER,131,2,2,50.0%,0,"1,593"
231,Gouichi Motomura,JPN,130,1,2,33.3%,0,"1,432"
232,Yves Allegro,SUI,130,2,2,50.0%,0,"1,531"
233,Todd Larkham,AUS,129,0,1,0.0%,0,"1,464"
234,Lionel Roux,FRA,129,1,2,33.3%,0,"1,542"
235,Eric Prodon,FRA,127,0,1,0.0%,0,"1,544"
236,Marcos Daniel,BRA,127,0,1,0.0%,0,"1,485"
237,Edgardo Massa,ARG,126,0,5,0.0%,0,"1,471"
238,Kevin Kim,USA,126,2,3,40.0%,0,"1,430"
242,Gabriel Trifu,ROU,121,0,2,0.0%,0,"1,473"
243,Goran Ivanisevic,CRO,120,4,7,36.4%,0,"1,698"
244,Gorka Fraile,ESP,120,1,1,50.0%,0,"1,502"
245,Federico Luzzi,ITA,119,1,6,14.3%,0,"1,484"
246,Wesley Moodie,RSA,119,0,1,0.0%,0,"1,476"
247,Philipp Kohlschreiber,GER,118,0,2,0.0%,0,"1,493"
248,Christian Vinck,GER,118,0,2,0.0%,0,"1,442"
249,Radoslav Lukaev,BUL,116,0,1,0.0%,0,"1,528"
252,Harel Levy,ISR,114,3,10,23.1%,0,"1,530"
253,Julien Benneteau,FRA,114,0,2,0.0%,0,"1,452"
254,Justin Bower,RSA,113,0,1,0.0%,0,"1,527"
255,Gilles Muller,LUX,113,0,1,0.0%,0,"1,488"
257,Emin Agaev,AZE,112,0,1,0.0%,0,"1,466"
259,Rodolphe Cadart,FRA,111,0,1,0.0%,0,"1,519"
260,Takahiro Terachi,JPN,111,0,1,0.0%,0,"1,507"
261,Julio Silva,BRA,110,1,2,33.3%,0,"1,475"
262,Frederic Niemeyer,CAN,109,0,1,0.0%,0,"1,415"
264,Johan Settergren,SWE,109,1,1,50.0%,0,"1,481"
265,Rogier Wassen,NED,109,0,1,0.0%,0,"1,457"
269,Nicolas Mahut,FRA,106,0,1,0.0%,0,"1,445"
270,Doug Bohaboy,USA,105,0,1,0.0%,0,"1,486"
273,Jan Frode Andersen,NOR,105,0,1,0.0%,0,"1,430"
274,Jens Knippschild,GER,104,1,2,33.3%,0,"1,606"
277,Slimane Saoudi,ALG,103,0,1,0.0%,0,"1,507"
278,Bob Bryan,USA,102,1,3,25.0%,0,"1,536"
283,Razvan Sabau,ROU,101,0,1,0.0%,0,"1,403"
284,Sebastian Prieto,ARG,101,0,2,0.0%,0,"1,426"
287,Petr Luxa,CZE,100,0,1,0.0%,0,"1,413"
290,Sergi Bruguera,ESP,99,1,3,25.0%,0,"1,553"
295,Thomas Blake,USA,95,2,2,50.0%,0,"1,496"
299,Thomas Dupre,FRA,94,0,1,0.0%,0,"1,474"
300,Denis Gremelmayr,GER,94,0,1,0.0%,0,"1,484"
301,Marcello Craca,GER,92,0,1,0.0%,0,"1,435"
302,Mark Nielsen,NZL,92,1,1,50.0%,0,"1,457"
303,Mikhail Elgin,RUS,92,0,1,0.0%,0,"1,484"
305,Edwin Kempes,NED,91,0,1,0.0%,0,"1,542"
310,Jamie Delgado,GBR,87,0,4,0.0%,0,"1,432"
311,Daniel Elsner,GER,87,0,1,0.0%,0,"1,436"
314,Daniel Melo,BRA,87,0,2,0.0%,0,"1,376"
317,Byron Black,ZIM,86,1,3,25.0%,0,"1,634"
319,Todd Reid,AUS,85,0,2,0.0%,0,"1,472"
322,Herbert Wiltschnig,AUT,85,0,1,0.0%,0,"1,444"
324,Konstantinos Economidis,GRE,84,0,1,0.0%,0,"1,529"
332,Oliver Marach,AUT,82,0,2,0.0%,0,"1,490"
340,Alan Mackin,GBR,79,0,1,0.0%,0,"1,487"
343,Ignacio Hirigoyen,ARG,79,0,1,0.0%,0,"1,478"
357,Simon Larose,CAN,72,0,1,0.0%,0,"1,498"
363,Thierry Ascione,FRA,71,0,1,0.0%,0,"1,497"
365,Kim Tiilikainen,FIN,71,0,1,0.0%,0,"1,442"
372,Nicolas Todero,ARG,68,0,1,0.0%,0,"1,490"
384,Glenn Weiner,USA,64,0,1,0.0%,0,"1,434"
389,Vincenzo Santopadre,ITA,63,0,1,0.0%,0,"1,508"
396,Jacobo Diaz,ESP,61,1,6,14.3%,0,"1,509"
417,Wayne Black,ZIM,55,0,3,0.0%,0,"1,565"
428,Hugo Armando,USA,53,0,2,0.0%,0,"1,498"
429,Daniel Willman,NZL,53,0,1,0.0%,0,"1,493"
434,Frank Dancevic,CAN,—,1,2,33.3%,0,"1,505"
438,Jan Siemerink,NED,51,0,2,0.0%,0,"1,532"
444,Mounir El Aarej,MAR,50,1,1,50.0%,0,"1,456"
445,MaliVai Washington,USA,50,1,1,50.0%,0,"1,562"
448,Michihisa Onoda,JPN,50,0,1,0.0%,0,"1,443"
450,Jonathan Erlich,ISR,49,2,2,50.0%,0,"1,522"
455,Barry Cowan,GBR,47,1,1,50.0%,0,"1,447"
456,Kristian Capalik,USA,47,0,1,0.0%,0,"1,497"
458,Matias Boeker,USA,46,0,1,0.0%,0,"1,492"
459,Alex Bogdanovic,GBR,46,0,2,0.0%,0,"1,479"
464,Andrew Ilie,AUS,45,0,7,0.0%,0,"1,502"
465,Peter Wessels,NED,45,0,1,0.0%,0,"1,565"
479,Karim Alami,MAR,42,1,2,33.3%,0,"1,523"
484,Adam Kennedy,AUS,42,0,1,0.0%,0,"1,473"
496,Chris Woodruff,USA,39,0,1,0.0%,0,"1,589"
513,Filip Prpic,SWE,37,0,1,0.0%,0,"1,486"
526,Carlos Cuadrado,ESP,35,0,1,0.0%,0,"1,496"
536,Rajeev Ram,USA,—,0,1,0.0%,0,"1,479"
538,Luis Adrian Morejon,ECU,34,0,1,0.0%,0,"1,465"
609,Mike Bryan,USA,26,1,2,33.3%,0,"1,494"
614,Brian Baker,USA,—,0,1,0.0%,0,"1,461"
633,Johannes Ager,AUT,24,0,1,0.0%,0,"1,488"
659,Daniel Nestor,CAN,21,0,1,0.0%,0,"1,621"
671,Hiroki Kondo,JPN,21,0,1,0.0%,0,"1,500"
674,Ion Moldovan,ROU,20,0,1,0.0%,0,"1,442"
679,Alexander Shvec,BLR,19,0,1,0.0%,0,"1,446"
689,Paul Hanley,AUS,18,0,1,0.0%,0,"1,470"
697,Thomas Schiessling,AUT,17,1,1,50.0%,0,"1,513"
714,Prakash Amritraj,IND,—,0,1,0.0%,0,"1,494"
727,Richard Fromberg,AUS,15,0,2,0.0%,0,"1,486"
730,Jeff Tarango,USA,15,0,1,0.0%,0,"1,446"
749,Daniel Vacek,CZE,14,0,2,0.0%,0,"1,578"
751,Martin Garcia,ARG,14,0,1,0.0%,0,"1,481"
752,Trevor Spracklin,USA,14,0,1,0.0%,0,"1,479"
802,Ben Ellwood,AUS,11,0,1,0.0%,0,"1,429"
802,Jeff Coetzee,RSA,11,0,1,0.0%,0,"1,485"
865,Joji Miyao,JPN,9,0,1,0.0%,0,"1,477"
880,Hendrik Dreekmann,GER,8,0,1,0.0%,0,"1,622"
911,Guillermo Hormazabal,CHI,7,0,1,0.0%,0,"1,487"
911,Radoslaw Nijaki,POL,7,0,1,0.0%,0,"1,489"
998,Leander Paes,IND,5,0,1,0.0%,0,"1,584"
998,Mahesh Bhupathi,IND,5,0,1,0.0%,0,"1,405"
998,Nuno Matias,POR,5,0,1,0.0%,0,"1,491"
998,Omar Alawadhi,UAE,5,0,1,0.0%,0,"1,493"
