rank,player,country,points,wins,losses,win_pct,titles,elo
—,Arthur Ashe,USA,—,94,25,79.0%,9,"2,084"
—,Rod Laver,AUS,—,89,15,85.6%,13,"2,213"
—,Cliff Richey,USA,—,88,24,78.6%,5,"2,047"
—,Ken Rosewall,AUS,—,72,21,77.4%,6,"2,083"
—,John Newcombe,AUS,—,65,23,73.9%,4,"2,031"
—,Zeljko Franulovic,CRO,—,64,29,68.8%,4,"1,934"
—,Roger Taylor,GBR,—,62,37,62.6%,2,"1,914"
—,Ilie Nastase,ROU,—,60,20,75.0%,2,"1,970"
—,Tom Okker,NED,—,59,27,68.6%,5,"1,948"
—,Clark Graebner,USA,—,58,28,67.4%,2,"1,839"
—,Jan Kodes,CZE,—,58,31,65.2%,2,"1,817"
—,Tony Roche,AUS,—,55,17,76.4%,4,"2,060"
—,Marty Riessen,USA,—,52,29,64.2%,2,"1,936"
—,Tom Gorman,USA,—,49,31,61.2%,1,"1,793"
—,Bob Carmichael,AUS,—,48,33,59.3%,0,"1,846"
—,Nikola Pilic,CRO,—,47,31,60.3%,1,"1,891"
—,Cliff Drysdale,RSA,—,45,25,64.3%,0,"1,908"
—,Andres Gimeno,ESP,—,41,25,62.1%,1,"1,881"
—,Bob Hewitt,RSA,—,41,16,71.9%,1,"1,822"
—,Dennis Ralston,USA,—,41,28,59.4%,1,"1,893"
—,Roy Emerson,AUS,—,41,25,62.1%,0,"1,927"
—,Mark Cox,GBR,—,39,31,55.7%,1,"1,796"
—,Brian Fairlie,NZL,—,36,20,64.3%,0,"1,800"
—,Gerald Battrick,GBR,—,36,23,61.0%,1,"1,672"
—,Ray Ruffels,AUS,—,35,22,61.4%,1,"1,781"
—,Ion Tiriac,ROU,—,34,22,60.7%,1,"1,795"
—,Dick Crealy,AUS,—,32,21,60.4%,1,"1,700"
—,Jaime Fillol,CHI,—,32,23,58.2%,0,"1,749"
—,Georges Goven,FRA,—,30,15,66.7%,1,"1,835"
—,Frew Mcmillan,RSA,—,29,21,58.0%,0,"1,678"
—,Jim Mcmanus,USA,—,29,34,46.0%,0,"1,559"
—,Nicola Spear,SRB,—,28,18,60.9%,0,"1,657"
—,Charlie Pasarell,USA,—,27,22,55.1%,0,"1,749"
—,Jim Osborne,USA,—,26,29,47.3%,0,"1,665"
—,Manuel Santana,ESP,—,25,8,75.8%,2,"1,992"
—,John Alexander,AUS,—,24,14,63.2%,1,"1,819"
—,Owen Davidson,AUS,—,23,24,48.9%,0,"1,661"
—,Robert Maud,RSA,—,23,13,63.9%,0,"1,704"
—,Bill Bowrey,AUS,—,22,22,50.0%,0,"1,695"
—,Pierre Barthes,FRA,—,22,22,50.0%,0,"1,770"
—,Manuel Orantes,ESP,—,21,8,72.4%,0,"1,859"
—,Jean Loup Rouyer,FRA,—,20,15,57.1%,0,"1,686"
—,Fred Stolle,AUS,—,19,23,45.2%,0,"1,763"
—,Onny Parun,NZL,—,19,21,47.5%,0,"1,586"
—,Phil Dent,AUS,—,19,15,55.9%,0,"1,662"
—,Christian Kuhnke,GER,—,18,6,75.0%,1,"1,785"
—,Peter Curtis,GBR,—,18,17,51.4%,0,"1,648"
—,Thomaz Koch,BRA,—,18,15,54.5%,0,"1,786"
—,Raymond Moore,RSA,—,17,28,37.8%,0,"1,659"
—,Tom Edlefsen,USA,—,16,19,45.7%,0,"1,584"
—,Allan Stone,AUS,—,15,16,48.4%,0,"1,690"
—,Graham Stilwell,GBR,—,15,28,34.9%,0,"1,635"
—,Terry Addison,AUS,—,15,24,38.5%,0,"1,560"
—,Bob Giltinan,AUS,—,13,8,61.9%,1,"1,636"
—,Francois Jauffret,FRA,—,13,11,54.2%,0,"1,731"
—,Jan Kukal,CZE,—,13,13,50.0%,0,"1,635"
—,Roy Barth,USA,—,13,24,35.1%,0,"1,579"
