rank,player,country,points,wins,losses,win_pct,titles,elo
1,Carlos Alcaraz,ESP,"12,050",70,8,89.7%,8,"2,348"
2,Jannik Sinner,ITA,"11,500",58,6,90.6%,6,"2,381"
3,Alexander Zverev,GER,"5,110",53,23,69.7%,1,"2,040"
4,Novak Djokovic,SRB,"4,820",39,11,78.0%,2,"2,174"
5,Felix Auger-Aliassime,CAN,"4,190",50,24,67.6%,3,"2,028"
6,Taylor Fritz,USA,"4,085",46,21,68.7%,2,"2,008"
7,Alex de Minaur,AUS,"4,080",50,23,68.5%,1,"2,003"
8,Lorenzo Musetti,ITA,"3,990",45,23,66.2%,0,"1,962"
9,Ben Shelton,USA,"3,960",41,24,63.1%,1,"1,950"
10,Jack Draper,GBR,"2,990",30,10,75.0%,1,"2,073"
11,Alexander Bublik,KAZ,"2,845",37,20,64.9%,4,"2,002"
12,Casper Ruud,NOR,"2,825",34,17,66.7%,2,"1,917"
13,Daniil Medvedev,RUS,"2,710",43,23,65.2%,1,"1,950"
14,Alejandro Davidovich Fokina,ESP,"2,585",44,26,62.9%,0,"1,898"
15,Holger Rune,DEN,"2,580",34,19,64.2%,1,"1,904"
16,Andrey Rublev,RUS,"2,510",36,25,59.0%,1,"1,841"
17,Karen Khachanov,RUS,"2,320",32,24,57.1%,0,"1,867"
18,Jiri Lehecka,CZE,"2,315",38,22,63.3%,1,"1,919"
19,Jakub Mensik,CZE,"2,150",31,19,62.0%,1,"1,834"
20,Tommy Paul,USA,"2,050",29,14,67.4%,0,"1,950"
21,Francisco Cerundolo,ARG,"2,035",36,23,61.0%,0,"1,838"
22,Flavio Cobolli,ITA,"2,000",29,24,54.7%,2,"1,855"
23,Denis Shapovalov,CAN,"1,665",26,22,54.2%,2,"1,791"
24,Joao Fonseca,BRA,"1,635",24,16,60.0%,2,"1,818"
25,Luciano Darderi,ITA,"1,579",29,27,51.8%,3,"1,715"
26,Tallon Griekspoor,NED,"1,565",30,23,56.6%,1,"1,824"
27,Cameron Norrie,GBR,"1,563",28,25,52.8%,0,"1,850"
28,Learner Tien,USA,"1,540",27,24,52.9%,0,"1,860"
29,Arthur Rinderknech,FRA,"1,527",26,27,49.1%,0,"1,875"
30,Frances Tiafoe,USA,"1,500",26,21,55.3%,0,"1,812"
31,Valentin Vacherot,MON,"1,483",11,4,73.3%,1,"1,822"
