rank,player,country,points,wins,losses,win_pct,titles,elo
1,Jimmy Connors,USA,—,67,6,91.8%,10,"2,326"
2,Bjorn Borg,SWE,—,68,9,88.3%,8,"2,331"
3,Guillermo Vilas,ARG,—,61,8,88.4%,7,"2,216"
4,John McEnroe,USA,—,77,19,80.2%,5,"2,149"
5,Vitas Gerulaitis,USA,—,47,14,77.0%,3,"2,155"
6,Eddie Dibbs,USA,—,82,27,75.2%,4,"1,998"
7,Brian Gottfried,USA,—,72,24,75.0%,3,"1,999"
8,Raul Ramirez,MEX,—,70,29,70.7%,2,"1,949"
9,Harold Solomon,USA,—,70,33,68.0%,2,"1,903"
10,Corrado Barazzutti,ITA,—,54,28,65.8%,0,"1,867"
11,Roscoe Tanner,USA,—,59,24,71.1%,2,"1,935"
12,Manuel Orantes,ESP,—,47,18,72.3%,2,"2,026"
13,Arthur Ashe,USA,—,66,25,72.5%,3,"1,992"
14,Jose Higueras,ESP,—,62,19,76.5%,5,"2,008"
15,Jose Luis Clerc,ARG,—,50,17,74.6%,3,"1,861"
16,Ilie Nastase,ROU,—,45,21,68.2%,2,"2,059"
17,Sandy Mayer,USA,—,41,20,67.2%,1,"1,931"
19,Dick Stockton,USA,—,46,27,63.0%,1,"1,921"
20,Balazs Taroczy,HUN,—,44,18,71.0%,2,"1,907"
21,Wojtek Fibak,POL,—,60,32,65.2%,1,"1,895"
22,John Alexander,AUS,—,50,31,61.7%,0,"1,810"
23,Adriano Panatta,ITA,—,43,24,64.2%,1,"1,933"
24,John Newcombe,AUS,—,30,25,54.5%,0,"1,815"
26,Peter Fleming,USA,—,43,31,58.1%,1,"1,953"
27,Johan Kriek,USA,—,22,11,66.7%,0,"1,781"
28,Buster C Mottram,GBR,—,29,18,61.7%,0,"1,812"
29,Hank Pfister,USA,—,43,26,62.3%,0,"1,839"
31,Brian Teacher,USA,—,38,23,62.3%,1,"1,925"
32,Tony Roche,AUS,—,16,12,57.1%,1,"1,843"
33,Pat Dupre,USA,—,41,30,57.8%,0,"1,834"
34,Ken Rosewall,AUS,—,19,19,50.0%,0,"1,808"
35,Ulrich Pinner,GER,—,24,13,64.9%,1,"1,798"
36,Tomas Smid,CZE,—,36,25,59.0%,1,"1,799"
37,Victor Amaya,USA,—,28,20,58.3%,0,"1,755"
38,Zeljko Franulovic,CRO,—,34,27,55.7%,0,"1,800"
40,Chris Lewis,NZL,—,34,26,56.7%,1,"1,773"
41,Kim Warwick,AUS,—,29,23,55.8%,0,"1,788"
42,Eliot Teltscher,USA,—,24,18,57.1%,1,"1,753"
42,Angel Gimenez,ESP,—,12,10,54.5%,0,"1,615"
44,Paolo Bertolucci,ITA,—,25,20,55.6%,0,"1,793"
45,Peter Feigl,AUT,—,22,16,57.9%,1,"1,743"
46,Victor Pecci,PAR,—,30,24,55.6%,1,"1,874"
47,Cliff Drysdale,RSA,—,14,13,51.9%,1,"1,862"
49,Yannick Noah,FRA,—,23,14,62.2%,2,"1,708"
50,Tom Okker,NED,—,20,20,50.0%,0,"1,879"
51,Kjell Johansson,SWE,—,18,9,66.7%,1,"1,760"
52,Rolf Gehring,GER,—,16,13,55.2%,0,"1,728"
53,Tom Gorman,USA,—,15,10,60.0%,0,"1,772"
54,Tim Wilkison,USA,—,10,13,43.5%,1,"1,659"
55,Heinz Gunthardt,SUI,—,25,25,50.0%,1,"1,764"
56,Deon Joubert,RSA,—,4,7,36.4%,0,"1,524"
57,Cliff Richey,USA,—,13,12,52.0%,1,"1,705"
58,Vijay Amritraj,IND,—,16,14,53.3%,1,"1,763"
59,Geoff Masters,AUS,—,20,20,50.0%,0,"1,699"
61,Francisco Gonzalez,PAR,—,8,10,44.4%,0,"1,602"
62,Bernie Mitton,RSA,—,36,31,53.7%,1,"1,728"
63,John Marks,AUS,—,9,16,36.0%,0,"1,628"
64,Gene Mayer,USA,—,25,18,58.1%,1,"1,733"
67,Allan Stone,AUS,—,13,9,59.1%,0,"1,796"
68,Mark Cox,GBR,—,15,16,48.4%,0,"1,765"
69,Mike Cahill,USA,—,17,20,46.0%,0,"1,691"
70,Vladimir Zednik,CZE,—,22,22,50.0%,1,"1,658"
71,Tom Leonard,USA,—,11,15,42.3%,0,"1,653"
72,Nick Saviano,USA,—,32,32,50.0%,0,"1,684"
73,Terry Moor,USA,—,35,32,52.2%,0,"1,760"
74,Ivan Lendl,USA,—,9,7,56.2%,0,"1,637"
75,Colin Dowdeswell,GBR,—,20,22,47.6%,0,"1,651"
76,Jorge Andrew,VEN,—,6,6,50.0%,0,"1,554"
77,Jaime Fillol,CHI,—,33,29,53.2%,0,"1,756"
78,Carlos Kirmayr,BRA,—,11,16,40.7%,0,"1,626"
79,Mark Edmondson,AUS,—,15,16,48.4%,1,"1,682"
81,Ricardo Cano,ARG,—,10,13,43.5%,0,"1,629"
82,David Schneider,USA,—,5,10,33.3%,0,"1,515"
83,Marty Riessen,USA,—,11,11,50.0%,0,"1,785"
84,John Sadri,USA,—,6,8,42.9%,0,"1,564"
