rank,player,country,points,wins,losses,win_pct,titles,elo
48,John Millman,AUS,"1,026",20,27,42.5%,0,"1,777"
49,Fernando Verdasco,ESP,"1,025",26,27,49.1%,0,"1,810"
50,Juan Ignacio Londero,ARG,"1,017",22,21,51.2%,1,"1,726"
51,Jeremy Chardy,FRA,990,28,27,50.9%,0,"1,918"
52,Lorenzo Sonego,ITA,990,20,23,46.5%,1,"1,725"
53,Cameron Norrie,GBR,975,21,25,45.6%,0,"1,784"
54,Casper Ruud,NOR,956,20,17,54.0%,0,"1,770"
55,Gilles Simon,FRA,955,27,28,49.1%,0,"1,773"
56,Alexander Bublik,KAZ,919,13,14,48.1%,0,"1,727"
57,Ugo Humbert,FRA,912,16,21,43.2%,0,"1,738"
58,Aljaz Bedene,SLO,905,18,18,50.0%,0,"1,838"
59,Miomir Kecmanovic,SRB,901,22,20,52.4%,0,"1,739"
60,Joao Sousa,POR,891,25,28,47.2%,0,"1,756"
61,Richard Gasquet,FRA,890,17,18,48.6%,0,"1,844"
62,Feliciano Lopez,ESP,888,13,15,46.4%,1,"1,824"
63,Jordan Thompson,AUS,878,26,22,54.2%,0,"1,765"
64,Pablo Andujar,ESP,867,15,18,45.5%,0,"1,728"
65,Pierre-Hugues Herbert,FRA,865,22,24,47.8%,0,"1,783"
66,Ricardas Berankis,LTU,836,7,12,36.8%,0,"1,726"
67,Mikhail Kukushkin,KAZ,816,19,25,43.2%,0,"1,796"
68,Tennys Sandgren,USA,803,13,17,43.3%,1,"1,761"
69,Kyle Edmund,GBR,800,14,22,38.9%,0,"1,772"
70,Marton Fucsovics,HUN,790,22,25,46.8%,0,"1,755"
71,Marco Cecchinato,ITA,780,14,25,35.9%,1,"1,651"
72,Andreas Seppi,ITA,776,17,24,41.5%,0,"1,750"
73,Yoshihito Nishioka,JPN,764,17,19,47.2%,0,"1,840"
74,Mikael Ymer,SWE,763,3,4,42.9%,0,"1,653"
75,Hugo Dellien,BOL,743,10,16,38.5%,0,"1,699"
76,Federico Delbonis,ARG,732,14,20,41.2%,0,"1,686"
77,Nicolas Jarry,CHI,695,17,19,47.2%,1,"1,691"
78,Jannik Sinner,ITA,671,7,9,43.8%,0,"1,676"
79,Philipp Kohlschreiber,GER,665,17,21,44.7%,0,"1,787"
80,Roberto Carballes Baena,ESP,664,19,20,48.7%,0,"1,714"
81,Yasutaka Uchiyama,JPN,651,4,3,57.1%,0,"1,638"
82,Gregoire Barrere,FRA,648,6,7,46.1%,0,"1,699"
83,Corentin Moutet,FRA,638,5,10,33.3%,0,"1,634"
84,Stefano Travaglia,ITA,637,5,7,41.7%,0,"1,682"
85,Steve Johnson,USA,630,14,21,40.0%,0,"1,735"
86,Jaume Munar,ESP,628,17,22,43.6%,0,"1,627"
87,Alejandro Davidovich Fokina,ESP,627,3,7,30.0%,0,"1,588"
88,Soonwoo Kwon,KOR,622,5,7,41.7%,0,"1,694"
89,Thiago Monteiro,BRA,616,2,11,15.4%,0,"1,642"
90,Tommy Paul,USA,611,2,4,33.3%,0,"1,704"
91,Kevin Anderson,RSA,610,11,4,73.3%,1,"2,057"
92,Leonardo Mayer,ARG,603,16,18,47.1%,0,"1,710"
93,Damir Dzumhur,BIH,594,13,21,38.2%,0,"1,741"
94,Dominik Koepfer,GER,592,4,4,50.0%,0,"1,723"
95,Ivo Karlovic,CRO,586,11,15,42.3%,0,"1,668"
96,Salvatore Caruso,ITA,586,6,6,50.0%,0,"1,709"
97,Alexei Popyrin,AUS,585,11,19,36.7%,0,"1,794"
98,Egor Gerasimov,BLR,581,8,7,53.3%,0,"1,743"
99,Lloyd Harris,RSA,576,8,13,38.1%,0,"1,641"
100,James Duckworth,AUS,576,0,3,0.0%,0,"1,574"
101,Kamil Majchrzak,POL,575,3,6,33.3%,0,"1,675"
102,Marcos Giron,USA,574,2,4,33.3%,0,"1,597"
103,Yuichi Sugita,JPN,561,3,3,50.0%,0,"1,667"
104,Tomas Berdych,CZE,550,13,9,59.1%,0,"1,869"
104,Henri Laaksonen,SUI,548,6,8,42.9%,0,"1,655"
105,Jiri Vesely,CZE,544,7,11,38.9%,0,"1,739"
106,Brayden Schnur,CAN,534,4,8,33.3%,0,"1,543"
107,Andrej Martin,SVK,528,0,1,0.0%,0,"1,521"
108,Dennis Novak,AUT,524,2,6,25.0%,0,"1,689"
109,Norbert Gombos,SVK,507,2,1,66.7%,0,"1,590"
110,Taro Daniel,JPN,501,11,18,37.9%,0,"1,655"
111,Marcel Granollers,ESP,497,8,12,40.0%,0,"1,724"
112,Evgeny Donskoy,RUS,497,3,6,33.3%,0,"1,622"
113,Denis Kudla,USA,491,11,22,33.3%,0,"1,714"
114,Thomas Fabbiano,ITA,482,10,18,35.7%,0,"1,638"
115,Paolo Lorenzi,ITA,480,6,10,37.5%,0,"1,628"
116,Antoine Hoang,FRA,478,5,7,41.7%,0,"1,608"
117,Peter Gojowczyk,GER,473,10,21,32.3%,0,"1,671"
118,Gianluca Mager,ITA,473,1,1,50.0%,0,"1,523"
121,Go Soeda,JPN,461,1,1,50.0%,0,"1,594"
122,Juan Martin del Potro,ARG,460,8,5,61.5%,0,"2,096"
124,Prajnesh Gunneswaran,IND,442,5,12,29.4%,0,"1,595"
125,Andy Murray,GBR,442,10,7,58.8%,1,"2,014"
126,Yannick Maden,GER,429,3,6,33.3%,0,"1,729"
127,Jason Jung,TPE,429,2,6,25.0%,0,"1,558"
128,Hyeon Chung,KOR,428,6,8,42.9%,0,"1,850"
129,Mackenzie McDonald,USA,425,10,12,45.5%,0,"1,716"
130,Sumit Nagal,IND,423,0,2,0.0%,0,"1,542"
131,Ilya Ivashka,BLR,422,7,11,38.9%,0,"1,644"
132,Guido Andreozzi,ARG,421,6,14,30.0%,0,"1,562"
133,Attila Balazs,HUN,418,6,2,75.0%,0,"1,698"
134,Marc Polmans,AUS,417,1,2,33.3%,0,"1,510"
135,Bradley Klahn,USA,415,4,14,22.2%,0,"1,645"
136,Steven Diez,CAN,411,1,1,50.0%,0,"1,554"
137,Facundo Bagnis,ARG,405,2,5,28.6%,0,"1,632"
138,Zhizhen Zhang,CHN,388,2,3,40.0%,0,"1,591"
139,Jozef Kovalik,SVK,379,1,9,10.0%,0,"1,529"
140,Pedro Sousa,POR,376,0,7,0.0%,0,"1,490"
141,Martin Klizan,SVK,373,9,18,33.3%,0,"1,703"
142,Dudi Sela,ISR,373,0,1,0.0%,0,"1,683"
144,Guillermo Garcia-Lopez,ESP,370,6,10,37.5%,0,"1,694"
145,Blaz Rola,SLO,370,0,1,0.0%,0,"1,516"
147,Tatsuma Ito,JPN,362,0,3,0.0%,0,"1,585"
148,Alessandro Giannessi,ITA,361,1,2,33.3%,0,"1,531"
149,Vasek Pospisil,CAN,360,3,5,37.5%,0,"1,810"
150,Sergiy Stakhovsky,UKR,350,3,6,33.3%,0,"1,576"
152,Federico Gaio,ITA,347,0,1,0.0%,0,"1,486"
153,Marius Copil,ROU,344,7,19,26.9%,0,"1,705"
154,Jay Clarke,GBR,335,1,3,25.0%,0,"1,494"
155,Nikola Milojevic,SRB,334,1,1,50.0%,0,"1,467"
156,Sebastian Ofner,AUT,333,1,1,50.0%,0,"1,510"
157,Steve Darcis,BEL,332,4,11,26.7%,0,"1,664"
158,Viktor Troicki,SRB,330,4,4,50.0%,0,"1,635"
159,Alex Bolt,AUS,328,3,4,42.9%,0,"1,583"
160,Kimmer Coppejans,BEL,328,0,2,0.0%,0,"1,530"
162,Robin Haase,NED,316,11,18,37.9%,0,"1,685"
163,Oscar Otte,GER,315,1,3,25.0%,0,"1,597"
164,Rudolf Molleker,GER,308,2,5,28.6%,0,"1,592"
165,Cedrik-Marcel Stebe,GER,307,7,10,41.2%,0,"1,715"
166,Darian King,BAR,305,0,1,0.0%,0,"1,570"
167,Mitchell Krueger,USA,304,0,1,0.0%,0,"1,569"
168,Mikael Torpegaard,DEN,303,0,1,0.0%,0,"1,536"
170,Pedro Martinez,ESP,300,0,2,0.0%,0,"1,537"
172,Yannick Hanfmann,GER,294,0,2,0.0%,0,"1,608"
173,Joao Domingues,POR,294,2,1,66.7%,0,"1,538"
174,Ramkumar Ramanathan,IND,293,2,4,33.3%,0,"1,561"
175,Mohamed Safwat,EGY,291,0,1,0.0%,0,"1,447"
176,Elias Ymer,SWE,290,1,5,16.7%,0,"1,531"
177,Denis Istomin,UZB,288,3,11,21.4%,0,"1,567"
178,Tallon Griekspoor,NED,288,1,1,50.0%,0,"1,537"
179,Marcos Baghdatis,CYP,285,4,3,57.1%,0,"1,740"
180,Lukas Rosol,CZE,285,1,3,25.0%,0,"1,660"
183,Lukas Lacko,SVK,280,1,3,25.0%,0,"1,591"
184,Peter Polansky,CAN,279,0,3,0.0%,0,"1,548"
185,Bernard Tomic,AUS,273,7,15,31.8%,0,"1,632"
187,Mats Moraing,GER,270,0,1,0.0%,0,"1,513"
191,Daniel Elahi Galan,COL,263,3,2,60.0%,0,"1,605"
193,Zhe Li,CHN,261,0,4,0.0%,0,"1,358"
194,Nicolas Mahut,FRA,260,4,3,57.1%,0,"1,707"
199,Thanasi Kokkinakis,AUS,256,3,4,42.9%,0,"1,759"
200,Bernabe Zapata Miralles,ESP,252,0,2,0.0%,0,"1,539"
201,Malek Jaziri,TUN,251,6,17,26.1%,0,"1,555"
203,Dustin Brown,JAM,246,2,1,66.7%,0,"1,667"
204,Constant Lestienne,FRA,246,0,2,0.0%,0,"1,530"
205,Tommy Robredo,ESP,244,0,1,0.0%,0,"1,582"
206,Maxime Janvier,FRA,240,0,3,0.0%,0,"1,526"
207,Bjorn Fratangelo,USA,239,3,6,33.3%,0,"1,644"
209,Marco Trungelliti,ARG,236,2,3,40.0%,0,"1,596"
210,Noah Rubin,USA,236,0,3,0.0%,0,"1,582"
211,Thiago Seyboth Wild,BRA,235,1,3,25.0%,0,"1,460"
212,Alexey Vatutin,RUS,233,0,2,0.0%,0,"1,525"
214,Nicola Kuhn,GER,232,1,2,33.3%,0,"1,507"
215,Yan Bai,CHN,229,0,1,0.0%,0,"1,463"
217,Elliot Benchetrit,MAR,227,1,2,33.3%,0,"1,565"
218,Michael Mmoh,USA,227,1,2,33.3%,0,"1,521"
219,Janko Tipsarevic,SRB,225,7,11,38.9%,0,"1,665"
220,Quentin Halys,FRA,222,0,1,0.0%,0,"1,515"
222,Tristan Lamasine,FRA,221,1,1,50.0%,0,"1,497"
223,Matthias Bachinger,GER,218,3,4,42.9%,0,"1,649"
224,David Ferrer,ESP,220,8,6,57.1%,0,"1,804"
224,Ernesto Escobedo,MEX,218,0,1,0.0%,0,"1,590"
225,Matteo Viola,ITA,217,0,1,0.0%,0,"1,501"
226,Ernests Gulbis,LAT,216,6,17,26.1%,0,"1,533"
228,Christopher Eubanks,USA,215,2,6,25.0%,0,"1,535"
230,Donald Young,USA,210,0,2,0.0%,0,"1,649"
233,Julian Lenz,GER,208,0,2,0.0%,0,"1,541"
234,Alexandre Muller,FRA,205,0,1,0.0%,0,"1,544"
236,Rogerio Dutra Silva,BRA,200,0,1,0.0%,0,"1,637"
238,Duckhee Lee,KOR,199,1,1,50.0%,0,"1,513"
239,Maximilian Marterer,GER,198,5,11,31.2%,0,"1,640"
241,Filippo Baldi,ITA,198,0,2,0.0%,0,"1,531"
242,Tobias Kamke,GER,196,0,1,0.0%,0,"1,567"
243,Thai-Son Kwiatkowski,USA,196,0,1,0.0%,0,"1,510"
244,Matthew Ebden,AUS,195,5,16,23.8%,0,"1,654"
246,Pedja Krstin,SRB,193,0,1,0.0%,0,"1,498"
248,Francisco Cerundolo,ARG,190,0,1,0.0%,0,"1,476"
250,Viktor Galovic,CRO,189,0,2,0.0%,0,"1,535"
253,Jack Sock,USA,180,0,4,0.0%,0,"1,634"
259,Gian Marco Moroni,ITA,176,1,1,50.0%,0,"1,494"
260,Ruben Bemelmans,BEL,172,0,2,0.0%,0,"1,590"
261,Jason Kubler,AUS,172,0,1,0.0%,0,"1,506"
263,Yosuke Watanuki,JPN,169,0,1,0.0%,0,"1,583"
269,Jenson Brooksby,USA,—,1,1,50.0%,0,"1,583"
270,Lucas Miedler,AUT,158,0,1,0.0%,0,"1,517"
274,Santiago Giraldo,COL,151,1,2,33.3%,0,"1,657"
275,JC Aragone,USA,150,0,1,0.0%,0,"1,549"
277,Marc-Andrea Huesler,SUI,148,0,1,0.0%,0,"1,450"
278,Nino Serdarusic,CRO,146,1,1,50.0%,0,"1,457"
279,Daniel Altmaier,GER,145,0,1,0.0%,0,"1,530"
281,Mischa Zverev,GER,144,3,12,20.0%,0,"1,571"
283,Cem Ilkel,TUR,144,0,2,0.0%,0,"1,417"
294,Mirza Basic,BIH,137,0,2,0.0%,0,"1,576"
295,Facundo Arguello,ARG,137,0,1,0.0%,0,"1,498"
298,Kevin King,USA,134,1,1,50.0%,0,"1,579"
299,Jurij Rodionov,AUT,134,0,2,0.0%,0,"1,502"
302,Ryan Harrison,USA,131,3,7,30.0%,0,"1,672"
305,Chun-Hsin Tseng,TPE,131,0,1,0.0%,0,"1,472"
306,Luca Vanni,ITA,130,0,1,0.0%,0,"1,525"
308,Pedro Sakamoto,BRA,130,0,1,0.0%,0,"1,527"
310,Andrea Arnaboldi,ITA,128,0,1,0.0%,0,"1,547"
317,Di Wu,CHN,126,1,1,50.0%,0,"1,511"
318,James Ward,GBR,126,0,3,0.0%,0,"1,512"
326,Altug Celikbilek,TUR,121,1,1,50.0%,0,"1,477"
331,Sandro Ehrat,SUI,117,0,1,0.0%,0,"1,427"
334,Simone Bolelli,ITA,116,1,3,25.0%,0,"1,734"
337,Peter Torebko,GER,116,0,1,0.0%,0,"1,501"
353,Marcelo Arevalo,ESA,108,0,1,0.0%,0,"1,444"
355,Tim Smyczek,USA,107,1,3,25.0%,0,"1,654"
356,Ze Zhang,CHN,107,0,2,0.0%,0,"1,499"
363,Pedro Cachin,ARG,104,2,1,66.7%,0,"1,522"
364,Rayane Roumane,ALG,102,0,1,0.0%,0,"1,517"
399,Artem Dubrivnyy,RUS,89,0,1,0.0%,0,"1,512"
414,Gleb Sakharov,FRA,82,0,1,0.0%,0,"1,547"
420,Alen Avidzba,RUS,81,1,1,50.0%,0,"1,487"
423,Dimitar Kuzmanov,BUL,80,0,1,0.0%,0,"1,453"
465,Daniel Brands,GER,66,1,1,50.0%,0,"1,604"
495,Ergi Kirkin,TUR,60,0,1,0.0%,0,"1,499"
500,Paul Jubb,GBR,—,0,2,0.0%,0,"1,531"
504,Lucas Catarina,MON,58,0,1,0.0%,0,"1,471"
507,Carlos Berlocq,ARG,57,0,3,0.0%,0,"1,504"
511,Thiemo de Bakker,NED,55,0,1,0.0%,0,"1,537"
515,Gerardo Lopez Villasenor,MEX,54,0,1,0.0%,0,"1,460"
517,Alexandar Lazarov,BUL,53,0,1,0.0%,0,"1,507"
532,Mate Valkusz,HUN,50,0,1,0.0%,0,"1,474"
561,Raymond Sarmiento,USA,45,0,1,0.0%,0,"1,522"
564,Andrea Basso,ITA,44,0,1,0.0%,0,"1,487"
597,Arjun Kadhe,IND,39,0,1,0.0%,0,"1,474"
620,Kevin Krawietz,GER,35,1,1,50.0%,0,"1,460"
658,Adrian Andreev,BUL,31,0,1,0.0%,0,"1,464"
689,Rubin Statham,NZL,28,1,1,50.0%,0,"1,469"
706,Franko Skugor,CRO,26,0,1,0.0%,0,"1,628"
720,Jared Donaldson,USA,25,1,2,33.3%,0,"1,727"
892,Alibek Kachmazov,RUS,13,0,1,0.0%,0,"1,483"
914,Zachary Svajda,USA,12,0,1,0.0%,0,"1,481"
944,Emilio Nava,USA,11,0,1,0.0%,0,"1,494"
992,Lucas Gomez,MEX,10,0,1,0.0%,0,"1,466"
"1,082",Alastair Gray,GBR,7,0,1,0.0%,0,"1,487"
"1,318",Jack Mingjie Lin,CAN,3,0,1,0.0%,0,"1,478"
"1,919",Mubarak Shannan Zayid,QAT,1,0,1,0.0%,0,"1,479"
—,Amir Weintraub,ISR,—,0,1,0.0%,0,"1,436"
