rank,player,country,points,wins,losses,win_pct,titles,elo
1,Roger Federer,SUI,"10,550",59,12,83.1%,4,"2,259"
2,Rafael Nadal,ESP,"9,205",64,14,82.0%,5,"2,176"
3,Novak Djokovic,SRB,"8,310",78,17,82.1%,5,"2,267"
4,Andy Murray,GBR,"7,030",64,12,84.2%,6,"2,211"
5,Juan Martin del Potro,ARG,"6,785",51,16,76.1%,3,"2,198"
6,Nikolay Davydenko,RUS,"4,930",57,19,75.0%,5,"2,142"
7,Andy Roddick,USA,"4,410",47,15,75.8%,1,"2,046"
8,Robin Soderling,SWE,"3,410",44,23,65.7%,1,"2,070"
9,Fernando Verdasco,ESP,"3,300",51,24,68.0%,1,"2,001"
10,Jo-Wilfried Tsonga,FRA,"2,875",48,20,70.6%,3,"1,976"
11,Fernando Gonzalez,CHI,"2,870",39,16,70.9%,1,"1,988"
12,Radek Stepanek,CZE,"2,625",44,19,69.8%,2,"2,010"
13,Gael Monfils,FRA,"2,610",42,19,68.8%,1,"1,994"
14,Marin Cilic,CRO,"2,430",45,20,69.2%,2,"1,989"
15,Gilles Simon,FRA,"2,275",45,24,65.2%,1,"1,936"
16,Tommy Robredo,ESP,"2,175",46,24,65.7%,2,"1,903"
17,David Ferrer,ESP,"1,870",40,24,62.5%,0,"1,853"
18,Tommy Haas,GER,"1,855",31,18,63.3%,1,"1,913"
19,Mikhail Youzhny,RUS,"1,690",41,27,60.3%,1,"1,960"
20,Tomas Berdych,CZE,"1,655",33,24,57.9%,1,"1,885"
21,Stan Wawrinka,SUI,"1,635",29,19,60.4%,0,"1,875"
22,Lleyton Hewitt,AUS,"1,600",33,19,63.5%,1,"1,956"
23,Juan Carlos Ferrero,ESP,"1,555",33,20,62.3%,1,"1,924"
24,Ivan Ljubicic,CRO,"1,405",32,23,58.2%,1,"1,894"
25,Sam Querrey,USA,"1,320",39,22,63.9%,1,"1,899"
26,Nicolas Almagro,ESP,"1,305",30,24,55.6%,1,"1,831"
27,Philipp Kohlschreiber,GER,"1,260",34,26,56.7%,0,"1,833"
28,Jurgen Melzer,AUT,"1,260",35,26,57.4%,1,"1,924"
29,Viktor Troicki,SRB,"1,175",27,27,50.0%,0,"1,803"
30,Juan Monaco,ARG,"1,170",34,24,58.6%,0,"1,850"
31,Albert Montanes,ESP,"1,140",25,21,54.4%,2,"1,816"
32,Jeremy Chardy,FRA,"1,102",34,28,54.8%,1,"1,780"
33,Paul-Henri Mathieu,FRA,"1,080",28,29,49.1%,0,"1,748"
34,John Isner,USA,"1,067",27,18,60.0%,0,"1,828"
35,Igor Andreev,RUS,"1,030",27,30,47.4%,0,"1,693"
36,Thomaz Bellucci,BRA,"1,021",18,17,51.4%,1,"1,781"
37,Ivo Karlovic,CRO,"1,015",21,22,48.8%,0,"1,795"
38,Janko Tipsarevic,SRB,"1,015",26,23,53.1%,0,"1,818"
39,Andreas Beck,GER,"1,000",22,20,52.4%,0,"1,706"
40,Benjamin Becker,GER,986,14,19,42.4%,1,"1,643"
41,Guillermo Garcia-Lopez,ESP,954,28,27,50.9%,1,"1,757"
42,Marcos Baghdatis,CYP,945,18,16,52.9%,1,"1,810"
43,Dudi Sela,ISR,936,15,20,42.9%,0,"1,646"
44,James Blake,USA,935,23,18,56.1%,0,"1,848"
45,Horacio Zeballos,ARG,934,5,5,50.0%,0,"1,613"
46,Julien Benneteau,FRA,924,26,28,48.1%,0,"1,793"
47,Feliciano Lopez,ESP,905,17,23,42.5%,0,"1,724"
