rank,player,country,points,wins,losses,win_pct,titles,elo
132,Marcel Granollers,ESP,334,2,2,50.0%,0,"1,532"
133,Ruben Ramirez Hidalgo,ESP,333,9,18,33.3%,0,"1,546"
134,Robby Ginepri,USA,330,11,20,35.5%,0,"1,716"
135,Federico Luzzi,ITA,327,1,4,20.0%,0,"1,534"
136,Dominik Hrbaty,SVK,323,9,21,30.0%,0,"1,594"
137,Roko Karanusic,CRO,323,2,6,25.0%,0,"1,624"
138,Tomas Zib,CZE,316,3,4,42.9%,0,"1,535"
139,Lukas Lacko,SVK,316,0,2,0.0%,0,"1,499"
140,Amer Delic,BIH,314,9,24,27.3%,0,"1,523"
141,Santiago Giraldo,COL,313,0,4,0.0%,0,"1,471"
142,Flavio Cipolla,ITA,309,1,1,50.0%,0,"1,542"
143,Alberto Martin,ESP,308,5,12,29.4%,0,"1,623"
145,Konstantinos Economidis,GRE,304,1,7,12.5%,0,"1,492"
146,Pablo Andujar,ESP,296,3,4,42.9%,0,"1,623"
147,Zack Fleishman,USA,294,4,6,40.0%,0,"1,589"
148,Jimmy Wang,TPE,289,3,2,60.0%,0,"1,571"
149,Oliver Marach,AUT,288,1,4,20.0%,0,"1,497"
150,Robert Smeets,AUS,286,1,2,33.3%,0,"1,513"
151,Juan-Pablo Guzman,ARG,282,2,8,20.0%,0,"1,498"
152,Max Mirnyi,BLR,280,9,18,33.3%,0,"1,593"
153,Dusan Vemic,SRB,280,1,5,16.7%,0,"1,579"
154,Danai Udomchoke,THA,275,7,19,26.9%,0,"1,498"
155,Lukas Dlouhy,CZE,275,7,14,33.3%,0,"1,554"
156,Jan Hernych,CZE,272,7,15,31.8%,0,"1,611"
157,Dick Norman,BEL,270,3,1,75.0%,0,"1,508"
160,Bruno Echagaray,MEX,263,0,2,0.0%,0,"1,517"
161,Harel Levy,ISR,262,0,1,0.0%,0,"1,480"
162,Wesley Moodie,RSA,261,7,9,43.8%,0,"1,643"
163,Peter Wessels,NED,261,4,2,66.7%,0,"1,613"
164,Bohdan Ulihrach,CZE,258,1,2,33.3%,0,"1,595"
165,Daniel Koellerer,AUT,258,1,1,50.0%,0,"1,540"
166,Paul Goldstein,USA,255,9,13,40.9%,0,"1,575"
167,Younes El Aynaoui,MAR,254,1,3,25.0%,0,"1,617"
168,Fernando Vicente,ESP,253,0,5,0.0%,0,"1,508"
169,Raemon Sluiter,NED,253,3,4,42.9%,0,"1,597"
171,Stefano Galvani,ITA,247,3,8,27.3%,0,"1,555"
172,Frederic Niemeyer,CAN,247,0,1,0.0%,0,"1,430"
173,Matthias Bachinger,GER,243,1,1,50.0%,0,"1,491"
174,Jesse Levine,CAN,242,2,3,40.0%,0,"1,552"
175,Eduardo Schwank,ARG,242,0,1,0.0%,0,"1,529"
176,Sam Warburg,USA,241,1,2,33.3%,0,"1,515"
177,Andrey Golubev,KAZ,239,1,1,50.0%,0,"1,580"
178,Kevin Kim,USA,237,3,14,17.6%,0,"1,483"
180,Alex Kuznetsov,USA,234,4,8,33.3%,0,"1,561"
181,Dominik Meffert,GER,234,2,2,50.0%,0,"1,565"
182,Gaston Gaudio,ARG,233,6,15,28.6%,0,"1,625"
183,Bjorn Phau,GER,233,4,10,28.6%,0,"1,562"
184,David Guez,FRA,232,0,2,0.0%,0,"1,517"
185,Philipp Petzschner,GER,231,1,1,50.0%,0,"1,561"
186,Adrian Garcia,CHI,231,0,4,0.0%,0,"1,442"
187,Alexander Peya,AUT,230,5,13,27.8%,0,"1,557"
188,Flavio Saretta,BRA,227,5,2,71.4%,0,"1,571"
190,Alex Bogdanovic,GBR,224,2,8,20.0%,0,"1,439"
191,Mikhail Ledovskikh,RUS,223,1,2,33.3%,0,"1,509"
192,Jeremy Chardy,FRA,219,0,3,0.0%,0,"1,563"
194,Christophe Rochus,BEL,218,2,9,18.2%,0,"1,609"
197,Antony Dupuis,FRA,215,4,2,66.7%,0,"1,616"
199,Sergiy Stakhovsky,UKR,214,0,2,0.0%,0,"1,509"
200,Simon Stadler,GER,214,2,3,40.0%,0,"1,586"
201,Jesse Huta Galung,NED,213,0,1,0.0%,0,"1,540"
203,Ilija Bozoljac,SRB,210,1,5,16.7%,0,"1,427"
206,Go Soeda,JPN,204,0,3,0.0%,0,"1,488"
208,Marc Lopez,ESP,202,0,1,0.0%,0,"1,561"
209,Andreas Beck,GER,202,0,1,0.0%,0,"1,505"
210,Tobias Kamke,GER,200,0,1,0.0%,0,"1,502"
211,Mikhail Elgin,RUS,121,0,1,0.0%,0,"1,460"
212,Michael Lammer,SUI,196,0,1,0.0%,0,"1,507"
213,Laurent Recouderc,AND,193,2,2,50.0%,0,"1,556"
214,Jamie Baker,GBR,192,1,3,25.0%,0,"1,524"
216,Simon Greul,GER,189,2,10,16.7%,0,"1,479"
218,Mikhail Kukushkin,KAZ,189,0,1,0.0%,0,"1,513"
220,Daniel Brands,GER,186,1,1,50.0%,0,"1,491"
221,Kevin Anderson,RSA,185,0,1,0.0%,0,"1,540"
222,Lukasz Kubot,POL,185,0,3,0.0%,0,"1,486"
225,Jesse Witten,USA,183,0,1,0.0%,0,"1,523"
227,Hugo Armando,USA,182,2,3,40.0%,0,"1,574"
229,Diego Junqueira,ARG,178,0,2,0.0%,0,"1,483"
233,Alexandr Dolgopolov,UKR,174,0,1,0.0%,0,"1,434"
234,Filip Prpic,SWE,172,1,2,33.3%,0,"1,505"
235,Jan Vacek,CZE,171,1,1,50.0%,0,"1,554"
236,Michael Ryderstedt,SWE,170,1,2,33.3%,0,"1,474"
240,Jerome Haehnel,FRA,167,0,2,0.0%,0,"1,563"
241,Takao Suzuki,JPN,167,0,1,0.0%,0,"1,543"
242,Alexander Waske,GER,166,2,8,20.0%,0,"1,615"
244,Wayne Arthurs,AUS,165,4,2,66.7%,0,"1,668"
245,Jan Hajek,CZE,164,2,13,13.3%,0,"1,475"
247,Andreas Haider-Maurer,AUT,163,0,1,0.0%,0,"1,534"
250,Predrag Rusevski,MKD,161,0,1,0.0%,0,"1,504"
251,Nick Lindahl,AUS,161,1,1,50.0%,0,"1,437"
252,Farrukh Dustov,UZB,160,0,1,0.0%,0,"1,483"
253,Rajeev Ram,USA,160,0,1,0.0%,0,"1,417"
254,Ryan Sweeting,USA,159,2,5,28.6%,0,"1,505"
256,Michal Przysiezny,POL,158,1,3,25.0%,0,"1,540"
257,Ricardo Mello,BRA,157,4,5,44.4%,0,"1,575"
258,Daniele Bracciali,ITA,154,6,14,30.0%,0,"1,578"
259,Nathan Healey,AUS,153,2,4,33.3%,0,"1,514"
264,Martin Fischer,AUT,150,0,1,0.0%,0,"1,471"
267,Tomas Cakl,CZE,145,1,2,33.3%,0,"1,505"
270,Davide Sanguinetti,ITA,141,5,8,38.5%,0,"1,519"
271,Lukas Rosol,CZE,141,0,1,0.0%,0,"1,507"
272,Pere Riba,ESP,141,1,1,50.0%,0,"1,554"
273,Scoville Jenkins,USA,140,2,4,33.3%,0,"1,581"
275,Augustin Gensse,FRA,140,1,1,50.0%,0,"1,526"
278,Prakash Amritraj,IND,137,2,2,50.0%,0,"1,498"
285,Bjorn Rehnquist,SWE,134,1,1,50.0%,0,"1,466"
286,Kei Nishikori,JPN,133,3,5,37.5%,0,"1,576"
288,Brian Wilson,USA,132,0,2,0.0%,0,"1,507"
291,Rohan Bopanna,IND,131,0,3,0.0%,0,"1,500"
292,Tim Henman,GBR,130,4,12,25.0%,0,"1,684"
293,Pavel Chekhov,RUS,130,0,1,0.0%,0,"1,456"
294,Paolo Lorenzi,ITA,128,1,1,50.0%,0,"1,492"
297,Ti Chen,TPE,127,0,1,0.0%,0,"1,482"
299,Scott Oudsema,USA,125,0,1,0.0%,0,"1,443"
303,Richard Bloomfield,GBR,123,0,3,0.0%,0,"1,409"
305,Dawid Olejniczak,POL,121,0,1,0.0%,0,"1,502"
306,Rogerio Dutra Silva,BRA,120,0,1,0.0%,0,"1,450"
307,Julian Reister,GER,120,0,1,0.0%,0,"1,500"
311,Phillip King,USA,117,0,3,0.0%,0,"1,437"
318,Rainer Eitzinger,AUT,114,1,1,50.0%,0,"1,518"
320,Benjamin Balleret,MON,113,0,1,0.0%,0,"1,500"
323,Denis Matsukevich,RUS,112,1,2,33.3%,0,"1,566"
326,Bartolome Salva-Vidal,ESP,110,0,3,0.0%,0,"1,493"
330,Woong-Sun Jun,KOR,109,0,3,0.0%,0,"1,587"
331,Frederik Nielsen,DEN,109,0,1,0.0%,0,"1,508"
338,Albert Portas,ESP,105,2,3,40.0%,0,"1,548"
343,Peter Polansky,CAN,102,0,1,0.0%,0,"1,475"
344,Daniel King-Turner,NZL,102,0,1,0.0%,0,"1,484"
350,Joachim Johansson,SWE,100,4,4,50.0%,0,"1,736"
358,Dennis van Scheppingen,NED,96,1,1,50.0%,0,"1,475"
361,Alexandre Sidorenko,FRA,95,0,1,0.0%,0,"1,436"
368,Karan Rastogi,HKG,92,1,1,50.0%,0,"1,452"
369,Satoshi Iwabuchi,JPN,92,0,1,0.0%,0,"1,410"
373,Rabie Chaki,MAR,91,0,1,0.0%,0,"1,481"
374,Josh Goodall,GBR,94,0,2,0.0%,0,"1,507"
376,Gorka Fraile,ESP,90,0,2,0.0%,0,"1,402"
377,Sebastien De Chaunac,FRA,90,0,1,0.0%,0,"1,517"
383,Thiago Alves,BRA,88,1,6,14.3%,0,"1,466"
395,Martin Klizan,SVK,84,1,1,50.0%,0,"1,524"
397,Takahiro Terachi,JPN,82,0,1,0.0%,0,"1,476"
421,Michael McClune,USA,74,0,1,0.0%,0,"1,477"
422,Paul Baccanello,AUS,73,0,1,0.0%,0,"1,530"
425,Felix Mantilla,ESP,72,1,3,25.0%,0,"1,650"
426,Lars Burgsmuller,GER,72,0,1,0.0%,0,"1,426"
434,Tobias Summerer,GER,70,1,2,33.3%,0,"1,574"
443,Wesley Whitehouse,NZL,68,1,2,33.3%,0,"1,546"
444,Thiemo de Bakker,NED,68,1,4,20.0%,0,"1,502"
446,Mohammad Ghareeb,KUW,68,0,1,0.0%,0,"1,478"
458,Toshihide Matsui,JPN,63,1,1,50.0%,0,"1,536"
463,Luka Gregorc,SLO,62,1,1,50.0%,0,"1,519"
464,George Bastl,SUI,62,1,4,20.0%,0,"1,522"
474,Jonathan Eysseric,FRA,—,0,2,0.0%,0,"1,470"
483,Hyun-Woo Nam,KOR,56,0,1,0.0%,0,"1,529"
487,Marco Chiudinelli,SUI,55,1,3,25.0%,0,"1,563"
488,Santiago Gonzalez,MEX,55,0,1,0.0%,0,"1,413"
491,Lee Childs,GBR,54,0,1,0.0%,0,"1,491"
498,Kenneth Carlsen,DEN,53,0,1,0.0%,0,"1,487"
505,Peng Sun,CHN,52,0,1,0.0%,0,"1,478"
517,Slimane Saoudi,ALG,49,1,1,50.0%,0,"1,449"
528,Michel Koning,NED,46,0,1,0.0%,0,"1,541"
536,Andre Sa,BRA,44,0,1,0.0%,0,"1,419"
541,Xin-Yuan Yu,CHN,44,0,1,0.0%,0,"1,470"
556,Justin Gimelstob,USA,40,1,12,7.7%,0,"1,536"
558,James Ward,GBR,40,0,1,0.0%,0,"1,472"
562,Ervin Eleskovic,SWE,39,0,1,0.0%,0,"1,465"
601,Shao-Xuan Zeng,CHN,34,0,1,0.0%,0,"1,525"
605,Alan Mackin,GBR,33,0,1,0.0%,0,"1,453"
628,Paradorn Srichaphan,THA,30,1,5,16.7%,0,"1,636"
660,Michel Kratochvil,SUI,27,0,1,0.0%,0,"1,455"
670,Cyril Saulnier,FRA,26,1,1,50.0%,0,"1,622"
677,Philip Bester,CAN,26,0,1,0.0%,0,"1,484"
678,Martin Verkerk,NED,25,0,9,0.0%,0,"1,612"
680,Gustavo Kuerten,BRA,25,2,7,22.2%,0,"1,601"
692,Nenad Zimonjic,SRB,24,0,1,0.0%,0,"1,442"
743,Navdeep Singh,IND,20,0,1,0.0%,0,"1,528"
763,Luka Belic,CRO,19,0,1,0.0%,0,"1,472"
766,Tim Goransson,SWE,19,0,1,0.0%,0,"1,483"
784,Erling Tveit,NOR,17,0,1,0.0%,0,"1,540"
812,Yves Allegro,SUI,15,1,1,50.0%,0,"1,498"
844,Luke Bourgeois,AUS,13,0,1,0.0%,0,"1,404"
862,Purav Raja,IND,13,0,1,0.0%,0,"1,499"
879,Jean-Claude Scherrer,SUI,12,0,1,0.0%,0,"1,447"
931,Rodolphe Cadart,FRA,10,0,1,0.0%,0,"1,538"
993,Jonathan Marray,GBR,8,0,1,0.0%,0,"1,455"
"1,033",Somdev Devvarman,IND,—,0,2,0.0%,0,"1,494"
"1,107",Jan-Michael Gambill,USA,5,0,2,0.0%,0,"1,503"
"1,116",Sultan Khalfan,QAT,5,0,1,0.0%,0,"1,430"
"1,127",David Martin,USA,5,0,1,0.0%,0,"1,465"
"1,127",David Skoch,CZE,5,0,1,0.0%,0,"1,491"
"1,127",Juan Antonio Marin,CRC,5,0,1,0.0%,0,"1,421"
"1,479",Pedro Sousa,POR,1,0,1,0.0%,0,"1,487"
"1,504",Kittipong Wachiramanowong,THA,1,0,1,0.0%,0,"1,497"
"1,504",Peerakiat Siriluethaiwattana,THA,1,0,1,0.0%,0,"1,487"
"1,507",Michael Kohlmann,GER,1,0,1,0.0%,0,"1,550"
"1,511",Omar Alawadhi,UAE,1,0,1,0.0%,0,"1,455"
