rank,player,country,points,wins,losses,win_pct,titles,elo
1,John McEnroe,USA,0,67,9,88.2%,9,"2,265"
2,Jimmy Connors,USA,0,59,12,83.1%,4,"2,162"
3,Ivan Lendl,USA,0,95,12,88.8%,10,"2,321"
4,Bjorn Borg,SWE,0,35,6,85.4%,3,"2,334"
5,Jose Luis Clerc,ARG,0,54,12,81.8%,6,"2,061"
6,Guillermo Vilas,ARG,0,64,16,80.0%,3,"2,035"
7,Gene Mayer,USA,0,37,8,82.2%,4,"2,072"
8,Eliot Teltscher,USA,0,54,19,74.0%,2,"2,052"
9,Brian Teacher,USA,0,33,16,67.3%,1,"1,987"
11,Vitas Gerulaitis,USA,0,44,18,71.0%,1,"2,062"
12,Roscoe Tanner,USA,0,51,22,69.9%,1,"1,901"
13,Yannick Noah,FRA,0,51,18,73.9%,2,"1,915"
14,Sandy Mayer,USA,0,43,17,71.7%,1,"2,041"
15,Balazs Taroczy,HUN,0,45,17,72.6%,2,"1,937"
16,Victor Pecci,PAR,0,48,20,70.6%,2,"1,820"
17,Wojtek Fibak,POL,0,42,20,67.7%,1,"1,846"
18,Brian Gottfried,USA,0,47,22,68.1%,1,"1,945"
19,Johan Kriek,USA,0,38,15,71.7%,3,"1,955"
20,Vijay Amritraj,IND,0,31,21,59.6%,0,"1,904"
21,Harold Solomon,USA,0,31,26,54.4%,0,"1,757"
23,Mark Edmondson,AUS,0,59,26,69.4%,3,"1,902"
24,Mel Purcell,USA,0,48,20,70.6%,3,"1,914"
25,Eddie Dibbs,USA,0,41,17,70.7%,2,"1,976"
28,Tomas Smid,CZE,0,54,28,65.8%,1,"1,864"
29,Kim Warwick,AUS,0,6,12,33.3%,0,"1,743"
30,Bill Scanlon,USA,0,39,21,65.0%,3,"1,879"
31,Chris Lewis,NZL,0,41,24,63.1%,1,"1,829"
32,Raul Ramirez,MEX,0,23,17,57.5%,0,"1,870"
33,Tim Mayotte,USA,0,31,16,66.0%,0,"1,800"
34,Shlomo Glickstein,ISR,0,42,24,63.6%,1,"1,831"
35,Jose Higueras,ESP,0,35,23,60.3%,0,"1,758"
36,John Sadri,USA,0,22,21,51.2%,0,"1,733"
37,Andres Gomez,ECU,0,36,21,63.2%,1,"1,899"
38,Heinz Gunthardt,SUI,0,28,22,56.0%,0,"1,813"
39,Hank Pfister,USA,0,37,21,63.8%,1,"1,869"
40,Adriano Panatta,ITA,0,18,14,56.2%,0,"1,787"
41,Carlos Kirmayr,BRA,0,27,16,62.8%,1,"1,804"
42,Rolf Gehring,GER,0,22,19,53.7%,0,"1,765"
43,Bruce Manson,USA,0,24,22,52.2%,0,"1,803"
44,Pat Dupre,USA,0,26,22,54.2%,0,"1,793"
45,Pedro Rebolledo,CHI,0,23,14,62.2%,0,"1,752"
46,Manuel Orantes,ESP,0,29,23,55.8%,1,"1,847"
47,Van Winitsky,USA,0,16,12,57.1%,1,"1,717"
48,Paul Mcnamee,AUS,0,16,13,55.2%,0,"1,766"
49,Andreas Maurer,GER,0,8,9,47.1%,0,"1,621"
50,Kevin Curren,USA,0,23,18,56.1%,1,"1,770"
51,Jose Luis Damiani,URU,0,21,15,58.3%,0,"1,730"
52,Jeff Borowiak,USA,0,18,19,48.6%,0,"1,763"
54,Steve Denton,USA,0,20,17,54.0%,0,"1,775"
55,Fritz Buehning,USA,0,24,20,54.5%,0,"1,754"
55,Corrado Barazzutti,ITA,0,17,17,50.0%,0,"1,803"
57,Terry Moor,USA,0,26,25,51.0%,0,"1,748"
58,Peter Rennert,USA,0,10,14,41.7%,0,"1,690"
59,Thierry Tulasne,FRA,0,26,23,53.1%,1,"1,675"
60,John Fitzgerald,AUS,0,26,24,52.0%,1,"1,674"
62,Ricardo Cano,ARG,0,33,24,57.9%,0,"1,718"
65,Phil Dent,AUS,0,26,21,55.3%,0,"1,750"
66,Stanislav Birner,CZE,0,11,14,44.0%,0,"1,662"
68,Pavel Slozil,CZE,0,18,16,52.9%,1,"1,719"
69,Joakim Nystrom,SWE,0,13,12,52.0%,0,"1,644"
70,Trey Waltke,USA,0,13,24,35.1%,0,"1,661"
71,Tim Wilkison,USA,0,23,24,48.9%,1,"1,755"
72,Buster C Mottram,GBR,0,13,13,50.0%,0,"1,773"
73,Mats Wilander,SWE,0,13,10,56.5%,0,"1,662"
74,Ilie Nastase,ROU,0,26,27,49.1%,0,"1,730"
75,John Alexander,AUS,0,23,21,52.3%,0,"1,746"
76,Ricardo Ycaza,ECU,0,19,16,54.3%,0,"1,661"
77,Peter Elter,GER,0,9,9,50.0%,0,"1,718"
78,Tony Giammalva,USA,0,17,21,44.7%,0,"1,679"
79,Gianni Ocleppo,ITA,0,11,12,47.8%,1,"1,695"
81,Fernando Luna,ESP,0,17,15,53.1%,0,"1,695"
82,Steve Krulevitz,USA,0,14,13,51.9%,0,"1,654"
83,Gilles Moretton,FRA,0,18,16,52.9%,0,"1,682"
84,Jimmy Arias,USA,0,10,10,50.0%,0,"1,626"
85,Butch Walts,USA,0,15,17,46.9%,0,"1,707"
85,Victor Amaya,USA,0,11,13,45.8%,0,"1,732"
88,Pascal Portes,FRA,0,19,23,45.2%,0,"1,699"
88,Per Hjertquist,SWE,0,16,21,43.2%,0,"1,643"
88,Russell Simpson,NZL,0,15,20,42.9%,0,"1,644"
89,Rod Frawley,AUS,0,20,24,45.5%,0,"1,749"
89,Klaus Eberhard,GER,0,15,17,46.9%,0,"1,583"
89,Ulrich Pinner,GER,0,10,8,55.6%,0,"1,691"
90,Eduardo Bengoechea,ARG,0,5,16,23.8%,0,"1,478"
90,Thomaz Koch,BRA,0,0,2,0.0%,0,"1,627"
91,Pablo Arraya,PER,0,6,11,35.3%,0,"1,543"
92,Angel Gimenez,ESP,0,26,26,50.0%,0,"1,656"
93,Chris Johnstone,AUS,0,11,15,42.3%,0,"1,587"
93,Paolo Bertolucci,ITA,0,9,12,42.9%,0,"1,690"
93,Peter Feigl,AUT,0,9,19,32.1%,0,"1,539"
93,Marty Riessen,USA,0,1,4,20.0%,0,"1,688"
94,Diego Perez,URU,0,16,15,51.6%,0,"1,652"
94,Bernie Mitton,RSA,0,13,19,40.6%,0,"1,617"
94,Ben Mckown,USA,0,4,7,36.4%,0,"1,501"
95,Jaime Fillol,CHI,—,18,19,48.6%,1,"1,654"
95,David Carter,AUS,0,16,19,45.7%,0,"1,697"
95,Louk Sanders,NED,0,4,13,23.5%,0,"1,529"
95,Jean Francois Caujolle,FRA,0,3,8,27.3%,0,"1,578"
96,Ferdi Taygan,USA,0,8,24,25.0%,0,"1,585"
96,Jan Gunnarsson,SWE,0,4,6,40.0%,0,"1,511"
97,Nick Saviano,USA,0,26,28,48.1%,0,"1,693"
97,Bernard Fritz,FRA,0,8,11,42.1%,0,"1,549"
97,Christophe Freyss,FRA,0,7,20,25.9%,0,"1,540"
98,Dick Stockton,USA,0,14,15,48.3%,0,"1,750"
98,Francisco Gonzalez,PAR,0,12,15,44.4%,0,"1,659"
98,Marcos Hocevar,BRA,0,11,19,36.7%,0,"1,567"
98,Eddie Edwards,RSA,0,10,19,34.5%,0,"1,503"
98,Roland Stadler,SUI,0,8,13,38.1%,0,"1,587"
98,Ron Hightower,USA,0,4,12,25.0%,0,"1,449"
99,Christophe Roger-Vasselin,FRA,0,14,22,38.9%,0,"1,626"
99,Rick Fagel,USA,0,11,19,36.7%,0,"1,581"
99,Peter Fleming,USA,0,9,13,40.9%,0,"1,733"
99,John Hayes,USA,0,6,14,30.0%,0,"1,517"
99,Haroon Ismail,ZIM,0,5,7,41.7%,0,"1,587"
99,Onny Parun,NZL,0,5,13,27.8%,0,"1,535"
99,Bernard Boileau,BEL,0,4,8,33.3%,0,"1,538"
99,Colin Dibley,AUS,0,3,7,30.0%,0,"1,630"
99,Steve Docherty,AUS,0,1,5,16.7%,0,"1,550"
100,Brad Drewett,AUS,0,15,22,40.5%,0,"1,580"
100,Anders Jarryd,SWE,0,11,12,47.8%,0,"1,651"
100,Richard Meyer,USA,0,11,22,33.3%,1,"1,636"
100,Kjell Johansson,SWE,0,9,11,45.0%,0,"1,650"
100,Hans Simonsson,SWE,0,8,17,32.0%,0,"1,545"
100,Raymond Moore,RSA,0,8,14,36.4%,0,"1,607"
100,Dominique Bedel,FRA,0,7,18,28.0%,0,"1,538"
100,Jan Norback,SWE,0,7,19,26.9%,0,"1,564"
100,Zeljko Franulovic,CRO,0,7,9,43.8%,0,"1,648"
100,Mike Cahill,USA,0,6,10,37.5%,0,"1,628"
100,Gustavo Guerrero,ARG,0,1,9,10.0%,0,"1,442"
106,Gabriel Urpi,ESP,—,11,20,35.5%,0,"1,590"
107,Tom Okker,NED,—,1,5,16.7%,0,"1,651"
108,Howard Schoenfield,USA,—,0,2,0.0%,0,"1,423"
114,Pavel Hutka,CZE,—,3,6,33.3%,0,"1,563"
118,Billy Martin,USA,—,10,15,40.0%,0,"1,575"
123,Sashi Menon,IND,—,3,14,17.6%,0,"1,484"
124,Chris Mayotte,USA,—,15,24,38.5%,0,"1,536"
127,Wolfgang Popp,GER,—,1,10,9.1%,0,"1,474"
128,Eric Deblicker,FRA,—,5,7,41.7%,0,"1,556"
128,Antonio Zugarelli,ITA,—,2,4,33.3%,0,"1,579"
130,Gustavo Tiberti,ARG,—,1,6,14.3%,0,"1,430"
131,Tony Graham,USA,—,9,12,42.9%,0,"1,574"
132,Jiri Hrebec,CZE,—,3,9,25.0%,0,"1,535"
133,Guillermo Aubone,ARG,—,8,17,32.0%,0,"1,489"
136,Charles Buzz Strode,USA,—,1,5,16.7%,0,"1,488"
140,Mark Cox,GBR,—,0,5,0.0%,0,"1,597"
141,Alvaro Fillol,CHI,—,2,9,18.2%,0,"1,476"
142,Stefan Simonsson,SWE,—,5,10,33.3%,0,"1,527"
143,Hans Kary,AUT,—,5,10,33.3%,0,"1,544"
144,Deon Joubert,RSA,—,3,4,42.9%,0,"1,531"
146,Syd Ball,AUS,—,8,12,40.0%,0,"1,546"
146,George Hardie,USA,—,4,7,36.4%,0,"1,546"
146,Christophe Casa,FRA,—,2,6,25.0%,0,"1,440"
146,Patrice Dominguez,FRA,—,2,2,50.0%,0,"1,602"
148,Patrick Proisy,FRA,—,3,6,33.3%,0,"1,560"
151,Ricardo Acuna,CHI,—,2,9,18.2%,0,"1,506"
151,Georges Goven,FRA,—,0,4,0.0%,0,"1,470"
154,Belus Prajoux,CHI,—,6,11,35.3%,0,"1,592"
157,Roberto Vizcaino,ESP,—,3,7,30.0%,0,"1,514"
158,Emilio Montano,MEX,—,0,2,0.0%,0,"1,448"
161,Ulrich Marten,GER,—,0,7,0.0%,0,"1,442"
163,Ross Case,AUS,—,5,15,25.0%,0,"1,500"
164,Alvaro Betancur,COL,—,1,1,50.0%,0,"1,486"
166,Geoff Masters,AUS,—,0,1,0.0%,0,"1,499"
170,Chris Delaney,USA,—,2,5,28.6%,0,"1,583"
173,Ramiro Benavides,BOL,—,4,7,36.4%,0,"1,545"
