rank,player,country,points,wins,losses,win_pct,titles,elo
1,Pete Sampras,USA,0,82,15,84.5%,8,"2,126"
2,Michael Stich,GER,0,67,19,77.9%,6,"2,082"
3,Jim Courier,USA,0,58,17,77.3%,5,"1,959"
4,Sergi Bruguera,ESP,0,60,23,72.3%,5,"1,915"
5,Stefan Edberg,SWE,0,58,22,72.5%,1,"1,986"
6,Andrei Medvedev,UKR,0,58,24,70.7%,3,"1,943"
7,Goran Ivanisevic,CRO,0,50,21,70.4%,3,"2,031"
8,Michael Chang,USA,0,62,21,74.7%,5,"1,992"
9,Thomas Muster,AUT,0,77,21,78.6%,7,"1,953"
10,Cedric Pioline,FRA,0,51,27,65.4%,0,"1,936"
11,Boris Becker,GER,0,42,22,65.6%,2,"1,885"
12,Petr Korda,CZE,0,50,23,68.5%,1,"1,954"
13,Todd Martin,USA,0,45,23,66.2%,1,"1,886"
14,Magnus Gustafsson,SWE,0,50,29,63.3%,1,"1,891"
15,Richard Krajicek,NED,0,36,20,64.3%,1,"1,888"
16,Marc Rosset,SUI,0,46,21,68.7%,3,"1,922"
17,Karel Novacek,CZE,0,41,22,65.1%,2,"1,760"
18,Alexander Volkov,RUS,0,44,28,61.1%,1,"1,774"
19,Ivan Lendl,USA,0,33,23,58.9%,2,"1,780"
20,Arnaud Boetsch,FRA,0,42,24,63.6%,2,"1,900"
21,Wally Masur,AUS,0,35,22,61.4%,0,"1,791"
22,Wayne Ferreira,RSA,0,38,25,60.3%,0,"1,819"
23,MaliVai Washington,USA,0,37,23,61.7%,0,"1,842"
24,Andre Agassi,USA,0,32,11,74.4%,2,"1,943"
25,Amos Mansdorf,ISR,0,40,24,62.5%,1,"1,787"
26,Carlos Costa,ESP,0,42,23,64.6%,2,"1,872"
27,Andrei Chesnokov,RUS,0,37,28,56.9%,0,"1,749"
28,Mark Woodforde,AUS,0,28,20,58.3%,1,"1,792"
29,Mikael Pernfors,SWE,0,19,15,55.9%,1,"1,742"
30,Richey Reneberg,USA,0,37,26,58.7%,1,"1,755"
31,Jaime Yzaga,PER,0,30,21,58.8%,2,"1,779"
32,Marc Kevin Goellner,GER,0,33,25,56.9%,1,"1,713"
33,Jonas Svensson,SWE,0,34,28,54.8%,0,"1,767"
34,Javier Sanchez,ESP,0,39,31,55.7%,0,"1,766"
35,Brad Gilbert,USA,0,31,26,54.4%,0,"1,735"
36,Alberto Berasategui,ESP,0,28,19,59.6%,1,"1,740"
37,Andrei Cherkasov,RUS,0,34,31,52.3%,0,"1,753"
38,Jonathan Stark,USA,0,28,23,54.9%,1,"1,760"
39,Magnus Larsson,SWE,0,29,25,53.7%,0,"1,820"
40,Richard Fromberg,AUS,0,34,30,53.1%,0,"1,680"
41,Emilio Sanchez,ESP,0,28,26,51.9%,0,"1,686"
42,Paul Haarhuis,NED,0,30,26,53.6%,0,"1,762"
43,Brett Steven,NZL,0,30,28,51.7%,0,"1,734"
44,Jason Stoltenberg,AUS,0,23,21,52.3%,1,"1,694"
45,Aaron Krickstein,USA,0,26,19,57.8%,1,"1,786"
46,Nicklas Kulti,SWE,0,27,24,52.9%,1,"1,690"
47,Marcos Ondruska,RSA,0,26,29,47.3%,0,"1,568"
48,Henrik Holm,SWE,0,25,29,46.3%,0,"1,685"
49,Javier Frana,ARG,0,21,10,67.7%,1,"1,739"
50,Greg Rusedski,GBR,0,16,9,64.0%,1,"1,750"
51,Younes El Aynaoui,MAR,0,16,14,53.3%,0,"1,632"
52,Christian Bergstrom,SWE,0,23,23,50.0%,0,"1,691"
53,Jan Siemerink,NED,0,24,25,49.0%,0,"1,670"
54,David Wheaton,USA,0,27,25,51.9%,0,"1,730"
55,Fabrice Santoro,FRA,0,24,26,48.0%,0,"1,628"
56,Jordi Burillo,ESP,0,18,17,51.4%,1,"1,609"
57,Bernd Karbacher,GER,0,18,28,39.1%,0,"1,621"
58,Ronald Agenor,HAI,0,17,25,40.5%,0,"1,600"
59,Stefano Pescosolido,ITA,0,14,14,50.0%,1,"1,734"
60,Andrea Gaudenzi,ITA,0,17,10,63.0%,0,"1,670"
61,Jordi Arrese,ESP,0,20,22,47.6%,1,"1,723"
62,Karsten Braasch,GER,0,14,16,46.7%,0,"1,649"
63,Jacco Eltingh,NED,0,22,26,45.8%,1,"1,633"
64,Jamie Morgan,AUS,0,24,25,49.0%,0,"1,738"
65,Andrei Olhovskiy,RUS,0,26,29,47.3%,1,"1,664"
66,Patrick Rafter,AUS,0,11,11,50.0%,0,"1,619"
67,Anders Jarryd,SWE,0,15,18,45.5%,1,"1,624"
68,Slava Dosedel,CZE,0,16,15,51.6%,0,"1,595"
69,Chuck Adams,USA,0,25,25,50.0%,1,"1,694"
70,Luiz Mattar,BRA,0,19,22,46.3%,0,"1,691"
71,Jakob Hlasek,SUI,0,20,25,44.4%,0,"1,713"
72,Renzo Furlan,ITA,0,26,28,48.1%,0,"1,681"
73,Patrick McEnroe,USA,0,26,20,56.5%,0,"1,778"
74,Horst Skoff,AUT,0,17,18,48.6%,1,"1,639"
75,Stephane Simian,FRA,0,18,26,40.9%,0,"1,570"
76,Alex Corretja,ESP,0,24,23,51.1%,0,"1,658"
77,David Prinosil,GER,0,16,25,39.0%,0,"1,633"
78,Gilbert Schaller,AUT,0,12,21,36.4%,0,"1,549"
79,Horacio de la Pena,ARG,0,17,16,51.5%,1,"1,595"
81,Rodolphe Gilbert,FRA,0,18,28,39.1%,0,"1,589"
82,Guillermo Perez-Roldan,ARG,0,19,11,63.3%,1,"1,755"
83,Olivier Delaitre,FRA,0,15,23,39.5%,0,"1,644"
84,Byron Black,ZIM,0,19,20,48.7%,0,"1,662"
85,Guillaume Raoux,FRA,0,27,28,49.1%,0,"1,627"
86,Grant Stafford,RSA,0,17,14,54.8%,0,"1,707"
87,Marcelo Filippini,URU,0,17,26,39.5%,0,"1,625"
88,Thomas Enqvist,SWE,0,18,23,43.9%,1,"1,712"
89,Tomas Carbonell,ESP,0,18,28,39.1%,0,"1,580"
90,Alex Antonitsch,AUT,0,14,18,43.8%,0,"1,571"
91,Jeff Tarango,USA,0,24,26,48.0%,0,"1,670"
92,Kenneth Carlsen,DEN,0,17,27,38.6%,0,"1,575"
93,Derrick Rostagno,USA,0,17,21,44.7%,0,"1,599"
94,Carl Uwe Steeb,GER,0,18,20,47.4%,0,"1,718"
95,David Rikl,CZE,0,7,13,35.0%,0,"1,530"
96,Jonas Bjorkman,SWE,0,6,8,42.9%,0,"1,558"
97,Bryan Shelton,USA,0,18,25,41.9%,0,"1,557"
98,Jeremy Bates,GBR,0,12,17,41.4%,0,"1,593"
99,Fernando Meligeni,BRA,0,6,7,46.1%,0,"1,554"
100,Francisco Clavet,ESP,0,21,26,44.7%,0,"1,661"
101,Henri Leconte,FRA,0,13,11,54.2%,1,"1,832"
102,Yevgeny Kafelnikov,RUS,0,10,10,50.0%,0,"1,588"
103,Franco Davin,ARG,0,11,21,34.4%,0,"1,543"
104,Gabriel Markus,ARG,0,11,19,36.7%,0,"1,606"
105,Jared Palmer,USA,0,9,14,39.1%,0,"1,605"
106,Jean-Philippe Fleurian,FRA,0,1,4,20.0%,0,"1,457"
107,Gianluca Pozzi,ITA,0,13,26,33.3%,0,"1,559"
108,Mauricio Hadad,COL,0,3,6,33.3%,0,"1,505"
109,Todd Woodbridge,AUS,0,19,20,48.7%,0,"1,664"
110,Joern Renzenbrink,GER,0,8,11,42.1%,0,"1,565"
111,Omar Camporese,ITA,0,12,12,50.0%,0,"1,653"
112,Neil Borwick,AUS,0,13,15,46.4%,0,"1,627"
113,Steve Bryan,USA,0,7,9,43.8%,0,"1,620"
114,Daniel Vacek,CZE,0,13,22,37.1%,0,"1,560"
115,Goran Prpic,CRO,0,12,14,46.1%,0,"1,707"
118,Jose Francisco Altur,ESP,0,10,16,38.5%,0,"1,448"
119,Patrik Kuhnen,GER,0,13,22,37.1%,0,"1,630"
120,Diego Nargiso,ITA,0,8,23,25.8%,0,"1,525"
121,Mark Petchey,GBR,0,1,3,25.0%,0,"1,473"
