rank,player,country,points,wins,losses,win_pct,titles,elo
1,Jannik Sinner,ITA,"13,500",37,3,92.5%,5,"2,366"
2,Carlos Alcaraz,ESP,"9,960",22,4,84.6%,2,"2,339"
3,Alexander Zverev,GER,"7,190",34,8,81.0%,1,"2,159"
4,Felix Auger-Aliassime,CAN,"4,390",24,11,68.6%,1,"1,955"
5,Ben Shelton,USA,"4,070",23,9,71.9%,3,"1,949"
6,Alex de Minaur,AUS,"4,060",21,11,65.6%,1,"1,929"
7,Daniil Medvedev,RUS,"3,810",27,10,73.0%,2,"1,963"
8,Novak Djokovic,SRB,"3,760",10,4,71.4%,0,"2,132"
9,Taylor Fritz,USA,"3,635",14,8,63.6%,0,"1,923"
10,Flavio Cobolli,ITA,"3,540",23,13,63.9%,1,"1,917"
11,Alexander Bublik,KAZ,"3,020",19,13,59.4%,1,"1,891"
12,Jiri Lehecka,CZE,"2,640",17,11,60.7%,0,"1,905"
13,Andrey Rublev,RUS,"2,460",20,11,64.5%,0,"1,910"
14,Casper Ruud,NOR,"2,425",22,11,66.7%,0,"1,982"
15,Lorenzo Musetti,ITA,"2,315",13,7,65.0%,0,"1,970"
16,Jakub Mensik,CZE,"2,300",22,9,71.0%,1,"1,972"
17,Luciano Darderi,ITA,"2,300",22,13,62.9%,1,"1,819"
18,Karen Khachanov,RUS,"2,280",13,14,48.1%,0,"1,783"
19,Learner Tien,USA,"2,270",20,10,66.7%,1,"1,923"
20,Valentin Vacherot,MON,"2,138",14,10,58.3%,0,"1,884"
21,Arthur Fils,FRA,"1,940",22,7,75.9%,1,"2,054"
22,Alejandro Davidovich Fokina,ESP,"1,860",13,12,52.0%,0,"1,801"
23,Rafael Jodar,ESP,"1,849",24,10,70.6%,1,"1,920"
24,Arthur Rinderknech,FRA,"1,776",9,12,42.9%,0,"1,793"
25,Joao Fonseca,BRA,"1,735",15,11,57.7%,0,"1,926"
26,Frances Tiafoe,USA,"1,730",25,12,67.6%,0,"1,904"
27,Francisco Cerundolo,ARG,"1,660",21,12,63.6%,1,"1,861"
28,Tommy Paul,USA,"1,645",25,11,69.4%,1,"1,956"
29,Cameron Norrie,GBR,"1,595",13,13,50.0%,0,"1,823"
30,Tomas Martin Etcheverry,ARG,"1,510",21,13,61.8%,1,"1,816"
31,Alejandro Tabilo,CHI,"1,428",18,12,60.0%,0,"1,820"
32,Brandon Nakashima,USA,"1,385",16,12,57.1%,0,"1,775"
33,Ugo Humbert,FRA,"1,360",17,15,53.1%,0,"1,788"
34,Matteo Arnaldi,ITA,"1,336",7,7,50.0%,0,"1,813"
35,Ignacio Buse,PER,"1,316",12,9,57.1%,1,"1,753"
36,Corentin Moutet,FRA,"1,283",6,12,33.3%,0,"1,756"
37,Alexander Blockx,BEL,"1,275",10,6,62.5%,0,"1,780"
38,Alex Michelsen,USA,"1,205",18,13,58.1%,0,"1,829"
39,Mariano Navone,ARG,"1,165",16,13,55.2%,1,"1,797"
40,Tallon Griekspoor,NED,"1,165",9,11,45.0%,0,"1,751"
41,Denis Shapovalov,CAN,"1,130",9,12,42.9%,0,"1,708"
42,Tomas Machac,CZE,"1,120",15,10,60.0%,1,"1,857"
43,Jaume Munar,ESP,"1,105",8,9,47.1%,0,"1,766"
44,Adrian Mannarino,FRA,"1,099",9,16,36.0%,0,"1,665"
45,Juan Manuel Cerundolo,ARG,"1,055",8,11,42.1%,0,"1,737"
46,Marin Cilic,CRO,"1,036",13,12,52.0%,0,"1,786"
