rank,player,country,points,wins,losses,win_pct,titles,elo
62,Robert Maud,RSA,—,12,13,48.0%,0,"1,638"
63,Patrice Dominguez,FRA,—,18,21,46.1%,0,"1,737"
64,Roger Dowdeswell,ZIM,—,9,20,31.0%,0,"1,490"
65,Paul Gerken,USA,—,24,32,42.9%,0,"1,654"
66,Patricio Cornejo,CHI,—,20,32,38.5%,0,"1,611"
67,Karl Meiler,GER,—,42,26,61.8%,2,"1,777"
68,Ove Bengtson,SWE,—,14,21,40.0%,0,"1,669"
69,Patrick Proisy,FRA,—,15,22,40.5%,0,"1,661"
71,Dick Crealy,AUS,—,41,40,50.6%,0,"1,709"
72,Ion Tiriac,ROU,—,10,15,40.0%,0,"1,622"
73,Antonio Zugarelli,ITA,—,14,21,40.0%,0,"1,582"
76,Ray Ruffels,AUS,—,17,19,47.2%,0,"1,760"
77,Zeljko Franulovic,CRO,—,15,19,44.1%,0,"1,657"
78,Grover Raz Reid,USA,—,17,24,41.5%,0,"1,642"
79,Julian Ganzabal,ARG,—,14,14,50.0%,0,"1,627"
79,Pierre Barthes,FRA,—,8,13,38.1%,0,"1,647"
81,Hans Kary,AUT,—,18,22,45.0%,0,"1,612"
82,Roy Emerson,AUS,—,7,5,58.3%,0,"1,876"
83,Georges Goven,FRA,—,17,23,42.5%,0,"1,665"
85,John Whitlinger,USA,—,11,9,55.0%,0,"1,579"
86,William Brown,USA,—,11,19,36.7%,0,"1,546"
87,Colin Dibley,AUS,—,35,36,49.3%,0,"1,689"
89,Raymond Moore,RSA,—,16,20,44.4%,0,"1,687"
90,Milan Holecek,CZE,—,18,29,38.3%,0,"1,567"
91,Steve Krulevitz,USA,—,16,23,41.0%,0,"1,541"
93,Vladimir Zednik,CZE,—,12,19,38.7%,0,"1,629"
94,Ivan Molina,COL,—,22,33,40.0%,0,"1,602"
95,Hans Joachim Ploetz,GER,—,5,9,35.7%,0,"1,572"
97,Gerald Battrick,GBR,—,11,17,39.3%,0,"1,640"
98,Mike Estep,USA,—,15,25,37.5%,0,"1,626"
99,Clark Graebner,USA,—,11,14,44.0%,0,"1,685"
100,Jun Kamiwazumi,JPN,—,14,23,37.8%,0,"1,592"
101,Jun Kuki,JPN,—,10,17,37.0%,0,"1,594"
102,Wojtek Fibak,POL,—,9,9,50.0%,0,"1,592"
104,Syd Ball,AUS,—,34,35,49.3%,0,"1,647"
105,Tom Leonard,USA,—,6,15,28.6%,0,"1,541"
108,Jose Higueras,ESP,—,12,12,50.0%,0,"1,644"
109,Jim Delaney,USA,—,9,7,56.2%,0,"1,590"
111,Owen Davidson,AUS,—,5,13,27.8%,0,"1,628"
112,Bob Carmichael,AUS,—,10,21,32.3%,0,"1,636"
113,Charlie Owens,USA,—,18,13,58.1%,0,"1,698"
115,Antonio Munoz,ESP,—,12,22,35.3%,0,"1,595"
116,Belus Prajoux,CHI,—,9,20,31.0%,0,"1,476"
117,Ulrich Pinner,GER,—,11,11,50.0%,0,"1,637"
118,Tom Edlefsen,USA,—,6,17,26.1%,0,"1,505"
120,Mark Farrell,GBR,—,9,16,36.0%,0,"1,485"
121,Brian Teacher,USA,—,9,7,56.2%,0,"1,642"
122,Rick Fisher,USA,—,6,13,31.6%,0,"1,525"
123,Haroon Rahim,PAK,—,9,21,30.0%,0,"1,552"
124,Ian Fletcher,AUS,—,20,21,48.8%,0,"1,626"
124,Victor Amaya,USA,—,4,6,40.0%,0,"1,504"
128,Graham Stilwell,GBR,—,4,15,21.1%,0,"1,506"
129,Leif Johansson,SWE,—,7,9,43.8%,0,"1,621"
129,Jose Edison Mandarino,BRA,—,6,10,37.5%,0,"1,623"
129,Frantisek Pala,CZE,—,4,15,21.1%,0,"1,540"
132,Jeff Simpson,NZL,—,12,30,28.6%,0,"1,472"
132,Jim Mcmanus,USA,—,4,22,15.4%,0,"1,431"
134,Humphrey Hose,VEN,—,7,10,41.2%,0,"1,562"
136,Ray Keldie,AUS,—,9,18,33.3%,0,"1,496"
136,Roy Barth,USA,—,4,13,23.5%,0,"1,403"
138,Bob Giltinan,AUS,—,19,17,52.8%,1,"1,584"
138,Kjell Johansson,SWE,—,7,16,30.4%,0,"1,565"
138,Colin Dowdeswell,GBR,—,4,4,50.0%,0,"1,538"
138,Jean Baptiste Chanfreau,FRA,—,4,16,20.0%,0,"1,575"
138,Mike Cahill,USA,—,4,4,50.0%,0,"1,539"
138,Doug Crawford,USA,—,1,11,8.3%,0,"1,411"
144,Frank Gebert,GER,—,2,5,28.6%,0,"1,508"
145,Harald Elschenbroich,GER,—,5,18,21.7%,0,"1,579"
146,Attila Korpas,GER,—,4,5,44.4%,0,"1,636"
147,Stephen Warboys,GBR,—,6,7,46.1%,0,"1,531"
147,Dennis Ralston,USA,—,3,5,37.5%,0,"1,680"
149,Torben Ulrich,DEN,—,3,13,18.8%,0,"1,519"
150,Fred Stolle,AUS,—,5,7,41.7%,0,"1,772"
150,Rolf Thung,NED,—,4,7,36.4%,0,"1,474"
150,Tadeusz Nowicki,POL,—,3,6,33.3%,0,"1,581"
153,Nicola Spear,SRB,—,3,14,17.6%,0,"1,440"
156,Byron Bertram,RSA,—,15,13,53.6%,0,"1,649"
156,Toma Ovici,ROU,—,8,10,44.4%,0,"1,584"
156,Wanaro N'Godrella,FRA,—,7,10,41.2%,0,"1,613"
156,Jean Francois Caujolle,FRA,—,2,10,16.7%,0,"1,445"
160,Pat Cramer,RSA,—,3,16,15.8%,0,"1,467"
161,Bernie Mitton,RSA,—,5,5,50.0%,0,"1,619"
161,Armistead Neely,USA,—,3,9,25.0%,0,"1,463"
163,Vincenzo Franchitti,ITA,—,3,6,33.3%,0,"1,485"
164,Rayno Seegers,RSA,—,5,9,35.7%,0,"1,436"
164,Peter Kanderal,SUI,—,3,6,33.3%,0,"1,544"
166,Norman Holmes,USA,—,5,9,35.7%,0,"1,522"
166,Steve Faulk,USA,—,5,9,35.7%,0,"1,472"
166,Tenny Svensson,SWE,—,5,14,26.3%,0,"1,472"
166,George Hardie,USA,—,3,10,23.1%,0,"1,416"
171,Keith Hancock,AUS,—,7,8,46.7%,0,"1,525"
171,Frank Froehling,USA,—,2,8,20.0%,0,"1,546"
171,Robert Rheinberger,AUS,—,2,6,25.0%,0,"1,417"
171,John Fort,USA,—,1,7,12.5%,0,"1,409"
176,Ferdi Taygan,USA,—,4,2,66.7%,0,"1,541"
176,Jan Pisecky,CZE,—,3,7,30.0%,0,"1,529"
176,Deon Joubert,RSA,—,2,1,66.7%,0,"1,546"
176,Jorge Andrew,VEN,—,2,11,15.4%,0,"1,446"
180,Trey Waltke,USA,—,2,5,28.6%,0,"1,495"
181,Bill Bowrey,AUS,—,3,3,50.0%,0,"1,601"
181,Gene Scott,USA,—,2,4,33.3%,0,"1,571"
181,Karl Coombes,AUS,—,2,7,22.2%,0,"1,459"
181,Mal Anderson,AUS,—,2,4,33.3%,0,"1,744"
181,Premjit Lall,IND,—,2,6,25.0%,0,"1,508"
188,James Chico Hagey,USA,—,2,5,28.6%,0,"1,429"
188,Manuel Santana,ESP,—,2,3,40.0%,0,"1,743"
188,Neale Fraser,AUS,—,2,4,33.3%,0,"1,475"
188,Peter Szoke,HUN,—,2,6,25.0%,0,"1,597"
188,Sashi Menon,IND,—,1,7,12.5%,0,"1,435"
195,Ernie Ewert,AUS,—,5,6,45.5%,0,"1,521"
195,Henry Bunis,USA,—,3,3,50.0%,0,"1,460"
195,Steve Turner,USA,—,2,4,33.3%,0,"1,420"
195,Yuji Tezuka,JPN,—,2,2,50.0%,0,"1,533"
195,John Paish,GBR,—,1,7,12.5%,0,"1,470"
197,Ian Crookenden,NZL,0,12,9,57.1%,0,"1,566"
200,Eric Deblicker,FRA,—,3,5,37.5%,0,"1,492"
200,Jean Louis Haillet,FRA,—,3,9,25.0%,0,"1,427"
200,Birger Andersson,SWE,—,2,4,33.3%,0,"1,494"
200,Graeme Thomson,AUS,—,2,4,33.3%,0,"1,435"
200,Jacques Thamin,FRA,—,2,6,25.0%,0,"1,455"
200,Jean Loup Rouyer,FRA,—,2,1,66.7%,0,"1,640"
200,Butch Seewagen,USA,—,1,4,20.0%,0,"1,583"
200,Rolf Norberg,SWE,—,1,3,25.0%,0,"1,448"
210,Mike Machette,USA,—,4,7,36.4%,0,"1,553"
210,Louk Sanders,NED,—,2,2,50.0%,0,"1,493"
210,Ramiro Benavides,BOL,—,2,7,22.2%,0,"1,453"
210,Christian Kuhnke,GER,—,1,9,10.0%,0,"1,665"
210,Denis Naegelen,FRA,—,1,2,33.3%,0,"1,503"
210,Dimitri Sturdza,SUI,—,1,2,33.3%,0,"1,365"
210,John Bartlett,AUS,—,1,5,16.7%,0,"1,410"
210,Kiyoshi Tanabe,JPN,—,1,2,33.3%,0,"1,522"
210,Luis Felipe Tavares,BRA,—,1,4,20.0%,0,"1,497"
210,Mike Powers,USA,—,1,2,33.3%,0,"1,497"
210,Robert Machan,HUN,—,1,5,16.7%,0,"1,488"
210,Kenneth McMillan,USA,—,0,6,0.0%,0,"1,389"
220,Nick Saviano,USA,—,1,3,25.0%,0,"1,481"
228,Derek Schroder,RSA,—,3,3,50.0%,0,"1,456"
228,Jim Osborne,USA,—,3,2,60.0%,0,"1,548"
228,Douglas Palm,SWE,—,2,4,33.3%,0,"1,479"
228,Gerard Wimmer,AUT,—,2,1,66.7%,0,"1,524"
228,Szabolcz Baranyi,HUN,—,2,4,33.3%,0,"1,650"
228,Tony Bardsley,CAN,—,2,7,22.2%,0,"1,427"
228,Geza Varga,HUN,—,1,2,33.3%,0,"1,477"
228,Jan Hordijk,NED,—,1,5,16.7%,0,"1,457"
228,Jean Claude Barclay,FRA,—,1,3,25.0%,0,"1,496"
228,Kenichi Hirai,JPN,—,1,4,20.0%,0,"1,438"
228,Pat Dupre,USA,—,1,6,14.3%,0,"1,437"
228,Terry Addison,AUS,—,1,1,50.0%,0,"1,565"
228,Zan Guerry,USA,—,1,1,50.0%,0,"1,542"
228,Juan Ignacio Muntanola,ESP,—,0,5,0.0%,0,"1,412"
238,Bertalan Csoknyai,HUN,0,1,1,50.0%,0,"1,506"
245,Jose Castanon,ESP,—,1,2,33.3%,0,"1,469"
245,Nicholas Kalogeropoulos,GRE,—,1,11,8.3%,0,"1,477"
245,Felix Ponte,PER,—,0,5,0.0%,0,"1,378"
245,Jan Kukal,CZE,—,0,4,0.0%,0,"1,416"
249,Richard Lewis,GBR,—,6,8,42.9%,0,"1,473"
249,Janos Benyik,HUN,—,2,3,40.0%,0,"1,494"
249,John James,AUS,—,2,3,40.0%,0,"1,513"
249,Rolf Gehring,GER,—,2,2,50.0%,0,"1,515"
249,Akifumi Machidori,JPN,—,1,1,50.0%,0,"1,513"
249,Jan Zabrodsky,SWE,—,1,4,20.0%,0,"1,408"
249,Jay Royappa,IND,—,1,3,25.0%,0,"1,468"
249,Juan Herrera,ESP,—,1,1,50.0%,0,"1,506"
249,Mitsuru Motoi,JPN,—,1,1,50.0%,0,"1,512"
249,Per Hegna,NOR,—,1,1,50.0%,0,"1,507"
249,Richard Russell,JAM,—,1,1,50.0%,0,"1,509"
249,Salvador Cabeza,ESP,—,1,1,50.0%,0,"1,500"
249,Steve Docherty,AUS,—,1,3,25.0%,0,"1,487"
249,Thierry Bernasconi,FRA,—,1,4,20.0%,0,"1,473"
249,Piero Toci,ITA,—,0,3,0.0%,0,"1,438"
249,Pierre Joly,FRA,—,0,2,0.0%,0,"1,393"
249,Roberto Chavez,MEX,—,0,2,0.0%,0,"1,542"
249,Steve Siegel,USA,—,0,4,0.0%,0,"1,409"
249,Tom Christensen,DEN,—,0,3,0.0%,0,"1,465"
271,Peter Burwash,CAN,0,0,1,0.0%,0,"1,398"
274,Ulrich Marten,GER,—,4,4,50.0%,0,"1,516"
274,Larry Turville,USA,—,3,4,42.9%,0,"1,444"
274,Chris Kachel,AUS,—,2,6,25.0%,0,"1,473"
274,Ricardo Cano,ARG,—,2,2,50.0%,0,"1,502"
274,Bruce Manson,USA,—,1,2,33.3%,0,"1,489"
274,Isao Watanabe,JPN,—,1,2,33.3%,0,"1,468"
274,Larry Parker,USA,—,1,2,33.3%,0,"1,478"
274,Robert Casey,AUS,—,1,4,20.0%,0,"1,410"
274,Akira Motomura,JPN,—,0,1,0.0%,0,"1,484"
274,Alejandro Pierola,CHI,—,0,1,0.0%,0,"1,488"
274,Alvaro Betancur,COL,—,0,1,0.0%,0,"1,466"
274,Bengt Aberg,SWE,—,0,1,0.0%,0,"1,477"
274,Bernard Mignot,BEL,—,0,2,0.0%,0,"1,618"
274,B. Holmstrom,SWE,—,0,1,0.0%,0,"1,475"
274,Colin Stubs,AUS,—,0,2,0.0%,0,"1,509"
274,David Lloyd,GBR,—,0,2,0.0%,0,"1,429"
274,Francisco Mastelli,ARG,—,0,3,0.0%,0,"1,477"
274,Joao Soares,BRA,—,0,1,0.0%,0,"1,487"
274,John Holladay,USA,—,0,4,0.0%,0,"1,458"
274,Jose Guerrero,ESP,—,0,2,0.0%,0,"1,441"
274,Keishiro Yanagi,JPN,—,0,2,0.0%,0,"1,423"
274,Mark Shires,USA,—,0,3,0.0%,0,"1,459"
274,Martin Carlstein,SWE,—,0,1,0.0%,0,"1,461"
274,Matti Timonen,FIN,—,0,1,0.0%,0,"1,494"
274,Mike Wayman,GBR,—,0,1,0.0%,0,"1,495"
274,Munawar Iqbal,PAK,—,0,2,0.0%,0,"1,413"
274,Nicolas Kelaidis,GRE,—,0,3,0.0%,0,"1,423"
274,Orlando Agudelo,COL,—,0,1,0.0%,0,"1,493"
274,Pekka Saila,FIN,—,0,1,0.0%,0,"1,503"
274,Peter Pokorny,AUT,—,0,2,0.0%,0,"1,405"
274,Pietro Marzano,ITA,—,0,2,0.0%,0,"1,430"
274,Rafael Ruiz,ESP,—,0,2,0.0%,0,"1,487"
274,Sadao Kosugi,JPN,—,0,1,0.0%,0,"1,480"
274,Shigeyuki Nishio,JPN,—,0,1,0.0%,0,"1,488"
274,Spencer Segura,USA,—,0,5,0.0%,0,"1,436"
274,Stanley Pasarell,USA,—,0,1,0.0%,0,"1,421"
274,Ulf Eriksson,SWE,—,0,2,0.0%,0,"1,476"
274,Will Coghlan,AUS,—,0,2,0.0%,0,"1,470"
306,Shamil Tarpischev,RUS,—,0,1,0.0%,0,"1,509"
310,F D Robbins,USA,—,0,1,0.0%,0,"1,388"
318,Russell Simpson,NZL,—,5,3,62.5%,0,"1,539"
318,Saeed Meer,PAK,—,3,3,50.0%,0,"1,468"
318,Frank Sedgman,AUS,—,2,2,50.0%,0,"1,572"
318,Jaidip Mukerjea,IND,—,2,4,33.3%,0,"1,496"
318,John Clifton,GBR,—,2,2,50.0%,0,"1,397"
318,Peter Doerner,AUS,—,2,4,33.3%,0,"1,494"
318,Victor Pecci,PAR,—,2,4,33.3%,0,"1,480"
318,Carlos Kirmayr,BRA,—,1,3,25.0%,0,"1,481"
318,Chris Lewis,NZL,—,1,2,33.3%,0,"1,477"
318,Lars Elvstrom,DEN,—,1,6,14.3%,0,"1,430"
318,Tony Parun,NZL,—,1,7,12.5%,0,"1,408"
318,Trevor Allan,AUS,—,1,2,33.3%,0,"1,483"
318,Trevor Little,AUS,—,1,2,33.3%,0,"1,485"
318,Alberto Martorell,ESP,—,0,1,0.0%,0,"1,442"
318,Alexander Marcial,PHI,—,0,1,0.0%,0,"1,447"
318,Alexander Volkov,RUS,—,0,1,0.0%,0,"1,502"
318,Armando Cornejo,CHI,—,0,2,0.0%,0,"1,436"
318,Barry Mackay,USA,—,0,2,0.0%,0,"1,513"
318,Ben Bishop,USA,—,0,2,0.0%,0,"1,450"
318,Bidynt Goswami,IND,—,0,1,0.0%,0,"1,483"
318,Brant Bailey,USA,—,0,1,0.0%,0,"1,458"
318,Carey Brading,USA,—,0,1,0.0%,0,"1,497"
318,Daniel Contet,FRA,—,0,2,0.0%,0,"1,480"
318,Eddie Cruz,PHI,—,0,1,0.0%,0,"1,435"
318,Eric Friedler,USA,—,0,1,0.0%,0,"1,493"
318,Gavorielle Marcu,ROU,—,0,1,0.0%,0,"1,413"
318,George Berner,FIN,—,0,1,0.0%,0,"1,472"
318,Jan Kallquist,SWE,—,0,1,0.0%,0,"1,485"
318,Luis Bruguera,ESP,—,0,1,0.0%,0,"1,432"
318,Max Pettman,AUS,—,0,1,0.0%,0,"1,461"
318,Max Senior,AUS,—,0,1,0.0%,0,"1,479"
318,Mike Belkin,CAN,—,0,1,0.0%,0,"1,600"
318,Mike Phillips,AUS,—,0,1,0.0%,0,"1,443"
318,Osamu Ishiguro,JPN,—,0,2,0.0%,0,"1,432"
318,Patrick Hombergen,BEL,—,0,1,0.0%,0,"1,562"
318,Paul Mcnamee,AUS,—,0,4,0.0%,0,"1,439"
318,Per Jemsby,SWE,—,0,1,0.0%,0,"1,604"
318,Peter Hampton,NZL,—,0,1,0.0%,0,"1,496"
318,Peter Langsford,AUS,—,0,2,0.0%,0,"1,474"
318,Richard Hawkes,NZL,—,0,2,0.0%,0,"1,385"
318,Romeo Rafon,PHI,—,0,1,0.0%,0,"1,481"
318,Ryoichi Mori,JPN,—,0,1,0.0%,0,"1,489"
318,Stephen Meyers,AUS,—,0,1,0.0%,0,"1,487"
318,Steve Messmer,USA,—,0,1,0.0%,0,"1,470"
318,Terry Moor,USA,—,0,3,0.0%,0,"1,476"
318,Thies Roepcke,GER,—,0,2,0.0%,0,"1,488"
318,Tony Dawson,AUS,—,0,1,0.0%,0,"1,453"
318,Vladimir Korotkov,RUS,—,0,1,0.0%,0,"1,645"
318,Wayne Cowley,AUS,—,0,1,0.0%,0,"1,488"
318,Woody Blocher,USA,—,0,2,0.0%,0,"1,422"
—,Mike Collins,GBR,—,8,4,66.7%,0,"1,541"
—,Ionel Santeiu,ROU,—,3,11,21.4%,0,"1,391"
—,Greg Perkins,AUS,—,2,3,40.0%,0,"1,467"
—,Jean Paul Meyer,FRA,—,2,5,28.6%,0,"1,422"
—,Pancho Walthall,USA,—,2,2,50.0%,0,"1,460"
—,Patrice Beust,FRA,—,2,3,40.0%,0,"1,466"
—,Tom Kreiss,USA,—,2,1,66.7%,0,"1,507"
—,David Carter,AUS,—,1,1,50.0%,0,"1,484"
—,Herve Gauvain,FRA,—,1,2,33.3%,0,"1,494"
—,Jan Simbera,CZE,—,1,1,50.0%,0,"1,529"
—,John Marks,AUS,—,1,3,25.0%,0,"1,446"
—,John Trickey,AUS,—,1,4,20.0%,0,"1,443"
—,Mark Edmondson,AUS,—,1,2,33.3%,0,"1,488"
—,Martin Robinson,GBR,—,1,4,20.0%,0,"1,467"
—,Ryan Moore,USA,—,1,1,50.0%,0,"1,515"
—,Shinya Tanaka,JPN,—,1,0,100.0%,0,"1,507"
—,Stephen Myers,AUS,—,1,1,50.0%,0,"1,432"
—,Willie Davies,GBR,—,1,1,50.0%,0,"1,496"
—,Akinori Naguro,JPN,—,0,1,0.0%,0,"1,483"
—,Bailey Brown,USA,—,0,1,0.0%,0,"1,422"
—,Bill Freer,RSA,—,0,1,0.0%,0,"1,484"
—,Bill Maze,USA,—,0,1,0.0%,0,"1,471"
—,Bill Shivar,USA,—,0,1,0.0%,0,"1,471"
—,Bruce Nichols,USA,—,0,1,0.0%,0,"1,482"
—,Christophe Casa,FRA,—,0,1,0.0%,0,"1,495"
—,Dale Collings,AUS,—,0,2,0.0%,0,"1,482"
—,Dale Power,CAN,—,0,1,0.0%,0,"1,465"
—,David Schneider,USA,—,0,1,0.0%,0,"1,465"
—,Dimitru Haradau,ROU,—,0,1,0.0%,0,"1,491"
—,Dragan Savic,YUG,—,0,2,0.0%,0,"1,481"
—,Earl Butch Buchholz,USA,—,0,1,0.0%,0,"1,775"
—,Glenn Hamilton,AUS,—,0,1,0.0%,0,"1,467"
—,Greg Braun,AUS,—,0,1,0.0%,0,"1,413"
—,Greg Halder,CAN,—,0,1,0.0%,0,"1,481"
—,Guillermo Aubone,ARG,—,0,1,0.0%,0,"1,467"
—,Harry Brittain,CAN,—,0,1,0.0%,0,"1,489"
—,Howard Schoenfield,USA,—,0,1,0.0%,0,"1,480"
—,Hugo Varela,ARG,—,0,1,0.0%,0,"1,469"
—,Javier Soler,ESP,—,0,1,0.0%,0,"1,504"
—,Justedjo Tarik,INA,—,0,1,0.0%,0,"1,466"
—,Larry Nagler,USA,—,0,1,0.0%,0,"1,492"
—,Lars Samuelson,SWE,—,0,1,0.0%,0,"1,495"
—,Luis Baraldi,MEX,—,0,1,0.0%,0,"1,473"
—,Marco Consolini,ITA,—,0,1,0.0%,0,"1,494"
—,Max Wunschig,GER,—,0,1,0.0%,0,"1,456"
—,Michael Burgener,SUI,—,0,1,0.0%,0,"1,496"
—,Michael Grant,USA,—,0,1,0.0%,0,"1,483"
—,Omar Laimina,MAR,—,0,1,0.0%,0,"1,487"
—,Pancho Segura,ECU,—,0,1,0.0%,0,"1,517"
—,Patrice Hagelauer,FRA,—,0,2,0.0%,0,"1,475"
—,Pavel Hutka,CZE,—,0,1,0.0%,0,"1,450"
—,Peter Fleming,USA,—,0,2,0.0%,0,"1,484"
—,Rand Evett,USA,—,0,1,0.0%,0,"1,486"
—,Rejean Genois,CAN,—,0,2,0.0%,0,"1,464"
—,Richard Meyer,USA,—,0,1,0.0%,0,"1,478"
—,Roger Guedes,BRA,—,0,1,0.0%,0,"1,487"
—,Scott Carnahan,USA,—,0,1,0.0%,0,"1,499"
—,Takao Yamamoto,JPN,—,0,1,0.0%,0,"1,493"
—,Terje Larsen,SWE,—,0,2,0.0%,0,"1,450"
—,Victor Eke,AUS,—,0,1,0.0%,0,"1,473"
—,Wouter Fok,NED,—,0,1,0.0%,0,"1,492"
