rank,player,country,points,wins,losses,win_pct,titles,elo
1,Pete Sampras,USA,"3,915",61,18,77.2%,4,"2,042"
2,Marcelo Rios,CHI,"3,670",66,18,78.6%,7,"1,948"
3,Alex Corretja,ESP,"3,398",53,20,72.6%,5,"1,962"
4,Patrick Rafter,AUS,"3,315",58,20,74.4%,6,"2,010"
5,Carlos Moya,ESP,"3,159",45,23,66.2%,2,"1,894"
6,Andre Agassi,USA,"2,879",66,17,79.5%,5,"1,967"
7,Tim Henman,GBR,"2,620",55,29,65.5%,2,"1,960"
8,Karol Kucera,SVK,"2,579",48,27,64.0%,2,"1,844"
9,Greg Rusedski,GBR,"2,573",50,22,69.4%,2,"2,011"
10,Richard Krajicek,NED,"2,548",45,16,73.8%,2,"1,975"
11,Yevgeny Kafelnikov,RUS,"2,515",55,29,65.5%,3,"1,950"
12,Goran Ivanisevic,CRO,"2,137",44,28,61.1%,1,"1,873"
13,Petr Korda,CZE,"2,114",31,20,60.8%,2,"1,777"
14,Albert Costa,ESP,"1,823",47,26,64.4%,2,"1,759"
15,Mark Philippoussis,AUS,"1,792",31,19,62.0%,1,"1,906"
16,Todd Martin,USA,"1,774",43,20,68.2%,2,"1,998"
17,Thomas Johansson,SWE,"1,761",46,30,60.5%,0,"1,899"
18,Cedric Pioline,FRA,"1,710",38,26,59.4%,0,"1,764"
19,Jan Siemerink,NED,"1,669",38,24,61.3%,2,"1,809"
20,Felix Mantilla,ESP,"1,643",43,26,62.3%,1,"1,807"
21,Alberto Berasategui,ESP,"1,556",32,24,57.1%,1,"1,649"
22,Thomas Enqvist,SWE,"1,500",35,15,70.0%,2,"1,869"
23,Gustavo Kuerten,BRA,"1,472",39,24,61.9%,2,"1,781"
24,Jonas Bjorkman,SWE,"1,439",34,24,58.6%,1,"1,874"
25,Thomas Muster,AUT,"1,344",32,20,61.5%,0,"1,800"
26,Wayne Ferreira,RSA,"1,285",33,24,57.9%,0,"1,823"
27,Jason Stoltenberg,AUS,"1,280",32,23,58.2%,0,"1,789"
28,Byron Black,ZIM,"1,259",37,25,59.7%,0,"1,738"
29,Michael Chang,USA,"1,242",35,16,68.6%,2,"1,838"
30,Francisco Clavet,ESP,"1,216",43,26,62.3%,2,"1,809"
31,Marc Rosset,SUI,"1,201",27,27,50.0%,0,"1,749"
32,Magnus Gustafsson,SWE,"1,187",37,21,63.8%,2,"1,874"
33,Bohdan Ulihrach,CZE,"1,077",31,28,52.5%,1,"1,755"
34,Tommy Haas,GER,"1,044",34,26,56.7%,0,"1,840"
35,Nicolas Kiefer,GER,"1,007",31,25,55.4%,0,"1,790"
36,Hicham Arazi,MAR,999,23,28,45.1%,0,"1,714"
37,Nicolas Escude,FRA,989,22,22,50.0%,0,"1,699"
38,Jan-Michael Gambill,USA,983,31,23,57.4%,0,"1,764"
39,Mariano Puerta,ARG,983,21,12,63.6%,1,"1,706"
40,Richard Fromberg,AUS,937,26,31,45.6%,0,"1,598"
41,Fabrice Santoro,FRA,935,27,27,50.0%,0,"1,709"
42,Vincent Spadea,USA,935,28,27,50.9%,0,"1,752"
43,Magnus Larsson,SWE,930,19,16,54.3%,0,"1,828"
44,Andrea Gaudenzi,ITA,926,30,24,55.6%,1,"1,677"
45,Younes El Aynaoui,MAR,894,5,2,71.4%,0,"1,663"
46,Dominik Hrbaty,SVK,884,30,26,53.6%,1,"1,689"
47,Jerome Golmard,FRA,883,23,22,51.1%,0,"1,716"
48,Davide Sanguinetti,ITA,853,29,27,51.8%,0,"1,675"
49,Marat Safin,RUS,852,16,16,50.0%,0,"1,664"
50,Daniel Vacek,CZE,842,25,29,46.3%,0,"1,672"
51,Scott Draper,AUS,819,23,17,57.5%,1,"1,791"
52,Magnus Norman,SWE,818,24,28,46.1%,1,"1,720"
53,Guillaume Raoux,FRA,803,24,27,47.1%,0,"1,735"
54,Fernando Vicente,ESP,799,20,20,50.0%,0,"1,655"
55,Filip Dewulf,BEL,789,22,21,51.2%,0,"1,730"
56,Ramon Delgado,PAR,784,22,22,50.0%,0,"1,681"
57,Fernando Meligeni,BRA,779,18,20,47.4%,1,"1,655"
58,Mark Woodforde,AUS,773,25,24,51.0%,0,"1,747"
59,Andrew Ilie,AUS,757,14,14,50.0%,1,"1,586"
60,Franco Squillari,ARG,747,17,19,47.2%,0,"1,586"
61,Gianluca Pozzi,ITA,730,22,27,44.9%,0,"1,653"
62,Andrei Medvedev,UKR,725,22,22,50.0%,0,"1,708"
63,Mariano Zabaleta,ARG,723,14,8,63.6%,1,"1,692"
64,Slava Dosedel,CZE,723,21,21,50.0%,0,"1,690"
65,Todd Woodbridge,AUS,722,21,21,50.0%,0,"1,714"
66,Sjeng Schalken,NED,712,22,30,42.3%,0,"1,592"
67,Carlos Costa,ESP,710,21,24,46.7%,0,"1,570"
68,Andrei Pavel,ROU,710,22,21,51.2%,1,"1,616"
69,Boris Becker,GER,688,15,11,57.7%,0,"1,874"
70,Juan Antonio Marin,CRC,678,20,27,42.5%,0,"1,608"
71,Adrian Voinea,ROU,676,11,9,55.0%,0,"1,675"
72,Karim Alami,MAR,676,19,21,47.5%,0,"1,644"
73,Jeff Tarango,USA,675,24,29,45.3%,0,"1,660"
74,Paul Haarhuis,NED,674,20,20,50.0%,0,"1,663"
75,Jiri Novak,CZE,669,20,21,48.8%,1,"1,709"
77,Jim Courier,USA,635,19,17,52.8%,1,"1,738"
78,David Prinosil,GER,633,20,25,44.4%,0,"1,622"
79,Sebastien Lareau,CAN,622,19,19,50.0%,0,"1,657"
80,Justin Gimelstob,USA,615,14,15,48.3%,0,"1,661"
82,Galo Blanco,ESP,612,20,25,44.4%,0,"1,623"
83,Kenneth Carlsen,DEN,606,22,23,48.9%,1,"1,621"
84,Albert Portas,ESP,600,13,24,35.1%,0,"1,594"
85,Mikael Tillstrom,SWE,588,20,21,48.8%,0,"1,645"
