rank,player,country,points,wins,losses,win_pct,titles,elo
1,Jimmy Connors,USA,0,69,15,82.1%,8,"2,271"
2,Guillermo Vilas,ARG,0,128,15,89.5%,16,"2,303"
3,Bjorn Borg,SWE,0,76,8,90.5%,11,"2,336"
4,Vitas Gerulaitis,USA,0,60,16,79.0%,5,"2,118"
5,Brian Gottfried,USA,0,107,22,83.0%,5,"2,108"
6,Eddie Dibbs,USA,0,76,27,73.8%,3,"2,076"
7,Manuel Orantes,ESP,0,63,21,75.0%,3,"2,062"
8,Raul Ramirez,MEX,0,65,25,72.2%,2,"1,984"
9,Ilie Nastase,ROU,0,44,18,71.0%,3,"2,092"
10,Dick Stockton,USA,0,56,23,70.9%,3,"1,993"
11,Corrado Barazzutti,ITA,0,31,14,68.9%,3,"1,985"
12,Ken Rosewall,AUS,0,39,20,66.1%,1,"1,975"
13,Wojtek Fibak,POL,0,60,30,66.7%,1,"1,989"
14,Harold Solomon,USA,0,64,26,71.1%,3,"2,001"
15,Roscoe Tanner,USA,0,52,30,63.4%,2,"1,880"
16,Sandy Mayer,USA,0,39,14,73.6%,3,"1,988"
18,John Alexander,AUS,0,48,33,59.3%,1,"1,875"
19,Tony Roche,AUS,0,21,16,56.8%,0,"1,918"
20,Buster C Mottram,GBR,0,46,22,67.7%,0,"1,909"
21,John McEnroe,USA,0,28,14,66.7%,0,"1,852"
22,Phil Dent,AUS,0,59,29,67.0%,0,"1,850"
23,Adriano Panatta,ITA,0,24,16,60.0%,1,"1,951"
24,Jaime Fillol,CHI,—,44,21,67.7%,0,"1,894"
25,Jeff Borowiak,USA,0,45,23,66.2%,3,"1,812"
26,Mark Cox,GBR,0,35,21,62.5%,1,"1,823"
27,Cliff Drysdale,RSA,0,17,17,50.0%,0,"1,870"
29,Paolo Bertolucci,ITA,0,30,14,68.2%,3,"1,809"
30,Jose Higueras,ESP,0,42,23,64.6%,1,"1,847"
31,Tom Okker,NED,0,15,13,53.6%,1,"1,931"
32,Balazs Taroczy,HUN,0,38,23,62.3%,0,"1,852"
35,Karl Meiler,GER,0,33,21,61.1%,1,"1,788"
36,Colin Dibley,AUS,0,52,33,61.2%,0,"1,778"
37,Bill Scanlon,USA,0,36,30,54.5%,0,"1,723"
38,Raymond Moore,RSA,0,35,30,53.9%,0,"1,800"
39,Victor Pecci,PAR,0,38,26,59.4%,0,"1,777"
40,Jan Kodes,CZE,0,30,25,54.5%,0,"1,851"
41,Tom Gorman,USA,0,28,22,56.0%,0,"1,768"
42,Zeljko Franulovic,CRO,0,33,22,60.0%,1,"1,762"
44,Patrick Proisy,FRA,0,25,17,59.5%,1,"1,775"
44,Antonio Zugarelli,ITA,0,20,15,57.1%,0,"1,678"
46,Vijay Amritraj,IND,0,25,22,53.2%,2,"1,795"
47,Peter Fleming,USA,0,31,28,52.5%,0,"1,813"
48,Hank Pfister,USA,0,37,27,57.8%,0,"1,741"
49,Mike Fishbach,USA,0,10,9,52.6%,0,"1,566"
50,Kim Warwick,AUS,0,35,29,54.7%,0,"1,710"
51,Chris Lewis,NZL,0,18,12,60.0%,0,"1,743"
52,Butch Walts,USA,0,21,19,52.5%,1,"1,755"
53,Terry Moor,USA,0,29,23,55.8%,0,"1,761"
54,Brian Teacher,USA,0,31,31,50.0%,1,"1,774"
55,Ross Case,AUS,0,21,24,46.7%,0,"1,758"
56,Bob Hewitt,RSA,0,29,25,53.7%,0,"1,725"
57,Marty Riessen,USA,0,18,19,48.6%,0,"1,829"
58,Francois Jauffret,FRA,0,20,12,62.5%,1,"1,748"
59,Billy Martin,USA,0,28,29,49.1%,0,"1,790"
61,Frew Mcmillan,RSA,0,18,20,47.4%,0,"1,745"
62,Nick Saviano,USA,0,13,18,41.9%,0,"1,648"
63,Jiri Hrebec,CZE,0,24,20,54.5%,1,"1,759"
64,Jurgen Fassbender,GER,0,18,20,47.4%,0,"1,662"
66,Kjell Johansson,SWE,0,13,10,56.5%,0,"1,685"
67,Tomas Smid,CZE,0,16,18,47.1%,0,"1,637"
68,Dick Crealy,AUS,0,31,30,50.8%,0,"1,670"
69,Patricio Cornejo,CHI,0,14,13,51.9%,0,"1,685"
69,Marcello Lara,MEX,0,3,8,27.3%,0,"1,460"
71,Charlie Pasarell,USA,0,13,21,38.2%,0,"1,650"
72,Jiri Granat,CZE,0,10,10,50.0%,0,"1,576"
73,Victor Amaya,USA,0,18,20,47.4%,1,"1,648"
74,Keith Richardson,USA,0,6,13,31.6%,0,"1,484"
75,Vladimir Zednik,CZE,0,9,13,40.9%,0,"1,637"
