rank,player,country,points,wins,losses,win_pct,titles,elo
47,Damir Dzumhur,BIH,985,24,30,44.4%,1,"1,778"
48,Dusan Lajovic,SRB,985,23,23,50.0%,0,"1,822"
49,Taylor Fritz,USA,974,22,18,55.0%,0,"1,814"
50,Robin Haase,NED,965,24,28,46.1%,0,"1,779"
51,Sam Querrey,USA,955,21,22,48.8%,0,"1,822"
52,Benoit Paire,FRA,935,26,28,48.1%,0,"1,812"
53,Mikhail Kukushkin,KAZ,935,19,21,47.5%,0,"1,834"
54,Matteo Berrettini,ITA,932,19,19,50.0%,1,"1,765"
55,Pierre-Hugues Herbert,FRA,903,24,21,53.3%,0,"1,825"
56,Leonardo Mayer,ARG,895,22,25,46.8%,0,"1,746"
57,Jan-Lennard Struff,GER,875,23,24,48.9%,0,"1,857"
58,Guido Pella,ARG,860,23,22,51.1%,0,"1,752"
59,Peter Gojowczyk,GER,855,23,25,47.9%,0,"1,801"
60,Marius Copil,ROU,823,15,20,42.9%,0,"1,809"
61,Tennys Sandgren,USA,814,16,20,44.4%,0,"1,662"
62,Ryan Harrison,USA,810,21,21,50.0%,0,"1,780"
63,Denis Kudla,USA,810,11,14,44.0%,0,"1,789"
64,Feliciano Lopez,ESP,795,22,21,51.2%,0,"1,817"
65,Albert Ramos-Vinolas,ESP,790,18,28,39.1%,0,"1,700"
66,Stan Wawrinka,SUI,785,17,17,50.0%,0,"1,946"
67,Aljaz Bedene,SLO,780,17,19,47.2%,0,"1,732"
68,Andrey Rublev,RUS,760,17,20,46.0%,0,"1,752"
69,Mischa Zverev,GER,750,19,29,39.6%,1,"1,686"
70,Vasek Pospisil,CAN,716,8,14,36.4%,0,"1,757"
71,Tomas Berdych,CZE,715,11,12,47.8%,0,"1,909"
72,Jordan Thompson,AUS,715,1,10,9.1%,0,"1,551"
73,Roberto Carballes Baena,ESP,714,14,17,45.2%,1,"1,659"
74,Maximilian Marterer,GER,706,18,23,43.9%,0,"1,651"
75,Yoshihito Nishioka,JPN,701,9,11,45.0%,1,"1,852"
76,Bradley Klahn,USA,699,5,8,38.5%,0,"1,708"
77,Taro Daniel,JPN,691,16,17,48.5%,1,"1,710"
78,Mackenzie McDonald,USA,688,9,13,40.9%,0,"1,693"
79,Guido Andreozzi,ARG,682,3,6,33.3%,0,"1,602"
80,Federico Delbonis,ARG,678,11,18,37.9%,0,"1,723"
81,Jaume Munar,ESP,663,9,10,47.4%,0,"1,690"
82,Pablo Andujar,ESP,658,7,7,50.0%,1,"1,659"
83,Bernard Tomic,AUS,655,9,7,56.2%,1,"1,744"
84,Cristian Garin,CHI,650,0,1,0.0%,0,"1,604"
85,Jozef Kovalik,SVK,638,7,5,58.3%,0,"1,680"
86,Hubert Hurkacz,POL,636,3,8,27.3%,0,"1,683"
87,Mirza Basic,BIH,636,13,17,43.3%,1,"1,636"
88,Pablo Cuevas,URU,630,13,14,48.1%,0,"1,766"
89,Jiri Vesely,CZE,629,14,17,45.2%,0,"1,777"
90,Cameron Norrie,GBR,627,17,16,51.5%,0,"1,741"
91,Ilya Ivashka,BLR,622,8,12,40.0%,0,"1,708"
92,Denis Istomin,UZB,622,12,18,40.0%,0,"1,679"
93,Laslo Djere,SRB,621,11,16,40.7%,0,"1,719"
94,Filip Krajinovic,SRB,620,14,17,45.2%,0,"1,768"
95,Ernests Gulbis,LAT,612,9,6,60.0%,0,"1,813"
96,Marcel Granollers,ESP,598,4,4,50.0%,0,"1,677"
97,Evgeny Donskoy,RUS,594,14,21,40.0%,0,"1,650"
98,Radu Albot,MDA,592,12,23,34.3%,0,"1,725"
99,Reilly Opelka,USA,590,2,2,50.0%,0,"1,540"
100,Ivo Karlovic,CRO,589,11,16,40.7%,0,"1,644"
101,Thomas Fabbiano,ITA,573,8,12,40.0%,0,"1,670"
102,Ugo Humbert,FRA,572,2,3,40.0%,0,"1,583"
103,Michael Mmoh,USA,563,6,6,50.0%,0,"1,615"
104,Pedro Sousa,POR,550,2,2,50.0%,0,"1,528"
105,Guillermo Garcia-Lopez,ESP,543,16,23,41.0%,0,"1,675"
106,Jack Sock,USA,540,9,21,30.0%,0,"1,716"
107,Lorenzo Sonego,ITA,532,5,6,45.5%,0,"1,595"
108,Felix Auger-Aliassime,CAN,527,6,10,37.5%,0,"1,606"
109,Paolo Lorenzi,ITA,525,6,15,28.6%,0,"1,631"
110,Prajnesh Gunneswaran,IND,521,1,4,20.0%,0,"1,577"
111,Jared Donaldson,USA,520,14,19,42.4%,0,"1,747"
112,Casper Ruud,NOR,518,6,9,40.0%,0,"1,689"
113,Jason Kubler,AUS,516,1,4,20.0%,0,"1,479"
114,Lukas Lacko,SVK,514,11,16,40.7%,0,"1,677"
115,Mikhail Youzhny,RUS,486,7,18,28.0%,0,"1,637"
115,Elias Ymer,SWE,511,3,7,30.0%,0,"1,621"
116,Ricardas Berankis,LTU,507,7,15,31.8%,0,"1,684"
117,Ruben Bemelmans,BEL,496,5,14,26.3%,0,"1,686"
118,Juan Ignacio Londero,ARG,491,0,1,0.0%,0,"1,524"
119,Peter Polansky,CAN,482,3,11,21.4%,0,"1,631"
120,Thiago Monteiro,BRA,475,8,8,50.0%,0,"1,644"
121,Jason Jung,TPE,470,2,3,40.0%,0,"1,531"
123,Marco Trungelliti,ARG,463,5,3,62.5%,0,"1,673"
124,Marcos Baghdatis,CYP,460,12,17,41.4%,0,"1,723"
125,David Ferrer,ESP,460,8,17,32.0%,0,"1,710"
126,Yannick Maden,GER,460,5,8,38.5%,0,"1,683"
127,Lloyd Harris,RSA,458,1,2,33.3%,0,"1,567"
128,Quentin Halys,FRA,445,1,4,20.0%,0,"1,552"
130,Matthias Bachinger,GER,440,5,4,55.6%,0,"1,683"
131,Miomir Kecmanovic,SRB,433,0,2,0.0%,0,"1,521"
132,Ramkumar Ramanathan,IND,433,6,5,54.5%,0,"1,618"
133,Stefano Travaglia,ITA,426,3,7,30.0%,0,"1,680"
134,Sergiy Stakhovsky,UKR,424,2,5,28.6%,0,"1,649"
135,Noah Rubin,USA,424,4,6,40.0%,0,"1,660"
136,Bjorn Fratangelo,USA,421,2,6,25.0%,0,"1,591"
137,Yuki Bhambri,IND,420,4,10,28.6%,0,"1,650"
138,Gilles Muller,LUX,413,9,19,32.1%,0,"1,687"
139,Carlos Berlocq,ARG,411,1,5,16.7%,0,"1,665"
140,Julien Benneteau,FRA,407,8,11,42.1%,0,"1,806"
140,Dennis Novak,AUT,387,3,5,37.5%,0,"1,714"
141,Simone Bolelli,ITA,384,5,4,55.6%,0,"1,783"
142,Lukas Rosol,CZE,383,2,2,50.0%,0,"1,703"
143,Jurgen Zopp,EST,372,5,6,45.5%,0,"1,601"
144,Corentin Moutet,FRA,372,3,11,21.4%,0,"1,516"
145,Yuichi Sugita,JPN,370,7,23,23.3%,0,"1,613"
146,Thanasi Kokkinakis,AUS,367,3,6,33.3%,0,"1,709"
147,Alexei Popyrin,AUS,367,1,4,20.0%,0,"1,636"
148,Tatsuma Ito,JPN,360,0,1,0.0%,0,"1,590"
151,Constant Lestienne,FRA,357,1,2,33.3%,0,"1,541"
152,Yannick Hanfmann,GER,355,1,6,14.3%,0,"1,587"
153,Facundo Bagnis,ARG,353,2,4,33.3%,0,"1,643"
154,Alex Bolt,AUS,352,1,7,12.5%,0,"1,613"
156,Pedro Martinez,ESP,336,0,2,0.0%,0,"1,509"
157,Egor Gerasimov,BLR,334,4,2,66.7%,0,"1,587"
158,Salvatore Caruso,ITA,333,1,3,25.0%,0,"1,489"
159,Rogerio Dutra Silva,BRA,332,5,11,31.2%,0,"1,707"
160,Alessandro Giannessi,ITA,332,1,1,50.0%,0,"1,543"
161,Dominik Koepfer,GER,331,1,2,33.3%,0,"1,550"
162,Alexander Bublik,KAZ,323,1,4,20.0%,0,"1,613"
163,Gregoire Barrere,FRA,322,0,4,0.0%,0,"1,504"
164,Tim Smyczek,USA,318,6,12,33.3%,0,"1,598"
165,Filippo Baldi,ITA,318,0,1,0.0%,0,"1,544"
167,Oscar Otte,GER,317,1,2,33.3%,0,"1,527"
168,Luca Vanni,ITA,317,0,1,0.0%,0,"1,519"
169,Henri Laaksonen,SUI,311,5,4,55.6%,0,"1,643"
170,Christopher Eubanks,USA,307,0,1,0.0%,0,"1,477"
172,Brayden Schnur,CAN,303,0,1,0.0%,0,"1,547"
173,Horacio Zeballos,ARG,300,10,14,41.7%,0,"1,721"
175,Alexey Vatutin,RUS,298,2,2,50.0%,0,"1,479"
176,Andrea Arnaboldi,ITA,297,1,1,50.0%,0,"1,617"
178,Nicolas Kicker,ARG,285,8,11,42.1%,0,"1,667"
179,Sebastian Ofner,AUT,285,1,2,33.3%,0,"1,532"
181,Roberto Quiroz,ECU,281,1,2,33.3%,0,"1,476"
182,Daniel Brands,GER,278,0,1,0.0%,0,"1,615"
183,Andrej Martin,SVK,277,3,2,60.0%,0,"1,580"
184,Mohamed Safwat,EGY,276,0,2,0.0%,0,"1,484"
187,Ernesto Escobedo,MEX,272,3,8,27.3%,0,"1,622"
189,Daniel Gimeno-Traver,ESP,271,0,1,0.0%,0,"1,611"
190,Nicolas Mahut,FRA,270,5,8,38.5%,0,"1,707"
192,Daniel Evans,GBR,266,0,1,0.0%,0,"1,787"
193,John-Patrick Smith,AUS,264,0,4,0.0%,0,"1,616"
194,Yosuke Watanuki,JPN,263,1,2,33.3%,0,"1,571"
195,Stephane Robert,FRA,262,1,2,33.3%,0,"1,565"
196,Maxime Janvier,FRA,262,0,1,0.0%,0,"1,488"
197,Kenny De Schepper,FRA,261,0,2,0.0%,0,"1,567"
198,Darian King,BAR,260,0,2,0.0%,0,"1,569"
200,Adam Pavlasek,CZE,251,1,1,50.0%,0,"1,572"
201,Tommy Robredo,ESP,251,0,2,0.0%,0,"1,684"
202,Tommy Paul,USA,251,2,2,50.0%,0,"1,683"
205,Viktor Troicki,SRB,247,6,13,31.6%,0,"1,647"
206,Blaz Kavcic,SLO,246,2,8,20.0%,0,"1,540"
207,Rudolf Molleker,GER,246,2,3,40.0%,0,"1,528"
208,Ze Zhang,CHN,246,0,1,0.0%,0,"1,478"
209,Zdenek Kolar,CZE,238,0,1,0.0%,0,"1,547"
210,Federico Gaio,ITA,236,0,2,0.0%,0,"1,549"
215,Filip Horansky,SVK,231,1,3,25.0%,0,"1,577"
216,Calvin Hemery,FRA,229,1,5,16.7%,0,"1,554"
217,Jurij Rodionov,AUT,229,0,1,0.0%,0,"1,526"
220,Marcelo Arevalo,ESA,225,0,1,0.0%,0,"1,389"
221,Daniel Elahi Galan,COL,224,0,1,0.0%,0,"1,484"
223,Viktor Galovic,CRO,223,2,2,50.0%,0,"1,528"
224,Joao Domingues,POR,223,1,2,33.3%,0,"1,529"
225,Thomaz Bellucci,BRA,222,1,5,16.7%,0,"1,654"
228,Mitchell Krueger,USA,216,1,3,25.0%,0,"1,572"
230,Dustin Brown,JAM,215,0,4,0.0%,0,"1,585"
231,Tallon Griekspoor,NED,215,1,1,50.0%,0,"1,523"
232,Guilherme Clezar,BRA,214,1,1,50.0%,0,"1,538"
233,Jay Clarke,GBR,213,1,3,25.0%,0,"1,503"
234,James Duckworth,AUS,206,2,6,25.0%,0,"1,609"
235,Soonwoo Kwon,KOR,206,0,1,0.0%,0,"1,445"
236,Dudi Sela,ISR,205,5,8,38.5%,0,"1,746"
238,Gleb Sakharov,FRA,202,0,1,0.0%,0,"1,505"
239,Jo-Wilfried Tsonga,FRA,200,5,6,45.5%,0,"1,922"
240,Andy Murray,GBR,200,7,6,53.9%,0,"2,083"
241,Christian Harrison,USA,200,1,2,33.3%,0,"1,581"
242,Thiemo de Bakker,NED,199,0,1,0.0%,0,"1,559"
244,Gerald Melzer,AUT,192,3,6,33.3%,0,"1,586"
245,Nicola Kuhn,GER,190,1,1,50.0%,0,"1,497"
246,Evgeny Karlovskiy,RUS,190,0,1,0.0%,0,"1,418"
247,Norbert Gombos,SVK,189,0,3,0.0%,0,"1,568"
248,Donald Young,USA,183,3,12,20.0%,0,"1,728"
249,Cem Ilkel,TUR,183,0,2,0.0%,0,"1,414"
252,Attila Balazs,HUN,180,0,1,0.0%,0,"1,568"
253,Santiago Giraldo,COL,178,1,1,50.0%,0,"1,645"
254,JC Aragone,USA,171,0,1,0.0%,0,"1,584"
255,Mikael Ymer,SWE,170,2,3,40.0%,0,"1,524"
256,Florian Mayer,GER,168,2,15,11.8%,0,"1,596"
258,Daniel Masur,GER,168,1,2,33.3%,0,"1,582"
260,Alexandr Dolgopolov,UKR,165,5,5,50.0%,0,"1,881"
261,Benjamin Bonzi,FRA,162,0,1,0.0%,0,"1,508"
262,Kevin King,USA,159,0,2,0.0%,0,"1,525"
263,Gastao Elias,POR,159,2,6,25.0%,0,"1,549"
264,Nino Serdarusic,CRO,158,0,1,0.0%,0,"1,434"
266,Bernabe Zapata Miralles,ESP,153,1,1,50.0%,0,"1,508"
268,Pedro Cachin,ARG,152,0,1,0.0%,0,"1,503"
272,Ricardo Ojeda Lara,ESP,146,3,3,50.0%,0,"1,546"
273,Liam Broady,GBR,144,1,2,33.3%,0,"1,545"
275,Elliot Benchetrit,MAR,142,0,1,0.0%,0,"1,454"
277,Zhe Li,CHN,140,0,1,0.0%,0,"1,396"
279,Federico Coria,ARG,138,1,1,50.0%,0,"1,470"
280,Max Purcell,AUS,138,0,1,0.0%,0,"1,499"
283,Carlos Taberner,ESP,135,1,2,33.3%,0,"1,590"
285,Lucas Miedler,AUT,135,0,1,0.0%,0,"1,512"
286,Evan King,USA,134,0,1,0.0%,0,"1,471"
288,Jurgen Melzer,AUT,133,1,1,50.0%,0,"1,703"
291,Matteo Viola,ITA,130,0,1,0.0%,0,"1,522"
293,Vaclav Safranek,CZE,127,0,1,0.0%,0,"1,509"
296,Thai-Son Kwiatkowski,USA,126,0,1,0.0%,0,"1,502"
303,Joris De Loore,BEL,115,0,1,0.0%,0,"1,544"
306,Yibing Wu,CHN,105,1,4,20.0%,0,"1,470"
307,Di Wu,CHN,104,0,1,0.0%,0,"1,502"
308,Marcos Giron,USA,103,1,1,50.0%,0,"1,503"
310,Collin Altamirano,USA,101,0,1,0.0%,0,"1,532"
316,Stefan Kozlov,USA,93,0,1,0.0%,0,"1,528"
321,Vincent Millot,FRA,85,1,1,50.0%,0,"1,653"
324,Frederico Ferreira Silva,POR,80,0,1,0.0%,0,"1,423"
329,Dimitar Kuzmanov,BUL,76,0,1,0.0%,0,"1,458"
331,Renzo Olivo,ARG,71,0,1,0.0%,0,"1,530"
335,Borna Gojo,CRO,—,0,1,0.0%,0,"1,502"
338,Zsombor Piros,HUN,67,0,1,0.0%,0,"1,484"
340,Sumit Nagal,IND,67,0,1,0.0%,0,"1,450"
348,Aleksandar Vukic,AUS,60,0,1,0.0%,0,"1,546"
357,Franko Skugor,CRO,57,2,4,33.3%,0,"1,622"
360,Zhizhen Zhang,CHN,56,0,1,0.0%,0,"1,560"
371,Marc-Andrea Huesler,SUI,48,1,1,50.0%,0,"1,489"
380,Liam Caruana,ITA,43,0,1,0.0%,0,"1,501"
383,Oriol Roca Batalla,ESP,41,1,1,50.0%,0,"1,449"
391,Andreas Haider-Maurer,AUT,38,0,9,0.0%,0,"1,557"
392,Arjun Kadhe,IND,37,0,1,0.0%,0,"1,480"
413,Jordi Samper-Montana,ESP,28,0,1,0.0%,0,"1,497"
435,Takanyi Garanganga,ZIM,22,0,1,0.0%,0,"1,464"
441,Lamine Ouahab,MAR,20,1,1,50.0%,0,"1,542"
449,Thiago Seyboth Wild,BRA,19,0,1,0.0%,0,"1,465"
480,Lucas Catarina,MON,14,0,1,0.0%,0,"1,476"
486,Chun-Hsin Tseng,TPE,—,0,1,0.0%,0,"1,494"
507,Cedrik-Marcel Stebe,GER,10,0,2,0.0%,0,"1,684"
517,Lucas Gomez,MEX,10,0,2,0.0%,0,"1,477"
524,Sebastian Korda,USA,10,0,1,0.0%,0,"1,491"
543,Marsel Ilhan,TUR,7,0,1,0.0%,0,"1,559"
846,Nicolas Almagro,ESP,20,0,1,0.0%,0,"1,777"
977,Jenson Brooksby,USA,—,0,1,0.0%,0,"1,492"
"1,057",Emil Reinberg,USA,9,0,1,0.0%,0,"1,491"
"1,244",Hugo Gaston,FRA,5,0,1,0.0%,0,"1,480"
"1,432",Alexander Donski,BUL,3,0,1,0.0%,0,"1,494"
"1,989",Amine Ahouda,MAR,1,0,1,0.0%,0,"1,505"
—,Adrian Andreev,BUL,—,0,1,0.0%,0,"1,468"
—,Michael Venus,NZL,—,0,1,0.0%,0,"1,528"
