rank,player,country,points,wins,losses,win_pct,titles,elo
1,Bjorn Borg,SWE,0,80,7,92.0%,12,"2,427"
2,Jimmy Connors,USA,0,78,12,86.7%,8,"2,272"
3,John McEnroe,USA,0,88,13,87.1%,10,"2,284"
4,Vitas Gerulaitis,USA,0,71,22,76.3%,4,"2,168"
5,Roscoe Tanner,USA,0,61,19,76.2%,2,"2,025"
6,Guillermo Vilas,ARG,0,70,21,76.9%,4,"2,087"
7,Arthur Ashe,USA,0,30,13,69.8%,0,"1,911"
8,Harold Solomon,USA,0,65,23,73.9%,3,"1,999"
9,Jose Higueras,ESP,0,61,22,73.5%,3,"1,959"
10,Eddie Dibbs,USA,0,64,23,73.6%,1,"2,033"
11,Victor Pecci,PAR,0,56,19,74.7%,3,"1,991"
12,Gene Mayer,USA,0,54,25,68.3%,1,"1,979"
13,Peter Fleming,USA,0,45,26,63.4%,2,"1,916"
15,Wojtek Fibak,POL,0,59,22,72.8%,2,"1,976"
16,Brian Gottfried,USA,0,54,23,70.1%,2,"1,978"
17,Jose Luis Clerc,ARG,0,56,23,70.9%,1,"1,916"
18,Pat Dupre,USA,0,47,30,61.0%,0,"1,889"
19,Manuel Orantes,ESP,0,34,23,59.6%,1,"1,895"
20,John Alexander,AUS,0,43,28,60.6%,2,"1,815"
21,Ivan Lendl,USA,0,35,17,67.3%,0,"1,882"
23,Ulrich Pinner,GER,0,27,12,69.2%,1,"1,832"
25,Eliot Teltscher,USA,0,42,25,62.7%,1,"1,850"
26,Yannick Noah,FRA,0,34,14,70.8%,3,"1,931"
27,Tomas Smid,CZE,0,50,25,66.7%,1,"1,870"
28,Adriano Panatta,ITA,0,28,19,59.6%,1,"1,867"
29,Victor Amaya,USA,0,44,24,64.7%,1,"1,861"
30,Hank Pfister,USA,0,33,27,55.0%,0,"1,841"
31,Gianni Ocleppo,ITA,0,14,10,58.3%,0,"1,721"
32,Buster C Mottram,GBR,0,34,21,61.8%,0,"1,873"
33,Corrado Barazzutti,ITA,0,39,23,62.9%,0,"1,871"
34,Vijay Amritraj,IND,0,34,23,59.6%,1,"1,822"
35,Johan Kriek,USA,0,33,22,60.0%,1,"1,879"
37,Marty Riessen,USA,0,34,23,59.6%,1,"1,831"
38,Terry Moor,USA,0,35,26,57.4%,1,"1,822"
39,Butch Walts,USA,0,40,22,64.5%,2,"1,868"
40,Raul Ramirez,MEX,0,32,25,56.1%,1,"1,878"
41,Bill Scanlon,USA,0,27,19,58.7%,1,"1,839"
42,Balazs Taroczy,HUN,0,41,22,65.1%,2,"1,812"
44,Sandy Mayer,USA,0,15,12,55.6%,0,"1,897"
45,John Sadri,USA,0,29,24,54.7%,0,"1,858"
47,Peter Feigl,AUT,0,26,22,54.2%,1,"1,620"
49,Ilie Nastase,ROU,0,28,25,52.8%,0,"1,795"
50,Phil Dent,AUS,0,28,23,54.9%,2,"1,853"
51,Heinz Gunthardt,SUI,0,30,23,56.6%,0,"1,812"
52,Kim Warwick,AUS,0,37,27,57.8%,1,"1,804"
53,Tom Gorman,USA,0,31,25,55.4%,0,"1,738"
54,Rolf Gehring,GER,0,16,15,51.6%,0,"1,752"
55,Dick Stockton,USA,0,20,21,48.8%,0,"1,759"
56,Tom Okker,NED,0,20,18,52.6%,1,"1,772"
57,Carlos Kirmayr,BRA,0,24,19,55.8%,0,"1,695"
58,Bernie Mitton,RSA,0,29,26,52.7%,1,"1,753"
59,Brian Teacher,USA,0,19,18,51.4%,1,"1,806"
60,Peter Rennert,USA,0,5,6,45.5%,0,"1,551"
61,Andres Gomez,ECU,0,11,8,57.9%,0,"1,638"
62,Geoff Masters,AUS,0,21,23,47.7%,0,"1,723"
63,Patrice Dominguez,FRA,0,17,14,54.8%,0,"1,652"
64,Charlie Owens,USA,0,1,7,12.5%,0,"1,538"
65,Chris Lewis,NZL,0,10,18,35.7%,0,"1,617"
66,Billy Martin,USA,0,14,14,50.0%,0,"1,679"
67,Ferdi Taygan,USA,0,22,26,45.8%,0,"1,648"
68,Dominique Bedel,FRA,0,9,9,50.0%,0,"1,589"
69,Tim Wilkison,USA,0,26,26,50.0%,1,"1,665"
71,Jean Francois Caujolle,FRA,0,14,12,53.9%,0,"1,636"
72,Nick Saviano,USA,0,24,26,48.0%,0,"1,778"
74,Ross Case,AUS,0,24,26,48.0%,0,"1,674"
75,Jean Louis Haillet,FRA,0,15,12,55.6%,0,"1,645"
76,Mark Cox,GBR,0,17,16,51.5%,0,"1,786"
77,Francisco Gonzalez,PAR,0,21,26,44.7%,0,"1,662"
78,Brad Drewett,AUS,0,21,21,50.0%,0,"1,669"
78,Pavel Slozil,CZE,0,19,18,51.4%,0,"1,655"
80,Bruce Manson,USA,0,24,27,47.1%,0,"1,732"
81,Fritz Buehning,USA,0,12,12,50.0%,0,"1,619"
82,Paul Mcnamee,AUS,0,13,13,50.0%,0,"1,688"
82,Alejandro Pierola,CHI,0,4,8,33.3%,0,"1,558"
84,Stanislav Birner,CZE,0,7,8,46.7%,0,"1,578"
85,Thomaz Koch,BRA,0,4,7,36.4%,0,"1,658"
86,Rod Frawley,AUS,0,11,15,42.3%,0,"1,583"
87,Fernando Luna,ESP,0,5,9,35.7%,0,"1,515"
88,Jan Kodes,CZE,0,16,16,50.0%,0,"1,701"
89,Trey Waltke,USA,0,6,15,28.6%,0,"1,557"
89,Carlos Gattiker,ARG,0,1,7,12.5%,0,"1,453"
91,John James,AUS,0,19,22,46.3%,0,"1,643"
92,Jiri Hrebec,CZE,0,7,13,35.0%,0,"1,588"
93,Patrick Proisy,FRA,0,14,13,51.9%,0,"1,681"
93,Hans Kary,AUT,0,9,13,40.9%,1,"1,552"
95,Mark Edmondson,AUS,0,26,26,50.0%,0,"1,740"
96,Michael Grant,USA,—,5,9,35.7%,0,"1,494"
97,Zeljko Franulovic,CRO,0,21,24,46.7%,0,"1,768"
97,Per Hjertquist,SWE,0,9,6,60.0%,0,"1,637"
99,Raymond Moore,RSA,0,20,27,42.5%,0,"1,637"
100,Ivan Molina,COL,0,11,15,42.3%,0,"1,646"
101,Chris Kachel,AUS,0,11,13,45.8%,0,"1,592"
101,Dale Collings,AUS,0,6,13,31.6%,0,"1,530"
103,Pascal Portes,FRA,0,19,18,51.4%,0,"1,687"
104,Colin Dowdeswell,GBR,0,12,16,42.9%,0,"1,641"
106,Matt Mitchell,USA,0,9,17,34.6%,0,"1,530"
107,Kjell Johansson,SWE,0,4,8,33.3%,0,"1,689"
108,Richard Lewis,GBR,0,9,8,52.9%,0,"1,577"
109,Cassio Motta,BRA,0,4,8,33.3%,0,"1,513"
111,Deon Joubert,RSA,0,12,22,35.3%,0,"1,534"
111,Belus Prajoux,CHI,0,1,5,16.7%,0,"1,599"
113,Mike Cahill,USA,0,18,25,41.9%,0,"1,677"
113,Rick Fagel,USA,0,7,19,26.9%,0,"1,512"
115,John Marks,AUS,0,4,26,13.3%,0,"1,456"
116,Colin Dibley,AUS,0,20,22,47.6%,0,"1,698"
117,Peter Elter,GER,0,12,16,42.9%,0,"1,636"
118,David Carter,AUS,0,8,16,33.3%,0,"1,597"
119,Chris Delaney,USA,0,9,6,60.0%,0,"1,604"
120,George Hardie,USA,0,11,19,36.7%,0,"1,554"
121,Emilio Montano,MEX,0,8,12,40.0%,0,"1,536"
122,Gilles Moretton,FRA,0,7,10,41.2%,0,"1,537"
124,Jaime Fillol,CHI,—,21,28,42.9%,0,"1,736"
125,Jeff Borowiak,USA,0,5,13,27.8%,0,"1,614"
126,Keith Richardson,USA,0,7,16,30.4%,0,"1,518"
126,Robert Trogolo,RSA,0,2,1,66.7%,0,"1,522"
128,Givaldo Barbosa,BRA,0,0,5,0.0%,0,"1,443"
129,Pavel Hutka,CZE,0,5,11,31.2%,0,"1,608"
130,Steve Docherty,AUS,0,7,12,36.8%,0,"1,575"
131,Alvaro Betancur,COL,0,1,1,50.0%,0,"1,519"
133,Russell Simpson,NZL,0,9,17,34.6%,0,"1,572"
135,Antonio Zugarelli,ITA,0,6,14,30.0%,0,"1,609"
135,Leo Palin,FIN,0,5,8,38.5%,0,"1,492"
137,Stefan Simonsson,SWE,0,8,8,50.0%,0,"1,573"
137,Alvaro Fillol,CHI,0,4,11,26.7%,0,"1,455"
137,Joao Soares,BRA,0,4,9,30.8%,0,"1,497"
137,Dave Siegler,USA,0,2,3,40.0%,0,"1,475"
141,Van Winitsky,USA,0,6,14,30.0%,0,"1,579"
142,Howard Schoenfield,USA,0,2,10,16.7%,0,"1,395"
143,Louk Sanders,NED,0,11,16,40.7%,0,"1,602"
144,David Schneider,USA,0,14,28,33.3%,0,"1,502"
146,Richard Meyer,USA,0,8,14,36.4%,0,"1,531"
147,Terry Rocavert,AUS,0,9,14,39.1%,0,"1,561"
149,Ramiro Benavides,BOL,0,4,9,30.8%,0,"1,510"
150,Christophe Freyss,FRA,0,10,15,40.0%,0,"1,571"
151,Andreas Maurer,GER,0,11,14,44.0%,0,"1,595"
152,Steve Krulevitz,USA,0,6,13,31.6%,0,"1,581"
153,Bill Maze,USA,0,7,8,46.7%,0,"1,522"
154,Roger Guedes,BRA,0,4,9,30.8%,0,"1,461"
157,Bob Carmichael,AUS,0,5,10,33.3%,0,"1,495"
158,Paolo Bertolucci,ITA,0,8,10,44.4%,0,"1,739"
158,Miguel Mir,ESP,0,1,6,14.3%,0,"1,442"
161,Gene Malin,USA,0,7,13,35.0%,0,"1,501"
162,Ricardo Ycaza,ECU,0,5,13,27.8%,0,"1,566"
163,Max Hurlimann,SUI,0,0,2,0.0%,0,"1,416"
166,Tony Roche,AUS,0,6,4,60.0%,0,"1,797"
167,Tom Leonard,USA,0,2,7,22.2%,0,"1,573"
168,Bernard Fritz,FRA,0,3,9,25.0%,0,"1,524"
169,Karl Meiler,GER,0,8,9,47.1%,0,"1,653"
169,Werner Zirngibl,GER,0,8,12,40.0%,0,"1,593"
169,Christophe Roger-Vasselin,FRA,0,5,15,25.0%,0,"1,529"
169,Ricardo Cano,ARG,0,5,12,29.4%,0,"1,584"
169,Bruce Foxworth,USA,0,1,1,50.0%,0,"1,550"
175,Jose Luis Damiani,URU,0,3,12,20.0%,0,"1,510"
175,Fernando Maynetto,PER,0,0,3,0.0%,0,"1,482"
177,Jan Norback,SWE,0,6,13,31.6%,0,"1,542"
177,Tony Graham,USA,0,4,6,40.0%,0,"1,515"
177,Jan Kallquist,SWE,0,0,2,0.0%,0,"1,424"
180,Birger Andersson,SWE,0,0,6,0.0%,0,"1,450"
