rank,player,country,points,wins,losses,win_pct,titles,elo
1,Ivan Lendl,USA,0,75,6,92.6%,9,"2,355"
2,Boris Becker,GER,0,65,13,83.3%,6,"2,229"
3,Mats Wilander,SWE,0,46,13,78.0%,2,"2,056"
4,Yannick Noah,FRA,0,43,14,75.4%,2,"1,994"
5,Stefan Edberg,SWE,0,66,20,76.7%,3,"2,121"
6,Henri Leconte,FRA,0,38,14,73.1%,2,"1,972"
7,Joakim Nystrom,SWE,0,55,17,76.4%,5,"1,912"
8,Jimmy Connors,USA,0,46,15,75.4%,0,"2,013"
9,Miloslav Mecir,SVK,—,40,17,70.2%,1,"1,938"
10,Andres Gomez,ECU,0,57,20,74.0%,4,"1,898"
11,Brad Gilbert,USA,0,45,14,76.3%,4,"2,009"
12,Mikael Pernfors,SWE,0,36,19,65.5%,0,"1,821"
13,Kent Carlsson,SWE,0,43,13,76.8%,2,"1,905"
14,John McEnroe,USA,0,22,5,81.5%,3,"2,180"
15,Tim Mayotte,USA,0,26,15,63.4%,1,"1,855"
16,Emilio Sanchez,ESP,0,52,23,69.3%,3,"1,841"
17,Martin Jaite,ARG,0,34,15,69.4%,2,"1,828"
18,Kevin Curren,USA,0,35,17,67.3%,1,"1,886"
19,Anders Jarryd,SWE,0,31,14,68.9%,1,"1,883"
20,Thierry Tulasne,FRA,0,37,21,63.8%,1,"1,758"
21,Jonas Svensson,SWE,0,34,19,64.2%,1,"1,843"
22,Guillermo Vilas,ARG,0,18,12,60.0%,0,"1,760"
23,Johan Kriek,USA,0,21,14,60.0%,0,"1,880"
24,Pat Cash,AUS,0,16,10,61.5%,0,"1,878"
25,Guy Forget,FRA,0,32,23,58.2%,1,"1,791"
26,Aaron Krickstein,USA,0,38,21,64.4%,0,"1,840"
27,Milan Srejber,CZE,0,30,23,56.6%,0,"1,715"
28,Robert Seguso,USA,0,19,12,61.3%,0,"1,843"
29,Tim Wilkison,USA,0,33,23,58.9%,0,"1,771"
30,David Pate,USA,0,35,23,60.3%,0,"1,787"
31,Eric Jelen,GER,0,17,15,53.1%,0,"1,688"
32,Jakob Hlasek,SUI,0,35,25,58.3%,0,"1,732"
33,Karel Novacek,CZE,0,16,14,53.3%,1,"1,692"
34,Ulf Stenlund,SWE,0,20,12,62.5%,1,"1,697"
36,Andrei Chesnokov,RUS,0,13,9,59.1%,0,"1,733"
37,Amos Mansdorf,ISR,0,19,17,52.8%,1,"1,799"
38,Horacio de la Pena,ARG,0,33,21,61.1%,0,"1,733"
39,Scott Davis,USA,0,19,19,50.0%,0,"1,795"
41,Jonathan Canter,USA,0,27,22,55.1%,0,"1,731"
42,Horst Skoff,AUT,0,12,7,63.2%,0,"1,604"
43,Paul Annacone,USA,0,18,16,52.9%,0,"1,787"
44,Paolo Cane,ITA,0,23,14,62.2%,1,"1,667"
45,Paul Mcnamee,AUS,0,24,19,55.8%,0,"1,706"
46,Tarik Benhabiles,FRA,0,7,7,50.0%,0,"1,609"
47,Thomas Muster,AUT,0,18,16,52.9%,1,"1,740"
48,Jimmy Arias,USA,0,18,19,48.6%,0,"1,668"
49,Cassio Motta,BRA,0,10,10,50.0%,0,"1,658"
50,Gary Donnelly,USA,0,11,11,50.0%,0,"1,670"
51,Marcel Freeman,USA,0,14,14,50.0%,0,"1,673"
52,Fernando Luna,ESP,0,19,14,57.6%,0,"1,690"
53,Eliot Teltscher,USA,0,13,11,54.2%,0,"1,797"
54,Tomas Smid,CZE,0,28,24,53.9%,0,"1,721"
55,Todd Witsken,USA,0,13,15,46.4%,0,"1,650"
56,Francisco Maciel,MEX,0,21,16,56.8%,0,"1,644"
57,Jan Gunnarsson,SWE,0,23,24,48.9%,0,"1,748"
58,Andreas Maurer,GER,0,17,16,51.5%,0,"1,725"
59,Matt Anger,USA,0,20,21,48.8%,0,"1,728"
60,Pablo Arraya,PER,0,23,19,54.8%,0,"1,671"
61,Diego Perez,URU,0,30,25,54.5%,0,"1,694"
62,Sergio Casal,ESP,0,23,28,45.1%,0,"1,748"
63,Eddie Edwards,RSA,0,15,17,46.9%,0,"1,668"
64,Jaime Yzaga,PER,0,19,18,51.4%,0,"1,680"
66,Broderick Dyke,AUS,0,16,21,43.2%,0,"1,648"
67,Christo Steyn,RSA,0,22,23,48.9%,0,"1,676"
68,Damir Keretic,GER,0,16,14,53.3%,0,"1,687"
70,Derrick Rostagno,USA,0,8,11,42.1%,0,"1,561"
71,Libor Pimek,BEL,0,26,25,51.0%,0,"1,693"
72,Mel Purcell,USA,0,12,16,42.9%,0,"1,649"
73,Glenn Layendecker,USA,0,17,17,50.0%,0,"1,663"
74,Ronald Agenor,HAI,0,20,22,47.6%,0,"1,672"
75,Nduka Odizor,NGR,0,5,14,26.3%,0,"1,553"
76,Greg Holmes,USA,0,16,17,48.5%,0,"1,675"
77,Henrik Sundstrom,SWE,0,21,19,52.5%,1,"1,709"
78,Jean-Philippe Fleurian,FRA,0,6,3,66.7%,0,"1,593"
79,Eduardo Bengoechea,ARG,0,13,15,46.4%,0,"1,579"
80,Francisco Yunis,ARG,0,1,2,33.3%,0,"1,502"
81,Ivan Kley,BRA,0,3,2,60.0%,0,"1,476"
82,Jay Berger,USA,0,7,3,70.0%,1,"1,665"
83,Danie Visser,RSA,0,15,14,51.7%,0,"1,676"
84,Michiel Schapers,NED,0,20,23,46.5%,0,"1,632"
85,Bill Scanlon,USA,0,13,13,50.0%,1,"1,656"
87,Wally Masur,AUS,0,17,16,51.5%,0,"1,689"
88,Marian Vajda,SVK,0,17,22,43.6%,0,"1,597"
89,Marty Davis,USA,0,21,25,45.6%,0,"1,627"
90,Richard Matuszewski,USA,0,6,3,66.7%,0,"1,609"
91,Andre Agassi,USA,0,5,6,45.5%,0,"1,538"
92,Brad Pearce,USA,0,6,9,40.0%,0,"1,550"
93,Ben Testerman,USA,0,8,11,42.1%,0,"1,651"
94,Jim Grabb,USA,0,7,6,53.9%,0,"1,636"
95,Luiz Mattar,BRA,0,6,7,46.1%,0,"1,566"
96,Christian Miniussi,ARG,0,7,8,46.7%,0,"1,559"
97,Jordi Arrese,ESP,0,13,11,54.2%,0,"1,633"
98,Peter Lundgren,SWE,0,15,22,40.5%,0,"1,639"
99,Jim Pugh,USA,0,0,4,0.0%,0,"1,462"
101,Michael Westphal,GER,0,12,21,36.4%,0,"1,642"
102,John Fitzgerald,AUS,0,8,11,42.1%,0,"1,654"
103,Peter Fleming,USA,0,6,10,37.5%,0,"1,656"
104,Brian Teacher,USA,0,8,13,38.1%,0,"1,618"
105,Leonardo Lavalle,MEX,0,10,17,37.0%,0,"1,588"
106,Vijay Amritraj,IND,0,8,7,53.3%,1,"1,685"
107,Johan Carlsson,SWE,0,11,9,55.0%,0,"1,629"
