rank,player,country,points,wins,losses,win_pct,titles,elo
1,Ilie Nastase,ROU,—,118,17,87.4%,16,"2,208"
2,John Newcombe,AUS,—,59,19,75.6%,4,"2,052"
3,Jimmy Connors,USA,—,86,16,84.3%,11,"2,152"
4,Tom Okker,NED,—,91,23,79.8%,7,"2,166"
6,Ken Rosewall,AUS,—,65,17,79.3%,5,"2,102"
7,Manuel Orantes,ESP,—,68,23,74.7%,5,"1,858"
8,Rod Laver,AUS,—,67,16,80.7%,7,"2,088"
9,Jan Kodes,CZE,—,51,20,71.8%,2,"1,934"
10,Arthur Ashe,USA,—,69,30,69.7%,2,"1,965"
11,Tom Gorman,USA,—,52,28,65.0%,3,"1,942"
12,Roy Emerson,AUS,—,35,18,66.0%,1,"1,931"
13,Marty Riessen,USA,—,46,25,64.8%,1,"1,858"
14,Adriano Panatta,ITA,—,46,18,71.9%,1,"1,839"
15,Nikola Pilic,CRO,—,44,27,62.0%,0,"1,840"
16,Roger Taylor,GBR,—,51,23,68.9%,2,"1,883"
17,Jaime Fillol,CHI,—,51,33,60.7%,1,"1,867"
18,Bjorn Borg,SWE,—,48,25,65.8%,0,"1,861"
19,Cliff Richey,USA,—,47,26,64.4%,0,"1,848"
20,Paolo Bertolucci,ITA,—,30,19,61.2%,0,"1,791"
21,Brian Gottfried,USA,—,52,33,61.2%,2,"1,794"
22,Mark Cox,GBR,—,56,28,66.7%,3,"1,890"
23,Cliff Drysdale,RSA,—,31,23,57.4%,0,"1,872"
24,Roscoe Tanner,USA,—,45,30,60.0%,0,"1,812"
25,Brian Fairlie,NZL,—,33,21,61.1%,1,"1,773"
26,Raul Ramirez,MEX,—,31,18,63.3%,2,"1,874"
27,Dick Stockton,USA,—,38,24,61.3%,0,"1,810"
28,Eddie Dibbs,USA,—,40,19,67.8%,3,"1,863"
29,John Alexander,AUS,—,46,30,60.5%,0,"1,915"
30,Vijay Amritraj,IND,—,33,15,68.8%,2,"1,794"
31,Guillermo Vilas,ARG,—,24,14,63.2%,1,"1,851"
32,Karl Meiler,GER,—,47,28,62.7%,0,"1,793"
33,Buster C Mottram,GBR,—,14,11,56.0%,0,"1,658"
36,Fred Stolle,AUS,—,23,16,59.0%,1,"1,854"
37,Hans Jurgen Pohmann,GER,—,21,12,63.6%,1,"1,714"
39,Colin Dibley,AUS,—,35,31,53.0%,2,"1,692"
40,Onny Parun,NZL,—,49,43,53.3%,1,"1,731"
41,Patrick Proisy,FRA,—,32,22,59.3%,0,"1,755"
42,Ross Case,AUS,—,42,34,55.3%,1,"1,809"
43,Raymond Moore,RSA,—,36,36,50.0%,0,"1,773"
44,Jiri Hrebec,CZE,—,29,21,58.0%,2,"1,839"
45,Francois Jauffret,FRA,—,24,17,58.5%,0,"1,769"
46,Jurgen Fassbender,GER,—,45,24,65.2%,1,"1,729"
47,Charlie Pasarell,USA,—,40,31,56.3%,1,"1,834"
48,Clark Graebner,USA,—,34,19,64.2%,1,"1,768"
49,Phil Dent,AUS,—,38,31,55.1%,0,"1,782"
50,Paul Gerken,USA,—,50,33,60.2%,0,"1,752"
51,Dick Crealy,AUS,—,31,33,48.4%,0,"1,625"
52,Geoff Masters,AUS,—,28,23,54.9%,0,"1,754"
54,Ivan Molina,COL,—,18,19,48.6%,0,"1,639"
55,Patrice Dominguez,FRA,—,27,24,52.9%,0,"1,728"
56,Ove Bengtson,SWE,—,22,27,44.9%,0,"1,660"
58,Peter Szoke,HUN,—,16,19,45.7%,0,"1,633"
59,Harold Solomon,USA,—,21,23,47.7%,0,"1,767"
60,Allan Stone,AUS,—,34,33,50.8%,0,"1,676"
61,Kjell Johansson,SWE,—,20,18,52.6%,0,"1,669"
63,Pierre Barthes,FRA,—,13,20,39.4%,0,"1,715"
66,Gerald Battrick,GBR,—,30,37,44.8%,0,"1,702"
67,Georges Goven,FRA,—,27,28,49.1%,0,"1,601"
69,Antonio Zugarelli,ITA,—,14,17,45.2%,0,"1,610"
70,Zeljko Franulovic,CRO,—,17,22,43.6%,0,"1,706"
72,Frank Froehling,USA,—,15,27,35.7%,0,"1,575"
73,Robert Maud,RSA,—,8,16,33.3%,0,"1,576"
74,Ion Tiriac,ROU,—,35,35,50.0%,0,"1,683"
75,Mike Estep,USA,—,26,31,45.6%,1,"1,626"
76,Corrado Barazzutti,ITA,—,11,17,39.3%,0,"1,480"
78,Frew Mcmillan,RSA,—,25,36,41.0%,0,"1,577"
80,Bob Carmichael,AUS,—,24,37,39.3%,0,"1,598"
82,Jeff Borowiak,USA,—,21,33,38.9%,0,"1,732"
83,Antonio Munoz,ESP,—,16,26,38.1%,0,"1,578"
84,Jean Baptiste Chanfreau,FRA,—,20,29,40.8%,0,"1,661"
85,Hans Kary,AUT,—,16,23,41.0%,0,"1,565"
87,Ian Fletcher,AUS,—,35,36,49.3%,0,"1,680"
87,Milan Holecek,CZE,—,21,31,40.4%,0,"1,632"
89,Wanaro N'Godrella,FRA,—,20,23,46.5%,0,"1,611"
90,Haroon Rahim,PAK,—,20,34,37.0%,0,"1,642"
90,Vladimir Zednik,CZE,—,14,24,36.8%,0,"1,613"
92,Jeff Simpson,NZL,—,18,21,46.1%,0,"1,566"
93,John Paish,GBR,—,10,18,35.7%,0,"1,565"
94,Jun Kamiwazumi,JPN,—,10,16,38.5%,0,"1,523"
95,Jim Mcmanus,USA,—,16,32,33.3%,0,"1,564"
96,Butch Seewagen,USA,—,7,15,31.8%,0,"1,612"
99,Patricio Cornejo,CHI,—,11,23,32.4%,0,"1,562"
102,Marcello Lara,MEX,—,18,22,45.0%,0,"1,567"
104,Jose Edison Mandarino,BRA,—,8,18,30.8%,0,"1,642"
106,Pat Cramer,RSA,—,18,26,40.9%,0,"1,564"
108,Kim Warwick,AUS,—,11,22,33.3%,0,"1,559"
109,Graham Stilwell,GBR,—,15,33,31.2%,0,"1,575"
110,Torben Ulrich,DEN,—,13,23,36.1%,0,"1,571"
111,Tom Edlefsen,USA,—,9,25,26.5%,0,"1,570"
112,Terry Addison,AUS,—,4,13,23.5%,0,"1,560"
113,Nicholas Kalogeropoulos,GRE,—,12,18,40.0%,0,"1,565"
114,Frantisek Pala,CZE,—,8,18,30.8%,0,"1,581"
115,Robert Machan,HUN,—,9,13,40.9%,0,"1,515"
116,Szabolcz Baranyi,HUN,—,18,19,48.6%,0,"1,657"
117,Tom Leonard,USA,—,4,17,19.1%,0,"1,480"
118,John Bartlett,AUS,—,10,22,31.2%,0,"1,449"
120,Premjit Lall,IND,—,3,13,18.8%,0,"1,553"
124,Nicola Spear,SRB,—,5,13,27.8%,0,"1,469"
126,Roy Barth,USA,—,4,21,16.0%,0,"1,370"
127,Steve Faulk,USA,—,5,17,22.7%,0,"1,470"
128,Jose Higueras,ESP,—,6,2,75.0%,0,"1,564"
129,Vladimir Korotkov,RUS,—,5,2,71.4%,0,"1,658"
130,Leif Johansson,SWE,—,5,3,62.5%,0,"1,605"
131,Vitas Gerulaitis,USA,—,7,11,38.9%,0,"1,550"
133,Gene Scott,USA,—,5,6,45.5%,0,"1,581"
134,Sandy Mayer,USA,—,30,13,69.8%,2,"1,796"
135,Harald Elschenbroich,GER,—,16,10,61.5%,0,"1,754"
136,Andres Gimeno,ESP,—,12,9,57.1%,0,"1,792"
137,B. Holmstrom,SWE,—,1,1,50.0%,0,"1,479"
138,Peter Kanderal,SUI,—,2,2,50.0%,0,"1,521"
139,Tadeusz Nowicki,POL,—,8,5,61.5%,0,"1,587"
140,Olle Palmer,SWE,—,1,1,50.0%,0,"1,514"
141,Ray Ruffels,AUS,—,1,1,50.0%,0,"1,773"
142,Tenny Svensson,SWE,—,6,8,42.9%,0,"1,534"
143,John Whitlinger,USA,—,1,1,50.0%,0,"1,507"
