rank,player,country,points,wins,losses,win_pct,titles,elo
33,Jurgen Melzer,AUT,"1,170",20,21,48.8%,0,"1,799"
35,Mikhail Youzhny,RUS,"1,105",24,22,52.2%,0,"1,837"
36,Ivan Dodig,CRO,"1,065",26,23,53.1%,1,"1,774"
37,Thomaz Bellucci,BRA,"1,060",23,24,48.9%,0,"1,710"
38,Andreas Seppi,ITA,"1,015",25,24,51.0%,1,"1,806"
39,Donald Young,USA,"1,004",19,17,52.8%,0,"1,800"
40,Dmitry Tursunov,RUS,988,18,18,50.0%,1,"1,767"
41,Nikolay Davydenko,RUS,980,26,25,51.0%,1,"1,848"
42,Bernard Tomic,AUS,970,14,14,50.0%,0,"1,790"
43,Philipp Kohlschreiber,GER,960,28,22,56.0%,1,"1,848"
44,Marcos Baghdatis,CYP,940,26,27,49.1%,0,"1,844"
45,Robin Haase,NED,926,25,24,51.0%,1,"1,778"
46,Pablo Andujar,ESP,920,25,28,47.2%,1,"1,681"
47,Michael Llodra,FRA,915,17,21,44.7%,0,"1,776"
48,Fabio Fognini,ITA,915,22,28,44.0%,0,"1,725"
49,Xavier Malisse,BEL,910,24,24,50.0%,0,"1,789"
50,Juan Carlos Ferrero,ESP,910,20,11,64.5%,1,"1,924"
51,Tommy Robredo,ESP,905,20,14,58.8%,1,"1,760"
52,Julien Benneteau,FRA,900,21,21,50.0%,0,"1,871"
53,Albert Montanes,ESP,895,22,25,46.8%,0,"1,731"
54,Gilles Muller,LUX,893,14,11,56.0%,0,"1,797"
55,Santiago Giraldo,COL,890,29,26,52.7%,0,"1,793"
56,Ivo Karlovic,CRO,867,16,20,44.4%,0,"1,819"
57,Lukasz Kubot,POL,828,17,17,50.0%,0,"1,818"
58,Potito Starace,ITA,825,22,26,45.8%,0,"1,704"
59,James Blake,USA,819,19,16,54.3%,0,"1,841"
60,Carlos Berlocq,ARG,801,15,23,39.5%,0,"1,672"
61,Ernests Gulbis,LAT,785,18,22,45.0%,1,"1,774"
62,Sergiy Stakhovsky,UKR,780,22,26,45.8%,0,"1,707"
63,Philipp Petzschner,GER,780,21,22,48.8%,0,"1,763"
64,David Nalbandian,ARG,760,20,13,60.6%,0,"1,940"
65,Guillermo Garcia-Lopez,ESP,755,20,29,40.8%,0,"1,712"
66,Albert Ramos-Vinolas,ESP,709,13,16,44.8%,0,"1,722"
67,Olivier Rochus,BEL,704,13,14,48.1%,0,"1,687"
68,Rui Machado,POR,698,3,12,20.0%,0,"1,488"
69,Filippo Volandri,ITA,696,13,19,40.6%,0,"1,666"
70,Lukas Rosol,CZE,693,5,13,27.8%,0,"1,576"
71,Igor Kunitsyn,RUS,692,16,21,43.2%,0,"1,720"
72,Ryan Sweeting,USA,690,14,19,42.4%,1,"1,653"
73,Denis Istomin,UZB,685,10,21,32.3%,0,"1,665"
74,Alejandro Falla,COL,671,9,14,39.1%,0,"1,714"
75,Flavio Cipolla,ITA,669,5,12,29.4%,0,"1,758"
76,Grigor Dimitrov,BUL,666,18,25,41.9%,0,"1,739"
77,Jarkko Nieminen,FIN,666,20,25,44.4%,0,"1,830"
78,Leonardo Mayer,ARG,659,4,7,36.4%,0,"1,677"
79,Ryan Harrison,USA,658,14,19,42.4%,0,"1,730"
80,Nicolas Mahut,FRA,653,11,12,47.8%,0,"1,765"
81,Cedrik-Marcel Stebe,GER,652,4,4,50.0%,0,"1,656"
82,Yen-Hsun Lu,TPE,651,11,20,35.5%,0,"1,708"
83,Dudi Sela,ISR,640,6,13,31.6%,0,"1,662"
84,Somdev Devvarman,IND,631,19,22,46.3%,0,"1,676"
85,Ricardo Mello,BRA,630,8,14,36.4%,0,"1,668"
86,Matthew Ebden,AUS,627,10,10,50.0%,0,"1,762"
87,Adrian Mannarino,FRA,623,17,23,42.5%,0,"1,713"
88,Steve Darcis,BEL,622,7,6,53.9%,0,"1,796"
89,Pere Riba,ESP,612,11,22,33.3%,0,"1,649"
90,Victor Hanescu,ROU,600,16,24,40.0%,0,"1,687"
91,Mikhail Kukushkin,KAZ,598,7,20,25.9%,0,"1,659"
92,Blaz Kavcic,SLO,590,13,16,44.8%,0,"1,699"
93,Sam Querrey,USA,589,12,13,48.0%,0,"1,816"
94,Matthias Bachinger,GER,587,4,10,28.6%,0,"1,566"
95,Benoit Paire,FRA,586,5,10,33.3%,0,"1,603"
96,Tobias Kamke,GER,582,15,23,39.5%,0,"1,736"
97,Eric Prodon,FRA,581,0,3,0.0%,0,"1,506"
98,Andreas Beck,GER,580,0,4,0.0%,0,"1,641"
99,Michael Russell,USA,577,12,18,40.0%,0,"1,749"
100,Michael Berrer,GER,567,17,22,43.6%,0,"1,701"
101,Karol Beck,SVK,567,4,10,28.6%,0,"1,554"
103,Jeremy Chardy,FRA,560,8,18,30.8%,0,"1,728"
104,Joao Souza,BRA,556,7,8,46.7%,0,"1,602"
105,Stephane Robert,FRA,552,2,5,28.6%,0,"1,596"
106,Edouard Roger-Vasselin,FRA,548,6,12,33.3%,0,"1,687"
107,Daniel Gimeno-Traver,ESP,547,8,23,25.8%,0,"1,644"
108,Paolo Lorenzi,ITA,521,2,3,40.0%,0,"1,516"
109,Horacio Zeballos,ARG,516,5,6,45.5%,0,"1,598"
110,Daniel Brands,GER,515,4,11,26.7%,0,"1,690"
111,Marsel Ilhan,TUR,514,5,13,27.8%,0,"1,684"
112,Lukas Lacko,SVK,505,4,7,36.4%,0,"1,669"
113,Izak Van der Merwe,RSA,501,3,1,75.0%,0,"1,504"
114,Adrian Ungur,ROU,501,2,3,40.0%,0,"1,551"
115,Igor Andreev,RUS,494,15,24,38.5%,0,"1,688"
116,Grega Zemlja,SLO,491,1,3,25.0%,0,"1,588"
117,Martin Klizan,SVK,486,0,2,0.0%,0,"1,600"
118,Malek Jaziri,TUN,485,1,1,50.0%,0,"1,536"
119,Vasek Pospisil,CAN,481,3,4,42.9%,0,"1,668"
120,Go Soeda,JPN,481,3,7,30.0%,0,"1,567"
121,Maximo Gonzalez,ARG,481,3,12,20.0%,0,"1,561"
122,Tatsuma Ito,JPN,474,2,4,33.3%,0,"1,514"
123,Diego Junqueira,ARG,473,3,5,37.5%,0,"1,597"
124,Rogerio Dutra Silva,BRA,471,1,2,33.3%,0,"1,557"
125,Ricardas Berankis,LTU,460,6,10,37.5%,0,"1,679"
126,Rik De Voest,RSA,460,5,4,55.6%,0,"1,666"
127,Bobby Reynolds,USA,459,0,3,0.0%,0,"1,561"
128,Andreas Haider-Maurer,AUT,456,7,14,33.3%,0,"1,598"
129,Wayne Odesnik,USA,447,0,1,0.0%,0,"1,647"
130,Ruben Ramirez Hidalgo,ESP,446,5,15,25.0%,0,"1,532"
131,Paul Capdeville,CHI,440,0,7,0.0%,0,"1,529"
132,Rainer Schuettler,GER,428,5,13,27.8%,0,"1,648"
133,Thomas Schoorel,NED,428,1,4,20.0%,0,"1,635"
134,Simone Bolelli,ITA,404,4,8,33.3%,0,"1,679"
135,Alessandro Giannessi,ITA,395,2,1,66.7%,0,"1,546"
136,Pablo Carreno Busta,ESP,392,0,1,0.0%,0,"1,494"
138,Teymuraz Gabashvili,RUS,383,10,19,34.5%,0,"1,658"
139,Kenny De Schepper,FRA,382,0,2,0.0%,0,"1,511"
140,Daniel Munoz de la Nava,ESP,381,0,1,0.0%,0,"1,581"
141,Jan Hajek,CZE,376,0,8,0.0%,0,"1,595"
142,Pablo Cuevas,URU,370,11,13,45.8%,0,"1,743"
143,Eduardo Schwank,ARG,366,3,6,33.3%,0,"1,588"
144,Evgeny Donskoy,RUS,366,0,2,0.0%,0,"1,552"
145,Marc Gicquel,FRA,364,0,3,0.0%,0,"1,576"
146,Jurgen Zopp,EST,359,0,1,0.0%,0,"1,562"
147,Andrey Golubev,KAZ,356,4,22,15.4%,0,"1,578"
148,Sergei Bubka,UKR,356,3,4,42.9%,0,"1,655"
149,Rajeev Ram,USA,355,2,3,40.0%,0,"1,605"
150,Augustin Gensse,FRA,349,0,2,0.0%,0,"1,597"
151,Frank Dancevic,CAN,346,2,6,25.0%,0,"1,696"
152,Arnaud Clement,FRA,342,6,11,35.3%,0,"1,661"
154,Simon Greul,GER,336,3,3,50.0%,0,"1,607"
156,Bjorn Phau,GER,331,2,7,22.2%,0,"1,609"
157,Facundo Bagnis,ARG,330,0,2,0.0%,0,"1,500"
158,Alexander Kudryavtsev,RUS,322,1,1,50.0%,0,"1,550"
159,Antonio Veic,CRO,319,4,6,40.0%,0,"1,671"
160,Ruben Bemelmans,BEL,313,1,3,25.0%,0,"1,634"
161,Dustin Brown,JAM,313,2,10,16.7%,0,"1,521"
162,James Ward,GBR,310,4,4,50.0%,0,"1,535"
163,Maxime Teixeira,FRA,308,1,1,50.0%,0,"1,519"
164,Jesse Levine,CAN,308,0,1,0.0%,0,"1,564"
165,Aljaz Bedene,SLO,307,1,1,50.0%,0,"1,597"
166,Federico Delbonis,ARG,306,3,2,60.0%,0,"1,558"
167,Simone Vagnozzi,ITA,306,2,2,50.0%,0,"1,578"
168,Jan Hernych,CZE,303,3,2,60.0%,0,"1,664"
169,Alex Kuznetsov,USA,301,0,1,0.0%,0,"1,510"
170,Dominik Meffert,GER,299,0,1,0.0%,0,"1,573"
171,Florent Serra,FRA,297,4,12,25.0%,0,"1,633"
172,Gastao Elias,POR,294,0,1,0.0%,0,"1,454"
174,David Goffin,BEL,287,2,2,50.0%,0,"1,591"
175,Stefano Galvani,ITA,279,0,1,0.0%,0,"1,592"
176,Vincent Millot,FRA,278,0,4,0.0%,0,"1,557"
177,Marco Chiudinelli,SUI,275,2,4,33.3%,0,"1,655"
179,Michael Yani,USA,271,3,4,42.9%,0,"1,578"
180,Brian Dabul,ARG,269,2,8,20.0%,0,"1,525"
181,Konstantin Kravchuk,RUS,269,0,2,0.0%,0,"1,600"
184,Javier Marti,ESP,267,1,4,20.0%,0,"1,534"
186,Lleyton Hewitt,AUS,265,8,9,47.1%,0,"1,817"
187,Bastian Knittel,GER,264,1,2,33.3%,0,"1,588"
188,Guillermo Olaso,ESP,263,1,2,33.3%,0,"1,525"
189,Denis Gremelmayr,GER,262,4,10,28.6%,0,"1,587"
190,Dusan Lajovic,SRB,261,2,5,28.6%,0,"1,617"
191,Ivan Navarro,ESP,258,1,2,33.3%,0,"1,521"
192,Joao Sousa,POR,256,1,1,50.0%,0,"1,507"
193,Yuri Schukin,KAZ,255,0,1,0.0%,0,"1,539"
196,Greg Jones,AUS,251,0,3,0.0%,0,"1,546"
197,David Guez,FRA,250,0,1,0.0%,0,"1,581"
198,Laurynas Grigelis,LTU,248,0,1,0.0%,0,"1,538"
199,Pavol Cervenak,SVK,244,2,1,66.7%,0,"1,538"
200,Igor Sijsling,NED,243,2,3,40.0%,0,"1,611"
203,Marinko Matosevic,AUS,240,2,9,18.2%,0,"1,651"
205,Tommy Haas,GER,237,7,12,36.8%,0,"1,762"
208,Jaroslav Pospisil,CZE,235,0,4,0.0%,0,"1,418"
209,Jesse Huta Galung,NED,234,2,5,28.6%,0,"1,562"
210,Danai Udomchoke,THA,234,1,1,50.0%,0,"1,508"
211,Mischa Zverev,GER,233,2,18,10.0%,0,"1,498"
213,Amer Delic,BIH,231,0,1,0.0%,0,"1,555"
216,Mathieu Rodrigues,FRA,227,1,1,50.0%,0,"1,514"
217,Marius Copil,ROU,225,1,2,33.3%,0,"1,553"
218,Stephane Bohli,SUI,224,0,4,0.0%,0,"1,594"
219,Martin Fischer,AUT,223,0,4,0.0%,0,"1,613"
221,Jerzy Janowicz,POL,222,0,1,0.0%,0,"1,547"
222,Andrey Kuznetsov,RUS,217,2,4,33.3%,0,"1,597"
223,Thiemo de Bakker,NED,216,2,11,15.4%,0,"1,664"
224,Robert Kendrick,USA,215,4,9,30.8%,0,"1,624"
226,Gianluca Naso,ITA,215,1,2,33.3%,0,"1,548"
228,Ilija Bozoljac,SRB,213,1,1,50.0%,0,"1,636"
229,Illya Marchenko,UKR,212,5,9,35.7%,0,"1,554"
230,Jonathan Dasnieres de Veigy,FRA,212,1,3,25.0%,0,"1,559"
231,Julian Reister,GER,210,3,7,30.0%,0,"1,599"
232,Robert Farah,COL,209,0,4,0.0%,0,"1,583"
233,Romain Jouan,FRA,209,0,1,0.0%,0,"1,603"
234,Gerard Granollers,ESP,209,0,2,0.0%,0,"1,519"
235,Yuichi Sugita,JPN,207,1,3,25.0%,0,"1,506"
236,Frederik Nielsen,DEN,205,0,1,0.0%,0,"1,607"
237,Guillaume Rufin,FRA,204,1,2,33.3%,0,"1,626"
238,Peter Torebko,GER,204,0,1,0.0%,0,"1,500"
240,Victor Crivoi,ROU,199,1,3,25.0%,0,"1,597"
243,Raven Klaasen,RSA,196,0,1,0.0%,0,"1,566"
247,Roman Borvanov,MDA,194,0,1,0.0%,0,"1,441"
249,Pierre-Ludovic Duclos,CAN,192,1,1,50.0%,0,"1,512"
251,Michael Lammer,SUI,192,1,2,33.3%,0,"1,638"
253,Caio Zampieri,BRA,189,1,1,50.0%,0,"1,510"
255,Jose Acasuso,ARG,186,2,1,66.7%,0,"1,656"
256,Chris Guccione,AUS,185,1,3,25.0%,0,"1,585"
258,Pablo Galdon,ARG,184,0,1,0.0%,0,"1,538"
260,Sebastian Rieschick,GER,182,1,1,50.0%,0,"1,502"
262,Juan Pablo Brzezicki,ARG,181,1,1,50.0%,0,"1,545"
264,Marco Crugnola,ITA,177,0,1,0.0%,0,"1,522"
268,Erik Chvojka,CAN,176,0,1,0.0%,0,"1,437"
271,Peter Luczak,AUS,173,1,4,20.0%,0,"1,536"
273,Tim Smyczek,USA,172,3,6,33.3%,0,"1,595"
274,Jimmy Wang,TPE,171,1,1,50.0%,0,"1,545"
276,Denis Kudla,USA,171,2,2,50.0%,0,"1,552"
282,Ricardo Hocevar,BRA,167,0,1,0.0%,0,"1,564"
284,Andre Ghem,BRA,167,0,1,0.0%,0,"1,485"
286,Conor Niland,IRL,159,0,2,0.0%,0,"1,555"
287,Guilherme Clezar,BRA,159,0,1,0.0%,0,"1,483"
288,Ludovic Walter,FRA,159,0,1,0.0%,0,"1,496"
292,Ze Zhang,CHN,158,1,2,33.3%,0,"1,509"
298,Fernando Gonzalez,CHI,155,3,4,42.9%,0,"1,808"
299,Fritz Wolmarans,RSA,155,1,1,50.0%,0,"1,480"
301,Sebastian Decoud,ARG,153,0,1,0.0%,0,"1,515"
304,Benjamin Becker,GER,148,3,9,25.0%,0,"1,724"
306,Michal Przysiezny,POL,145,1,4,20.0%,0,"1,444"
307,Michael Ryderstedt,SWE,144,2,2,50.0%,0,"1,508"
310,Franko Skugor,CRO,141,0,3,0.0%,0,"1,570"
311,Robby Ginepri,USA,140,2,4,33.3%,0,"1,665"
314,Alex Bogdanovic,GBR,139,0,1,0.0%,0,"1,511"
326,Nikola Mektic,CRO,134,0,1,0.0%,0,"1,476"
329,Jorge Aguilar,CHI,133,0,1,0.0%,0,"1,518"
330,Mikhail Ledovskikh,RUS,131,0,1,0.0%,0,"1,572"
332,Evgeny Kirillov,RUS,130,0,1,0.0%,0,"1,494"
333,Simon Stadler,GER,129,0,1,0.0%,0,"1,553"
338,Pedro Sousa,POR,126,0,1,0.0%,0,"1,558"
341,Daniel Garza,MEX,125,0,1,0.0%,0,"1,462"
342,Daniel Evans,GBR,125,0,2,0.0%,0,"1,490"
343,Thiago Alves,BRA,123,0,1,0.0%,0,"1,519"
345,Yuki Bhambri,IND,122,0,1,0.0%,0,"1,460"
353,Jean-Rene Lisnard,MON,119,1,2,33.3%,0,"1,606"
355,Nicolas Renavand,FRA,117,1,1,50.0%,0,"1,505"
356,Nicolas Devilder,FRA,117,0,1,0.0%,0,"1,545"
359,Fernando Romboli,BRA,116,0,1,0.0%,0,"1,395"
365,Carsten Ball,AUS,112,0,1,0.0%,0,"1,541"
372,Steve Johnson,USA,—,0,2,0.0%,0,"1,522"
374,Zhe Li,CHN,108,0,2,0.0%,0,"1,464"
379,Michael Venus,NZL,106,0,1,0.0%,0,"1,433"
381,Jack Sock,USA,105,1,2,33.3%,0,"1,490"
395,Mao-Xin Gong,CHN,98,0,1,0.0%,0,"1,438"
396,Ivan Nedelko,RUS,98,0,1,0.0%,0,"1,475"
401,Daniel Cox,GBR,97,0,3,0.0%,0,"1,463"
402,Andrey Kumantsov,RUS,95,0,1,0.0%,0,"1,501"
411,Daniel Kosakowski,USA,92,1,1,50.0%,0,"1,530"
421,Di Wu,CHN,88,0,1,0.0%,0,"1,458"
422,Christian Lindell,SWE,88,0,1,0.0%,0,"1,448"
434,Artem Sitak,NZL,84,0,1,0.0%,0,"1,426"
450,Nicolas Massu,CHI,79,0,1,0.0%,0,"1,551"
480,Louk Sorensen,IRL,69,0,1,0.0%,0,"1,555"
483,Richard Bloomfield,GBR,68,0,1,0.0%,0,"1,565"
496,Phillip Simmonds,USA,64,0,1,0.0%,0,"1,487"
515,Alexander Sadecky,SUI,59,0,1,0.0%,0,"1,483"
517,Kittipong Wachiramanowong,THA,59,0,1,0.0%,0,"1,460"
539,Manuel Sanchez,MEX,52,0,1,0.0%,0,"1,470"
541,John Millman,AUS,51,0,1,0.0%,0,"1,486"
562,Santiago Gonzalez,MEX,45,1,1,50.0%,0,"1,408"
575,Reda El Amrani,MAR,43,0,2,0.0%,0,"1,439"
596,Yann Marti,SUI,38,0,1,0.0%,0,"1,520"
607,Rohan Bopanna,IND,36,0,2,0.0%,0,"1,569"
609,Sergio Gutierrez-Ferrol,ESP,36,0,1,0.0%,0,"1,526"
638,Dominic Thiem,AUT,32,1,3,25.0%,0,"1,495"
639,Alexander Slabinsky,GBR,32,0,1,0.0%,0,"1,482"
643,Oliver Golding,GBR,32,0,1,0.0%,0,"1,468"
647,Stefan Koubek,AUT,30,0,1,0.0%,0,"1,602"
660,Nicolaas Scholtz,RSA,28,0,1,0.0%,0,"1,524"
669,Bradley Klahn,USA,—,0,1,0.0%,0,"1,525"
686,Sherif Sabry,EGY,26,0,1,0.0%,0,"1,487"
697,Alexander Peya,AUT,24,0,1,0.0%,0,"1,565"
723,Colin Fleming,GBR,21,0,1,0.0%,0,"1,426"
727,Andreas Vinciguerra,SWE,20,0,1,0.0%,0,"1,607"
835,Mate Pavic,CRO,14,0,1,0.0%,0,"1,480"
904,Marcos Daniel,BRA,10,0,3,0.0%,0,"1,486"
960,Robin Kern,GER,8,0,1,0.0%,0,"1,478"
"1,075",Thomas Muster,AUT,6,0,2,0.0%,0,"1,608"
"1,081",Felipe Rios,CHI,6,0,1,0.0%,0,"1,486"
"1,227",Omar Alawadhi,UAE,3,0,1,0.0%,0,"1,459"
"1,505",Mate Delic,CRO,2,0,1,0.0%,0,"1,483"
