rank,player,country,points,wins,losses,win_pct,titles,elo
1,Novak Djokovic,SRB,"11,245",54,6,90.0%,7,"2,405"
2,Carlos Alcaraz,ESP,"8,855",65,12,84.4%,6,"2,211"
3,Daniil Medvedev,RUS,"7,600",67,18,78.8%,5,"2,160"
4,Jannik Sinner,ITA,"6,490",63,18,77.8%,4,"2,197"
5,Andrey Rublev,RUS,"4,805",56,25,69.1%,2,"2,053"
6,Stefanos Tsitsipas,GRE,"4,235",45,23,66.2%,1,"1,972"
7,Alexander Zverev,GER,"3,985",54,24,69.2%,2,"2,094"
8,Holger Rune,DEN,"3,660",44,23,65.7%,1,"1,967"
9,Hubert Hurkacz,POL,"3,245",43,21,67.2%,2,"2,005"
10,Taylor Fritz,USA,"3,100",49,23,68.1%,2,"1,917"
11,Casper Ruud,NOR,"2,825",35,22,61.4%,1,"1,891"
12,Alex de Minaur,AUS,"2,740",43,23,65.2%,1,"1,967"
13,Tommy Paul,USA,"2,665",40,25,61.5%,0,"1,910"
14,Grigor Dimitrov,BUL,"2,570",41,21,66.1%,0,"2,095"
15,Karen Khachanov,RUS,"2,520",34,18,65.4%,1,"1,959"
16,Frances Tiafoe,USA,"2,310",34,19,64.2%,2,"1,896"
17,Ben Shelton,USA,"2,145",25,24,51.0%,1,"1,904"
18,Cameron Norrie,GBR,"1,940",31,22,58.5%,1,"1,795"
19,Nicolas Jarry,CHI,"1,810",36,19,65.5%,2,"1,907"
20,Ugo Humbert,FRA,"1,765",29,23,55.8%,1,"1,926"
21,Francisco Cerundolo,ARG,"1,760",36,24,60.0%,1,"1,853"
22,Adrian Mannarino,FRA,"1,755",39,23,62.9%,3,"1,907"
23,Tallon Griekspoor,NED,"1,640",34,23,59.6%,2,"1,849"
24,Sebastian Korda,USA,"1,530",26,17,60.5%,0,"1,898"
25,Jan-Lennard Struff,GER,"1,522",20,17,54.0%,0,"1,805"
26,Alejandro Davidovich Fokina,ESP,"1,495",31,25,55.4%,0,"1,875"
27,Lorenzo Musetti,ITA,"1,470",29,26,52.7%,0,"1,834"
28,Sebastian Baez,ARG,"1,435",30,26,53.6%,3,"1,797"
29,Felix Auger-Aliassime,CAN,"1,425",22,20,52.4%,1,"1,858"
30,Tomas Martin Etcheverry,ARG,"1,375",29,27,51.8%,0,"1,771"
