rank,player,country,points,wins,losses,win_pct,titles,elo
1,Ivan Lendl,USA,0,75,7,91.5%,8,"2,362"
2,Stefan Edberg,SWE,0,75,12,86.2%,7,"2,206"
3,Mats Wilander,SWE,0,65,17,79.3%,5,"2,082"
4,Jimmy Connors,USA,0,52,19,73.2%,0,"1,985"
5,Boris Becker,GER,0,50,15,76.9%,3,"2,040"
6,Miloslav Mecir,SVK,—,68,18,79.1%,6,"1,977"
7,Pat Cash,AUS,0,41,15,73.2%,3,"2,022"
8,Yannick Noah,FRA,0,34,13,72.3%,2,"1,921"
9,Tim Mayotte,USA,0,44,13,77.2%,5,"1,981"
10,John McEnroe,USA,0,30,10,75.0%,0,"2,094"
11,Andres Gomez,ECU,0,46,18,71.9%,1,"1,913"
12,Kent Carlsson,SWE,0,35,9,79.5%,2,"1,965"
13,Brad Gilbert,USA,0,55,23,70.5%,1,"1,968"
14,Martin Jaite,ARG,0,43,17,71.7%,2,"1,890"
15,Anders Jarryd,SWE,0,39,19,67.2%,0,"1,957"
16,Joakim Nystrom,SWE,0,33,16,67.3%,1,"1,876"
17,Emilio Sanchez,ESP,0,56,23,70.9%,4,"1,870"
18,David Pate,USA,0,28,18,60.9%,1,"1,751"
19,Guillermo Perez-Roldan,ARG,0,40,15,72.7%,3,"1,809"
20,Eliot Teltscher,USA,0,24,13,64.9%,1,"1,840"
21,Henri Leconte,FRA,0,23,16,59.0%,0,"1,843"
23,Jakob Hlasek,SUI,0,32,21,60.4%,0,"1,856"
24,Eduardo Bengoechea,ARG,0,27,17,61.4%,0,"1,737"
25,Andre Agassi,USA,0,26,17,60.5%,1,"1,793"
26,Peter Lundgren,SWE,0,28,17,62.2%,2,"1,837"
27,Amos Mansdorf,ISR,0,35,21,62.5%,1,"1,806"
28,Claudio Mezzadri,SUI,0,25,16,61.0%,1,"1,767"
30,Jonas Svensson,SWE,0,24,18,57.1%,1,"1,835"
31,Tomas Smid,CZE,0,30,26,53.6%,0,"1,729"
32,Paul Annacone,USA,0,29,20,59.2%,0,"1,824"
33,Mikael Pernfors,SWE,0,21,16,56.8%,0,"1,756"
34,Jimmy Arias,USA,0,22,18,55.0%,0,"1,720"
35,Wally Masur,AUS,0,33,19,63.5%,1,"1,718"
36,Kelly Evernden,NZL,0,29,18,61.7%,2,"1,793"
37,Kevin Curren,USA,0,21,17,55.3%,0,"1,807"
38,Luiz Mattar,BRA,0,24,17,58.5%,1,"1,696"
39,Jan Gunnarsson,SWE,0,21,18,53.9%,0,"1,751"
40,Eric Jelen,GER,0,22,19,53.7%,0,"1,748"
41,Carl Uwe Steeb,GER,0,10,8,55.6%,0,"1,615"
43,Ulf Stenlund,SWE,0,24,19,55.8%,0,"1,681"
44,Ronald Agenor,HAI,0,25,20,55.6%,0,"1,736"
45,Jim Pugh,USA,0,24,20,54.5%,0,"1,701"
