rank,player,country,points,wins,losses,win_pct,titles,elo
42,Rainer Schuettler,GER,885,25,28,47.2%,0,"1,718"
43,Filippo Volandri,ITA,880,29,21,58.0%,1,"1,723"
44,Karol Beck,SVK,863,21,20,51.2%,0,"1,731"
45,Tomas Berdych,CZE,863,12,13,48.0%,1,"1,657"
46,Greg Rusedski,GBR,805,24,15,61.5%,1,"1,819"
47,Max Mirnyi,BLR,800,20,25,44.4%,0,"1,719"
48,Xavier Malisse,BEL,798,21,25,45.6%,0,"1,726"
49,David Ferrer,ESP,790,29,31,48.3%,0,"1,651"
50,Igor Andreev,RUS,781,25,26,49.0%,0,"1,660"
51,Rafael Nadal,ESP,775,27,17,61.4%,1,"1,735"
52,Fabrice Santoro,FRA,748,17,14,54.8%,0,"1,817"
53,Cyril Saulnier,FRA,748,28,23,54.9%,0,"1,777"
54,Mariano Zabaleta,ARG,735,25,20,55.6%,1,"1,708"
55,Martin Verkerk,NED,709,23,15,60.5%,1,"1,785"
56,Albert Costa,ESP,705,19,22,46.3%,0,"1,668"
57,Sjeng Schalken,NED,705,17,18,48.6%,0,"1,698"
58,Agustin Calleri,ARG,685,19,17,52.8%,0,"1,690"
59,Hyung-Taik Lee,KOR,681,15,15,50.0%,0,"1,668"
60,Stefan Koubek,AUT,647,22,24,47.8%,0,"1,754"
61,Ivo Karlovic,CRO,640,16,24,40.0%,0,"1,667"
62,Hicham Arazi,MAR,630,15,17,46.9%,0,"1,711"
63,Robby Ginepri,USA,625,19,24,44.2%,0,"1,697"
64,Nicolas Escude,FRA,616,15,8,65.2%,1,"1,829"
65,Julien Benneteau,FRA,593,14,15,48.3%,0,"1,637"
66,Olivier Rochus,BEL,585,17,21,44.7%,0,"1,690"
67,Jose Acasuso,ARG,581,18,16,52.9%,1,"1,678"
68,Alberto Martin,ESP,580,23,26,46.9%,0,"1,622"
69,Gilles Muller,LUX,580,10,8,55.6%,0,"1,599"
70,Jonas Bjorkman,SWE,575,19,24,44.2%,0,"1,686"
71,Ricardo Mello,BRA,568,11,8,57.9%,1,"1,735"
72,Thomas Enqvist,SWE,538,12,19,38.7%,0,"1,627"
73,Juan Monaco,ARG,533,16,12,57.1%,0,"1,661"
74,David Sanchez,ESP,528,20,27,42.5%,0,"1,574"
75,Sargis Sargsian,ARM,525,17,26,39.5%,0,"1,699"
76,Potito Starace,ITA,522,8,9,47.1%,0,"1,603"
77,Jarkko Nieminen,FIN,519,17,16,51.5%,0,"1,696"
78,Irakli Labadze,GEO,510,13,21,38.2%,0,"1,541"
79,Antony Dupuis,FRA,503,17,21,44.7%,1,"1,598"
80,Dmitry Tursunov,RUS,491,12,17,41.4%,0,"1,681"
81,Alex Calatrava,ESP,489,6,7,46.1%,0,"1,564"
82,Raemon Sluiter,NED,482,19,22,46.3%,0,"1,624"
83,Jan Hernych,CZE,480,9,12,42.9%,0,"1,570"
84,Kenneth Carlsen,DEN,479,15,19,44.1%,0,"1,650"
85,Oscar Hernandez,ESP,478,8,19,29.6%,0,"1,476"
86,Bohdan Ulihrach,CZE,468,11,19,36.7%,0,"1,606"
87,Yen-Hsun Lu,TPE,466,4,9,30.8%,0,"1,459"
88,Philipp Kohlschreiber,GER,466,6,10,37.5%,0,"1,562"
89,Peter Wessels,NED,460,0,2,0.0%,0,"1,528"
90,Gregory Carraz,FRA,457,14,19,42.4%,0,"1,637"
91,Karol Kucera,SVK,452,9,14,39.1%,0,"1,674"
92,Victor Hanescu,ROU,452,17,23,42.5%,0,"1,572"
93,Jerome Haehnel,FRA,452,7,3,70.0%,1,"1,647"
94,Kevin Kim,USA,451,2,3,40.0%,0,"1,550"
95,Jan-Michael Gambill,USA,450,18,25,41.9%,0,"1,595"
96,Jeff Morrison,USA,445,13,13,50.0%,0,"1,609"
97,James Blake,USA,440,15,13,53.6%,0,"1,692"
98,Michal Tabara,CZE,437,3,4,42.9%,0,"1,652"
99,Albert Montanes,ESP,436,11,17,39.3%,0,"1,529"
100,Lars Burgsmuller,GER,434,8,19,29.6%,0,"1,533"
101,Wayne Arthurs,AUS,433,12,19,38.7%,0,"1,567"
102,Felix Mantilla,ESP,433,17,15,53.1%,0,"1,693"
103,Nicolas Almagro,ESP,433,2,7,22.2%,0,"1,539"
104,Santiago Ventura,ESP,424,8,2,80.0%,1,"1,591"
105,Alexander Popp,GER,420,11,15,42.3%,0,"1,640"
106,Arnaud Clement,FRA,413,13,21,38.2%,0,"1,630"
107,Richard Gasquet,FRA,413,13,15,46.4%,0,"1,597"
108,Olivier Mutis,FRA,407,7,13,35.0%,0,"1,573"
109,Mark Philippoussis,AUS,400,8,15,34.8%,0,"1,669"
110,Davide Sanguinetti,ITA,399,11,20,35.5%,0,"1,588"
111,Flavio Saretta,BRA,398,15,18,45.5%,0,"1,621"
112,Dennis van Scheppingen,NED,398,7,14,33.3%,0,"1,527"
113,Christophe Rochus,BEL,393,9,18,33.3%,0,"1,561"
114,Alex Corretja,ESP,385,12,19,38.7%,0,"1,623"
115,Jiri Vanek,CZE,382,4,7,36.4%,0,"1,533"
116,Kristof Vliegen,BEL,379,9,14,39.1%,0,"1,561"
117,Janko Tipsarevic,SRB,378,2,7,22.2%,0,"1,551"
118,Adrian Garcia,CHI,376,6,10,37.5%,0,"1,476"
119,Olivier Patience,FRA,374,12,15,44.4%,0,"1,583"
120,Gilles Elseneer,BEL,372,5,12,29.4%,0,"1,493"
121,Tomas Zib,CZE,364,3,8,27.3%,0,"1,482"
122,Nicolas Lapentti,ECU,362,7,14,33.3%,0,"1,600"
123,Paul-Henri Mathieu,FRA,361,9,10,47.4%,0,"1,661"
124,Ivo Heuberger,SUI,361,7,14,33.3%,0,"1,586"
126,Todd Reid,AUS,354,12,11,52.2%,0,"1,595"
127,Alejandro Falla,COL,352,5,7,41.7%,0,"1,596"
128,Wayne Ferreira,RSA,345,12,15,44.4%,0,"1,692"
129,Guillermo Garcia-Lopez,ESP,342,5,7,41.7%,0,"1,578"
130,Ruben Ramirez Hidalgo,ESP,338,7,19,26.9%,0,"1,448"
131,Nicolas Mahut,FRA,335,3,10,23.1%,0,"1,545"
132,Jean-Rene Lisnard,MON,334,4,13,23.5%,0,"1,532"
133,Mariano Puerta,ARG,331,0,1,0.0%,0,"1,510"
134,Alexander Waske,GER,329,2,3,40.0%,0,"1,514"
135,Alexander Peya,AUT,328,4,11,26.7%,0,"1,554"
136,Bjorn Phau,GER,324,5,4,55.6%,0,"1,549"
137,Wesley Moodie,RSA,321,6,16,27.3%,0,"1,512"
138,Francesco Aldi,ITA,321,0,1,0.0%,0,"1,472"
139,Tomas Behrend,GER,319,5,10,33.3%,0,"1,532"
140,Thierry Ascione,FRA,317,10,17,37.0%,0,"1,503"
141,Noam Okun,ISR,312,4,5,44.4%,0,"1,545"
142,Marco Chiudinelli,SUI,310,4,7,36.4%,0,"1,468"
143,Franco Squillari,ARG,305,10,9,52.6%,0,"1,639"
144,Jeff Salzenstein,USA,304,4,10,28.6%,0,"1,526"
145,Todd Martin,USA,303,10,15,40.0%,0,"1,684"
146,Andreas Seppi,ITA,302,5,9,35.7%,0,"1,591"
147,Daniele Bracciali,ITA,302,1,2,33.3%,0,"1,540"
148,Roko Karanusic,CRO,302,0,2,0.0%,0,"1,526"
149,Marc Lopez,ESP,300,9,12,42.9%,0,"1,573"
150,Peter Luczak,AUS,291,3,5,37.5%,0,"1,492"
151,Alessio Di Mauro,ITA,291,0,3,0.0%,0,"1,444"
152,Glenn Weiner,USA,290,5,9,35.7%,0,"1,527"
154,Giovanni Lapentti,ECU,286,0,4,0.0%,0,"1,490"
155,Julien Jeanpierre,FRA,284,3,2,60.0%,0,"1,572"
156,KJ Hippensteel,USA,284,1,3,25.0%,0,"1,469"
157,Ivo Minar,CZE,283,1,1,50.0%,0,"1,505"
158,Igor Kunitsyn,RUS,277,2,2,50.0%,0,"1,493"
159,Marcos Baghdatis,CYP,275,1,1,50.0%,0,"1,559"
160,Robert Kendrick,USA,275,4,4,50.0%,0,"1,551"
161,Hugo Armando,USA,275,4,3,57.1%,0,"1,508"
162,Justin Gimelstob,USA,272,1,5,16.7%,0,"1,508"
163,Jo-Wilfried Tsonga,FRA,270,2,2,50.0%,0,"1,549"
164,Juan-Pablo Guzman,ARG,269,1,3,25.0%,0,"1,466"
165,Daniel Elsner,GER,267,2,8,20.0%,0,"1,463"
166,Dick Norman,BEL,265,1,7,12.5%,0,"1,488"
167,Michel Kratochvil,SUI,263,5,8,38.5%,0,"1,538"
168,Stan Wawrinka,SUI,262,0,6,0.0%,0,"1,421"
170,Marc Gicquel,FRA,256,1,2,33.3%,0,"1,519"
171,Frank Dancevic,CAN,256,1,2,33.3%,0,"1,486"
172,Dieter Kindlmann,GER,252,0,1,0.0%,0,"1,518"
173,Amer Delic,BIH,251,2,5,28.6%,0,"1,503"
174,Galo Blanco,ESP,250,7,15,31.8%,0,"1,555"
175,Albert Portas,ESP,250,4,16,20.0%,0,"1,443"
176,Jan Vacek,CZE,249,3,12,20.0%,0,"1,480"
177,Gilles Simon,FRA,249,0,1,0.0%,0,"1,460"
178,Brian Baker,USA,246,2,5,28.6%,0,"1,436"
179,Michael Ryderstedt,SWE,244,3,1,75.0%,0,"1,565"
180,Daniel Gimeno-Traver,ESP,240,0,2,0.0%,0,"1,481"
181,Andre Sa,BRA,238,0,1,0.0%,0,"1,531"
182,Razvan Sabau,ROU,237,0,2,0.0%,0,"1,422"
183,Arvind Parmar,GBR,236,1,6,14.3%,0,"1,463"
184,Jimmy Wang,TPE,236,1,3,25.0%,0,"1,510"
186,Novak Djokovic,SRB,229,1,3,25.0%,0,"1,490"
187,Fernando Vicente,ESP,226,4,5,44.4%,0,"1,593"
188,Michal Mertinak,SVK,225,0,1,0.0%,0,"1,489"
190,Paul Goldstein,USA,220,4,6,40.0%,0,"1,585"
192,Vladimir Voltchkov,BLR,217,2,3,40.0%,0,"1,613"
193,Jean-Christophe Faurel,FRA,217,0,1,0.0%,0,"1,476"
194,Yuri Schukin,KAZ,217,1,1,50.0%,0,"1,474"
195,Alex Bogdanovic,GBR,216,1,3,25.0%,0,"1,530"
196,Jan Frode Andersen,NOR,216,1,2,33.3%,0,"1,425"
197,Edouard Roger-Vasselin,FRA,215,1,2,33.3%,0,"1,450"
198,Nicolas Devilder,FRA,214,1,1,50.0%,0,"1,495"
201,George Bastl,SUI,211,0,1,0.0%,0,"1,490"
203,Stephane Robert,FRA,206,1,2,33.3%,0,"1,502"
204,Danai Udomchoke,THA,205,0,3,0.0%,0,"1,489"
205,Daniel Koellerer,AUT,205,2,1,66.7%,0,"1,521"
206,Uros Vico,ITA,204,0,1,0.0%,0,"1,471"
207,Rik De Voest,RSA,203,3,2,60.0%,0,"1,506"
208,Sasa Tuksar,CRO,201,0,1,0.0%,0,"1,495"
211,Jerome Golmard,FRA,197,4,5,44.4%,0,"1,662"
212,Takao Suzuki,JPN,197,2,3,40.0%,0,"1,610"
213,Florent Serra,FRA,196,2,3,40.0%,0,"1,554"
214,Marc Rosset,SUI,196,4,8,33.3%,0,"1,546"
216,Martin Vassallo Arguello,ARG,191,3,7,30.0%,0,"1,485"
218,Aisam-Ul-Haq Qureshi,PAK,187,0,1,0.0%,0,"1,468"
219,Lukasz Kubot,POL,185,1,1,50.0%,0,"1,514"
220,Sebastien De Chaunac,FRA,183,3,5,37.5%,0,"1,525"
223,Ivan Navarro,ESP,180,0,1,0.0%,0,"1,488"
224,Miguel Gallardo-Valles,MEX,180,0,1,0.0%,0,"1,469"
225,Victor Ionita,ROU,179,0,1,0.0%,0,"1,491"
226,Cecil Mamiit,PHI,178,1,3,25.0%,0,"1,493"
227,Ramon Delgado,PAR,177,0,1,0.0%,0,"1,623"
229,Franco Ferreiro,BRA,177,0,1,0.0%,0,"1,477"
230,Kristian Pless,DEN,173,3,9,25.0%,0,"1,554"
231,Jamie Delgado,GBR,173,1,2,33.3%,0,"1,484"
232,Werner Eschauer,AUT,172,1,2,33.3%,0,"1,489"
233,Stefano Pescosolido,ITA,171,1,4,20.0%,0,"1,467"
235,Michael Berrer,GER,170,0,1,0.0%,0,"1,498"
236,Tuomas Ketola,FIN,169,1,1,50.0%,0,"1,566"
237,Brian Vahaly,USA,165,1,10,9.1%,0,"1,435"
239,Gael Monfils,FRA,164,3,2,60.0%,0,"1,541"
242,Diego Moyano,ARG,163,0,1,0.0%,0,"1,446"
244,Andrea Stoppini,ITA,161,0,1,0.0%,0,"1,470"
246,Massimo Dell'Acqua,ITA,159,0,3,0.0%,0,"1,400"
247,Harel Levy,ISR,158,5,13,27.8%,0,"1,445"
249,Giorgio Galimberti,ITA,157,0,1,0.0%,0,"1,484"
252,Bjorn Rehnquist,SWE,154,0,1,0.0%,0,"1,430"
254,Tomas Cakl,CZE,152,1,1,50.0%,0,"1,513"
257,Julian Knowle,AUT,148,3,6,33.3%,0,"1,519"
258,Teymuraz Gabashvili,RUS,148,0,2,0.0%,0,"1,482"
259,Boris Pashanski,SRB,148,1,2,33.3%,0,"1,444"
260,Jonathan Marray,GBR,147,3,3,50.0%,0,"1,482"
262,Ivan Miranda,PER,145,1,2,33.3%,0,"1,499"
263,Sebastian Fitz,GER,143,0,1,0.0%,0,"1,491"
264,Gouichi Motomura,JPN,142,1,1,50.0%,0,"1,430"
265,Fred Hemmes,NED,142,1,1,50.0%,0,"1,507"
266,Goran Ivanisevic,CRO,140,4,10,28.6%,0,"1,632"
273,Mark Hilton,GBR,133,1,1,50.0%,0,"1,469"
274,Melle Van Gemerden,NED,132,1,2,33.3%,0,"1,504"
275,Matias Boeker,USA,132,1,1,50.0%,0,"1,500"
277,Juan Antonio Marin,CRC,131,0,2,0.0%,0,"1,498"
278,Hermes Gamonal,CHI,131,0,1,0.0%,0,"1,463"
279,Takahiro Terachi,JPN,131,1,1,50.0%,0,"1,469"
281,Chris Guccione,AUS,129,2,2,50.0%,0,"1,540"
282,Michael Kohlmann,GER,129,4,4,50.0%,0,"1,594"
286,Eric Taino,PHI,127,0,2,0.0%,0,"1,439"
288,Bobby Reynolds,USA,126,0,1,0.0%,0,"1,439"
293,Vasilis Mazarakis,GRE,123,0,1,0.0%,0,"1,429"
295,Frederic Niemeyer,CAN,122,2,3,40.0%,0,"1,471"
297,Rajeev Ram,USA,120,1,3,25.0%,0,"1,474"
305,Paul Capdeville,CHI,110,0,1,0.0%,0,"1,456"
307,Johannes Ager,AUT,108,0,1,0.0%,0,"1,471"
314,Ivo Klec,SVK,105,0,1,0.0%,0,"1,488"
315,Jean-Claude Scherrer,SUI,105,0,1,0.0%,0,"1,466"
320,Simone Vagnozzi,ITA,102,1,1,50.0%,0,"1,505"
324,Paul Baccanello,AUS,101,1,2,33.3%,0,"1,521"
330,Tasuku Iwami,JPN,97,0,1,0.0%,0,"1,473"
331,Wesley Whitehouse,NZL,96,1,1,50.0%,0,"1,520"
332,Andres Pedroso,USA,96,0,1,0.0%,0,"1,477"
335,Sergiy Stakhovsky,UKR,94,0,1,0.0%,0,"1,492"
336,Andreas Beck,GER,94,1,1,50.0%,0,"1,508"
337,Satoshi Iwabuchi,JPN,94,0,2,0.0%,0,"1,386"
338,Gustavo Marcaccio,ARG,93,0,1,0.0%,0,"1,476"
339,Michal Przysiezny,POL,92,0,2,0.0%,0,"1,478"
340,Prakash Amritraj,IND,92,1,3,25.0%,0,"1,461"
342,Nenad Zimonjic,SRB,91,1,2,33.3%,0,"1,469"
344,Nathan Healey,AUS,90,0,2,0.0%,0,"1,467"
348,Todd Widom,USA,89,0,1,0.0%,0,"1,454"
349,Simon Larose,CAN,86,1,2,33.3%,0,"1,489"
351,Lee Childs,GBR,85,0,2,0.0%,0,"1,462"
357,Federico Browne,ARG,83,1,2,33.3%,0,"1,512"
360,Harsh Mankad,IND,83,0,1,0.0%,0,"1,483"
366,Andy Ram,ISR,80,0,3,0.0%,0,"1,473"
367,Frantisek Cermak,CZE,80,1,2,33.3%,0,"1,480"
370,Salvador Navarro,ESP,79,0,1,0.0%,0,"1,447"
371,Markus Hantschk,GER,79,0,1,0.0%,0,"1,483"
374,Richard Bloomfield,GBR,77,0,1,0.0%,0,"1,475"
383,Wayne Odesnik,USA,73,0,3,0.0%,0,"1,463"
384,Nicolas Thomann,FRA,73,1,4,20.0%,0,"1,541"
385,Johan Settergren,SWE,71,0,1,0.0%,0,"1,474"
387,Vincenzo Santopadre,ITA,71,0,1,0.0%,0,"1,483"
394,Diego Veronelli,ARG,68,0,1,0.0%,0,"1,497"
395,Guillem Burniol,ESP,68,0,1,0.0%,0,"1,487"
399,Philipp Petzschner,GER,67,1,1,50.0%,0,"1,526"
402,Jaymon Crabb,AUS,67,0,1,0.0%,0,"1,438"
412,Yu Jr. Wang,CHN,65,0,1,0.0%,0,"1,476"
424,Zeljko Krajan,CRO,63,1,2,33.3%,0,"1,445"
426,Leonardo Tavares,POR,63,0,1,0.0%,0,"1,483"
427,Filip Urban,POL,63,0,1,0.0%,0,"1,471"
430,Ben Qiang Zhu,CHN,62,1,2,33.3%,0,"1,462"
442,Andrei Stoliarov,RUS,60,0,1,0.0%,0,"1,510"
462,Mounir El Aarej,MAR,55,0,1,0.0%,0,"1,437"
470,Vadim Kutsenko,RUS,52,0,1,0.0%,0,"1,484"
484,Alex Kuznetsov,USA,50,0,1,0.0%,0,"1,477"
490,Zack Fleishman,USA,49,0,2,0.0%,0,"1,436"
492,Mathias Hellstrom,SWE,48,0,1,0.0%,0,"1,489"
542,Ian Flanagan,GBR,40,2,1,66.7%,0,"1,507"
556,Stephane Bohli,SUI,38,0,1,0.0%,0,"1,480"
557,Mehdi Tahiri,MAR,38,0,1,0.0%,0,"1,414"
561,Maximilian Abel,GER,37,0,1,0.0%,0,"1,493"
566,Brendan Evans,USA,36,0,1,0.0%,0,"1,510"
572,Rogier Wassen,NED,35,1,1,50.0%,0,"1,460"
583,Attila Savolt,HUN,34,0,2,0.0%,0,"1,558"
597,Julien Boutter,FRA,31,1,4,20.0%,0,"1,588"
618,Mark Nielsen,NZL,29,0,1,0.0%,0,"1,446"
644,Younes El Aynaoui,MAR,25,0,4,0.0%,0,"1,739"
646,Diogo Rocha,POR,25,1,1,50.0%,0,"1,506"
659,Mohammad Ghareeb,KUW,25,0,1,0.0%,0,"1,485"
680,Shao-Xuan Zeng,CHN,23,0,1,0.0%,0,"1,476"
695,Ervin Eleskovic,SWE,22,0,2,0.0%,0,"1,484"
713,Hao Lu,CHN,20,1,1,50.0%,0,"1,509"
718,Guillermo Hormazabal,CHI,20,0,1,0.0%,0,"1,477"
723,Pedro Braga,BRA,17,0,1,0.0%,0,"1,479"
730,Sebastian Rieschick,GER,19,0,1,0.0%,0,"1,482"
747,Mikhail Elgin,RUS,17,0,1,0.0%,0,"1,478"
752,Lester Cook,USA,17,0,1,0.0%,0,"1,487"
768,Scoville Jenkins,USA,15,0,1,0.0%,0,"1,498"
805,Bob Bryan,USA,13,0,1,0.0%,0,"1,557"
823,Alun Jones,AUS,12,0,1,0.0%,0,"1,456"
825,Alexander Reichel,USA,12,0,1,0.0%,0,"1,488"
825,Yves Allegro,SUI,12,0,1,0.0%,0,"1,438"
909,Thomas Schiessling,AUT,8,0,1,0.0%,0,"1,495"
960,Mehdi Ziadi,MAR,7,0,1,0.0%,0,"1,489"
962,Daniel Yoo,KOR,7,0,1,0.0%,0,"1,489"
962,Simon Rea,NZL,7,0,1,0.0%,0,"1,480"
"1,001",Todd Larkham,AUS,6,0,1,0.0%,0,"1,562"
"1,005",Adrian Bohane,USA,6,0,1,0.0%,0,"1,492"
"1,005",Karan Rastogi,HKG,6,0,1,0.0%,0,"1,481"
"1,005",Omar Alawadhi,UAE,6,0,1,0.0%,0,"1,481"
"1,062",Daniel Nestor,CAN,5,0,1,0.0%,0,"1,612"
"1,063",David Prinosil,GER,5,0,1,0.0%,0,"1,515"
—,Sultan Khalfan,QAT,—,0,1,0.0%,0,"1,443"
