rank,player,country,points,wins,losses,win_pct,titles,elo
1,Roger Federer,SUI,"8,370",90,5,94.7%,12,"2,401"
2,Rafael Nadal,ESP,"4,470",58,12,82.9%,5,"2,129"
3,Nikolay Davydenko,RUS,"2,825",67,28,70.5%,5,"1,971"
4,James Blake,USA,"2,530",57,21,73.1%,5,"2,000"
5,Ivan Ljubicic,CRO,"2,495",55,19,74.3%,3,"1,944"
6,Andy Roddick,USA,"2,415",46,17,73.0%,1,"1,998"
7,Tommy Robredo,ESP,"2,375",49,26,65.3%,2,"1,868"
8,David Nalbandian,ARG,"2,295",39,16,70.9%,1,"1,940"
9,Mario Ancic,CRO,"2,060",52,18,74.3%,2,"1,954"
10,Fernando Gonzalez,CHI,"2,015",47,20,70.2%,0,"1,982"
11,Tommy Haas,GER,"1,890",48,19,71.6%,3,"1,893"
12,Marcos Baghdatis,CYP,"1,860",33,20,62.3%,1,"1,842"
13,Tomas Berdych,CZE,"1,705",42,24,63.6%,0,"1,933"
14,David Ferrer,ESP,"1,475",37,24,60.7%,1,"1,815"
15,Jarkko Nieminen,FIN,"1,460",49,27,64.5%,1,"1,789"
16,Novak Djokovic,SRB,"1,380",35,17,67.3%,2,"1,884"
17,Andy Murray,GBR,"1,370",37,25,59.7%,1,"1,859"
18,Richard Gasquet,FRA,"1,365",33,20,62.3%,3,"1,922"
19,Radek Stepanek,CZE,"1,340",30,15,66.7%,1,"1,865"
20,Lleyton Hewitt,AUS,"1,315",32,14,69.6%,1,"1,964"
21,Dominik Hrbaty,SVK,"1,238",31,26,54.4%,0,"1,803"
22,Dmitry Tursunov,RUS,"1,190",42,31,57.5%,1,"1,785"
23,Juan Carlos Ferrero,ESP,"1,080",28,23,54.9%,0,"1,740"
24,Mikhail Youzhny,RUS,"1,075",23,22,51.1%,0,"1,803"
25,Robin Soderling,SWE,"1,028",33,22,60.0%,0,"1,823"
26,Marat Safin,RUS,"1,015",33,23,58.9%,0,"1,879"
27,Jose Acasuso,ARG,995,28,20,58.3%,1,"1,709"
28,Sebastien Grosjean,FRA,965,26,21,55.3%,0,"1,767"
29,Agustin Calleri,ARG,963,30,19,61.2%,1,"1,800"
30,Stan Wawrinka,SUI,950,31,23,57.4%,1,"1,867"
31,Kristof Vliegen,BEL,935,31,22,58.5%,0,"1,724"
32,Nicolas Almagro,ESP,925,27,20,57.5%,1,"1,721"
33,Juan Ignacio Chela,ARG,920,27,26,50.9%,0,"1,721"
34,Gaston Gaudio,ARG,915,26,20,56.5%,0,"1,697"
35,Fernando Verdasco,ESP,910,31,25,55.4%,0,"1,726"
36,Olivier Rochus,BEL,910,30,20,60.0%,1,"1,804"
37,Xavier Malisse,BEL,910,31,24,56.4%,0,"1,762"
38,Filippo Volandri,ITA,910,30,24,55.6%,1,"1,711"
39,Tim Henman,GBR,900,31,20,60.8%,0,"1,868"
40,Julien Benneteau,FRA,897,24,22,52.2%,0,"1,706"
41,Jurgen Melzer,AUT,865,33,25,56.9%,1,"1,780"
42,Arnaud Clement,FRA,845,27,20,57.5%,2,"1,797"
43,Carlos Moya,ESP,835,30,22,57.7%,1,"1,756"
44,Nicolas Massu,CHI,825,35,25,58.3%,1,"1,728"
45,Gilles Simon,FRA,801,24,24,50.0%,0,"1,633"
46,Gael Monfils,FRA,795,20,19,51.3%,0,"1,721"
47,Mardy Fish,USA,776,23,18,56.1%,1,"1,729"
48,Nicolas Kiefer,GER,765,14,8,63.6%,0,"1,843"
49,Hyung-Taik Lee,KOR,747,18,15,54.5%,0,"1,735"
50,Marc Gicquel,FRA,730,17,12,58.6%,0,"1,750"
51,Robby Ginepri,USA,725,23,24,48.9%,0,"1,804"
52,Fabrice Santoro,FRA,725,19,23,45.2%,0,"1,700"
53,Paradorn Srichaphan,THA,725,28,31,47.5%,0,"1,744"
54,Jonas Bjorkman,SWE,723,13,18,41.9%,0,"1,677"
55,Paul-Henri Mathieu,FRA,723,23,28,45.1%,0,"1,668"
56,Florian Mayer,GER,700,24,21,53.3%,0,"1,719"
