rank,player,country,points,wins,losses,win_pct,titles,elo
1,Ivan Lendl,USA,0,80,7,92.0%,10,"2,261"
2,Boris Becker,GER,0,54,8,87.1%,5,"2,232"
3,Stefan Edberg,SWE,0,58,16,78.4%,2,"2,149"
4,John McEnroe,USA,0,45,11,80.4%,3,"2,096"
5,Michael Chang,USA,0,45,17,72.6%,2,"1,971"
6,Brad Gilbert,USA,0,58,17,77.3%,5,"1,987"
7,Andre Agassi,USA,0,37,17,68.5%,1,"1,954"
8,Aaron Krickstein,USA,0,48,19,71.6%,3,"2,006"
9,Alberto Mancini,ARG,0,35,16,68.6%,2,"1,813"
10,Jay Berger,USA,0,41,19,68.3%,1,"1,845"
11,Martin Jaite,ARG,0,46,14,76.7%,4,"1,947"
12,Mats Wilander,SWE,0,31,15,67.4%,0,"1,922"
13,Tim Mayotte,USA,0,29,15,65.9%,1,"1,913"
14,Jimmy Connors,USA,0,31,13,70.5%,2,"1,957"
15,Carl Uwe Steeb,GER,0,34,15,69.4%,1,"1,857"
16,Yannick Noah,FRA,0,21,14,60.0%,0,"1,875"
17,Andres Gomez,ECU,0,32,17,65.3%,2,"1,868"
18,Miloslav Mecir,SVK,—,19,14,57.6%,1,"1,826"
19,Emilio Sanchez,ESP,0,37,16,69.8%,1,"1,871"
20,Kevin Curren,USA,0,33,18,64.7%,1,"1,793"
21,Thomas Muster,AUT,0,18,10,64.3%,0,"1,877"
22,Andrei Chesnokov,RUS,0,30,16,65.2%,2,"1,863"
23,Jaime Yzaga,PER,0,32,16,66.7%,0,"1,843"
24,Jim Courier,USA,0,30,18,62.5%,1,"1,880"
25,Horst Skoff,AUT,0,35,22,61.4%,0,"1,790"
26,Sergi Bruguera,ESP,0,23,13,63.9%,0,"1,685"
28,Goran Prpic,CRO,0,15,9,62.5%,0,"1,682"
29,Jan Gunnarsson,SWE,0,22,18,55.0%,0,"1,788"
30,Jakob Hlasek,SUI,0,23,18,56.1%,1,"1,795"
31,Anders Jarryd,SWE,0,22,15,59.5%,0,"1,803"
32,Guillermo Perez-Roldan,ARG,0,33,16,67.3%,1,"1,808"
33,Paolo Cane,ITA,0,24,14,63.2%,1,"1,741"
34,Magnus Gustafsson,SWE,0,23,18,56.1%,0,"1,804"
35,Jim Grabb,USA,0,27,20,57.5%,0,"1,767"
36,Guy Forget,FRA,0,15,10,60.0%,1,"1,798"
37,Ronald Agenor,HAI,0,24,17,58.5%,1,"1,768"
38,Kelly Evernden,NZL,0,30,18,62.5%,1,"1,707"
39,Amos Mansdorf,ISR,0,29,19,60.4%,0,"1,740"
40,Goran Ivanisevic,CRO,0,29,23,55.8%,0,"1,691"
41,Jonas Svensson,SWE,0,24,19,55.8%,0,"1,736"
42,Wally Masur,AUS,0,31,21,59.6%,0,"1,816"
43,Marcelo Filippini,URU,0,27,18,60.0%,1,"1,728"
44,Jordi Arrese,ESP,0,20,18,52.6%,0,"1,669"
45,Marc Rosset,SUI,0,7,2,77.8%,1,"1,613"
46,Nicklas Kroon,SWE,0,15,8,65.2%,1,"1,741"
47,Eric Jelen,GER,0,22,14,61.1%,1,"1,727"
48,Mikael Pernfors,SWE,0,19,16,54.3%,0,"1,804"
49,Omar Camporese,ITA,0,15,14,51.7%,0,"1,600"
50,Alexander Volkov,RUS,0,19,17,52.8%,0,"1,682"
51,Javier Sanchez,ESP,0,25,17,59.5%,1,"1,759"
52,Johan Kriek,USA,0,12,10,54.5%,0,"1,700"
53,Darren Cahill,AUS,0,23,19,54.8%,0,"1,759"
54,Todd Witsken,USA,0,21,16,56.8%,0,"1,716"
55,Jens Woehrmann,GER,0,9,5,64.3%,0,"1,663"
56,Andrew Sznajder,CAN,0,14,9,60.9%,0,"1,688"
57,Paul Haarhuis,NED,0,9,7,56.2%,0,"1,635"
58,Paul Chamberlin,USA,0,28,21,57.1%,0,"1,696"
59,Petr Korda,CZE,0,13,8,61.9%,0,"1,690"
60,Jim Pugh,USA,0,20,18,52.6%,1,"1,731"
61,Martin Strelba,CZE,0,17,16,51.5%,0,"1,637"
62,Luiz Mattar,BRA,0,23,15,60.5%,2,"1,684"
63,Mark Koevermans,NED,0,12,11,52.2%,0,"1,634"
64,Juan Aguilera,ESP,0,20,10,66.7%,1,"1,732"
65,Paul Annacone,USA,0,17,18,48.6%,1,"1,732"
66,David Wheaton,USA,0,18,16,52.9%,0,"1,683"
67,Dan Goldie,USA,0,12,14,46.1%,0,"1,735"
68,Jerome Potier,FRA,0,10,10,50.0%,0,"1,600"
69,Patrik Kuhnen,GER,0,15,12,55.6%,0,"1,743"
