rank,player,country,points,wins,losses,win_pct,titles,elo
1,Pete Sampras,USA,0,66,17,79.5%,5,"2,134"
2,Andre Agassi,USA,0,71,9,88.8%,7,"2,183"
3,Thomas Muster,AUT,0,84,17,83.2%,12,"1,990"
4,Boris Becker,GER,0,51,18,73.9%,2,"2,043"
5,Michael Chang,USA,0,65,19,77.4%,4,"2,008"
6,Yevgeny Kafelnikov,RUS,0,69,27,71.9%,4,"1,875"
7,Thomas Enqvist,SWE,0,63,22,74.1%,5,"1,982"
8,Jim Courier,USA,0,59,20,74.7%,4,"1,988"
9,Wayne Ferreira,RSA,0,55,25,68.8%,4,"1,925"
10,Goran Ivanisevic,CRO,0,41,22,65.1%,1,"1,911"
11,Richard Krajicek,NED,0,40,20,66.7%,2,"1,832"
12,Michael Stich,GER,0,39,18,68.4%,1,"1,895"
13,Sergi Bruguera,ESP,0,35,19,64.8%,0,"1,842"
14,Arnaud Boetsch,FRA,0,45,33,57.7%,1,"1,887"
15,Marc Rosset,SUI,0,38,21,64.4%,2,"1,814"
16,Andrei Medvedev,UKR,0,39,26,60.0%,1,"1,769"
17,Magnus Larsson,SWE,0,32,13,71.1%,0,"1,932"
18,Todd Martin,USA,0,45,21,68.2%,1,"1,912"
19,Paul Haarhuis,NED,0,33,24,57.9%,1,"1,714"
20,Gilbert Schaller,AUT,0,43,28,60.6%,1,"1,722"
21,Jan Siemerink,NED,0,37,29,56.1%,0,"1,784"
22,Andrea Gaudenzi,ITA,0,31,25,55.4%,0,"1,680"
23,Stefan Edberg,SWE,0,35,19,64.8%,1,"1,823"
24,Albert Costa,ESP,0,33,22,60.0%,1,"1,758"
25,Marcelo Rios,CHI,0,38,20,65.5%,3,"1,769"
26,MaliVai Washington,USA,0,30,28,51.7%,0,"1,810"
27,Daniel Vacek,CZE,0,30,31,49.2%,0,"1,794"
28,Bohdan Ulihrach,CZE,0,29,20,59.2%,2,"1,714"
29,Renzo Furlan,ITA,0,37,31,54.4%,0,"1,727"
30,Jonas Bjorkman,SWE,0,34,27,55.7%,0,"1,725"
31,Carlos Costa,ESP,0,29,22,56.9%,0,"1,756"
32,Alberto Berasategui,ESP,0,35,27,56.5%,1,"1,761"
33,Todd Woodbridge,AUS,0,32,22,59.3%,1,"1,810"
34,Patrick McEnroe,USA,0,29,25,53.7%,1,"1,749"
35,Jakob Hlasek,SUI,0,32,27,54.2%,0,"1,783"
36,Javier Sanchez,ESP,0,33,32,50.8%,0,"1,650"
37,Greg Rusedski,GBR,0,34,25,57.6%,1,"1,699"
38,Mark Philippoussis,AUS,0,25,17,59.5%,0,"1,764"
39,Bernd Karbacher,GER,0,25,26,49.0%,0,"1,718"
40,Byron Black,ZIM,0,28,24,53.9%,0,"1,832"
41,Petr Korda,CZE,0,25,23,52.1%,0,"1,801"
42,Brett Steven,NZL,0,32,24,57.1%,0,"1,763"
43,Jacco Eltingh,NED,0,24,26,48.0%,0,"1,771"
44,David Wheaton,USA,0,28,24,53.9%,0,"1,705"
45,Jordi Burillo,ESP,0,18,22,45.0%,0,"1,624"
46,Mats Wilander,SWE,0,21,18,53.9%,0,"1,766"
47,Alexander Volkov,RUS,0,32,27,54.2%,0,"1,763"
48,Alex Corretja,ESP,0,25,27,48.1%,0,"1,714"
49,Francisco Clavet,ESP,0,31,27,53.5%,1,"1,740"
50,David Prinosil,GER,0,19,18,51.4%,1,"1,708"
51,Mark Woodforde,AUS,0,31,25,55.4%,0,"1,760"
52,Jordi Arrese,ESP,0,16,20,44.4%,0,"1,630"
53,Jiri Novak,CZE,0,5,9,35.7%,0,"1,541"
54,Cedric Pioline,FRA,0,24,27,47.1%,0,"1,760"
55,Martin Sinner,GER,0,16,22,42.1%,2,"1,546"
56,Adrian Voinea,ROU,0,13,19,40.6%,0,"1,566"
57,Richey Reneberg,USA,0,22,23,48.9%,0,"1,773"
