rank,player,country,points,wins,losses,win_pct,titles,elo
34,Buster C Mottram,GBR,0,26,15,63.4%,2,"1,897"
36,Cliff Drysdale,RSA,0,32,20,61.5%,0,"1,827"
38,Allan Stone,AUS,0,30,21,58.8%,0,"1,850"
39,Francois Jauffret,FRA,0,22,14,61.1%,0,"1,797"
40,Corrado Barazzutti,ITA,0,21,19,52.5%,0,"1,800"
42,Ricardo Cano,ARG,0,18,13,58.1%,0,"1,737"
43,Patrick Proisy,FRA,0,24,17,58.5%,0,"1,744"
44,Geoff Masters,AUS,0,27,25,51.9%,0,"1,804"
45,Tom Gorman,USA,0,28,28,50.0%,2,"1,868"
46,Jose Higueras,ESP,0,31,27,53.5%,0,"1,740"
48,Jeff Borowiak,USA,0,32,27,54.2%,0,"1,804"
49,Kim Warwick,AUS,0,28,24,53.9%,0,"1,726"
50,Nikola Pilic,CRO,0,20,15,57.1%,1,"1,857"
51,Bernie Mitton,RSA,0,20,19,51.3%,0,"1,768"
52,Roger Taylor,GBR,0,39,22,63.9%,2,"1,797"
53,Jiri Hrebec,CZE,0,21,17,55.3%,1,"1,743"
54,Ivan Molina,COL,0,31,33,48.4%,0,"1,772"
55,Victor Pecci,PAR,0,21,21,50.0%,0,"1,701"
56,Dick Crealy,AUS,0,41,37,52.6%,1,"1,734"
57,Paolo Bertolucci,ITA,0,18,20,47.4%,1,"1,669"
58,Wojtek Fibak,POL,0,39,33,54.2%,0,"1,746"
59,Frew Mcmillan,RSA,0,13,18,41.9%,0,"1,687"
60,Ulrich Pinner,GER,0,25,20,55.6%,0,"1,662"
61,Raymond Moore,RSA,0,30,33,47.6%,0,"1,804"
62,Thomaz Koch,BRA,0,20,22,47.6%,0,"1,743"
63,Charlie Pasarell,USA,0,22,25,46.8%,0,"1,715"
64,Jurgen Fassbender,GER,0,23,24,48.9%,0,"1,655"
66,Brian Fairlie,NZL,0,22,17,56.4%,0,"1,811"
67,Billy Martin,USA,0,18,16,52.9%,1,"1,712"
68,Zeljko Franulovic,CRO,0,23,26,46.9%,0,"1,747"
69,Balazs Taroczy,HUN,0,17,16,51.5%,0,"1,811"
71,Bob Carmichael,AUS,0,20,26,43.5%,0,"1,648"
73,Jim Delaney,USA,0,10,14,41.7%,0,"1,645"
74,Haroon Rahim,PAK,0,22,26,45.8%,0,"1,710"
74,Hans Jurgen Pohmann,GER,0,19,27,41.3%,0,"1,690"
76,Hans Joachim Ploetz,GER,0,13,16,44.8%,0,"1,610"
78,Patrice Dominguez,FRA,0,17,19,47.2%,0,"1,698"
79,Mike Cahill,USA,0,10,17,37.0%,0,"1,613"
80,Paul Gerken,USA,0,15,20,42.9%,0,"1,613"
82,Georges Goven,FRA,0,15,15,50.0%,0,"1,673"
83,Graham Stilwell,GBR,0,14,25,35.9%,0,"1,616"
84,Hans Kary,AUT,0,21,28,42.9%,0,"1,635"
85,Colin Dowdeswell,GBR,0,22,23,48.9%,1,"1,631"
86,Harald Elschenbroich,GER,0,17,20,46.0%,0,"1,620"
87,Bob Giltinan,AUS,0,11,15,42.3%,0,"1,584"
88,Sashi Menon,IND,0,11,15,42.3%,0,"1,581"
90,Antonio Zugarelli,ITA,0,7,14,33.3%,0,"1,585"
91,Norman Holmes,USA,0,12,19,38.7%,0,"1,561"
92,Nicola Spear,SRB,0,20,25,44.4%,0,"1,554"
94,Colin Dibley,AUS,0,15,28,34.9%,0,"1,606"
95,Birger Andersson,SWE,0,14,16,46.7%,1,"1,542"
96,Victor Amaya,USA,0,7,11,38.9%,0,"1,542"
97,Kjell Johansson,SWE,0,11,20,35.5%,0,"1,569"
98,John Whitlinger,USA,0,6,15,28.6%,0,"1,568"
99,Trey Waltke,USA,0,12,23,34.3%,0,"1,517"
99,Pat Cramer,RSA,0,4,4,50.0%,0,"1,536"
101,Jean Francois Caujolle,FRA,0,13,14,48.1%,0,"1,556"
102,Milan Holecek,CZE,0,12,20,37.5%,0,"1,564"
103,Carlos Kirmayr,BRA,0,7,13,35.0%,0,"1,497"
105,Martin Robinson,GBR,0,9,16,36.0%,0,"1,572"
106,Mike Estep,USA,0,15,27,35.7%,0,"1,632"
107,George Hardie,USA,0,8,8,50.0%,0,"1,537"
108,Bernard Mignot,BEL,0,5,12,29.4%,0,"1,504"
109,Brian Teacher,USA,0,5,9,35.7%,0,"1,602"
111,Charlie Owens,USA,0,11,16,40.7%,0,"1,639"
112,Ray Ruffels,AUS,0,16,23,41.0%,0,"1,692"
112,Jan Pisecky,CZE,0,13,14,48.1%,0,"1,591"
112,Gerald Battrick,GBR,0,10,21,32.3%,0,"1,568"
116,Syd Ball,AUS,0,14,27,34.1%,0,"1,596"
117,Grover Raz Reid,USA,0,11,21,34.4%,0,"1,572"
119,Frantisek Pala,CZE,0,8,14,36.4%,0,"1,582"
120,Clark Graebner,USA,0,8,11,42.1%,0,"1,580"
120,Jose Edison Mandarino,BRA,0,8,12,40.0%,0,"1,591"
120,Ferdi Taygan,USA,0,6,7,46.1%,0,"1,578"
120,Peter Fleming,USA,0,6,7,46.1%,0,"1,541"
120,Byron Bertram,RSA,0,5,8,38.5%,0,"1,650"
125,Julian Ganzabal,ARG,0,10,17,37.0%,0,"1,646"
127,Jun Kamiwazumi,JPN,0,11,23,32.4%,0,"1,574"
130,Antonio Munoz,ESP,0,12,18,40.0%,0,"1,595"
131,Steve Krulevitz,USA,0,13,28,31.7%,0,"1,560"
131,Tenny Svensson,SWE,0,5,14,26.3%,0,"1,477"
133,Eric Deblicker,FRA,0,9,9,50.0%,0,"1,536"
134,Rolf Thung,NED,0,11,28,28.2%,0,"1,495"
135,John James,AUS,0,5,10,33.3%,0,"1,515"
138,Belus Prajoux,CHI,0,12,16,42.9%,0,"1,598"
138,Ion Tiriac,ROU,0,8,11,42.1%,0,"1,589"
138,Patricio Cornejo,CHI,0,8,22,26.7%,0,"1,576"
138,Peter Szoke,HUN,0,8,6,57.1%,0,"1,604"
138,Doug Crawford,USA,0,5,9,35.7%,0,"1,443"
138,Jorge Andrew,VEN,0,4,15,21.1%,0,"1,471"
144,Gene Mayer,USA,0,6,10,37.5%,0,"1,540"
145,Alvaro Betancur,COL,0,3,5,37.5%,0,"1,524"
147,John Yuill,RSA,0,9,24,27.3%,0,"1,551"
148,Juan Ignacio Muntanola,ESP,0,8,4,66.7%,0,"1,563"
148,Denis Naegelen,FRA,0,7,7,50.0%,0,"1,554"
150,Alvin Gardiner,AUS,0,4,8,33.3%,0,"1,426"
150,Steve Turner,USA,0,4,6,40.0%,0,"1,457"
152,Jim Mcmanus,USA,0,5,17,22.7%,0,"1,476"
153,Ramiro Benavides,BOL,0,7,18,28.0%,0,"1,440"
154,Rolf Norberg,SWE,0,3,7,30.0%,0,"1,469"
154,Roy Emerson,AUS,0,3,8,27.3%,0,"1,800"
156,Roger Dowdeswell,ZIM,0,6,14,30.0%,0,"1,452"
157,Rick Fisher,USA,0,4,16,20.0%,0,"1,449"
157,Vladimir Zednik,CZE,0,3,11,21.4%,0,"1,601"
160,Mark Farrell,GBR,0,4,16,20.0%,0,"1,440"
161,Jun Kuki,JPN,0,11,28,28.2%,0,"1,455"
162,Henry Bunis,USA,0,3,7,30.0%,0,"1,485"
162,Pavel Hutka,CZE,0,3,4,42.9%,0,"1,488"
165,William Brown,USA,0,5,17,22.7%,0,"1,482"
166,Chris Kachel,AUS,0,2,14,12.5%,0,"1,410"
167,Marcello Lara,MEX,0,4,20,16.7%,0,"1,457"
168,Douglas Palm,SWE,0,4,5,44.4%,0,"1,511"
168,John Holladay,USA,0,3,9,25.0%,0,"1,439"
168,Toma Ovici,ROU,0,3,3,50.0%,0,"1,604"
168,Woody Blocher,USA,0,0,7,0.0%,0,"1,389"
172,Armistead Neely,USA,0,3,9,25.0%,0,"1,464"
172,Earl Butch Buchholz,USA,0,3,2,60.0%,0,"1,803"
172,Tom Edlefsen,USA,0,2,10,16.7%,0,"1,507"
176,Frank Gebert,GER,0,4,13,23.5%,0,"1,440"
177,Ove Bengtson,SWE,0,2,16,11.1%,0,"1,558"
178,Robert Maud,RSA,0,2,11,15.4%,0,"1,595"
179,Rolf Gehring,GER,0,5,6,45.5%,0,"1,564"
179,John Bartlett,AUS,0,2,8,20.0%,0,"1,402"
179,Nick Saviano,USA,0,2,6,25.0%,0,"1,474"
182,Robert Rheinberger,AUS,0,1,14,6.7%,0,"1,334"
183,Russell Simpson,NZL,0,4,15,21.1%,0,"1,491"
184,Vincenzo Franchitti,ITA,0,4,3,57.1%,0,"1,543"
184,Ian Fletcher,AUS,0,2,9,18.2%,0,"1,540"
187,Robert Machan,HUN,0,7,5,58.3%,0,"1,572"
187,Dennis Ralston,USA,0,2,5,28.6%,0,"1,631"
187,Janos Benyik,HUN,0,2,5,28.6%,0,"1,503"
187,Mike Fishbach,USA,0,2,6,25.0%,0,"1,459"
187,Bruce Manson,USA,0,1,6,14.3%,0,"1,481"
193,Jeff Simpson,NZL,0,3,2,60.0%,0,"1,552"
193,Spencer Segura,USA,0,3,12,20.0%,0,"1,401"
193,Angel Gimenez,ESP,0,2,3,40.0%,0,"1,519"
197,Richard Lewis,GBR,0,3,7,30.0%,0,"1,465"
197,Fred Stolle,AUS,0,2,3,40.0%,0,"1,757"
199,Wanaro N'Godrella,FRA,0,4,6,40.0%,0,"1,585"
199,Ulrich Marten,GER,0,2,6,25.0%,0,"1,484"
199,Attila Korpas,GER,0,1,7,12.5%,0,"1,512"
199,Humphrey Hose,VEN,0,1,7,12.5%,0,"1,514"
199,Yuji Tezuka,JPN,0,1,2,33.3%,0,"1,550"
199,Stephen Warboys,GBR,0,0,6,0.0%,0,"1,484"
205,Robin Drysdale,GBR,0,4,4,50.0%,0,"1,545"
205,Kenneth McMillan,USA,0,2,4,33.3%,0,"1,411"
205,Zan Guerry,USA,0,2,2,50.0%,0,"1,570"
205,Paul Avis,RSA,0,1,1,50.0%,0,"1,510"
205,Szabolcz Baranyi,HUN,0,1,4,20.0%,0,"1,619"
212,Ernie Ewert,AUS,0,2,8,20.0%,0,"1,480"
212,Manuel Santana,ESP,0,2,3,40.0%,0,"1,699"
212,Mark Edmondson,AUS,0,2,4,33.3%,0,"1,501"
212,Mike Machette,USA,0,2,9,18.2%,0,"1,496"
212,Peter Kanderal,SUI,0,2,4,33.3%,0,"1,526"
212,Jean Baptiste Chanfreau,FRA,0,1,5,16.7%,0,"1,530"
218,David Lloyd,GBR,0,1,2,33.3%,0,"1,442"
218,Pavel Slozil,CZE,0,1,6,14.3%,0,"1,481"
218,Ray Keldie,AUS,0,1,5,16.7%,0,"1,479"
222,Mike Belkin,CAN,0,2,2,50.0%,0,"1,623"
222,Pierre Barthes,FRA,0,2,5,28.6%,0,"1,618"
222,Fernando Gentil,BRA,0,1,4,20.0%,0,"1,431"
222,Ian Crookenden,NZL,0,1,6,14.3%,0,"1,507"
222,Jacques Thamin,FRA,0,1,1,50.0%,0,"1,465"
222,Jan Zabrodsky,SWE,0,1,2,33.3%,0,"1,426"
222,Larry Turville,USA,0,1,1,50.0%,0,"1,461"
222,Luis Felipe Tavares,BRA,0,1,3,25.0%,0,"1,482"
222,Piero Toci,ITA,0,1,4,20.0%,0,"1,423"
222,Tom Kreiss,USA,0,1,3,25.0%,0,"1,500"
222,Jean Louis Haillet,FRA,0,0,4,0.0%,0,"1,381"
222,Jose Castanon,ESP,0,0,4,0.0%,0,"1,454"
238,Joao Soares,BRA,0,2,5,28.6%,0,"1,484"
238,Jacek Niedzwiedzki,POL,0,1,2,33.3%,0,"1,508"
238,James Chico Hagey,USA,0,1,2,33.3%,0,"1,435"
238,Pancho Walthall,USA,0,1,2,33.3%,0,"1,471"
238,Peter Curtis,GBR,0,1,1,50.0%,0,"1,501"
238,Tony Dawson,AUS,0,1,2,33.3%,0,"1,452"
238,Werner Zirngibl,GER,0,1,2,33.3%,0,"1,481"
238,Bill Freer,RSA,0,0,4,0.0%,0,"1,464"
238,Deon Joubert,RSA,0,0,3,0.0%,0,"1,513"
238,John Paish,GBR,0,0,3,0.0%,0,"1,436"
238,Juan Herrera,ESP,0,0,5,0.0%,0,"1,452"
252,Mansour Bahrami,IRI,0,1,1,50.0%,0,"1,489"
252,Owen Davidson,AUS,0,1,1,50.0%,0,"1,630"
252,Peter Pokorny,AUT,0,1,1,50.0%,0,"1,424"
252,Pietro Marzano,ITA,0,1,2,33.3%,0,"1,427"
252,Rafael Ruiz,ESP,0,1,2,33.3%,0,"1,481"
252,Hank Pfister,USA,0,0,4,0.0%,0,"1,459"
252,Jiri Granat,CZE,0,0,5,0.0%,0,"1,466"
252,John Fort,USA,0,0,3,0.0%,0,"1,390"
252,Kenichi Hirai,JPN,0,0,4,0.0%,0,"1,413"
264,Alexander Volkov,RUS,—,1,1,50.0%,0,"1,529"
264,Alvaro Fillol,CHI,0,1,1,50.0%,0,"1,533"
264,Bill Bowrey,AUS,0,1,2,33.3%,0,"1,566"
264,Dimitri Sturdza,SUI,0,1,2,33.3%,0,"1,375"
264,Larry Gottfried,USA,0,1,3,25.0%,0,"1,488"
264,Bhanu Nunna,IND,0,0,2,0.0%,0,"1,488"
264,David Schneider,USA,0,0,2,0.0%,0,"1,463"
264,Gene Scott,USA,0,0,4,0.0%,0,"1,481"
264,Jan Kallquist,SWE,0,0,2,0.0%,0,"1,478"
264,Mark Meyers,USA,0,0,1,0.0%,0,"1,493"
264,Peter Doerner,AUS,0,0,2,0.0%,0,"1,484"
264,Salvador Cabeza,ESP,0,0,3,0.0%,0,"1,461"
264,Torben Ulrich,DEN,0,0,4,0.0%,0,"1,482"
282,Patrick Hombergen,BEL,0,2,1,66.7%,0,"1,584"
282,Frank Sedgman,AUS,0,1,1,50.0%,0,"1,577"
282,Graeme Thomson,AUS,0,1,1,50.0%,0,"1,453"
282,Jean Paul Meyer,FRA,0,1,1,50.0%,0,"1,431"
282,Jimmy Moore,AUS,—,1,1,50.0%,0,"1,505"
282,Jose Guerrero,ESP,0,1,1,50.0%,0,"1,441"
282,Steve Docherty,AUS,0,1,4,20.0%,0,"1,484"
282,Tadeusz Nowicki,POL,0,1,1,50.0%,0,"1,575"
282,Tom Mott,USA,0,1,1,50.0%,0,"1,511"
282,Van Winitsky,USA,0,1,1,50.0%,0,"1,505"
282,Willem Prinsloo,RSA,0,1,1,50.0%,0,"1,491"
282,Bengt Lundstedt,SWE,0,0,2,0.0%,0,"1,493"
282,Dragan Savic,YUG,0,0,3,0.0%,0,"1,451"
282,Dragan Stojovic,YUG,0,0,2,0.0%,0,"1,445"
282,Francisco Mastelli,ARG,0,0,2,0.0%,0,"1,450"
282,Frank Froehling,USA,0,0,3,0.0%,0,"1,513"
282,Kiyoshi Tanabe,JPN,—,0,3,0.0%,0,"1,477"
286,Mark Shires,USA,0,0,1,0.0%,0,"1,449"
300,Keith Hancock,AUS,0,0,1,0.0%,0,"1,506"
306,Jan Kukal,CZE,—,2,1,66.7%,0,"1,455"
308,Alberto Martorell,ESP,0,1,1,50.0%,0,"1,456"
308,Matti Timonen,FIN,0,1,2,33.3%,0,"1,500"
308,Patrice Beust,FRA,0,1,3,25.0%,0,"1,443"
308,Alejandro Pierola,CHI,0,0,1,0.0%,0,"1,480"
308,Antonio Domenech,ESP,0,0,1,0.0%,0,"1,492"
308,Ben Bishop,USA,0,0,2,0.0%,0,"1,421"
308,Bjorn Wahlstrom,SWE,0,0,1,0.0%,0,"1,485"
308,Carlos Lando,ARG,0,0,2,0.0%,0,"1,471"
308,Dale Power,CAN,0,0,2,0.0%,0,"1,460"
308,Derek Schroder,RSA,0,0,2,0.0%,0,"1,453"
308,Francisco Gonzalez,PAR,0,0,2,0.0%,0,"1,486"
308,Gene Russo,USA,0,0,2,0.0%,0,"1,445"
308,Gianni Marchetti,ITA,0,0,2,0.0%,0,"1,467"
308,Gianni Ocleppo,ITA,0,0,1,0.0%,0,"1,494"
308,Graydon Garner,RSA,0,0,2,0.0%,0,"1,456"
308,Hans Goransson,SWE,0,0,1,0.0%,0,"1,497"
308,Howard Schoenfield,USA,0,0,2,0.0%,0,"1,462"
308,Ionel Santeiu,ROU,0,0,1,0.0%,0,"1,381"
308,Jay Harvey,AUS,0,0,1,0.0%,0,"1,496"
308,Jean Claude Barclay,FRA,0,0,1,0.0%,0,"1,480"
308,Jim Osborne,USA,0,0,1,0.0%,0,"1,544"
308,Joe Bouquin,USA,0,0,1,0.0%,0,"1,455"
308,John Eagleton,RSA,0,0,1,0.0%,0,"1,479"
308,John Peckskamp,USA,0,0,1,0.0%,0,"1,458"
308,Larry Nagler,USA,0,0,1,0.0%,0,"1,489"
308,Louk Sanders,NED,0,0,2,0.0%,0,"1,471"
308,Luis Borfiga,MON,0,0,1,0.0%,0,"1,494"
308,Marco Consolini,ITA,0,0,1,0.0%,0,"1,480"
308,Max Wunschig,GER,0,0,1,0.0%,0,"1,449"
308,Michael Burgener,SUI,0,0,1,0.0%,0,"1,482"
308,Miguel Mir,ESP,0,0,1,0.0%,0,"1,495"
308,Mike Myburg,RSA,0,0,2,0.0%,0,"1,426"
308,Mike Styles,RSA,0,0,2,0.0%,0,"1,471"
308,Neale Fraser,AUS,0,0,2,0.0%,0,"1,454"
308,Nicolas Kelaidis,GRE,0,0,1,0.0%,0,"1,423"
308,Pat Dupre,USA,0,0,2,0.0%,0,"1,410"
308,Pekka Saila,FIN,0,0,1,0.0%,0,"1,502"
308,Peter Fishbach,USA,0,0,1,0.0%,0,"1,388"
308,Reinhart Probst,GER,0,0,1,0.0%,0,"1,494"
308,Rick Fagel,USA,0,0,1,0.0%,0,"1,480"
308,Roberto Lombardi,ITA,0,0,1,0.0%,0,"1,456"
308,Roger Mckee,USA,0,0,1,0.0%,0,"1,488"
308,Terry Addison,AUS,0,0,2,0.0%,0,"1,558"
308,Tony Bardsley,CAN,0,0,2,0.0%,0,"1,412"
330,John Marks,AUS,0,5,1,83.3%,0,"1,563"
330,Harry Brittain,CAN,0,1,1,50.0%,0,"1,498"
330,Trevor Little,AUS,0,0,1,0.0%,0,"1,473"
330,Wayne Cowley,AUS,0,0,1,0.0%,0,"1,464"
373,David Carter,AUS,0,3,2,60.0%,0,"1,523"
373,Gerard Wimmer,AUT,0,2,2,50.0%,0,"1,550"
373,Patrice Hagelauer,FRA,0,1,2,33.3%,0,"1,470"
373,A. Uehara,JPN,0,0,1,0.0%,0,"1,485"
373,Bill Maze,USA,0,0,1,0.0%,0,"1,471"
373,Bill Shivar,USA,0,0,1,0.0%,0,"1,471"
373,Carlos Feldstedt,CHI,0,0,1,0.0%,0,"1,464"
373,Chris Bovett,GBR,0,0,1,0.0%,0,"1,431"
373,Colin Stubs,AUS,0,0,1,0.0%,0,"1,486"
373,Daniel Contet,FRA,0,0,1,0.0%,0,"1,467"
373,Dave Kanter,USA,0,0,1,0.0%,0,"1,498"
373,Eddie Cruz,PHI,0,0,1,0.0%,0,"1,430"
373,Eddie Edwards,RSA,0,0,1,0.0%,0,"1,497"
373,Frank Salazar,USA,0,0,1,0.0%,0,"1,487"
373,Gene Malin,USA,0,0,1,0.0%,0,"1,459"
373,Greg Braun,AUS,0,0,2,0.0%,0,"1,389"
373,Greg Perkins,AUS,0,0,1,0.0%,0,"1,445"
373,Gunther Gnettner,GER,0,0,1,0.0%,0,"1,489"
373,Herve Gauvain,FRA,0,0,1,0.0%,0,"1,488"
373,Jaidip Mukerjea,IND,—,0,1,0.0%,0,"1,484"
373,Jan Hordijk,NED,0,0,1,0.0%,0,"1,455"
373,Javier Soler,ESP,0,0,1,0.0%,0,"1,496"
373,John Antonas,BAH,0,0,2,0.0%,0,"1,487"
373,John Muller,RSA,0,0,1,0.0%,0,"1,490"
373,John Trickey,AUS,0,0,1,0.0%,0,"1,428"
373,Mal Anderson,AUS,0,0,1,0.0%,0,"1,735"
373,Mike Wayman,GBR,0,0,1,0.0%,0,"1,492"
373,Osamu Ishiguro,JPN,0,0,1,0.0%,0,"1,425"
373,Premjit Lall,IND,0,0,1,0.0%,0,"1,487"
373,Rejean Genois,CAN,0,0,1,0.0%,0,"1,462"
373,Richard Meyer,USA,0,0,1,0.0%,0,"1,476"
373,Richard Russell,JAM,—,0,2,0.0%,0,"1,500"
373,Roberto Carruthers,ARG,0,0,1,0.0%,0,"1,498"
373,Roy Barth,USA,0,0,1,0.0%,0,"1,396"
373,Saeed Meer,PAK,—,0,1,0.0%,0,"1,454"
373,Taghi Akbari,IRI,0,0,1,0.0%,0,"1,467"
373,Thierry Quintin,ARG,0,0,1,0.0%,0,"1,464"
373,Tony Parun,NZL,0,0,2,0.0%,0,"1,379"
373,Trevor Fancutt,RSA,0,0,1,0.0%,0,"1,480"
373,Ulf Eriksson,SWE,0,0,1,0.0%,0,"1,461"
373,Will Coghlan,AUS,0,0,1,0.0%,0,"1,444"
396,Scott Carnahan,USA,0,2,1,66.7%,0,"1,544"
396,Butch Walts,USA,0,0,3,0.0%,0,"1,472"
396,Chris Lewis,NZL,0,0,1,0.0%,0,"1,460"
396,George Rudman,RSA,0,0,2,0.0%,0,"1,509"
396,Peter Langsford,AUS,0,0,1,0.0%,0,"1,468"
396,Terry Moor,USA,0,0,1,0.0%,0,"1,456"
399,Greg Halder,CAN,—,0,1,0.0%,0,"1,473"
399,Leo Palin,FIN,—,0,1,0.0%,0,"1,478"
399,Randy Jones,USA,—,0,1,0.0%,0,"1,491"
—,Dimitru Haradau,ROU,—,1,1,50.0%,0,"1,505"
—,Peter Campbell,AUS,—,1,1,50.0%,0,"1,464"
—,Randy Crawford,USA,—,1,1,50.0%,0,"1,504"
—,Andy Andrews,USA,—,0,1,0.0%,0,"1,494"
—,Enzo Vattuone,ITA,—,0,1,0.0%,0,"1,482"
—,Eulicio Silva,BRA,—,0,1,0.0%,0,"1,477"
—,Helson Barros,BRA,—,0,1,0.0%,0,"1,496"
—,Peter Feigl,AUT,—,0,1,0.0%,0,"1,482"
—,Roger Guedes,BRA,—,0,1,0.0%,0,"1,478"
—,Stephen Myers,AUS,—,0,1,0.0%,0,"1,426"
—,Terry Rocavert,AUS,—,0,1,0.0%,0,"1,489"
—,Vicente Castano,ESP,—,0,1,0.0%,0,"1,485"
—,Victor Eke,AUS,—,0,1,0.0%,0,"1,465"
