rank,player,country,points,wins,losses,win_pct,titles,elo
1,Gustavo Kuerten,BRA,"4,195",59,18,76.6%,5,"2,012"
2,Marat Safin,RUS,"4,120",69,23,75.0%,7,"2,060"
3,Pete Sampras,USA,"3,385",40,11,78.4%,2,"2,068"
4,Magnus Norman,SWE,"3,110",64,23,73.6%,5,"1,885"
5,Yevgeny Kafelnikov,RUS,"2,935",58,31,65.2%,1,"1,859"
6,Andre Agassi,USA,"2,765",36,15,70.6%,1,"1,973"
7,Lleyton Hewitt,AUS,"2,625",53,15,77.9%,4,"1,993"
8,Alex Corretja,ESP,"2,475",50,18,73.5%,5,"1,940"
9,Thomas Enqvist,SWE,"2,210",51,23,68.9%,2,"1,906"
10,Tim Henman,GBR,"2,020",55,23,70.5%,2,"1,953"
11,Mark Philippoussis,AUS,"1,865",40,21,65.6%,1,"1,894"
12,Juan Carlos Ferrero,ESP,"1,840",38,25,60.3%,0,"1,802"
13,Wayne Ferreira,RSA,"1,770",41,21,66.1%,1,"1,895"
14,Franco Squillari,ARG,"1,598",33,23,58.9%,2,"1,775"
15,Patrick Rafter,AUS,"1,535",30,16,65.2%,1,"1,889"
16,Cedric Pioline,FRA,"1,520",32,19,62.8%,2,"1,760"
17,Dominik Hrbaty,SVK,"1,395",38,27,58.5%,0,"1,843"
18,Arnaud Clement,FRA,"1,360",35,25,58.3%,1,"1,908"
19,Sebastien Grosjean,FRA,"1,325",42,27,60.9%,1,"1,836"
20,Nicolas Kiefer,GER,"1,265",30,15,66.7%,2,"1,921"
21,Mariano Puerta,ARG,"1,235",39,21,65.0%,1,"1,726"
22,Sjeng Schalken,NED,"1,163",35,26,57.4%,1,"1,824"
23,Tommy Haas,GER,"1,145",27,20,57.5%,0,"1,777"
24,Nicolas Lapentti,ECU,"1,130",40,28,58.8%,0,"1,755"
25,Younes El Aynaoui,MAR,"1,125",36,26,58.1%,0,"1,714"
26,Albert Costa,ESP,"1,115",29,22,56.9%,0,"1,779"
27,Andrei Pavel,ROU,"1,105",33,26,55.9%,1,"1,788"
28,Marc Rosset,SUI,"1,080",31,25,55.4%,2,"1,723"
29,Roger Federer,SUI,"1,080",30,27,52.6%,0,"1,771"
30,Hicham Arazi,MAR,"1,060",31,26,54.4%,0,"1,775"
31,Fabrice Santoro,FRA,"1,040",32,26,55.2%,1,"1,727"
32,Michael Chang,USA,"1,040",42,25,62.7%,1,"1,818"
33,Jan-Michael Gambill,USA,"1,030",33,26,55.9%,0,"1,804"
34,Gaston Gaudio,ARG,995,27,24,52.9%,0,"1,663"
35,Byron Black,ZIM,960,27,24,52.9%,0,"1,697"
36,Richard Krajicek,NED,950,26,15,63.4%,0,"1,885"
37,Marcelo Rios,CHI,950,28,19,59.6%,1,"1,813"
38,David Prinosil,GER,945,22,17,56.4%,1,"1,788"
39,Thomas Johansson,SWE,930,22,25,46.8%,1,"1,825"
40,Max Mirnyi,BLR,880,27,25,51.9%,0,"1,716"
41,Carlos Moya,ESP,870,32,21,60.4%,1,"1,811"
42,Jerome Golmard,FRA,856,30,24,55.6%,1,"1,755"
43,Gianluca Pozzi,ITA,854,26,22,54.2%,0,"1,728"
44,Jonas Bjorkman,SWE,845,30,25,54.5%,0,"1,778"
45,Rainer Schuettler,GER,835,20,25,44.4%,0,"1,687"
46,Vladimir Voltchkov,BLR,830,13,7,65.0%,0,"1,732"
47,Fernando Vicente,ESP,825,23,31,42.6%,1,"1,615"
48,Nicolas Escude,FRA,805,26,22,54.2%,0,"1,717"
49,Francisco Clavet,ESP,795,28,30,48.3%,0,"1,627"
50,Andrew Ilie,AUS,775,21,26,44.7%,1,"1,602"
51,Albert Portas,ESP,760,22,23,48.9%,0,"1,634"
52,Andreas Vinciguerra,SWE,760,26,20,56.5%,1,"1,717"
53,Jiri Novak,CZE,755,24,25,49.0%,0,"1,696"
54,Stefan Koubek,AUT,755,26,27,49.1%,1,"1,627"
55,Todd Martin,USA,740,14,11,56.0%,0,"1,887"
56,Alex Calatrava,ESP,731,20,10,66.7%,1,"1,674"
57,Karim Alami,MAR,725,21,28,42.9%,0,"1,601"
58,Andrei Medvedev,UKR,680,20,17,54.0%,0,"1,774"
59,Harel Levy,ISR,677,13,17,43.3%,0,"1,646"
61,Mariano Zabaleta,ARG,645,17,26,39.5%,0,"1,635"
62,Agustin Calleri,ARG,633,11,5,68.8%,0,"1,752"
63,Juan Ignacio Chela,ARG,632,13,15,46.4%,1,"1,540"
64,Slava Dosedel,CZE,619,17,20,46.0%,0,"1,722"
65,Davide Sanguinetti,ITA,609,17,21,44.7%,0,"1,639"
66,Jason Stoltenberg,AUS,606,21,14,60.0%,0,"1,689"
67,Chris Woodruff,USA,590,18,23,43.9%,0,"1,687"
68,Olivier Rochus,BEL,582,8,4,66.7%,1,"1,678"
69,Greg Rusedski,GBR,575,19,19,50.0%,0,"1,802"
70,Julien Boutter,FRA,575,10,16,38.5%,0,"1,601"
71,Juan Balcells,ESP,566,11,7,61.1%,1,"1,663"
72,Markus Hantschk,GER,562,19,21,47.5%,0,"1,559"
73,Karol Kucera,SVK,555,22,21,51.2%,0,"1,764"
74,Christophe Rochus,BEL,540,14,22,38.9%,0,"1,555"
75,Magnus Larsson,SWE,540,13,6,68.4%,1,"1,770"
76,Bohdan Ulihrach,CZE,536,15,17,46.9%,0,"1,663"
77,Jiri Vanek,CZE,532,11,12,47.8%,0,"1,583"
79,Alberto Martin,ESP,518,20,28,41.7%,0,"1,606"
80,Mikael Tillstrom,SWE,518,15,16,48.4%,0,"1,657"
81,Paul Goldstein,USA,517,20,23,46.5%,0,"1,634"
82,Magnus Gustafsson,SWE,515,17,14,54.8%,1,"1,718"
83,Wayne Arthurs,AUS,513,13,18,41.9%,0,"1,700"
84,Richard Fromberg,AUS,507,18,20,47.4%,0,"1,633"
85,Sergi Bruguera,ESP,504,17,15,53.1%,0,"1,662"
86,Alexander Popp,GER,500,9,10,47.4%,0,"1,643"
87,Nicolas Massu,CHI,496,23,21,52.3%,0,"1,640"
88,Guillermo Coria,ARG,492,3,4,42.9%,0,"1,547"
89,David Sanchez,ESP,490,4,4,50.0%,0,"1,520"
90,Hyung-Taik Lee,KOR,484,7,4,63.6%,0,"1,648"
91,Ivan Ljubicic,CRO,484,19,21,47.5%,0,"1,654"
92,German Puentes,ESP,451,1,2,33.3%,0,"1,536"
93,Michel Kratochvil,SUI,440,7,9,43.8%,0,"1,566"
94,Sargis Sargsian,ARM,433,15,25,37.5%,0,"1,584"
95,Raemon Sluiter,NED,433,8,7,53.3%,0,"1,623"
96,Michal Tabara,CZE,424,2,6,25.0%,0,"1,510"
97,Justin Gimelstob,USA,420,14,16,46.7%,0,"1,674"
98,Daniel Elsner,GER,412,4,5,44.4%,0,"1,512"
99,Felix Mantilla,ESP,410,13,16,44.8%,0,"1,670"
100,Fernando Meligeni,BRA,409,14,21,40.0%,0,"1,622"
101,Andrea Gaudenzi,ITA,404,8,16,33.3%,0,"1,592"
102,Christian Vinck,GER,398,7,11,38.9%,0,"1,579"
103,Antony Dupuis,FRA,393,4,13,23.5%,0,"1,533"
104,Jan Siemerink,NED,391,7,14,33.3%,0,"1,576"
105,George Bastl,SUI,390,15,22,40.5%,0,"1,612"
106,Andre Sa,BRA,385,12,17,41.4%,0,"1,533"
107,Wayne Black,ZIM,382,8,8,50.0%,0,"1,662"
108,Jens Knippschild,GER,374,7,13,35.0%,0,"1,589"
109,Paradorn Srichaphan,THA,372,8,16,33.3%,0,"1,565"
110,Adrian Voinea,ROU,361,9,20,31.0%,0,"1,552"
111,Jacobo Diaz,ESP,350,1,11,8.3%,0,"1,463"
112,Jeff Tarango,USA,349,10,24,29.4%,0,"1,515"
113,Mikhail Youzhny,RUS,347,5,8,38.5%,0,"1,531"
114,Galo Blanco,ESP,342,12,20,37.5%,0,"1,571"
115,Fernando Gonzalez,CHI,338,8,5,61.5%,1,"1,622"
116,Stephane Huet,FRA,333,5,16,23.8%,0,"1,498"
117,Tomas Zib,CZE,327,5,13,27.8%,0,"1,465"
118,Hernan Gumy,ARG,321,10,19,34.5%,0,"1,568"
119,Markus Hipfl,AUT,318,8,12,40.0%,0,"1,571"
120,Juan Antonio Marin,CRC,316,9,20,31.0%,0,"1,504"
121,Cecil Mamiit,PHI,315,6,12,33.3%,0,"1,538"
122,Andrei Stoliarov,RUS,315,5,9,35.7%,0,"1,557"
123,Neville Godwin,RSA,314,3,4,42.9%,0,"1,616"
124,Sebastien Lareau,CAN,311,4,10,28.6%,0,"1,586"
