rank,player,country,points,wins,losses,win_pct,titles,elo
1,Pete Sampras,USA,0,74,9,89.2%,10,"2,196"
2,Andre Agassi,USA,0,52,14,78.8%,5,"2,145"
3,Boris Becker,GER,0,50,17,74.6%,4,"2,052"
4,Sergi Bruguera,ESP,0,60,23,72.3%,3,"1,939"
5,Goran Ivanisevic,CRO,0,62,26,70.5%,2,"1,976"
6,Michael Chang,USA,0,66,19,77.7%,6,"2,005"
7,Stefan Edberg,SWE,0,53,23,69.7%,3,"1,854"
8,Alberto Berasategui,ESP,0,64,26,71.1%,7,"1,908"
9,Michael Stich,GER,0,54,21,72.0%,3,"1,925"
10,Todd Martin,USA,0,50,19,72.5%,2,"1,943"
11,Yevgeny Kafelnikov,RUS,0,60,27,69.0%,3,"1,888"
12,Wayne Ferreira,RSA,0,66,25,72.5%,5,"1,923"
13,Jim Courier,USA,0,43,19,69.3%,0,"1,888"
14,Marc Rosset,SUI,0,46,27,63.0%,2,"1,925"
15,Andrei Medvedev,UKR,0,34,18,65.4%,2,"1,816"
16,Thomas Muster,AUT,0,54,26,67.5%,3,"1,815"
17,Richard Krajicek,NED,0,32,13,71.1%,3,"1,883"
18,Petr Korda,CZE,0,33,20,62.3%,0,"1,838"
19,Magnus Larsson,SWE,0,36,21,63.2%,3,"2,004"
20,Patrick Rafter,AUS,0,43,26,62.3%,1,"1,803"
21,Jason Stoltenberg,AUS,0,38,25,60.3%,1,"1,772"
22,Alex Corretja,ESP,0,44,22,66.7%,1,"1,848"
23,Jacco Eltingh,NED,0,40,23,63.5%,2,"1,828"
24,Andrea Gaudenzi,ITA,0,36,29,55.4%,0,"1,773"
25,Alexander Volkov,RUS,0,36,30,54.5%,1,"1,741"
26,Bernd Karbacher,GER,0,32,25,56.1%,1,"1,738"
27,Carlos Costa,ESP,0,35,26,57.4%,2,"1,675"
28,Karel Novacek,CZE,0,36,29,55.4%,1,"1,788"
29,Slava Dosedel,CZE,0,36,23,61.0%,0,"1,731"
30,MaliVai Washington,USA,0,36,23,61.0%,1,"1,819"
31,Jaime Yzaga,PER,0,28,27,50.9%,0,"1,726"
32,Andrei Chesnokov,RUS,0,37,29,56.1%,0,"1,773"
33,Magnus Gustafsson,SWE,0,26,11,70.3%,2,"1,857"
34,Richey Reneberg,USA,0,33,24,57.9%,0,"1,809"
35,Aaron Krickstein,USA,0,30,26,53.6%,0,"1,723"
36,Jared Palmer,USA,0,28,20,58.3%,1,"1,809"
37,Paul Haarhuis,NED,0,26,22,54.2%,0,"1,714"
38,Francisco Clavet,ESP,0,27,19,58.7%,0,"1,795"
39,David Wheaton,USA,0,28,18,60.9%,1,"1,782"
40,Guy Forget,FRA,0,22,17,56.4%,0,"1,840"
41,Renzo Furlan,ITA,0,30,27,52.6%,2,"1,682"
42,Javier Sanchez,ESP,0,25,33,43.1%,1,"1,585"
43,Mark Woodforde,AUS,0,29,23,55.8%,0,"1,792"
44,Chuck Adams,USA,0,26,24,52.0%,0,"1,736"
45,Daniel Vacek,CZE,0,25,27,48.1%,0,"1,711"
46,Fabrice Santoro,FRA,0,24,18,57.1%,0,"1,734"
47,Horst Skoff,AUT,0,11,14,44.0%,0,"1,603"
48,Gilbert Schaller,AUT,0,23,26,46.9%,0,"1,631"
49,Olivier Delaitre,FRA,0,22,23,48.9%,0,"1,730"
50,Jonas Bjorkman,SWE,0,31,26,54.4%,0,"1,751"
51,Cedric Pioline,FRA,0,29,28,50.9%,0,"1,767"
52,Albert Costa,ESP,0,15,18,45.5%,0,"1,583"
53,Arnaud Boetsch,FRA,0,24,24,50.0%,0,"1,729"
54,Karol Kucera,SVK,0,13,13,50.0%,0,"1,615"
55,Ivan Lendl,USA,0,28,18,60.9%,0,"1,754"
56,Karsten Braasch,GER,0,26,31,45.6%,0,"1,597"
57,Markus Zoecke,GER,0,15,16,48.4%,1,"1,624"
58,Richard Fromberg,AUS,0,25,28,47.2%,0,"1,695"
59,Thomas Enqvist,SWE,0,23,19,54.8%,0,"1,761"
60,Marcelo Filippini,URU,0,22,15,59.5%,1,"1,693"
61,Franco Davin,ARG,0,18,20,47.4%,1,"1,612"
62,Tomas Carbonell,ESP,0,28,27,50.9%,0,"1,639"
63,Lionel Roux,FRA,0,14,14,50.0%,0,"1,655"
64,Hendrik Dreekmann,GER,0,15,22,40.5%,0,"1,616"
65,Jonathan Stark,USA,0,26,23,53.1%,0,"1,700"
66,Byron Black,ZIM,0,22,26,45.8%,0,"1,732"
67,Henrik Holm,SWE,0,18,24,42.9%,0,"1,649"
68,Jim Grabb,USA,0,18,20,47.4%,0,"1,669"
69,Amos Mansdorf,ISR,0,20,25,44.4%,0,"1,692"
70,Jakob Hlasek,SUI,0,22,24,47.8%,0,"1,676"
71,Ronald Agenor,HAI,0,15,23,39.5%,0,"1,578"
72,Patrick McEnroe,USA,0,19,22,46.3%,0,"1,628"
73,Luiz Mattar,BRA,0,20,18,52.6%,1,"1,696"
74,Emilio Sanchez,ESP,0,17,26,39.5%,0,"1,628"
75,Vincent Spadea,USA,0,11,13,45.8%,0,"1,561"
76,Brad Gilbert,USA,0,18,20,47.4%,0,"1,621"
77,Jeremy Bates,GBR,0,16,16,50.0%,1,"1,617"
78,Jeff Tarango,USA,0,23,27,46.0%,0,"1,654"
79,Marc Kevin Goellner,GER,0,21,27,43.8%,0,"1,677"
80,David Rikl,CZE,0,19,28,40.4%,0,"1,534"
81,Jan Siemerink,NED,0,16,19,45.7%,0,"1,685"
82,Cristiano Caratti,ITA,0,8,11,42.1%,0,"1,544"
83,Oscar Martinez,ESP,0,11,8,57.9%,0,"1,625"
84,Christian Ruud,NOR,0,2,4,33.3%,0,"1,519"
85,Bryan Shelton,USA,0,18,21,46.1%,0,"1,639"
86,Jordi Arrese,ESP,0,23,23,50.0%,0,"1,675"
87,Brett Steven,NZL,0,21,24,46.7%,0,"1,732"
88,Karim Alami,MAR,0,12,19,38.7%,0,"1,506"
89,Carl Uwe Steeb,GER,0,8,18,30.8%,0,"1,607"
90,Todd Woodbridge,AUS,0,15,19,44.1%,0,"1,661"
91,Fernando Meligeni,BRA,0,14,19,42.4%,0,"1,599"
92,Joern Renzenbrink,GER,0,17,19,47.2%,0,"1,653"
93,Gianluca Pozzi,ITA,0,11,18,37.9%,0,"1,607"
94,Henri Leconte,FRA,0,16,16,50.0%,0,"1,737"
95,Jan Apell,SWE,0,17,16,51.5%,0,"1,640"
96,Jean-Philippe Fleurian,FRA,0,19,21,47.5%,0,"1,583"
97,Andrei Olhovskiy,RUS,0,23,27,46.0%,0,"1,672"
98,Marcos Ondruska,RSA,0,15,17,46.9%,0,"1,685"
99,Nicklas Kulti,SWE,0,20,26,43.5%,0,"1,675"
101,Oliver Gross,GER,0,12,11,52.2%,0,"1,591"
102,Lars Jonsson,SWE,0,19,25,43.2%,0,"1,567"
103,Alexander Mronz,GER,0,13,14,48.1%,0,"1,645"
104,Jamie Morgan,AUS,0,17,20,46.0%,0,"1,586"
106,Anders Jarryd,SWE,0,12,12,50.0%,0,"1,653"
107,Marcelo Rios,CHI,0,12,11,52.2%,0,"1,615"
108,Kenneth Carlsen,DEN,0,20,21,48.8%,0,"1,625"
109,Gabriel Markus,ARG,0,15,14,51.7%,0,"1,641"
110,Lars Rehmann,GER,0,6,7,46.1%,0,"1,574"
111,Javier Frana,ARG,0,15,11,57.7%,0,"1,783"
112,Christian Bergstrom,SWE,0,15,17,46.9%,0,"1,684"
113,Stefano Pescosolido,ITA,0,17,25,40.5%,0,"1,621"
114,Greg Rusedski,GBR,0,21,29,42.0%,0,"1,681"
115,Guillaume Raoux,FRA,0,15,20,42.9%,0,"1,572"
116,Nicolas Pereira,VEN,0,10,14,41.7%,1,"1,545"
117,Younes El Aynaoui,MAR,0,15,27,35.7%,0,"1,515"
118,Diego Nargiso,ITA,0,10,18,35.7%,0,"1,530"
119,Sebastien Lareau,CAN,0,3,13,18.8%,0,"1,482"
120,Mark Petchey,GBR,0,15,22,40.5%,0,"1,519"
121,Paul Wekesa,KEN,0,0,1,0.0%,0,"1,490"
122,Jordi Burillo,ESP,0,20,30,40.0%,0,"1,585"
124,Shuzo Matsuoka,JPN,0,8,14,36.4%,0,"1,629"
125,Martin Sinner,GER,0,2,3,40.0%,0,"1,518"
126,Mauricio Hadad,COL,0,8,14,36.4%,0,"1,518"
127,Rodolphe Gilbert,FRA,0,10,24,29.4%,0,"1,532"
128,Alejo Mancisidor,ESP,0,1,3,25.0%,0,"1,461"
129,Mats Wilander,SWE,0,17,20,46.0%,0,"1,652"
130,David Prinosil,GER,0,8,13,38.1%,0,"1,630"
131,Radomir Vasek,CZE,0,2,3,40.0%,0,"1,508"
132,Steve Bryan,USA,0,13,26,33.3%,0,"1,556"
133,Michael Tebbutt,AUS,0,9,11,45.0%,0,"1,568"
134,Filip Dewulf,BEL,0,4,9,30.8%,0,"1,513"
135,Hernan Gumy,ARG,0,2,4,33.3%,0,"1,493"
136,Arne Thoms,GER,0,3,3,50.0%,0,"1,598"
137,Wally Masur,AUS,0,12,17,41.4%,0,"1,659"
138,Robbie Weiss,USA,0,13,22,37.1%,0,"1,512"
139,Leander Paes,IND,0,2,3,40.0%,0,"1,500"
140,Alex Antonitsch,AUT,0,12,21,36.4%,0,"1,581"
141,Tomas Nydahl,SWE,0,10,12,45.5%,0,"1,539"
142,Bohdan Ulihrach,CZE,0,0,1,0.0%,0,"1,475"
143,Frederik Fetterlein,DEN,0,0,1,0.0%,0,"1,478"
144,Brent Larkham,AUS,0,4,8,33.3%,0,"1,511"
145,Paolo Cane,ITA,0,6,10,37.5%,0,"1,598"
146,Roberto Jabali,BRA,0,7,6,53.9%,0,"1,542"
147,David Adams,RSA,0,8,10,44.4%,0,"1,546"
148,Sjeng Schalken,NED,0,1,2,33.3%,0,"1,501"
149,Mikael Tillstrom,SWE,0,4,2,66.7%,0,"1,658"
150,Emilio Benfele Alvarez,ESP,0,4,4,50.0%,0,"1,517"
151,Simon Youl,AUS,0,2,6,25.0%,0,"1,443"
152,Sergio Cortes,CHI,0,2,5,28.6%,0,"1,534"
153,Gerard Solves,FRA,0,3,12,20.0%,0,"1,487"
154,Sandor Noszaly,HUN,0,4,3,57.1%,0,"1,560"
155,Thierry Guardiola,FRA,0,2,5,28.6%,0,"1,430"
156,Francisco Roig,ESP,0,7,9,43.8%,0,"1,542"
157,Maurice Ruah,VEN,0,12,24,33.3%,0,"1,471"
158,David Witt,USA,0,6,5,54.5%,0,"1,588"
159,Daniele Musa,ITA,0,0,2,0.0%,0,"1,486"
161,Roger Smith,BAH,0,5,6,45.5%,0,"1,607"
163,Laurence Tieleman,ITA,0,0,1,0.0%,0,"1,532"
164,Dimitri Poliakov,UKR,0,6,13,31.6%,0,"1,524"
165,Tommy Ho,USA,0,2,10,16.7%,0,"1,484"
166,Nuno Marques,POR,0,0,4,0.0%,0,"1,455"
167,Tim Henman,GBR,0,3,5,37.5%,0,"1,513"
168,Grant Stafford,RSA,0,11,21,34.4%,0,"1,555"
169,Albert Chang,CAN,0,3,5,37.5%,0,"1,504"
171,Daniel Nestor,CAN,0,5,5,50.0%,0,"1,556"
172,Andrei Cherkasov,RUS,0,8,27,22.9%,0,"1,554"
173,Wade Mcguire,USA,0,3,5,37.5%,0,"1,520"
175,Oscar Ortiz,MEX,0,0,3,0.0%,0,"1,460"
176,David Nainkin,RSA,0,3,10,23.1%,0,"1,487"
177,Davide Sanguinetti,ITA,0,0,2,0.0%,0,"1,482"
178,Stephane Simian,FRA,0,7,19,26.9%,0,"1,488"
180,Patrick Baur,GER,0,3,2,60.0%,0,"1,589"
181,Joost Winnink,NED,0,1,2,33.3%,0,"1,517"
182,Lionel Barthez,FRA,0,0,3,0.0%,0,"1,495"
183,Jonas Svensson,SWE,0,9,17,34.6%,0,"1,635"
184,Hicham Arazi,MAR,0,0,1,0.0%,0,"1,486"
185,Thomas Gollwitzer,GER,0,1,3,25.0%,0,"1,550"
186,Louis Gloria,USA,0,3,8,27.3%,0,"1,480"
187,Paul Kilderry,AUS,0,3,6,33.3%,0,"1,497"
188,Bing Pan,CHN,0,0,1,0.0%,0,"1,482"
189,Patrik Kuhnen,GER,0,6,8,42.9%,0,"1,631"
191,Chris Wilkinson,GBR,0,2,5,28.6%,0,"1,564"
192,Darren Cahill,AUS,0,5,9,35.7%,0,"1,771"
196,Mario Rincon,COL,0,1,1,50.0%,0,"1,468"
197,Gabriel Silberstein,CHI,0,0,1,0.0%,0,"1,488"
199,Kenny Thorne,USA,0,2,5,28.6%,0,"1,496"
200,Marcelo Charpentier,ARG,0,1,1,50.0%,0,"1,514"
202,Adrian Voinea,ROU,0,2,4,33.3%,0,"1,492"
203,Lars Burgsmuller,GER,0,0,2,0.0%,0,"1,475"
205,Jiri Novak,CZE,0,0,1,0.0%,0,"1,515"
206,Jose Francisco Altur,ESP,0,3,7,30.0%,0,"1,459"
207,Gaston Etlis,ARG,0,1,4,20.0%,0,"1,485"
208,Jerome Golmard,FRA,0,1,1,50.0%,0,"1,514"
210,Hendrik Jan Davids,NED,0,1,3,25.0%,0,"1,407"
211,David Skoch,CZE,0,1,1,50.0%,0,"1,528"
212,Sandon Stolle,AUS,0,4,6,40.0%,0,"1,608"
213,Leonardo Lavalle,MEX,0,0,2,0.0%,0,"1,543"
214,Fernon Wibier,NED,0,2,4,33.3%,0,"1,496"
215,Doug Flach,USA,0,4,17,19.1%,0,"1,472"
216,Carsten Arriens,GER,0,3,5,37.5%,0,"1,588"
217,Gilad Bloom,ISR,0,2,3,40.0%,0,"1,618"
218,Mario Visconti,ITA,0,0,1,0.0%,0,"1,477"
219,Frederic Vitoux,FRA,0,0,1,0.0%,0,"1,482"
223,Brian Dunn,USA,0,1,3,25.0%,0,"1,484"
