rank,player,country,points,wins,losses,win_pct,titles,elo
1,Rafael Nadal,ESP,"12,450",71,10,87.7%,7,"2,292"
2,Roger Federer,SUI,"9,145",66,13,83.5%,5,"2,311"
3,Novak Djokovic,SRB,"6,240",56,18,75.7%,2,"2,166"
4,Andy Murray,GBR,"5,760",46,18,71.9%,2,"2,134"
5,Robin Soderling,SWE,"5,580",53,22,70.7%,2,"2,118"
6,Tomas Berdych,CZE,"3,955",41,24,63.1%,0,"1,919"
7,David Ferrer,ESP,"3,735",58,23,71.6%,2,"2,033"
8,Andy Roddick,USA,"3,665",48,18,72.7%,2,"1,988"
9,Fernando Verdasco,ESP,"3,240",43,21,67.2%,2,"1,926"
10,Mikhail Youzhny,RUS,"2,920",40,19,67.8%,2,"1,936"
11,Jurgen Melzer,AUT,"2,785",49,25,66.2%,1,"1,998"
12,Gael Monfils,FRA,"2,560",42,19,68.8%,1,"2,062"
13,Jo-Wilfried Tsonga,FRA,"2,345",30,15,66.7%,0,"1,974"
14,Marin Cilic,CRO,"2,300",38,21,64.4%,2,"1,854"
15,Nicolas Almagro,ESP,"2,160",41,23,64.1%,2,"1,885"
16,Mardy Fish,USA,"1,991",38,15,71.7%,2,"2,009"
17,Ivan Ljubicic,CRO,"1,965",26,19,57.8%,1,"1,884"
18,Sam Querrey,USA,"1,860",35,21,62.5%,4,"1,872"
19,John Isner,USA,"1,850",38,20,65.5%,1,"1,882"
20,Marcos Baghdatis,CYP,"1,785",41,27,60.3%,1,"1,852"
21,Stan Wawrinka,SUI,"1,755",35,17,67.3%,1,"1,991"
22,Nikolay Davydenko,RUS,"1,655",29,19,60.4%,1,"1,897"
23,Michael Llodra,FRA,"1,575",27,21,56.2%,2,"1,879"
24,Ernests Gulbis,LAT,"1,505",29,20,59.2%,1,"1,845"
25,Albert Montanes,ESP,"1,495",38,24,61.3%,2,"1,868"
26,Juan Monaco,ARG,"1,480",28,18,60.9%,0,"1,838"
27,David Nalbandian,ARG,"1,480",25,10,71.4%,1,"2,005"
28,Viktor Troicki,SRB,"1,430",36,25,59.0%,1,"1,935"
29,Juan Carlos Ferrero,ESP,"1,415",33,14,70.2%,3,"1,887"
30,Richard Gasquet,FRA,"1,385",38,24,61.3%,1,"1,892"
31,Thomaz Bellucci,BRA,"1,355",32,24,57.1%,1,"1,795"
32,Feliciano Lopez,ESP,"1,300",27,23,54.0%,1,"1,807"
33,Guillermo Garcia-Lopez,ESP,"1,275",31,23,57.4%,1,"1,874"
34,Philipp Kohlschreiber,GER,"1,215",34,24,58.6%,0,"1,851"
35,Yen-Hsun Lu,TPE,"1,141",15,20,42.9%,0,"1,704"
36,Andrey Golubev,KAZ,"1,135",18,21,46.1%,1,"1,744"
37,Florian Mayer,GER,"1,128",21,19,52.5%,0,"1,798"
38,Juan Ignacio Chela,ARG,"1,070",28,24,53.9%,2,"1,835"
39,Jarkko Nieminen,FIN,"1,062",28,27,50.9%,0,"1,873"
40,Denis Istomin,UZB,"1,031",29,29,50.0%,0,"1,767"
41,Gilles Simon,FRA,"1,005",22,17,56.4%,1,"1,930"
42,Marcel Granollers,ESP,993,21,22,48.8%,0,"1,776"
43,Thiemo de Bakker,NED,975,26,23,53.1%,0,"1,762"
44,Julien Benneteau,FRA,965,24,19,55.8%,0,"1,853"
45,Jeremy Chardy,FRA,960,24,28,46.1%,0,"1,827"
46,Sergiy Stakhovsky,UKR,945,24,24,50.0%,2,"1,743"
47,Potito Starace,ITA,945,23,25,47.9%,0,"1,735"
48,Alexandr Dolgopolov,UKR,940,21,23,47.7%,0,"1,775"
49,Janko Tipsarevic,SRB,935,22,22,50.0%,0,"1,807"
50,Tommy Robredo,ESP,915,20,23,46.5%,0,"1,796"
51,Victor Hanescu,ROU,915,23,24,48.9%,0,"1,706"
52,Andreas Seppi,ITA,900,24,28,46.1%,0,"1,719"
53,Benjamin Becker,GER,877,30,29,50.9%,0,"1,811"
54,Lleyton Hewitt,AUS,870,18,11,62.1%,1,"1,907"
55,Fabio Fognini,ITA,855,14,25,35.9%,0,"1,702"
56,Daniel Gimeno-Traver,ESP,844,17,23,42.5%,0,"1,732"
57,Philipp Petzschner,GER,839,21,19,52.5%,0,"1,760"
58,Michael Berrer,GER,835,20,28,41.7%,0,"1,682"
59,Mikhail Kukushkin,KAZ,819,11,8,57.9%,1,"1,809"
60,Xavier Malisse,BEL,816,22,22,50.0%,0,"1,752"
61,Kevin Anderson,RSA,813,14,18,43.8%,0,"1,777"
62,Radek Stepanek,CZE,795,17,15,53.1%,0,"1,872"
63,Pablo Cuevas,URU,790,20,22,47.6%,0,"1,760"
64,Santiago Giraldo,COL,785,17,23,42.5%,0,"1,718"
65,Robin Haase,NED,778,6,11,35.3%,0,"1,691"
66,Carlos Berlocq,ARG,725,3,3,50.0%,0,"1,541"
67,Tobias Kamke,GER,724,7,8,46.7%,0,"1,638"
68,Fernando Gonzalez,CHI,720,13,9,59.1%,0,"1,847"
69,Florent Serra,FRA,715,19,27,41.3%,0,"1,695"
70,Lukasz Kubot,POL,695,15,24,38.5%,0,"1,661"
71,Pablo Andujar,ESP,683,8,8,50.0%,0,"1,703"
72,Pere Riba,ESP,672,6,14,30.0%,0,"1,593"
73,Ivo Karlovic,CRO,670,16,9,64.0%,0,"1,864"
74,Eduardo Schwank,ARG,655,12,21,36.4%,0,"1,593"
75,Dudi Sela,ISR,643,15,17,46.9%,0,"1,712"
76,Ricardo Mello,BRA,642,6,10,37.5%,0,"1,608"
77,Ruben Ramirez Hidalgo,ESP,638,1,4,20.0%,0,"1,573"
78,Arnaud Clement,FRA,627,15,24,38.5%,0,"1,681"
79,Igor Andreev,RUS,622,17,19,47.2%,0,"1,700"
80,Teymuraz Gabashvili,RUS,615,10,16,38.5%,0,"1,688"
81,Illya Marchenko,UKR,613,17,21,44.7%,0,"1,710"
82,Mischa Zverev,GER,611,14,18,43.8%,0,"1,689"
83,Adrian Mannarino,FRA,600,2,4,33.3%,0,"1,681"
84,Rainer Schuettler,GER,597,13,17,43.3%,0,"1,666"
85,Brian Dabul,ARG,594,5,4,55.6%,0,"1,604"
86,Michal Przysiezny,POL,590,1,12,7.7%,0,"1,438"
87,Ricardas Berankis,LTU,587,4,3,57.1%,0,"1,699"
88,Ivan Dodig,CRO,586,7,7,50.0%,0,"1,723"
89,Lukas Lacko,SVK,578,16,21,43.2%,0,"1,668"
90,Marsel Ilhan,TUR,574,4,8,33.3%,0,"1,656"
91,Filippo Volandri,ITA,574,3,6,33.3%,0,"1,610"
92,Dustin Brown,JAM,573,6,10,37.5%,0,"1,583"
93,Rui Machado,POR,573,3,2,60.0%,0,"1,598"
94,Leonardo Mayer,ARG,572,12,19,38.7%,0,"1,652"
95,Jan Hajek,CZE,570,10,19,34.5%,0,"1,622"
96,Marcos Daniel,BRA,564,2,10,16.7%,0,"1,500"
97,Paul-Henri Mathieu,FRA,562,10,19,34.5%,0,"1,731"
98,Kei Nishikori,JPN,554,3,9,25.0%,0,"1,743"
99,Michael Russell,USA,552,11,23,32.4%,0,"1,628"
100,Igor Kunitsyn,RUS,551,5,14,26.3%,0,"1,682"
102,Bjorn Phau,GER,551,9,13,40.9%,0,"1,620"
103,Karol Beck,SVK,549,1,11,8.3%,0,"1,474"
104,Daniel Brands,GER,541,9,19,32.1%,0,"1,670"
105,Alejandro Falla,COL,540,14,19,42.4%,0,"1,684"
106,Grigor Dimitrov,BUL,536,1,1,50.0%,0,"1,494"
107,Simone Bolelli,ITA,532,5,11,31.2%,0,"1,675"
108,Somdev Devvarman,IND,526,7,11,38.9%,0,"1,652"
109,Steve Darcis,BEL,521,4,6,40.0%,0,"1,685"
110,Horacio Zeballos,ARG,517,14,26,35.0%,0,"1,596"
111,Joao Souza,BRA,517,3,2,60.0%,0,"1,488"
112,Blaz Kavcic,SLO,516,3,7,30.0%,0,"1,572"
113,Olivier Rochus,BEL,515,14,22,38.9%,0,"1,676"
114,Julian Reister,GER,504,5,5,50.0%,0,"1,647"
115,Robert Kendrick,USA,486,0,4,0.0%,0,"1,655"
116,Ryan Sweeting,USA,486,4,9,30.8%,0,"1,669"
117,Marco Chiudinelli,SUI,485,14,25,35.9%,0,"1,663"
