rank,player,country,points,wins,losses,win_pct,titles,elo
1,Novak Djokovic,SRB,"16,585",82,6,93.2%,11,"2,554"
2,Andy Murray,GBR,"8,945",63,15,80.8%,4,"2,288"
3,Roger Federer,SUI,"8,265",61,11,84.7%,6,"2,398"
4,Stan Wawrinka,SUI,"6,865",54,19,74.0%,4,"2,199"
5,Rafael Nadal,ESP,"5,230",60,20,75.0%,3,"2,231"
6,Tomas Berdych,CZE,"4,620",57,22,72.2%,2,"2,109"
7,David Ferrer,ESP,"4,305",53,16,76.8%,5,"2,126"
8,Kei Nishikori,JPN,"4,235",51,17,75.0%,3,"2,131"
9,Richard Gasquet,FRA,"2,850",43,17,71.7%,2,"2,127"
10,Jo-Wilfried Tsonga,FRA,"2,635",32,15,68.1%,1,"2,089"
11,John Isner,USA,"2,495",45,23,66.2%,1,"2,026"
12,Kevin Anderson,RSA,"2,475",46,24,65.7%,1,"2,046"
13,Marin Cilic,CRO,"2,405",35,19,64.8%,1,"2,061"
14,Milos Raonic,CAN,"2,170",32,15,68.1%,1,"2,047"
15,Gilles Simon,FRA,"2,145",41,22,65.1%,1,"1,990"
16,David Goffin,BEL,"1,880",34,24,58.6%,0,"1,984"
17,Feliciano Lopez,ESP,"1,690",32,26,55.2%,0,"1,943"
18,Bernard Tomic,AUS,"1,675",37,27,57.8%,1,"1,913"
19,Benoit Paire,FRA,"1,633",25,17,59.5%,1,"1,922"
20,Dominic Thiem,AUT,"1,600",36,26,58.1%,3,"1,889"
21,Fabio Fognini,ITA,"1,515",30,25,54.5%,0,"1,908"
22,Viktor Troicki,SRB,"1,487",33,27,55.0%,1,"1,844"
23,Ivo Karlovic,CRO,"1,485",38,25,60.3%,1,"1,916"
24,Gael Monfils,FRA,"1,485",33,18,64.7%,0,"1,951"
25,Roberto Bautista Agut,ESP,"1,480",41,29,58.6%,0,"1,997"
26,Jack Sock,USA,"1,465",33,18,64.7%,1,"1,984"
27,Guillermo Garcia-Lopez,ESP,"1,430",32,25,56.1%,2,"1,853"
28,Grigor Dimitrov,BUL,"1,360",32,22,59.3%,0,"1,950"
29,Andreas Seppi,ITA,"1,360",26,24,52.0%,0,"1,870"
30,Nick Kyrgios,AUS,"1,260",25,18,58.1%,0,"1,935"
31,Jeremy Chardy,FRA,"1,255",27,27,50.0%,0,"1,896"
32,Steve Johnson,USA,"1,240",37,27,57.8%,0,"1,957"
33,Joao Sousa,POR,"1,191",34,30,53.1%,1,"1,904"
34,Philipp Kohlschreiber,GER,"1,185",30,22,57.7%,1,"1,972"
35,Leonardo Mayer,ARG,"1,150",24,23,51.1%,0,"1,837"
36,Alexandr Dolgopolov,UKR,"1,135",25,26,49.0%,0,"1,824"
37,Thomaz Bellucci,BRA,"1,105",29,27,51.8%,1,"1,856"
38,Gilles Muller,LUX,"1,105",31,24,56.4%,0,"1,893"
39,Vasek Pospisil,CAN,"1,075",24,22,52.2%,0,"1,869"
40,Pablo Cuevas,URU,"1,065",28,25,52.8%,1,"1,815"
41,Jiri Vesely,CZE,"1,057",23,28,45.1%,1,"1,742"
42,Tommy Robredo,ESP,"1,000",23,20,53.5%,0,"1,883"
43,Martin Klizan,SVK,980,24,27,47.1%,1,"1,794"
44,Borna Coric,CRO,941,24,27,47.1%,0,"1,824"
45,Aljaz Bedene,SLO,939,17,17,50.0%,0,"1,775"
46,Marcos Baghdatis,CYP,933,26,19,57.8%,0,"1,869"
47,Adrian Mannarino,FRA,930,28,30,48.3%,0,"1,775"
48,Donald Young,USA,907,21,22,48.8%,0,"1,828"
49,Fernando Verdasco,ESP,900,24,26,48.0%,0,"1,822"
50,Teymuraz Gabashvili,RUS,863,16,21,43.2%,0,"1,774"
51,Hyeon Chung,KOR,817,9,9,50.0%,0,"1,703"
52,Federico Delbonis,ARG,815,15,18,45.5%,0,"1,692"
53,Juan Monaco,ARG,810,21,19,52.5%,0,"1,811"
54,Albert Ramos-Vinolas,ESP,798,16,23,41.0%,0,"1,768"
55,Lukas Rosol,CZE,797,19,28,40.4%,0,"1,846"
57,Jerzy Janowicz,POL,795,20,22,47.6%,0,"1,790"
58,Simone Bolelli,ITA,790,28,25,52.8%,0,"1,865"
59,Sam Querrey,USA,785,20,24,45.5%,0,"1,810"
60,Sam Groth,AUS,782,18,21,46.1%,0,"1,795"
61,Denis Istomin,UZB,781,20,23,46.5%,1,"1,788"
62,Sergiy Stakhovsky,UKR,780,20,25,44.4%,0,"1,715"
63,Andreas Haider-Maurer,AUT,775,19,26,42.2%,0,"1,705"
64,Pablo Andujar,ESP,770,16,22,42.1%,0,"1,788"
65,Mikhail Kukushkin,KAZ,762,16,23,41.0%,0,"1,752"
66,Robin Haase,NED,740,14,20,41.2%,0,"1,767"
67,Pablo Carreno Busta,ESP,734,14,25,35.9%,0,"1,717"
68,Paolo Lorenzi,ITA,725,7,18,28.0%,0,"1,615"
69,Denis Kudla,USA,719,8,14,36.4%,0,"1,759"
70,Santiago Giraldo,COL,716,21,26,44.7%,0,"1,717"
71,Nicolas Mahut,FRA,710,11,10,52.4%,1,"1,767"
73,Nicolas Almagro,ESP,694,18,20,47.4%,0,"1,795"
74,Guido Pella,ARG,693,1,4,20.0%,0,"1,637"
76,Dusan Lajovic,SRB,678,16,21,43.2%,0,"1,794"
