rank,player,country,points,wins,losses,win_pct,titles,elo
1,John McEnroe,USA,0,71,2,97.3%,13,"2,475"
2,Jimmy Connors,USA,0,69,12,85.2%,5,"2,240"
3,Ivan Lendl,USA,0,58,12,82.9%,3,"2,234"
4,Mats Wilander,SWE,0,49,12,80.3%,3,"2,177"
5,Andres Gomez,ECU,0,60,13,82.2%,5,"2,072"
6,Anders Jarryd,SWE,0,46,18,71.9%,2,"1,989"
7,Henrik Sundstrom,SWE,0,46,20,69.7%,3,"1,842"
8,Eliot Teltscher,USA,0,42,19,68.8%,2,"1,987"
9,Yannick Noah,FRA,0,23,10,69.7%,0,"1,996"
10,Pat Cash,AUS,0,26,15,63.4%,0,"1,905"
11,Joakim Nystrom,SWE,0,56,20,73.7%,4,"1,967"
12,Aaron Krickstein,USA,0,34,17,66.7%,3,"1,865"
13,Johan Kriek,USA,0,37,17,68.5%,2,"1,916"
14,Jimmy Arias,USA,0,35,19,64.8%,0,"1,879"
15,Kevin Curren,USA,0,32,17,65.3%,0,"1,932"
16,Tomas Smid,CZE,0,46,27,63.0%,0,"1,840"
17,Vitas Gerulaitis,USA,0,34,21,61.8%,1,"1,836"
18,Gene Mayer,USA,0,24,15,61.5%,0,"1,873"
19,Juan Aguilera,ESP,0,26,13,66.7%,2,"1,779"
20,Stefan Edberg,SWE,0,27,18,60.0%,1,"1,823"
21,Jose Higueras,ESP,0,25,12,67.6%,2,"1,875"
22,Ben Testerman,USA,0,24,19,55.8%,0,"1,799"
23,Brad Gilbert,USA,0,39,23,62.9%,2,"1,848"
25,Libor Pimek,BEL,0,31,18,63.3%,1,"1,764"
26,Francesco Cancellotti,ITA,0,25,12,67.6%,2,"1,795"
27,Henri Leconte,FRA,0,26,18,59.1%,1,"1,866"
28,Guillermo Vilas,ARG,0,17,14,54.8%,0,"1,791"
29,John Sadri,USA,0,25,16,61.0%,0,"1,811"
30,David Pate,USA,0,21,13,61.8%,1,"1,743"
31,Heinz Gunthardt,SUI,0,23,19,54.8%,0,"1,779"
33,Jose Luis Clerc,ARG,0,13,10,56.5%,0,"1,824"
34,Terry Moor,USA,0,28,19,59.6%,1,"1,796"
35,Mark Dickson,USA,0,36,22,62.1%,2,"1,810"
36,Guy Forget,FRA,0,17,12,58.6%,0,"1,714"
37,John Fitzgerald,AUS,0,27,19,58.7%,1,"1,786"
38,Victor Pecci,PAR,0,17,12,58.6%,0,"1,774"
39,Tim Wilkison,USA,0,26,20,56.5%,1,"1,765"
40,Pavel Slozil,CZE,0,21,17,55.3%,0,"1,732"
40,Bob Green,USA,0,15,8,65.2%,0,"1,720"
42,Vijay Amritraj,IND,0,19,18,51.4%,1,"1,704"
43,Balazs Taroczy,HUN,0,18,20,47.4%,0,"1,748"
44,Tim Mayotte,USA,0,23,20,53.5%,0,"1,765"
45,Wojtek Fibak,POL,0,21,23,47.7%,0,"1,727"
46,Mike Bauer,USA,0,17,19,47.2%,0,"1,673"
48,Jan Gunnarsson,SWE,0,21,17,55.3%,0,"1,726"
49,Scott Davis,USA,0,23,22,51.1%,0,"1,774"
50,Miloslav Mecir,SVK,—,22,19,53.7%,0,"1,674"
51,Peter Fleming,USA,0,18,19,48.6%,0,"1,735"
52,Diego Perez,URU,0,15,16,48.4%,0,"1,658"
53,Brian Teacher,USA,0,23,18,56.1%,0,"1,765"
54,Thierry Tulasne,FRA,0,15,14,51.7%,0,"1,721"
55,Matt Mitchell,USA,0,13,13,50.0%,1,"1,660"
56,Martin Jaite,ARG,0,11,8,57.9%,0,"1,678"
57,Bill Scanlon,USA,0,20,17,54.0%,0,"1,828"
58,Pablo Arraya,PER,0,17,17,50.0%,0,"1,697"
59,Greg Holmes,USA,0,16,14,53.3%,0,"1,684"
61,Leif Shiras,USA,0,15,16,48.4%,0,"1,555"
61,Paul Mcnamee,AUS,0,15,16,48.4%,0,"1,725"
63,Alejandro Ganzabal,ARG,0,9,7,56.2%,0,"1,649"
64,Marty Davis,USA,0,25,19,56.8%,1,"1,732"
65,Jay Lapidus,USA,0,13,12,52.0%,0,"1,672"
66,Boris Becker,GER,0,11,11,50.0%,0,"1,651"
67,Mel Purcell,USA,0,20,21,48.8%,0,"1,702"
69,Trevor Allan,AUS,0,12,10,54.5%,0,"1,664"
70,Fernando Luna,ESP,0,12,14,46.1%,0,"1,644"
71,Tarik Benhabiles,FRA,0,10,9,52.6%,0,"1,597"
