rank,player,country,points,wins,losses,win_pct,titles,elo
1,John McEnroe,USA,0,64,10,86.5%,5,"2,278"
2,Jimmy Connors,USA,0,78,11,87.6%,7,"2,263"
3,Ivan Lendl,USA,0,104,8,92.9%,15,"2,369"
4,Guillermo Vilas,ARG,0,70,16,81.4%,7,"2,014"
5,Vitas Gerulaitis,USA,0,61,15,80.3%,5,"2,052"
6,Jose Luis Clerc,ARG,0,66,23,74.2%,5,"1,943"
7,Gene Mayer,USA,0,33,11,75.0%,1,"2,069"
8,Mats Wilander,SWE,0,56,16,77.8%,4,"2,020"
9,Johan Kriek,USA,0,41,21,66.1%,3,"1,960"
10,Yannick Noah,FRA,0,50,12,80.7%,4,"2,085"
12,Jose Higueras,ESP,0,53,22,70.7%,2,"1,929"
13,Steve Denton,USA,0,43,24,64.2%,0,"1,929"
14,Eliot Teltscher,USA,0,38,18,67.9%,0,"1,909"
15,Andres Gomez,ECU,0,51,25,67.1%,2,"1,885"
16,Sandy Mayer,USA,0,38,19,66.7%,1,"1,882"
17,Kevin Curren,USA,0,33,17,66.0%,1,"1,941"
18,Mark Edmondson,AUS,0,27,25,51.9%,0,"1,713"
19,Brian Teacher,USA,0,42,20,67.7%,1,"1,935"
20,Buster C Mottram,GBR,0,28,16,63.6%,0,"1,840"
21,Jimmy Arias,USA,0,30,17,63.8%,1,"1,858"
22,Brian Gottfried,USA,0,43,22,66.2%,2,"1,948"
23,Wojtek Fibak,POL,0,52,26,66.7%,3,"1,988"
24,Tomas Smid,CZE,0,62,28,68.9%,2,"1,901"
24,Hank Pfister,USA,0,35,21,62.5%,1,"1,831"
26,Raul Ramirez,MEX,0,28,13,68.3%,1,"1,809"
27,Balazs Taroczy,HUN,0,43,24,64.2%,2,"1,859"
28,Mel Purcell,USA,0,38,24,61.3%,0,"1,837"
29,Henri Leconte,FRA,0,31,21,59.6%,1,"1,865"
30,Tim Mayotte,USA,0,33,22,60.0%,0,"1,809"
31,John Alexander,AUS,0,38,21,64.4%,2,"1,791"
32,Chip Hooper,USA,0,34,24,58.6%,0,"1,766"
33,Shlomo Glickstein,ISR,0,30,22,57.7%,0,"1,753"
34,Paul Mcnamee,AUS,0,23,16,59.0%,1,"1,825"
36,Kim Warwick,AUS,0,15,15,50.0%,0,"1,799"
37,Pablo Arraya,PER,0,34,21,61.8%,0,"1,750"
38,John Sadri,USA,0,32,23,58.2%,1,"1,737"
39,Marcos Hocevar,BRA,0,31,23,57.4%,0,"1,808"
40,Jay Lapidus,USA,0,26,17,60.5%,1,"1,777"
41,Mark Dickson,USA,0,14,13,51.9%,0,"1,689"
42,Manuel Orantes,ESP,0,15,8,65.2%,1,"1,870"
43,Roscoe Tanner,USA,0,20,17,54.0%,0,"1,779"
44,Dominique Bedel,FRA,0,10,11,47.6%,0,"1,571"
45,Hans Simonsson,SWE,0,14,11,56.0%,0,"1,675"
48,Chris Lewis,NZL,0,30,20,60.0%,0,"1,712"
49,Pavel Slozil,CZE,0,19,18,51.4%,0,"1,677"
50,Russell Simpson,NZL,0,19,18,51.4%,0,"1,672"
52,Carlos Kirmayr,BRA,0,24,23,51.1%,0,"1,779"
53,Van Winitsky,USA,0,28,23,54.9%,2,"1,698"
54,Brad Gilbert,USA,0,19,13,59.4%,1,"1,711"
55,Eddie Dibbs,USA,0,26,18,59.1%,0,"1,795"
56,Victor Amaya,USA,0,14,17,45.2%,0,"1,700"
57,Phil Dent,AUS,0,17,19,47.2%,0,"1,726"
58,Anders Jarryd,SWE,0,20,13,60.6%,2,"1,749"
60,Fernando Luna,ESP,0,23,18,56.1%,0,"1,728"
61,Tim Wilkison,USA,0,28,22,56.0%,1,"1,715"
62,Eric Fromm,USA,0,18,18,50.0%,0,"1,600"
63,Pat Cash,AUS,0,17,10,63.0%,1,"1,697"
63,Pedro Rebolledo,CHI,0,9,13,40.9%,1,"1,649"
64,Fritz Buehning,USA,0,24,27,47.1%,0,"1,663"
65,Andreas Maurer,GER,0,7,13,35.0%,0,"1,575"
66,Harold Solomon,USA,0,22,23,48.9%,0,"1,797"
67,Rodney Harmon,USA,0,9,5,64.3%,0,"1,717"
68,Victor Pecci,PAR,0,19,19,50.0%,0,"1,699"
68,Stanislav Birner,CZE,0,11,21,34.4%,0,"1,615"
69,Damir Keretic,GER,0,15,17,46.9%,0,"1,617"
70,Guy Forget,FRA,0,16,13,55.2%,0,"1,660"
71,Bill Scanlon,USA,0,31,24,56.4%,1,"1,852"
71,Bernard Boileau,BEL,0,6,6,50.0%,0,"1,619"
72,Gianni Ocleppo,ITA,0,6,15,28.6%,0,"1,600"
73,Pat Dupre,USA,0,17,22,43.6%,1,"1,677"
75,Bruce Manson,USA,0,21,28,42.9%,0,"1,693"
76,Claudio Panatta,ITA,0,29,26,52.7%,0,"1,641"
77,Jaime Fillol,CHI,—,14,8,63.6%,1,"1,707"
77,Rolf Gehring,GER,0,3,21,12.5%,0,"1,566"
78,John Fitzgerald,AUS,0,22,22,50.0%,1,"1,696"
79,Lloyd Bourne,USA,0,22,18,55.0%,0,"1,668"
81,Nduka Odizor,NGR,0,13,16,44.8%,0,"1,590"
81,Tony Giammalva,USA,0,10,16,38.5%,0,"1,645"
82,Thomas Hogstedt,SWE,0,9,10,47.4%,0,"1,588"
83,Peter Elter,GER,0,18,19,48.6%,0,"1,680"
84,Henrik Sundstrom,SWE,0,14,10,58.3%,0,"1,601"
85,Heinz Gunthardt,SUI,0,26,25,51.0%,0,"1,722"
85,Corrado Barazzutti,ITA,0,19,20,48.7%,0,"1,763"
85,David Carter,AUS,0,14,23,37.8%,0,"1,602"
85,Dick Stockton,USA,0,8,18,30.8%,0,"1,654"
86,Ilie Nastase,ROU,0,14,24,36.8%,0,"1,633"
86,Cassio Motta,BRA,0,8,13,38.1%,0,"1,549"
87,Rod Frawley,AUS,0,22,23,48.9%,1,"1,684"
88,Zoltan Kuharszky,HUN,0,18,21,46.1%,0,"1,558"
88,Mike Bauer,USA,0,15,9,62.5%,2,"1,684"
88,Vijay Amritraj,IND,0,12,12,50.0%,0,"1,843"
88,Pascal Portes,FRA,0,11,17,39.3%,0,"1,653"
89,Alberto Tous,ESP,0,3,4,42.9%,0,"1,543"
90,Alejandro Ganzabal,ARG,0,15,15,50.0%,0,"1,587"
90,Ulrich Pinner,GER,0,8,10,44.4%,0,"1,674"
