rank,player,country,points,wins,losses,win_pct,titles,elo
—,Peter Doerner,AUS,—,6,6,50.0%,0,"1,516"
—,Roy Barth,USA,—,6,29,17.1%,0,"1,463"
—,Torben Ulrich,DEN,—,6,32,15.8%,0,"1,516"
—,Allan McDonald,AUS,—,5,6,45.5%,0,"1,493"
—,Brian Gottfried,USA,—,5,8,38.5%,0,"1,526"
—,Derek Schroder,RSA,—,5,6,45.5%,0,"1,505"
—,Greg Perkins,AUS,—,5,6,45.5%,0,"1,486"
—,Hans Jurgen Pohmann,GER,—,5,6,45.5%,0,"1,525"
—,Jan Kukal,CZE,—,4,9,30.8%,0,"1,537"
—,Jean Paul Meyer,FRA,—,4,7,36.4%,0,"1,498"
—,Kim Warwick,AUS,—,4,7,36.4%,0,"1,467"
—,Nicholas Kalogeropoulos,GRE,—,4,7,36.4%,0,"1,649"
—,Paolo Bertolucci,ITA,—,4,1,80.0%,0,"1,506"
—,Patrick Hombergen,BEL,—,4,5,44.4%,0,"1,501"
—,Piero Toci,ITA,—,4,6,40.0%,0,"1,477"
—,Stanley Matthews,GBR,—,4,6,40.0%,0,"1,509"
—,Szabolcz Baranyi,HUN,—,4,8,33.3%,0,"1,530"
—,Tom Leonard,USA,—,4,15,21.1%,0,"1,487"
—,Wanaro N'Godrella,FRA,—,4,7,36.4%,0,"1,467"
—,Zan Guerry,USA,—,4,6,40.0%,0,"1,524"
—,Antonio Munoz,ESP,—,3,9,25.0%,0,"1,512"
—,Antonio Zugarelli,ITA,—,3,7,30.0%,0,"1,484"
—,Attila Korpas,GER,—,3,5,37.5%,0,"1,565"
—,Bernard Mignot,BEL,—,3,5,37.5%,0,"1,502"
—,Colin Stubs,AUS,—,3,3,50.0%,0,"1,566"
—,Daniel Contet,FRA,—,3,5,37.5%,0,"1,545"
—,Frank Falderbaum,GER,—,3,3,50.0%,0,"1,511"
—,Jim Ward,USA,—,3,7,30.0%,0,"1,464"
—,John Bartlett,AUS,—,3,9,25.0%,0,"1,429"
—,Luis Ayala,CHI,—,3,3,50.0%,0,"1,588"
—,Marcello Lara,MEX,—,3,3,50.0%,0,"1,564"
—,Peter Pokorny,AUT,—,3,6,33.3%,0,"1,494"
—,Rod Frawley,AUS,—,3,5,37.5%,0,"1,445"
—,Stephen Warboys,GBR,—,3,2,60.0%,0,"1,557"
—,Steve Turner,USA,—,3,5,37.5%,0,"1,435"
—,Tadeusz Nowicki,POL,—,3,1,75.0%,0,"1,587"
—,Wieslaw Gasiorek,POL,—,3,3,50.0%,0,"1,611"
—,Bill Freer,RSA,—,2,7,22.2%,0,"1,469"
—,Buster C Mottram,GBR,—,2,1,66.7%,0,"1,536"
—,Gene Scott,USA,—,2,5,28.6%,0,"1,608"
—,Graydon Garner,RSA,—,2,2,50.0%,0,"1,447"
—,Grover Raz Reid,USA,—,2,3,40.0%,0,"1,522"
—,Hans Joachim Ploetz,GER,—,2,5,28.6%,0,"1,578"
—,Ivan Molina,COL,—,2,3,40.0%,0,"1,504"
—,Jaidip Mukerjea,IND,—,2,5,28.6%,0,"1,533"
—,Jan Hordijk,NED,—,2,3,40.0%,0,"1,481"
—,Jeff Twist,AUS,—,2,2,50.0%,0,"1,487"
—,John Clifton,GBR,—,2,7,22.2%,0,"1,434"
—,Jose Guerrero,ESP,—,2,5,28.6%,0,"1,541"
—,Juan Herrera,ESP,—,2,2,50.0%,0,"1,492"
—,Jurgen Fassbender,GER,—,2,6,25.0%,0,"1,412"
—,Keith Hancock,AUS,—,2,2,50.0%,0,"1,488"
—,Leif Johansson,SWE,—,2,2,50.0%,0,"1,509"
—,Mike Kreiss,USA,—,2,8,20.0%,0,"1,438"
—,Norman Holmes,USA,—,2,1,66.7%,0,"1,536"
—,Per Jemsby,SWE,—,2,1,66.7%,0,"1,618"
—,Peter Burwash,CAN,—,2,3,40.0%,0,"1,404"
—,Steve Krulevitz,USA,—,2,7,22.2%,0,"1,477"
—,Takeshi Koura,JPN,—,2,4,33.3%,0,"1,489"
—,Vincenzo Franchitti,ITA,—,2,6,25.0%,0,"1,447"
—,Wilhelm Bungert,GER,—,2,4,33.3%,0,"1,593"
—,Abe Segal,RSA,—,1,2,33.3%,0,"1,468"
—,Alexander Volkov,RUS,—,1,1,50.0%,0,"1,497"
—,Andrew Rae,AUS,—,1,2,33.3%,0,"1,463"
—,Bernard Montrenaud,FRA,—,1,1,50.0%,0,"1,473"
—,Chris Bovett,GBR,—,1,1,50.0%,0,"1,433"
—,Cyril Rudman,RSA,—,1,1,50.0%,0,"1,496"
—,David Lloyd,GBR,—,1,2,33.3%,0,"1,459"
—,Deon Joubert,RSA,—,1,1,50.0%,0,"1,496"
—,Eugenio Castigliano,ITA,—,1,1,50.0%,0,"1,480"
—,Frank Gebert,GER,—,1,2,33.3%,0,"1,492"
—,George Rudman,RSA,—,1,1,50.0%,0,"1,501"
—,Geza Varga,HUN,—,1,4,20.0%,0,"1,498"
—,Greg Braun,AUS,—,1,2,33.3%,0,"1,472"
—,Guillermo Vilas,ARG,—,1,1,50.0%,0,"1,538"
—,Javier Soler,ESP,—,1,1,50.0%,0,"1,512"
—,John Fraser,AUS,—,1,1,50.0%,0,"1,538"
—,John Marks,AUS,—,1,2,33.3%,0,"1,485"
—,John Yuill,RSA,—,1,2,33.3%,0,"1,461"
—,Jose Castanon,ESP,—,1,2,33.3%,0,"1,472"
—,Jose Higueras,ESP,—,1,1,50.0%,0,"1,443"
—,Juan Ignacio Muntanola,ESP,—,1,1,50.0%,0,"1,497"
—,Juan Manuel Couder,ESP,—,1,1,50.0%,0,"1,580"
—,Julian Ganzabal,ARG,—,1,1,50.0%,0,"1,545"
—,Karl Meiler,GER,—,1,5,16.7%,0,"1,506"
—,Kenichi Hirai,JPN,—,1,7,12.5%,0,"1,443"
—,Kiyoshi Tanabe,JPN,—,1,1,50.0%,0,"1,507"
—,Kjell Johansson,SWE,—,1,3,25.0%,0,"1,488"
—,Luis Bruguera,ESP,—,1,4,20.0%,0,"1,463"
—,Marco Consolini,ITA,—,1,1,50.0%,0,"1,499"
—,Mark Farrell,GBR,—,1,1,50.0%,0,"1,493"
—,Mike Estep,USA,—,1,8,11.1%,0,"1,437"
—,Mike Machette,USA,—,1,2,33.3%,0,"1,452"
—,Neale Fraser,AUS,—,1,1,50.0%,0,"1,506"
—,Pancho Segura,ECU,—,1,1,50.0%,0,"1,531"
—,Patrice Beust,FRA,—,1,3,25.0%,0,"1,508"
—,Pekka Saila,FIN,—,1,1,50.0%,0,"1,534"
—,Rafael Ruiz,ESP,—,1,1,50.0%,0,"1,468"
—,Raul Ramirez,MEX,—,1,4,20.0%,0,"1,496"
—,Rayno Seegers,RSA,—,1,2,33.3%,0,"1,446"
—,Rick Fisher,USA,—,1,2,33.3%,0,"1,536"
—,Roberto Lombardi,ITA,—,1,1,50.0%,0,"1,463"
—,Saeed Meer,PAK,—,1,2,33.3%,0,"1,464"
—,Sandy Mayer,USA,—,1,4,20.0%,0,"1,453"
—,Tenny Svensson,SWE,—,1,2,33.3%,0,"1,511"
—,Tom Brown,USA,—,1,2,33.3%,0,"1,486"
—,Trevor Fancutt,RSA,—,1,1,50.0%,0,"1,482"
—,Vladimir Korotkov,RUS,—,1,1,50.0%,0,"1,574"
—,Willem Prinsloo,RSA,—,1,1,50.0%,0,"1,516"
—,William Brown,USA,—,1,6,14.3%,0,"1,411"
—,Barry Mackay,USA,—,0,6,0.0%,0,"1,536"
—,Bengt Aberg,SWE,—,0,2,0.0%,0,"1,479"
—,Bernie Mitton,RSA,—,0,1,0.0%,0,"1,476"
—,B. Holmstrom,SWE,—,0,1,0.0%,0,"1,482"
—,Bjorn Borg,SWE,—,0,1,0.0%,0,"1,496"
—,Brant Bailey,USA,—,0,1,0.0%,0,"1,466"
—,Brian Teacher,USA,—,0,1,0.0%,0,"1,498"
—,Corrado Barazzutti,ITA,—,0,5,0.0%,0,"1,452"
—,Dan Bleckinger,USA,—,0,1,0.0%,0,"1,425"
—,David Hall,USA,—,0,1,0.0%,0,"1,484"
—,Dimitri Sturdza,SUI,—,0,3,0.0%,0,"1,375"
—,Don Turner,NZL,—,0,1,0.0%,0,"1,438"
—,Eric Baer,USA,—,0,1,0.0%,0,"1,445"
—,Eric Deblicker,FRA,—,0,1,0.0%,0,"1,486"
—,Ernie Ewert,AUS,—,0,1,0.0%,0,"1,483"
—,F D Robbins,USA,—,0,3,0.0%,0,"1,461"
—,Gary Groslimond,USA,—,0,1,0.0%,0,"1,489"
—,George Berner,FIN,—,0,1,0.0%,0,"1,486"
—,George Taylor,USA,—,0,1,0.0%,0,"1,407"
—,Graeme Thomson,AUS,—,0,2,0.0%,0,"1,475"
—,Gustavo Guerrero,ARG,—,0,1,0.0%,0,"1,479"
—,Guy Fritz,USA,—,0,1,0.0%,0,"1,484"
—,Hans Engert,GER,—,0,1,0.0%,0,"1,451"
—,Ian Crookenden,NZL,—,0,3,0.0%,0,"1,434"
—,Jan Botha,RSA,—,0,1,0.0%,0,"1,476"
—,Jan Zabrodsky,SWE,—,0,2,0.0%,0,"1,472"
—,Jeff Simpson,NZL,—,0,4,0.0%,0,"1,392"
—,Jimmy Moore,AUS,—,0,1,0.0%,0,"1,505"
—,Joe Bouquin,USA,—,0,1,0.0%,0,"1,470"
—,Joe Globisch,USA,—,0,1,0.0%,0,"1,489"
—,John Burrman,USA,—,0,1,0.0%,0,"1,463"
—,John McDonald,NZL,—,0,1,0.0%,0,"1,450"
—,John Peckskamp,USA,—,0,1,0.0%,0,"1,482"
—,Jorge Andrew,VEN,—,0,2,0.0%,0,"1,470"
—,J. Weir Smith,RSA,—,0,1,0.0%,0,"1,473"
—,Keishiro Yanagi,JPN,—,0,2,0.0%,0,"1,458"
—,Kenneth Andersson,SWE,—,0,1,0.0%,0,"1,443"
—,Larry Collins,USA,—,0,1,0.0%,0,"1,497"
—,Larry Nagler,USA,—,0,1,0.0%,0,"1,497"
—,Larry Turville,USA,—,0,1,0.0%,0,"1,439"
—,Lorenzo Soriano,ARG,—,0,1,0.0%,0,"1,478"
—,Luis Felipe Tavares,BRA,—,0,1,0.0%,0,"1,486"
—,Luis Riba,ESP,—,0,1,0.0%,0,"1,491"
—,Mario Piuk,ITA,—,0,1,0.0%,0,"1,479"
—,Maurizio Bonaiti,ITA,—,0,2,0.0%,0,"1,474"
—,Max Pettman,AUS,—,0,1,0.0%,0,"1,475"
—,Max Wunschig,GER,—,0,1,0.0%,0,"1,476"
—,Miecyslav Rybarczyk,POL,—,0,2,0.0%,0,"1,397"
—,Mike Myburg,RSA,—,0,1,0.0%,0,"1,473"
—,Mike Phillips,AUS,—,0,1,0.0%,0,"1,468"
—,Mike Styles,RSA,—,0,1,0.0%,0,"1,475"
—,Osamu Ishiguro,JPN,—,0,1,0.0%,0,"1,488"
—,Pancho Walthall,USA,—,0,1,0.0%,0,"1,428"
—,Paul Fitzgerald,AUS,—,0,1,0.0%,0,"1,468"
—,Peter Clarke,IRL,—,0,1,0.0%,0,"1,496"
—,Phil Gunning,NZL,—,0,1,0.0%,0,"1,484"
—,Pierre Joly,FRA,—,0,1,0.0%,0,"1,451"
—,Pietro Marzano,ITA,—,0,3,0.0%,0,"1,439"
—,Ricardo Cano,ARG,—,0,1,0.0%,0,"1,489"
—,Richard Hawkes,NZL,—,0,1,0.0%,0,"1,417"
—,Robert Lamarche,USA,—,0,1,0.0%,0,"1,496"
—,Robert Machan,HUN,—,0,3,0.0%,0,"1,454"
—,Robert Trogolo,RSA,—,0,1,0.0%,0,"1,476"
—,Rudy Hernando,USA,—,0,1,0.0%,0,"1,465"
—,Salvador Cabeza,ESP,—,0,1,0.0%,0,"1,484"
—,Sam Vuille,USA,—,0,1,0.0%,0,"1,447"
—,Sashi Menon,IND,—,0,4,0.0%,0,"1,462"
—,Sever Muresan,ROU,—,0,1,0.0%,0,"1,475"
—,Skip Taylor,USA,—,0,1,0.0%,0,"1,481"
—,Stanley Pasarell,USA,—,0,1,0.0%,0,"1,423"
—,Steve Siegel,USA,—,0,1,0.0%,0,"1,467"
—,Tony Bardsley,CAN,—,0,1,0.0%,0,"1,434"
—,Tony Dawson,AUS,—,0,1,0.0%,0,"1,462"
—,Tony Parun,NZL,—,0,3,0.0%,0,"1,444"
—,Vijay Amritraj,IND,—,0,1,0.0%,0,"1,496"
—,Vitas Gerulaitis,USA,—,0,1,0.0%,0,"1,470"
—,Will Coghlan,AUS,—,0,1,0.0%,0,"1,499"
—,Zlatko Ivancic,CRO,—,0,2,0.0%,0,"1,426"
