rank,player,country,points,wins,losses,win_pct,titles,elo
122,Andy Murray,GBR,547,3,4,42.9%,0,"1,953"
123,Evgeny Donskoy,RUS,540,1,4,20.0%,0,"1,540"
124,Marc Polmans,AUS,539,2,4,33.3%,0,"1,551"
125,Facundo Bagnis,ARG,531,1,4,20.0%,0,"1,674"
126,Cedrik-Marcel Stebe,GER,529,2,3,40.0%,0,"1,679"
127,J.J. Wolf,USA,519,2,3,40.0%,0,"1,604"
128,Lorenzo Musetti,ITA,509,5,3,62.5%,0,"1,687"
129,Prajnesh Gunneswaran,IND,506,1,3,25.0%,0,"1,561"
130,Daniel Altmaier,GER,501,3,3,50.0%,0,"1,670"
131,Jozef Kovalik,SVK,498,1,5,16.7%,0,"1,537"
132,Jason Jung,TPE,490,3,6,33.3%,0,"1,600"
133,Go Soeda,JPN,490,0,2,0.0%,0,"1,586"
134,Henri Laaksonen,SUI,485,1,5,16.7%,0,"1,660"
135,Leonardo Mayer,ARG,482,0,7,0.0%,0,"1,605"
136,Sumit Nagal,IND,475,1,4,20.0%,0,"1,563"
137,Federico Gaio,ITA,474,0,3,0.0%,0,"1,428"
138,Nikola Milojevic,SRB,472,2,2,50.0%,0,"1,620"
139,Francisco Cerundolo,ARG,471,0,1,0.0%,0,"1,470"
140,Oscar Otte,GER,467,2,2,50.0%,0,"1,649"
141,Carlos Alcaraz,ESP,464,1,1,50.0%,0,"1,482"
142,Danilo Petrovic,SRB,458,2,2,50.0%,0,"1,512"
143,Carlos Taberner,ESP,457,1,2,33.3%,0,"1,557"
144,Jurij Rodionov,AUT,455,2,2,50.0%,0,"1,584"
145,Peter Gojowczyk,GER,454,1,3,25.0%,0,"1,621"
146,Paolo Lorenzi,ITA,450,1,4,20.0%,0,"1,536"
147,Ivo Karlovic,CRO,444,1,4,20.0%,0,"1,615"
148,Marc-Andrea Huesler,SUI,444,4,2,66.7%,0,"1,580"
149,Bradley Klahn,USA,436,0,1,0.0%,0,"1,570"
151,Martin Klizan,SVK,432,0,2,0.0%,0,"1,649"
152,Lorenzo Giustino,ITA,426,1,2,33.3%,0,"1,584"
153,Tallon Griekspoor,NED,423,0,2,0.0%,0,"1,556"
154,Mohamed Safwat,EGY,418,0,3,0.0%,0,"1,461"
158,Juan Pablo Varillas,PER,411,1,1,50.0%,0,"1,485"
159,Sebastian Ofner,AUT,402,1,1,50.0%,0,"1,523"
160,Emilio Gomez,ECU,395,0,3,0.0%,0,"1,542"
162,Hugo Gaston,FRA,390,3,3,50.0%,0,"1,593"
165,Benjamin Bonzi,FRA,388,2,2,50.0%,0,"1,580"
166,Brandon Nakashima,USA,387,3,2,60.0%,0,"1,547"
168,Maxime Cressy,USA,384,1,1,50.0%,0,"1,475"
169,Alejandro Tabilo,CHI,382,2,2,50.0%,0,"1,579"
170,Dmitry Popko,KAZ,381,0,1,0.0%,0,"1,500"
171,Alex Bolt,AUS,380,3,3,50.0%,0,"1,605"
172,Thomas Fabbiano,ITA,379,0,1,0.0%,0,"1,593"
173,Yannick Maden,GER,378,0,1,0.0%,0,"1,675"
174,Michael Mmoh,USA,368,2,4,33.3%,0,"1,637"
176,Joao Domingues,POR,364,1,2,33.3%,0,"1,518"
177,Kimmer Coppejans,BEL,361,0,1,0.0%,0,"1,568"
178,Arthur Rinderknech,FRA,361,0,1,0.0%,0,"1,469"
179,Steven Diez,CAN,358,0,1,0.0%,0,"1,565"
180,Roberto Marcora,ITA,352,2,1,66.7%,0,"1,551"
181,Ernests Gulbis,LAT,351,2,2,50.0%,0,"1,562"
182,Roman Safiullin,RUS,350,1,1,50.0%,0,"1,512"
184,Denis Istomin,UZB,348,0,1,0.0%,0,"1,545"
185,Filip Horansky,SVK,345,0,3,0.0%,0,"1,510"
186,Tatsuma Ito,JPN,342,1,1,50.0%,0,"1,583"
188,Liam Broady,GBR,340,0,1,0.0%,0,"1,551"
190,Ramkumar Ramanathan,IND,340,0,1,0.0%,0,"1,513"
191,Mario Vilella Martinez,ESP,339,0,1,0.0%,0,"1,522"
192,Mitchell Krueger,USA,337,1,1,50.0%,0,"1,560"
193,Mackenzie McDonald,USA,335,4,8,33.3%,0,"1,684"
195,Tomas Machac,CZE,331,0,1,0.0%,0,"1,542"
196,Aleksandar Vukic,AUS,331,0,1,0.0%,0,"1,596"
197,Robin Haase,NED,330,0,1,0.0%,0,"1,661"
198,Ernesto Escobedo,MEX,329,1,1,50.0%,0,"1,595"
199,Lukas Rosol,CZE,327,0,1,0.0%,0,"1,658"
201,Viktor Troicki,SRB,323,1,3,25.0%,0,"1,634"
202,Sergiy Stakhovsky,UKR,322,0,1,0.0%,0,"1,568"
203,Quentin Halys,FRA,310,0,2,0.0%,0,"1,529"
206,Juan Pablo Ficovich,ARG,304,0,1,0.0%,0,"1,500"
208,Brayden Schnur,CAN,301,0,1,0.0%,0,"1,529"
209,Maximilian Marterer,GER,300,2,1,66.7%,0,"1,663"
210,Maxime Janvier,FRA,293,0,1,0.0%,0,"1,501"
211,Enzo Couacaud,FRA,287,0,1,0.0%,0,"1,575"
212,Thai-Son Kwiatkowski,USA,283,0,1,0.0%,0,"1,469"
214,Renzo Olivo,ARG,281,3,1,75.0%,0,"1,606"
215,Illya Marchenko,UKR,278,0,1,0.0%,0,"1,544"
219,Cem Ilkel,TUR,260,1,1,50.0%,0,"1,416"
223,Elliot Benchetrit,MAR,255,0,2,0.0%,0,"1,589"
226,Bernard Tomic,AUS,253,0,1,0.0%,0,"1,598"
229,Andrew Harris,AUS,251,0,1,0.0%,0,"1,458"
231,Felipe Meligeni Alves,BRA,250,0,1,0.0%,0,"1,490"
235,Christopher Eubanks,USA,247,0,1,0.0%,0,"1,564"
239,Max Purcell,AUS,238,0,1,0.0%,0,"1,454"
241,Marco Trungelliti,ARG,226,0,1,0.0%,0,"1,579"
243,Ulises Blanch,USA,224,0,1,0.0%,0,"1,478"
249,Malek Jaziri,TUN,219,0,2,0.0%,0,"1,530"
250,Noah Rubin,USA,219,1,1,50.0%,0,"1,603"
253,Jack Sock,USA,217,3,4,42.9%,0,"1,725"
254,Tomas Barrios Vera,CHI,214,1,1,50.0%,0,"1,493"
264,Mischa Zverev,GER,208,1,2,33.3%,0,"1,568"
272,Pavel Kotov,RUS,202,0,1,0.0%,0,"1,533"
279,Andrea Pellegrino,ITA,188,1,1,50.0%,0,"1,520"
293,Nino Serdarusic,CRO,168,0,1,0.0%,0,"1,492"
295,Dimitar Kuzmanov,BUL,166,0,1,0.0%,0,"1,446"
313,John-Patrick Smith,AUS,143,0,1,0.0%,0,"1,536"
324,Giulio Zeppieri,ITA,135,0,1,0.0%,0,"1,525"
362,Jonas Forejtek,CZE,115,1,1,50.0%,0,"1,523"
370,Pedro Cachin,ARG,111,1,1,50.0%,0,"1,536"
371,Stefan Kozlov,USA,110,0,1,0.0%,0,"1,514"
400,Vitaliy Sachko,UKR,99,0,1,0.0%,0,"1,519"
403,Facundo Diaz Acosta,ARG,98,0,1,0.0%,0,"1,475"
427,Harold Mayot,FRA,88,0,2,0.0%,0,"1,472"
437,Zizou Bergs,BEL,86,1,1,50.0%,0,"1,501"
445,Timofey Skatov,KAZ,83,0,1,0.0%,0,"1,490"
479,Ryan Harrison,USA,73,1,1,50.0%,0,"1,653"
517,Andrey Kuznetsov,RUS,63,1,1,50.0%,0,"1,748"
551,Gerardo Lopez Villasenor,MEX,55,0,1,0.0%,0,"1,451"
561,Adrian Andreev,BUL,52,0,1,0.0%,0,"1,460"
662,Arjun Kadhe,IND,34,0,1,0.0%,0,"1,468"
787,Luca Nardi,ITA,22,0,1,0.0%,0,"1,491"
898,Stephane Robert,FRA,15,0,1,0.0%,0,"1,507"
"1,008",Yen-Hsun Lu,TPE,10,0,2,0.0%,0,"1,674"
—,Brian Shi,USA,—,0,1,0.0%,0,"1,493"
—,Michael Venus,NZL,—,0,1,0.0%,0,"1,516"
