rank,player,country,points,wins,losses,win_pct,titles,elo
—,Rod Laver,AUS,—,97,14,87.4%,16,"2,161"
—,Tom Okker,NED,—,86,25,77.5%,8,"2,009"
—,Tony Roche,AUS,—,86,30,74.1%,7,"1,970"
—,Arthur Ashe,USA,—,77,24,76.2%,1,"1,958"
—,Cliff Richey,USA,—,64,18,78.0%,6,"1,946"
—,John Newcombe,AUS,—,64,26,71.1%,2,"1,887"
—,Roy Emerson,AUS,—,62,31,66.7%,3,"1,859"
—,Clark Graebner,USA,—,49,14,77.8%,4,"1,842"
—,Ken Rosewall,AUS,—,49,21,70.0%,3,"1,941"
—,Roger Taylor,GBR,—,49,31,61.2%,0,"1,794"
—,Fred Stolle,AUS,—,48,31,60.8%,2,"1,815"
—,Andres Gimeno,ESP,—,47,21,69.1%,3,"1,933"
—,Marty Riessen,USA,—,47,34,58.0%,1,"1,818"
—,Zeljko Franulovic,CRO,—,47,20,70.2%,3,"1,864"
—,Charlie Pasarell,USA,—,43,31,58.1%,0,"1,668"
—,Bill Bowrey,AUS,—,41,25,62.1%,0,"1,702"
—,Earl Butch Buchholz,USA,—,41,32,56.2%,1,"1,884"
—,Allan Stone,AUS,—,35,20,63.6%,0,"1,732"
—,Mark Cox,GBR,—,35,16,68.6%,2,"1,836"
—,Ray Ruffels,AUS,—,35,21,62.5%,1,"1,760"
—,Thomaz Koch,BRA,—,34,18,65.4%,3,"1,799"
—,Cliff Drysdale,RSA,—,33,20,62.3%,0,"1,782"
—,Jan Kodes,CZE,—,32,19,62.8%,1,"1,730"
—,Raymond Moore,RSA,—,32,39,45.1%,1,"1,689"
—,Bob Hewitt,RSA,—,31,11,73.8%,2,"1,856"
—,Dick Crealy,AUS,—,30,23,56.6%,0,"1,641"
—,Jim Osborne,USA,—,29,17,63.0%,0,"1,745"
—,John Alexander,AUS,—,29,21,58.0%,0,"1,641"
—,Dennis Ralston,USA,—,28,24,53.9%,0,"1,790"
—,Ilie Nastase,ROU,—,27,22,55.1%,2,"1,824"
—,Jaime Fillol,CHI,—,27,19,58.7%,0,"1,673"
—,Nikola Pilic,CRO,—,27,24,52.9%,1,"1,767"
—,Tom Edlefsen,USA,—,26,25,51.0%,0,"1,603"
—,Manuel Santana,ESP,—,25,6,80.7%,2,"1,909"
—,Manuel Orantes,ESP,—,24,10,70.6%,2,"1,809"
—,Ove Bengtson,SWE,—,24,14,63.2%,1,"1,699"
—,Phil Dent,AUS,—,24,22,52.2%,0,"1,591"
—,Bob Carmichael,AUS,—,23,15,60.5%,0,"1,673"
—,Pierre Barthes,FRA,—,22,29,43.1%,0,"1,667"
—,Mike Belkin,CAN,—,21,10,67.7%,0,"1,741"
—,Robert Maud,RSA,—,21,10,67.7%,1,"1,703"
—,Francois Jauffret,FRA,—,19,8,70.4%,1,"1,806"
—,Hans Joachim Ploetz,GER,—,18,16,52.9%,0,"1,605"
—,Tom Gorman,USA,—,18,17,51.4%,0,"1,611"
—,Milan Holecek,CZE,—,17,15,53.1%,0,"1,661"
—,Jean Loup Rouyer,FRA,—,16,19,45.7%,0,"1,606"
—,Roy Barth,USA,—,16,11,59.3%,0,"1,691"
—,Georges Goven,FRA,—,15,13,53.6%,0,"1,652"
—,Gerald Battrick,GBR,—,15,16,48.4%,0,"1,585"
—,Jim Mcmanus,USA,—,15,22,40.5%,0,"1,593"
—,Terry Addison,AUS,—,15,17,46.9%,0,"1,583"
—,Ion Tiriac,ROU,—,14,14,50.0%,0,"1,755"
—,Mal Anderson,AUS,—,14,11,56.0%,0,"1,625"
—,Owen Davidson,AUS,—,14,12,53.9%,0,"1,653"
—,Brian Fairlie,NZL,—,13,14,48.1%,0,"1,592"
—,Christian Kuhnke,GER,—,13,6,68.4%,0,"1,687"
—,Jan Kukal,CZE,—,13,11,54.2%,0,"1,598"
—,Onny Parun,NZL,—,13,22,37.1%,0,"1,581"
—,Patricio Cornejo,CHI,—,13,11,54.2%,0,"1,592"
—,Richard Russell,JAM,—,12,18,40.0%,0,"1,560"
—,Graham Stilwell,GBR,—,11,6,64.7%,0,"1,725"
—,Harald Elschenbroich,GER,—,11,6,64.7%,0,"1,671"
—,Nicola Spear,SRB,—,11,14,44.0%,0,"1,532"
—,Premjit Lall,IND,—,11,9,55.0%,0,"1,633"
—,Ray Keldie,AUS,—,11,17,39.3%,0,"1,469"
—,Jose Edison Mandarino,BRA,—,10,12,45.5%,0,"1,592"
—,Gene Scott,USA,—,9,8,52.9%,0,"1,644"
—,Luis Ayala,CHI,—,9,9,50.0%,0,"1,595"
—,Nicholas Kalogeropoulos,GRE,—,9,10,47.4%,0,"1,568"
—,Torben Ulrich,DEN,—,9,14,39.1%,0,"1,583"
—,Butch Seewagen,USA,—,8,6,57.1%,0,"1,539"
—,Frew Mcmillan,RSA,—,8,12,40.0%,0,"1,505"
—,Nicola Pietrangeli,ITA,—,8,6,57.1%,0,"1,587"
—,Patrick Proisy,FRA,—,8,9,47.1%,0,"1,520"
—,Zan Guerry,USA,—,8,10,44.4%,0,"1,528"
—,Alvin Gardiner,AUS,—,7,7,50.0%,0,"1,533"
—,Geoff Masters,AUS,—,7,6,53.9%,0,"1,547"
—,Wilhelm Bungert,GER,—,7,3,70.0%,0,"1,728"
—,Daniel Contet,FRA,—,6,8,42.9%,0,"1,532"
—,F D Robbins,USA,—,6,7,46.1%,0,"1,520"
—,Istvan Gulyas,HUN,—,6,10,37.5%,0,"1,624"
—,Patrice Beust,FRA,—,6,9,40.0%,0,"1,500"
—,Peter Doerner,AUS,—,6,5,54.5%,0,"1,511"
—,Ashley Hewitt,GBR,—,5,1,83.3%,0,"1,612"
—,Humphrey Hose,VEN,—,5,8,38.5%,0,"1,503"
—,Ivan Molina,COL,—,5,5,50.0%,0,"1,545"
—,John Bartlett,AUS,—,5,6,45.5%,0,"1,455"
—,Peter Pokorny,AUT,—,5,6,45.5%,0,"1,486"
—,Syd Ball,AUS,—,5,5,50.0%,0,"1,467"
—,Dick Stockton,USA,—,4,9,30.8%,0,"1,458"
—,Herb Fitzgibbon,USA,—,4,6,40.0%,0,"1,595"
—,Ian Fletcher,AUS,—,4,3,57.1%,0,"1,529"
—,Jean Baptiste Chanfreau,FRA,—,4,17,19.1%,0,"1,384"
—,Jean Claude Barclay,FRA,—,4,11,26.7%,0,"1,463"
—,Koji Watanabe,JPN,—,4,10,28.6%,0,"1,482"
—,Pancho Segura,ECU,—,4,9,30.8%,0,"1,540"
