rank,player,country,points,wins,losses,win_pct,titles,elo
1,Rafael Nadal,ESP,"6,675",73,11,86.9%,7,"2,254"
2,Roger Federer,SUI,"5,305",63,15,80.8%,4,"2,198"
3,Novak Djokovic,SRB,"5,295",58,15,79.5%,4,"2,120"
4,Andy Murray,GBR,"3,720",56,16,77.8%,5,"2,194"
5,Nikolay Davydenko,RUS,"2,715",51,20,71.8%,3,"1,974"
6,Jo-Wilfried Tsonga,FRA,"2,050",33,15,68.8%,2,"1,994"
7,Gilles Simon,FRA,"1,980",50,26,65.8%,3,"1,981"
8,Andy Roddick,USA,"1,970",47,16,74.6%,3,"2,008"
9,Juan Martin del Potro,ARG,"1,945",44,16,73.3%,4,"1,975"
10,James Blake,USA,"1,775",40,20,66.7%,0,"1,888"
11,David Nalbandian,ARG,"1,725",37,14,72.5%,2,"2,014"
12,David Ferrer,ESP,"1,695",40,20,66.7%,2,"1,856"
13,Stan Wawrinka,SUI,"1,510",33,20,62.3%,0,"1,860"
14,Gael Monfils,FRA,"1,475",27,16,62.8%,0,"1,933"
15,Fernando Gonzalez,CHI,"1,420",32,15,68.1%,2,"1,863"
16,Fernando Verdasco,ESP,"1,415",45,27,62.5%,1,"1,876"
17,Robin Soderling,SWE,"1,325",40,19,67.8%,1,"1,959"
18,Nicolas Almagro,ESP,"1,270",34,16,68.0%,2,"1,794"
19,Igor Andreev,RUS,"1,245",38,27,58.5%,0,"1,882"
20,Tomas Berdych,CZE,"1,215",30,18,62.5%,1,"1,919"
21,Tommy Robredo,ESP,"1,195",35,22,61.4%,1,"1,882"
22,Dmitry Tursunov,RUS,"1,180",35,21,62.5%,2,"1,861"
23,Marin Cilic,CRO,"1,175",36,23,61.0%,1,"1,904"
24,Mardy Fish,USA,"1,165",32,23,58.2%,0,"1,854"
25,Richard Gasquet,FRA,"1,160",31,21,59.6%,0,"1,869"
26,Ivo Karlovic,CRO,"1,140",29,25,53.7%,1,"1,815"
27,Radek Stepanek,CZE,"1,130",31,23,57.4%,0,"1,837"
28,Philipp Kohlschreiber,GER,"1,115",29,19,60.4%,1,"1,857"
29,Marat Safin,RUS,"1,025",24,23,51.1%,0,"1,780"
30,Feliciano Lopez,ESP,"1,005",23,24,48.9%,0,"1,829"
31,Paul-Henri Mathieu,FRA,"1,000",29,25,53.7%,0,"1,746"
32,Mikhail Youzhny,RUS,985,24,19,55.8%,1,"1,761"
33,Rainer Schuettler,GER,942,20,22,47.6%,0,"1,744"
34,Jurgen Melzer,AUT,939,26,23,53.1%,0,"1,778"
35,Andreas Seppi,ITA,910,27,27,50.0%,0,"1,748"
36,Mario Ancic,CRO,900,29,17,63.0%,0,"1,903"
37,Jarkko Nieminen,FIN,895,24,26,48.0%,0,"1,758"
38,Nicolas Kiefer,GER,885,20,16,55.6%,0,"1,876"
39,Sam Querrey,USA,870,28,23,54.9%,1,"1,786"
40,Michael Llodra,FRA,860,21,19,52.5%,2,"1,725"
41,Simone Bolelli,ITA,843,26,27,49.1%,0,"1,785"
42,Carlos Moya,ESP,840,28,23,54.9%,0,"1,802"
43,Julien Benneteau,FRA,804,22,20,52.4%,0,"1,786"
44,Ivan Ljubicic,CRO,790,20,19,51.3%,0,"1,724"
45,Albert Montanes,ESP,787,24,23,51.1%,1,"1,726"
46,Juan Monaco,ARG,785,27,20,57.5%,0,"1,768"
47,Igor Kunitsyn,RUS,781,15,14,51.7%,1,"1,690"
48,Jose Acasuso,ARG,760,26,24,52.0%,0,"1,697"
49,Janko Tipsarevic,SRB,750,24,21,53.3%,0,"1,727"
50,Victor Hanescu,ROU,743,20,21,48.8%,1,"1,756"
51,Robby Ginepri,USA,740,25,19,56.8%,0,"1,814"
52,Fabrice Santoro,FRA,726,18,17,51.4%,1,"1,755"
53,Ernests Gulbis,LAT,719,22,20,52.4%,0,"1,815"
54,Marc Gicquel,FRA,714,21,24,46.7%,0,"1,696"
55,Juan Carlos Ferrero,ESP,705,21,15,58.3%,0,"1,845"
56,Marcel Granollers,ESP,692,15,20,42.9%,1,"1,664"
57,Viktor Troicki,SRB,690,19,19,50.0%,0,"1,786"
58,Eduardo Schwank,ARG,690,15,15,50.0%,0,"1,706"
59,Florent Serra,FRA,687,20,24,45.5%,0,"1,691"
60,Agustin Calleri,ARG,685,20,21,48.8%,0,"1,654"
61,Steve Darcis,BEL,681,20,19,51.3%,1,"1,772"
62,Guillermo Garcia-Lopez,ESP,646,22,22,50.0%,0,"1,646"
63,Kei Nishikori,JPN,640,16,10,61.5%,1,"1,792"
64,Yen-Hsun Lu,TPE,622,7,13,35.0%,0,"1,565"
65,Teymuraz Gabashvili,RUS,613,13,13,50.0%,0,"1,663"
66,Philipp Petzschner,GER,606,10,9,52.6%,1,"1,735"
67,Lleyton Hewitt,AUS,605,17,10,63.0%,0,"1,936"
68,Oscar Hernandez,ESP,584,19,21,47.5%,0,"1,666"
69,Christophe Rochus,BEL,578,5,7,41.7%,0,"1,689"
70,Bobby Reynolds,USA,572,13,18,41.9%,0,"1,649"
71,Martin Vassallo Arguello,ARG,572,5,13,27.8%,0,"1,551"
72,Potito Starace,ITA,564,18,21,46.1%,0,"1,650"
73,Nicolas Devilder,FRA,561,4,11,26.7%,0,"1,529"
74,Ivan Navarro,ESP,554,7,14,33.3%,0,"1,523"
75,Jeremy Chardy,FRA,553,10,9,52.6%,0,"1,680"
76,Vincent Spadea,USA,549,13,19,40.6%,0,"1,657"
77,Nicolas Massu,CHI,545,6,11,35.3%,0,"1,583"
78,Diego Junqueira,ARG,544,1,2,33.3%,0,"1,546"
79,Guillermo Canas,ARG,543,21,19,52.5%,0,"1,690"
80,Mischa Zverev,GER,535,18,23,43.9%,0,"1,703"
81,Jan Hernych,CZE,534,4,8,33.3%,0,"1,676"
82,Tommy Haas,GER,525,18,15,54.5%,0,"1,855"
83,Denis Gremelmayr,GER,518,15,20,42.9%,0,"1,624"
84,Kristof Vliegen,BEL,509,7,16,30.4%,0,"1,626"
85,Thomaz Bellucci,BRA,508,3,11,21.4%,0,"1,554"
86,Nicolas Lapentti,ECU,502,14,17,45.2%,0,"1,658"
87,Marcos Daniel,BRA,498,6,14,30.0%,0,"1,517"
88,Fabio Fognini,ITA,493,16,17,48.5%,0,"1,612"
89,Andrey Golubev,KAZ,488,5,5,50.0%,0,"1,681"
90,Daniel Gimeno-Traver,ESP,488,7,7,50.0%,0,"1,631"
91,Roko Karanusic,CRO,487,7,12,36.8%,0,"1,615"
92,Sergiy Stakhovsky,UKR,483,5,4,55.6%,1,"1,614"
93,Arnaud Clement,FRA,480,10,17,37.0%,0,"1,636"
94,Nicolas Mahut,FRA,480,16,26,38.1%,0,"1,644"
95,Gilles Muller,LUX,478,5,6,45.5%,0,"1,675"
96,Chris Guccione,AUS,478,11,17,39.3%,0,"1,565"
97,Robert Kendrick,USA,478,3,9,25.0%,0,"1,605"
98,Marcos Baghdatis,CYP,475,12,12,50.0%,0,"1,815"
99,Ivo Minar,CZE,475,14,21,40.0%,0,"1,670"
100,Alberto Martin,ESP,473,2,6,25.0%,0,"1,644"
101,Pablo Andujar,ESP,471,3,6,33.3%,0,"1,596"
