rank,player,country,points,wins,losses,win_pct,titles,elo
1,Mats Wilander,SWE,0,51,9,85.0%,6,"2,152"
2,Ivan Lendl,USA,0,41,8,83.7%,3,"2,220"
3,Andre Agassi,USA,0,60,11,84.5%,6,"2,061"
4,Boris Becker,GER,0,50,9,84.8%,7,"2,180"
5,Stefan Edberg,SWE,0,54,15,78.3%,3,"2,080"
6,Kent Carlsson,SWE,0,48,8,85.7%,5,"2,049"
7,Jimmy Connors,USA,0,40,11,78.4%,2,"2,020"
8,Jakob Hlasek,SUI,0,44,14,75.9%,2,"2,050"
9,Henri Leconte,FRA,0,47,19,71.2%,2,"1,936"
10,Tim Mayotte,USA,0,42,15,73.7%,4,"1,909"
11,John McEnroe,USA,0,29,9,76.3%,2,"2,023"
12,Yannick Noah,FRA,0,32,10,76.2%,1,"1,940"
13,Miloslav Mecir,SVK,—,29,13,69.0%,0,"1,900"
14,Andrei Chesnokov,RUS,0,44,16,73.3%,1,"1,884"
15,Aaron Krickstein,USA,0,47,23,67.1%,0,"1,879"
16,Thomas Muster,AUT,0,47,16,74.6%,4,"1,914"
17,Emilio Sanchez,ESP,0,39,19,67.2%,1,"1,907"
18,Guillermo Perez-Roldan,ARG,0,43,19,69.3%,1,"1,835"
19,Mikael Pernfors,SWE,0,31,12,72.1%,2,"1,878"
20,Pat Cash,AUS,0,23,9,71.9%,0,"1,949"
21,Brad Gilbert,USA,0,26,14,65.0%,1,"1,882"
22,Jonas Svensson,SWE,0,40,21,65.6%,1,"1,843"
23,Kevin Curren,USA,0,31,15,67.4%,0,"1,822"
24,Andres Gomez,ECU,0,34,18,65.4%,0,"1,808"
25,John Fitzgerald,AUS,0,36,19,65.5%,1,"1,778"
26,Amos Mansdorf,ISR,0,31,16,66.0%,2,"1,853"
27,Darren Cahill,AUS,0,31,22,58.5%,1,"1,793"
28,Ronald Agenor,HAI,0,24,17,58.5%,0,"1,776"
29,Dan Goldie,USA,0,36,19,65.5%,1,"1,801"
30,Michael Chang,USA,0,23,13,63.9%,1,"1,842"
32,Anders Jarryd,SWE,0,23,13,63.9%,0,"1,820"
33,Jordi Arrese,ESP,0,18,12,60.0%,0,"1,710"
34,Jay Berger,USA,0,28,16,63.6%,1,"1,784"
