rank,player,country,points,wins,losses,win_pct,titles,elo
1,Pete Sampras,USA,"4,547",55,10,84.6%,8,"2,187"
2,Patrick Rafter,AUS,"3,210",63,26,70.8%,1,"2,035"
3,Michael Chang,USA,"3,189",53,18,74.7%,5,"1,910"
4,Jonas Bjorkman,SWE,"2,949",66,25,72.5%,3,"2,006"
5,Yevgeny Kafelnikov,RUS,"2,690",54,26,67.5%,3,"1,955"
6,Greg Rusedski,GBR,"2,617",53,23,69.7%,2,"1,950"
7,Carlos Moya,ESP,"2,508",53,29,64.6%,1,"1,815"
8,Sergi Bruguera,ESP,"2,367",49,28,63.6%,0,"1,786"
9,Thomas Muster,AUT,"2,353",43,23,65.2%,2,"1,820"
10,Marcelo Rios,CHI,"2,317",54,26,67.5%,1,"1,868"
11,Richard Krajicek,NED,"2,299",50,19,72.5%,3,"1,969"
12,Alex Corretja,ESP,"2,275",49,23,68.1%,3,"1,822"
13,Petr Korda,CZE,"2,261",52,24,68.4%,1,"1,976"
14,Gustavo Kuerten,BRA,"2,215",34,23,59.6%,1,"1,779"
15,Goran Ivanisevic,CRO,"2,176",51,20,71.8%,3,"1,866"
16,Felix Mantilla,ESP,"2,110",49,22,69.0%,5,"1,846"
17,Tim Henman,GBR,"1,929",47,23,67.1%,2,"1,895"
18,Mark Philippoussis,AUS,"1,809",43,18,70.5%,3,"1,852"
19,Albert Costa,ESP,"1,778",40,20,66.7%,2,"1,830"
20,Cedric Pioline,FRA,"1,534",37,25,59.7%,1,"1,834"
21,Jim Courier,USA,"1,528",34,19,64.2%,3,"1,827"
22,Magnus Norman,SWE,"1,450",42,26,61.8%,1,"1,822"
23,Alberto Berasategui,ESP,"1,425",39,27,59.1%,1,"1,733"
24,Karol Kucera,SVK,"1,423",33,27,55.0%,1,"1,831"
25,Magnus Larsson,SWE,"1,376",38,21,64.4%,0,"1,891"
26,Todd Woodbridge,AUS,"1,319",31,20,60.8%,1,"1,796"
27,Andrei Medvedev,UKR,"1,314",30,23,56.6%,1,"1,776"
28,Thomas Enqvist,SWE,"1,312",35,21,62.5%,1,"1,873"
29,Fabrice Santoro,FRA,"1,267",32,23,58.2%,1,"1,804"
30,Chris Woodruff,USA,"1,234",35,21,62.5%,1,"1,777"
31,Marc Rosset,SUI,"1,222",32,31,50.8%,1,"1,630"
32,Nicolas Kiefer,GER,"1,209",26,16,61.9%,1,"1,798"
33,Francisco Clavet,ESP,"1,198",41,24,63.1%,2,"1,832"
34,Bohdan Ulihrach,CZE,"1,143",26,27,49.1%,0,"1,748"
35,Albert Portas,ESP,"1,083",22,17,56.4%,0,"1,623"
36,Julian Alonso,ESP,"1,006",21,11,65.6%,1,"1,698"
37,Magnus Gustafsson,SWE,990,26,18,59.1%,1,"1,830"
38,Hicham Arazi,MAR,960,28,27,50.9%,1,"1,624"
39,Thomas Johansson,SWE,959,32,27,54.2%,2,"1,699"
40,Dominik Hrbaty,SVK,952,24,23,51.1%,0,"1,715"
41,Filip Dewulf,BEL,942,19,23,45.2%,1,"1,593"
42,Wayne Ferreira,RSA,910,26,22,54.2%,0,"1,809"
43,Slava Dosedel,CZE,899,24,18,57.1%,1,"1,762"
44,Marcelo Filippini,URU,886,26,21,55.3%,2,"1,697"
45,Tommy Haas,GER,885,22,17,56.4%,0,"1,721"
46,Mark Woodforde,AUS,866,24,26,48.0%,0,"1,731"
47,Guillaume Raoux,FRA,861,26,26,50.0%,0,"1,728"
48,Jiri Novak,CZE,848,20,19,51.3%,0,"1,692"
49,Jeff Tarango,USA,843,31,29,51.7%,0,"1,692"
50,Brett Steven,NZL,817,24,17,58.5%,0,"1,721"
51,Marc Kevin Goellner,GER,812,22,34,39.3%,0,"1,680"
52,Galo Blanco,ESP,790,16,20,44.4%,0,"1,594"
53,Daniel Vacek,CZE,782,19,26,42.2%,0,"1,669"
54,Javier Sanchez,ESP,776,35,33,51.5%,0,"1,720"
55,Karim Alami,MAR,748,23,27,46.0%,0,"1,619"
56,Carlos Costa,ESP,739,20,23,46.5%,0,"1,629"
57,Andrea Gaudenzi,ITA,739,14,20,41.2%,0,"1,640"
58,Scott Draper,AUS,735,23,20,53.5%,0,"1,719"
59,Sjeng Schalken,NED,725,16,25,39.0%,1,"1,632"
60,Lionel Roux,FRA,721,18,24,42.9%,0,"1,689"
62,Boris Becker,GER,715,17,13,56.7%,0,"1,914"
63,Nicolas Lapentti,ECU,715,17,18,48.6%,0,"1,660"
64,Michael Stich,GER,711,15,12,55.6%,0,"1,842"
65,Christian Ruud,NOR,708,23,25,47.9%,0,"1,620"
67,Fernando Meligeni,BRA,691,24,19,55.8%,0,"1,710"
68,Mikael Tillstrom,SWE,677,18,22,45.0%,1,"1,646"
69,Sargis Sargsian,ARM,669,18,23,43.9%,1,"1,674"
70,Paul Haarhuis,NED,666,19,25,43.2%,0,"1,676"
71,Alex Radulescu,GER,665,23,27,46.0%,0,"1,668"
73,Richey Reneberg,USA,654,18,20,47.4%,0,"1,682"
74,Grant Stafford,RSA,649,21,20,51.2%,0,"1,655"
75,Kenneth Carlsen,DEN,640,24,26,48.0%,0,"1,654"
76,Byron Black,ZIM,633,27,24,52.9%,0,"1,724"
77,Richard Fromberg,AUS,631,19,25,43.2%,1,"1,671"
78,Jan Siemerink,NED,622,18,27,40.0%,0,"1,738"
79,Jason Stoltenberg,AUS,617,21,15,58.3%,1,"1,768"
80,Dinu Pescariu,ROU,584,3,13,18.8%,0,"1,494"
81,Todd Martin,USA,579,13,7,65.0%,0,"1,914"
82,Tomas Nydahl,SWE,570,7,11,38.9%,0,"1,537"
83,Sandon Stolle,AUS,555,22,19,53.7%,0,"1,728"
84,Hernan Gumy,ARG,545,22,27,44.9%,0,"1,676"
86,Oliver Gross,GER,542,7,10,41.2%,0,"1,590"
87,Juan Antonio Marin,CRC,537,9,13,40.9%,0,"1,528"
88,Vincent Spadea,USA,536,20,26,43.5%,0,"1,695"
89,David Prinosil,GER,533,16,26,38.1%,0,"1,633"
90,Jordi Burillo,ESP,532,8,10,44.4%,0,"1,598"
91,Hendrik Dreekmann,GER,525,15,20,42.9%,0,"1,628"
92,Marcello Craca,GER,523,8,10,44.4%,0,"1,544"
93,Nicolas Escude,FRA,521,6,6,50.0%,0,"1,620"
94,Arnaud Clement,FRA,520,11,9,55.0%,0,"1,657"
95,Davide Sanguinetti,ITA,519,5,11,31.2%,0,"1,497"
96,Jonathan Stark,USA,507,17,23,42.5%,0,"1,644"
97,Gilbert Schaller,AUT,504,12,17,41.4%,0,"1,510"
99,Wayne Black,ZIM,486,4,6,40.0%,0,"1,553"
100,Renzo Furlan,ITA,486,18,27,40.0%,0,"1,580"
101,Gianluca Pozzi,ITA,483,3,7,30.0%,0,"1,508"
102,Franco Squillari,ARG,481,6,9,40.0%,0,"1,552"
103,Emilio Benfele Alvarez,ESP,481,15,19,44.1%,0,"1,587"
